,AZIN2 (113451)
ACH-000004,0.0122711227665
ACH-000007,-0.385168759425
ACH-000009,-0.34955399463299996
ACH-000011,0.135290480745
ACH-000012,-0.192534026912
ACH-000013,-0.262344949031
ACH-000014,0.104569873277
ACH-000015,-0.170719375598
ACH-000017,-0.139035224947
ACH-000018,-0.35170413429799996
ACH-000019,-0.24291455284000002
ACH-000021,-0.0486747303921
ACH-000022,-0.162816558537
ACH-000025,-0.18122988793699998
ACH-000028,-0.17864974875700002
ACH-000030,-0.0908474459148
ACH-000035,-0.288164011914
ACH-000036,-0.277482469557
ACH-000037,-0.0816451315435
ACH-000039,-0.10885085334799999
ACH-000040,-0.301323694031
ACH-000041,-0.448971361467
ACH-000042,-0.0533065680227
ACH-000045,-0.07525728657860001
ACH-000047,-0.22291771616
ACH-000052,-0.23648339564399998
ACH-000053,-0.0380806019169
ACH-000054,0.0091489399117
ACH-000055,-0.014652806574200001
ACH-000060,-0.16301192519899999
ACH-000067,-0.20151991950399997
ACH-000070,0.0117110688563
ACH-000075,-0.00870038844595
ACH-000078,-0.0596150565671
ACH-000082,-0.14111447608799998
ACH-000085,-0.518974731102
ACH-000086,-0.17170866449799999
ACH-000087,-0.19117537357099998
ACH-000092,-0.516068320165
ACH-000095,-0.11771472818
ACH-000097,0.036176820541
ACH-000098,-0.09691122318420001
ACH-000099,-0.022277500927800002
ACH-000108,-0.186987213273
ACH-000113,-0.16198289182
ACH-000115,-0.186073244336
ACH-000116,-0.162734372272
ACH-000118,-0.116784835855
ACH-000120,0.0168527151393
ACH-000123,-0.432917706337
ACH-000127,-0.111436596368
ACH-000128,-0.304507834481
ACH-000132,-0.12840706879799998
ACH-000133,-0.284495628402
ACH-000137,-0.13830351857999998
ACH-000138,-0.08909191385160001
ACH-000142,-0.21679344353100002
ACH-000143,-0.168399206719
ACH-000146,0.053505898512300004
ACH-000148,-0.194252310701
ACH-000150,-0.18620428408
ACH-000152,-0.06800993699959999
ACH-000153,0.104894105592
ACH-000159,-0.0788397871272
ACH-000160,-0.277573742763
ACH-000163,-0.126549955499
ACH-000167,-0.347139487165
ACH-000168,-0.12369675237
ACH-000169,-0.159453616265
ACH-000178,-0.163209107911
ACH-000182,-0.0829553023956
ACH-000183,-0.0595274178729
ACH-000188,-0.273059576031
ACH-000189,0.24490010972399998
ACH-000190,-0.031560541946099994
ACH-000198,-0.0160442070812
ACH-000204,-0.135590952662
ACH-000206,-0.0653251903624
ACH-000207,-0.178423851013
