,OTUD3 (23252)
ACH-000004,-0.0971039823717
ACH-000007,-0.0747654801935
ACH-000009,0.052554015949
ACH-000011,-0.0030456217491399997
ACH-000012,-0.0365579849145
ACH-000013,-0.0823165811573
ACH-000014,-0.27111862266
ACH-000015,-0.0953396133603
ACH-000017,0.0511860944168
ACH-000018,-0.0133190725014
ACH-000019,-0.055612629487899995
ACH-000021,-0.0748396957083
ACH-000022,-0.08648364922110001
ACH-000025,0.0200924300617
ACH-000028,-0.0618359703365
ACH-000030,-0.00323127398056
ACH-000035,-0.230174113579
ACH-000036,-0.20229227564599997
ACH-000037,-0.47987392281
ACH-000039,-0.0996523623854
ACH-000040,-0.32906820766999995
ACH-000041,-0.462016026711
ACH-000042,-0.0429211301403
ACH-000045,-0.169459434111
ACH-000047,-0.0984808673483
ACH-000052,0.126294938622
ACH-000053,-0.045618072564
ACH-000054,-0.056277824061699996
ACH-000055,0.101829406
ACH-000060,-0.171832111123
ACH-000067,-0.041459633391699995
ACH-000070,0.0847616728936
ACH-000075,-0.481435198465
ACH-000078,-0.105858244118
ACH-000082,0.00413657315726
ACH-000085,-0.3522197947
ACH-000086,-0.0646218937851
ACH-000087,0.00501380974277
ACH-000092,-0.15256425612900001
ACH-000095,-0.0903490553006
ACH-000097,-0.21705434411999996
ACH-000098,-0.0349462644576
ACH-000099,-0.13259970309900002
ACH-000108,-0.17503619555599997
ACH-000113,-0.131243568053
ACH-000115,-0.16440715591
ACH-000116,-0.0704007503653
ACH-000118,0.0045974504963999996
ACH-000120,0.0701411467038
ACH-000123,-0.130550001824
ACH-000127,-0.0625700608908
ACH-000128,-0.282162850645
ACH-000132,-0.115680908246
ACH-000133,-0.230022152344
ACH-000137,-0.027180249334900004
ACH-000138,-0.11313991307099999
ACH-000142,-0.139933383718
ACH-000143,-0.25381119645
ACH-000146,-0.143639596648
ACH-000148,-0.10157251367799999
ACH-000150,-0.331206704031
ACH-000152,0.0448087425425
ACH-000153,-0.088012824851
ACH-000159,-0.270040662941
ACH-000160,-0.134023758666
ACH-000163,-0.012888838088
ACH-000167,-0.18402588374899997
ACH-000168,-0.287164281645
ACH-000169,-0.08447450061339999
ACH-000178,-0.10860682545099999
ACH-000182,0.0303727859521
ACH-000183,-0.190114782669
ACH-000188,-0.21256058093199998
ACH-000189,-0.536990056307
ACH-000190,-0.386019429124
ACH-000198,-0.065834915712
ACH-000204,-0.304700290516
ACH-000206,0.048355959236
ACH-000207,0.305783104601
ACH-000211,-0.050909001974700004
ACH-000215,-0.07585150971239998
ACH-000221,-0.0744858371575
ACH-000222,-0.228483693549
ACH-000223,0.027904741871
ACH-000226,-0.119869090154
ACH-000227,0.21885608544
ACH-000228,0.0067808682954800005
ACH-000231,-0.134421259602
ACH-000232,-0.0612696298698
ACH-000233,-0.167571597987
ACH-000234,-0.23420683872099998
ACH-000235,-0.0905659149977
ACH-000237,-0.0620617076553
ACH-000238,-0.283249915268
ACH-000243,0.0126525376146
ACH-000244,-0.400204049271
ACH-000246,-0.11556136643300001
ACH-000248,-0.21352976774399998
ACH-000250,-0.095948294428
ACH-000251,0.032359066941299995
ACH-000253,-0.19668504524
ACH-000255,-0.19209496994300002
ACH-000256,0.035730837239599994
ACH-000257,-0.249363743528
ACH-000258,-0.08536874195180001
ACH-000259,-0.029547750016400004
ACH-000260,-0.104097970892
ACH-000261,0.0252699501984
ACH-000262,-0.00304390710893
ACH-000263,-0.0225265175426
ACH-000264,-0.314818512436
ACH-000265,-0.0175858934986
ACH-000266,-0.12168401143799999
ACH-000272,-0.241154114094
ACH-000273,-0.1419176046
ACH-000274,-0.176124239751
ACH-000277,-0.285895656329
ACH-000278,-0.19403226210299998
ACH-000279,-0.037997458503699996
ACH-000280,-0.005882308492169999
ACH-000281,0.11558249454399999
ACH-000288,-0.142962765507
ACH-000291,-0.281517389287
ACH-000293,-0.41363352439
ACH-000294,0.11722749571699999
ACH-000295,-0.147793853508
ACH-000296,0.06773584217209999
ACH-000302,-0.215679862935
ACH-000304,-0.45692432607100003
ACH-000307,-0.28118480425000003
ACH-000308,-0.104500173439
ACH-000310,0.0287151022042
ACH-000311,0.10909767442700001
