,SCLY (51540)
ACH-000004,0.038828828694699995
ACH-000007,-0.0742066732266
ACH-000009,0.00349992673587
ACH-000011,-0.049258676959699994
ACH-000012,-0.0918174687866
ACH-000013,-0.10380509907600001
ACH-000014,-0.05980937339240001
ACH-000015,-0.120484577006
ACH-000017,-0.0893580910774
ACH-000018,-0.09939842131560002
ACH-000019,-0.0534342512842
ACH-000021,-0.39280508358099997
ACH-000022,-0.0848434064685
ACH-000025,-0.0720091977564
ACH-000028,0.0312733281939
ACH-000030,0.0283336864235
ACH-000035,-0.060627393138300005
ACH-000036,-0.050319258286800006
ACH-000037,-0.361657637243
ACH-000039,-0.204271636584
ACH-000040,-0.152213870286
ACH-000041,-0.204453785556
ACH-000042,-0.119205256668
ACH-000045,-0.014228128736799999
ACH-000047,-0.253899868868
ACH-000052,0.141617263451
ACH-000053,0.010465495539700002
ACH-000054,-0.18758606037099998
ACH-000055,-0.20671046708500002
ACH-000060,-0.00815588154525
ACH-000067,0.028629073614699997
ACH-000070,-0.42468882397200003
ACH-000075,-0.118990774838
ACH-000078,-0.0949668949901
ACH-000082,-0.14820249522
ACH-000085,-0.103336602206
ACH-000086,-0.10792853154200001
ACH-000087,-0.0751822156665
ACH-000092,-0.10716708936000001
ACH-000095,-0.11776599883899999
ACH-000097,-0.132782228001
ACH-000098,-0.21270242515999999
ACH-000099,-0.103445094338
ACH-000108,-0.0627923385971
ACH-000113,-0.120807785973
ACH-000115,-0.012472228318799999
ACH-000116,-0.0329774337467
ACH-000118,0.04484658106290001
ACH-000120,0.00458412438487
ACH-000123,-0.09040916701739998
ACH-000127,-0.20228302878499999
ACH-000128,-0.228788464368
ACH-000132,-0.0311026171646
ACH-000133,-0.17324288137200003
ACH-000137,0.0124820400542
ACH-000138,0.0577517375777
ACH-000142,0.0665639525091
ACH-000143,0.07860391944910002
ACH-000146,0.088969860062
ACH-000148,-0.07368958455510001
ACH-000150,-0.44123213970200004
ACH-000152,0.0118393606407
ACH-000153,-0.12738674961100002
ACH-000159,-0.135990040456
ACH-000160,0.06252563776259999
ACH-000163,-0.0606455513673
ACH-000167,-0.0773748697653
ACH-000168,-0.08396997729460001
ACH-000169,0.0575107195512
ACH-000178,-0.058813327217800006
ACH-000182,-0.0820819599873
ACH-000183,-0.158987752101
ACH-000188,-0.11917348377499999
ACH-000189,-0.037407841630899996
ACH-000190,-0.0204934347623
ACH-000198,-0.0506459310479
ACH-000204,-0.063236823016
ACH-000206,0.109121075421
ACH-000207,-0.44114907557599997
ACH-000211,-0.276002585249
ACH-000215,-0.20293316047899998
ACH-000221,-0.163242862363
ACH-000222,-0.0777551783137
ACH-000223,-0.12388891764
ACH-000226,-0.164813133561
ACH-000227,0.0778630126875
ACH-000228,-0.233114803108
ACH-000231,-0.0957090717147
ACH-000232,-0.0455604515059
ACH-000233,-0.197306479352
ACH-000234,-0.0871194773636
ACH-000235,-0.0296313012701
ACH-000237,-0.0452121176528
ACH-000238,-0.0632278125227
ACH-000243,0.00955022944725
ACH-000244,0.0916817249327
ACH-000246,0.046201692673000005
ACH-000248,0.116546498039
ACH-000250,-0.156172529039
ACH-000251,-0.220060212901
ACH-000253,-0.149488919562
ACH-000255,-0.0873811654047
ACH-000256,-0.155214620414
ACH-000257,-0.032888360622099995
ACH-000258,0.041333746015800005
ACH-000259,-0.0434578462106
ACH-000260,-0.17192214007599999
ACH-000261,-0.306441574883
ACH-000262,0.169073526535
ACH-000263,0.297422386813
ACH-000264,0.0288717592668
ACH-000265,0.0335514416689
ACH-000266,-0.07068667465160001
ACH-000272,-0.14321400018400002
ACH-000273,0.059876447499
ACH-000274,-0.10804358359999999
ACH-000277,-0.23884693056200001
ACH-000278,0.148429268179
ACH-000279,0.0819349387781
ACH-000280,-0.0708368921423
ACH-000281,0.0155737644372
ACH-000288,-0.072218705762
ACH-000291,-0.169184882729
ACH-000293,-0.154096650387
ACH-000294,-0.012137464298100002
ACH-000295,-0.172961702377
ACH-000296,-0.0284817167531
ACH-000302,-0.0206351779598
ACH-000304,0.0738957416184
ACH-000307,0.144970294028
ACH-000308,-0.158899139766
ACH-000310,0.174736105625
ACH-000311,0.166018403486
ACH-000312,-0.06372965136099999
ACH-000315,-0.276063604293
ACH-000316,-0.011208956078200001
ACH-000317,-0.06621777671569999
ACH-000318,0.061383965425699995
