,RXFP1 (59350)
ACH-000004,0.19296123582199998
ACH-000007,0.0922637306925
ACH-000009,0.08904471023289999
ACH-000011,0.19973492675299998
ACH-000012,0.173905817719
ACH-000013,0.165152599491
ACH-000014,0.38795536902500005
ACH-000015,0.137569612651
ACH-000017,0.131646615739
ACH-000018,0.0774242269442
ACH-000019,-0.006115980042270001
ACH-000021,0.20313024778299998
ACH-000022,0.200739900482
ACH-000025,0.137705225141
ACH-000028,0.051643605161100004
ACH-000030,0.229135565379
ACH-000035,0.25999573735599996
ACH-000036,0.266286761709
ACH-000037,0.23927931917599998
ACH-000039,-0.0669523233061
ACH-000040,0.309736323043
ACH-000041,-0.0490162399713
ACH-000042,0.200387458006
ACH-000045,-0.0671919789398
ACH-000047,0.14084556632
ACH-000052,0.0025005990759899995
ACH-000053,0.15755567183
ACH-000054,-0.0889812921805
ACH-000055,0.018611039162
ACH-000060,0.0614535449852
ACH-000067,0.145639033211
ACH-000070,0.0340334866711
ACH-000075,0.0874727711352
ACH-000078,0.08448219553960001
ACH-000082,0.20717724030200002
ACH-000085,-0.039848090476
ACH-000086,0.159822162277
ACH-000087,0.235547329283
ACH-000092,0.139301124012
ACH-000095,0.0503082515164
ACH-000097,0.116317260262
ACH-000098,0.0321527359435
ACH-000099,0.140256933382
ACH-000108,0.16839901062600002
ACH-000113,0.18244603641100002
ACH-000115,0.11669569013900001
ACH-000116,-0.0041159007056600005
ACH-000118,0.309922293857
ACH-000120,0.110575923596
ACH-000123,0.0609353530712
ACH-000127,0.125002895962
ACH-000128,0.14813038323799999
ACH-000132,0.08392088434869999
ACH-000133,0.11041024160999999
ACH-000137,0.0484986514114
ACH-000138,0.28559840710400003
ACH-000142,0.11094230864700001
ACH-000143,0.149082579164
ACH-000146,0.20913724715
ACH-000148,0.0702480419453
ACH-000150,0.09889124078089999
ACH-000152,0.166874104605
ACH-000153,0.33686912063
ACH-000159,0.185545445394
ACH-000160,0.2784958132
ACH-000163,-0.0179189446722
ACH-000167,0.378845193886
ACH-000168,0.260631370247
ACH-000169,0.11625531435900001
ACH-000178,0.07016047558210001
ACH-000182,0.15207586037999998
ACH-000183,0.0627581048538
ACH-000188,0.21579735976599998
ACH-000189,0.0746243233202
ACH-000190,-0.0414499500024
ACH-000198,0.0202817167885
ACH-000204,-0.057539881206
