,ADNP2 (22850)
ACH-000004,0.252621646004
ACH-000007,0.129930547806
ACH-000009,0.0306414717728
ACH-000011,-0.149502065493
ACH-000012,0.0796790831272
ACH-000013,0.11691928683399999
ACH-000014,-0.20146491081
ACH-000015,0.15181008928099998
ACH-000017,-0.129072888782
ACH-000018,-0.0596897542785
ACH-000019,0.129511861162
ACH-000021,0.20194239956799998
ACH-000022,0.149511954539
ACH-000025,0.150163382269
ACH-000028,0.105481571767
ACH-000030,0.09323345877480001
ACH-000035,0.234633014475
ACH-000036,0.0705985111283
ACH-000037,-0.0669738797208
ACH-000039,0.161985455945
ACH-000040,-0.22889155023899999
ACH-000041,0.198658396554
ACH-000042,0.0637771450552
ACH-000045,0.145197366505
ACH-000047,-0.025464747368900004
ACH-000052,-0.0633730124507
ACH-000053,0.0296345101885
ACH-000054,-0.10530527043
ACH-000055,0.0331842818515
ACH-000060,-0.0781818643265
ACH-000067,0.0806703091507
ACH-000070,-0.0561003939496
ACH-000075,0.0897922825397
ACH-000078,-0.0124307255149
ACH-000082,0.083075593877
ACH-000085,0.40047546979299997
ACH-000086,0.0857888764065
ACH-000087,0.11936248693399999
ACH-000092,0.252539371249
ACH-000095,0.22485162516100002
ACH-000097,0.210012458821
ACH-000098,-0.0376848858615
ACH-000099,0.043899396881900005
ACH-000108,0.10591848880799999
ACH-000113,0.031856858928400004
ACH-000115,0.0307031304557
ACH-000116,0.123011240287
ACH-000118,0.111915443801
ACH-000120,0.05850476342619999
ACH-000123,0.055318837863499996
ACH-000127,0.142401240378
ACH-000128,0.289254794526
ACH-000132,-0.09357584712919999
ACH-000133,-0.013259525153399999
ACH-000137,0.327580242873
ACH-000138,0.18133964925999999
ACH-000142,0.161394705743
ACH-000143,0.213699063591
ACH-000146,0.0313524532086
ACH-000148,0.005773163408069999
ACH-000150,0.046165767398600004
ACH-000152,-0.0452434249084
ACH-000153,0.49252637085
ACH-000159,0.0550641854923
ACH-000160,0.145262933564
ACH-000163,-0.22483456562600002
ACH-000167,0.0388456609009
ACH-000168,-0.0372707391281
ACH-000169,0.115738002048
ACH-000178,-0.0626068897002
ACH-000182,0.246164629137
ACH-000183,0.294054738329
ACH-000188,0.06708474907340001
ACH-000189,0.21952191641399998
ACH-000190,-0.0426241379519
ACH-000198,0.288387710485
ACH-000204,-0.255931628827
ACH-000206,0.06584927174880001
ACH-000207,0.108477223077
ACH-000211,0.0669581158605
ACH-000215,0.038451723974
ACH-000221,-0.0081984532333
ACH-000222,0.13448268002699998
ACH-000223,0.0417411789361
ACH-000226,0.213851553648
