,WARS2 (10352)
ACH-000350,-0.28562108476500003
ACH-000352,-0.279720727145
ACH-000356,-0.3904279325
ACH-000361,-0.357997118503
ACH-000362,-0.282523930061
ACH-000363,-0.370012743419
ACH-000364,-0.332847540651
ACH-000365,-0.40837345306100004
ACH-000366,-0.377696517247
ACH-000368,-0.481754257428
ACH-000374,-0.530078522441
ACH-000375,-0.430189696607
ACH-000376,-0.8369063075159999
ACH-000381,-0.45357173087999997
ACH-000383,-0.399688369093
ACH-000387,-0.23367590471000002
ACH-000389,-0.14347557021
ACH-000390,-0.541702229208
ACH-000393,-0.428381492719
ACH-000395,-0.17786631996399999
ACH-000397,-0.18182642801600002
ACH-000401,-0.44289265514200005
ACH-000402,-0.277798379927
ACH-000403,-0.39250612175899996
ACH-000404,-0.203612788563
ACH-000406,-0.38848807460999996
ACH-000407,-0.43689505902500003
ACH-000408,-0.534303626431
ACH-000410,-0.287811207817
ACH-000411,0.0388439124706
ACH-000414,-0.274666055533
ACH-000415,-0.48999353480700003
ACH-000416,-0.05712062077959999
ACH-000420,-0.44275985081299996
ACH-000421,-0.104873963829
ACH-000424,-0.7361430684
ACH-000425,-0.20052228679200002
ACH-000426,-0.472194120549
ACH-000427,-0.213780857143
ACH-000433,-0.409689453258
ACH-000436,0.11744419761
ACH-000444,-0.397556607763
ACH-000445,-0.40719051302000003
ACH-000448,-0.29798151233000003
ACH-000450,-0.392020893376
ACH-000452,-0.269976467231
ACH-000454,-0.917908336847
ACH-000458,-0.362414449942
ACH-000459,-1.04252042626
ACH-000460,-0.435570125605
ACH-000461,-0.7063354586789999
ACH-000463,-0.111301363631
ACH-000464,-0.304870469179
ACH-000466,-0.36193306277599996
ACH-000467,-0.559561229565
ACH-000468,-0.570946617257
ACH-000469,-0.6381430411819999
ACH-000470,-0.195807790055
ACH-000471,-0.324639874941
ACH-000472,-0.261720571516
ACH-000473,-0.18211682623199998
ACH-000475,-0.433397997389
ACH-000476,-0.316332465267
ACH-000477,-0.0411039118907
ACH-000480,-0.581777950539
ACH-000481,-0.305183812285
ACH-000483,-0.578385130804
ACH-000484,-0.311016891421
ACH-000485,-0.307885259641
ACH-000486,-0.417995376365
ACH-000487,-0.570127705032
ACH-000488,-0.38143494524800003
ACH-000490,-0.26317033582
ACH-000491,-0.574161907126
ACH-000495,-0.368121142157
ACH-000496,-0.49999660931699996
ACH-000499,-0.674304147053
ACH-000500,-0.44285851306699997
ACH-000502,-0.250799222558
ACH-000503,-0.6394697832540001
ACH-000505,-0.28258550129
ACH-000507,-0.334706508823
ACH-000510,-0.308934324644
ACH-000511,-0.11820646608100001
ACH-000512,-0.773211834322
ACH-000516,-0.22048001466699998
ACH-000517,-0.241503871367
ACH-000518,-0.45553614337399995
ACH-000520,-0.317152786981
ACH-000521,-0.504557896317
ACH-000522,-0.486559120806
ACH-000524,-0.132599191535
ACH-000527,-0.0981864077629
ACH-000528,-0.542480031064
ACH-000537,-0.462596787021
ACH-000541,-0.426299677774
ACH-000542,-0.136223993868
ACH-000544,-0.7185027404340001
ACH-000545,-0.482384584307
ACH-000547,-0.43382075203599996
ACH-000548,-0.266320105528
ACH-000549,-0.508177039953
ACH-000550,-0.37766997586400003
ACH-000552,-0.51744846169
ACH-000556,-0.280455995931
ACH-000557,-0.0779023738275
ACH-000570,-0.354543430248
ACH-000571,-0.47770840706999995
ACH-000573,-0.156101375813
ACH-000576,-0.0583097567965
ACH-000580,-0.419670384664
ACH-000584,-0.06929022397250001
ACH-000585,-0.236737819898
ACH-000588,-0.36374780689499997
ACH-000589,-0.34063508610200005
ACH-000591,-0.414748351351
ACH-000593,-0.523073565609
ACH-000600,-0.571251807911
ACH-000601,-0.489776276048
ACH-000604,-0.444490326246
ACH-000605,-0.528752967259
ACH-000606,-0.501029566999
ACH-000608,-0.273894105677
ACH-000614,-0.45581279529
ACH-000616,-0.247619709833
ACH-000618,-0.389145698396
ACH-000619,-0.5332980175859999
ACH-000620,-0.576156241455
ACH-000621,-0.300252978165
ACH-000622,-0.47467898425899996
ACH-000623,-0.419366256489
ACH-000624,-0.228085055045
ACH-000627,-0.630254558775
ACH-000630,-0.485976249626
ACH-000632,-0.39593097751199996
ACH-000633,-0.635693745341
ACH-000637,-0.42821428843599996
ACH-000638,-0.43414002874700003
ACH-000646,-0.37470329304
ACH-000647,-0.343751742841
ACH-000648,-0.325704764856
ACH-000649,-0.32431859675700003
ACH-000651,-0.965552024675
ACH-000652,-0.5292480456149999
ACH-000653,-0.37728289915200003
ACH-000657,-0.5718087438539999
ACH-000658,-0.343518696745
ACH-000661,-0.5257289820409999
ACH-000662,-0.622727521659
ACH-000663,-0.337759121923
ACH-000665,-0.285937345247
ACH-000671,-0.590456160477
ACH-000673,-0.09296398598899999
ACH-000676,-0.570900953979
ACH-000677,-0.503682115093
ACH-000681,-0.475314660558
ACH-000682,-0.397223781471
ACH-000683,-0.5745045307109999
ACH-000684,-0.613262628945
ACH-000688,-0.77817766063
ACH-000693,-0.75226969934
ACH-000694,-0.8166761593999999
ACH-000695,-0.22248114257399998
ACH-000696,-0.46508463031499997
ACH-000697,-0.806377569898
ACH-000699,-0.349259807874
ACH-000701,-0.219564034479
ACH-000706,-0.6344347080089999
ACH-000711,-0.5342211977310001
ACH-000713,-0.356840366705
ACH-000714,-0.162788393473
ACH-000718,-0.21712017417800003
ACH-000720,-0.43398327383699997
ACH-000721,-0.635007464461
ACH-000724,-0.399099384749
ACH-000725,-0.571046076105
ACH-000732,-0.30124791935199996
ACH-000734,-0.726567485726
ACH-000735,-0.371719406836
ACH-000736,-0.40878610346699995
ACH-000738,-0.522445603427
ACH-000746,-0.7301183239679999
ACH-000747,-0.725635297958
ACH-000748,-0.281160680069
ACH-000753,-0.39109451545999996
ACH-000756,-0.335016173662
ACH-000757,-0.503864931837
ACH-000758,-1.03236517762
ACH-000760,-0.331753837491
ACH-000763,-0.264737370846
ACH-000764,-0.438932423739
ACH-000765,-0.57371801051
ACH-000766,-0.20342076186900002
ACH-000767,-0.27906714795000004
ACH-000768,-0.361141635932
ACH-000769,-0.625310375507
ACH-000770,-0.23526156883000002
ACH-000771,-0.259143133185
ACH-000773,-0.115301515396
ACH-000776,-0.504839715532
ACH-000777,-0.40114442833
ACH-000778,-0.417703113477
ACH-000781,-0.356553496432
ACH-000782,-0.46349093431599997
ACH-000783,-0.218861887066
ACH-000784,-0.742189613414
ACH-000785,-0.449341518155
ACH-000787,-0.601140381727
ACH-000788,-0.314699508453
ACH-000791,-0.300976186582
ACH-000792,-0.21152326927
ACH-000794,-0.349133012853
ACH-000796,-0.331096366655
ACH-000799,-0.201664363876
ACH-000800,-0.323926885343
ACH-000802,-0.479133737261
ACH-000804,-0.387287817127
ACH-000805,-0.49930810578699997
ACH-000809,-0.559011952497
ACH-000810,-0.602714860182
ACH-000811,-0.36252926209299996
ACH-000817,-0.906787997563
ACH-000819,-0.447655474494
ACH-000820,0.0737316614155
ACH-000821,-0.319979700829
ACH-000822,-0.303818968369
ACH-000823,-0.655377901936
ACH-000824,-0.050784807804699995
ACH-000827,-0.151860281738
ACH-000829,-0.36497334739799997
ACH-000831,-0.612764369306
ACH-000832,-0.569172448996
ACH-000833,-0.513153501949
ACH-000834,-0.6437203030259999
ACH-000835,-0.396843308942
ACH-000836,-0.252428063739
ACH-000837,-0.646995950002
ACH-000838,-0.34471927560800003
ACH-000839,-0.23468888141199998
ACH-000840,-0.137596914001
ACH-000841,-0.177013572394
ACH-000843,-0.705586380005
ACH-000846,-0.308729703864
ACH-000847,-0.699454698114
ACH-000848,-0.9697608270970001
ACH-000849,-0.507301556752
ACH-000851,-0.710700437306
ACH-000855,-0.495484257849
ACH-000856,-0.40628816825499997
ACH-000858,-0.73494935317
ACH-000859,-0.644555819846
ACH-000861,-0.38105878786700004
ACH-000862,-0.491116387154
ACH-000865,-0.474664053014
ACH-000866,-0.495376696401
ACH-000867,-0.230787902718
ACH-000869,-0.5258895943
ACH-000872,-0.36363310519599995
ACH-000873,-0.40578723118199994
ACH-000876,-0.7233112267370001
ACH-000878,-0.11300416731799999
ACH-000880,-0.152925103383
ACH-000881,-0.325575234395
ACH-000882,-0.64143876276
ACH-000884,-0.444499517452
ACH-000885,-0.7651454703210001
ACH-000887,-0.409568490895
ACH-000888,-0.405577902979
ACH-000889,-0.876170878098
ACH-000890,-0.37888641112800003
ACH-000896,-0.380492827857
ACH-000898,-0.386367041859
ACH-000900,-0.293764478641
ACH-000901,-0.329422331435
ACH-000905,-0.411492675298
ACH-000906,-0.42924901934500004
ACH-000907,-0.327761304668
ACH-000910,-0.549811707644
ACH-000911,-0.456581756337
ACH-000912,-0.37047947314199997
ACH-000913,-0.677812040843
ACH-000915,-0.456222186344
ACH-000916,0.084688801997
ACH-000917,-0.41585074061399996
ACH-000921,-0.27673742036800003
ACH-000924,-0.836528506363
ACH-000926,-0.267104027581
ACH-000928,-0.361053711535
ACH-000929,-0.653799030955
ACH-000932,-0.492172218231
ACH-000935,-0.7430421398520001
ACH-000936,-0.8387647012549999
ACH-000937,-0.513534300232
ACH-000938,-0.451905994901
ACH-000939,-0.29416348049400004
ACH-000941,-0.41861080542199997
ACH-000943,-0.629733977593
ACH-000946,-0.427179188257
ACH-000947,-0.913739110561
ACH-000948,-0.34855574734800004
ACH-000950,-0.45007817358400004
ACH-000953,-0.219660191692
ACH-000957,-0.596261744574
ACH-000958,-0.322051530418
ACH-000960,-0.346924033957
ACH-000963,-0.7730085911200001
ACH-000968,-0.742597315429
ACH-000969,-0.702199335047
ACH-000973,-0.716854040681
ACH-000974,-0.269035263571
ACH-000975,-0.464285118455
ACH-000976,-0.38628545849299994
ACH-000978,-0.539933700092
ACH-000980,-0.419294740342
ACH-000984,-0.293326857606
ACH-000986,-0.40338313477300003
ACH-000988,-0.27079950385400003
ACH-000993,-0.16822578817000003
ACH-000994,-0.492640808553
ACH-000996,-0.182101851676
ACH-001001,-0.15821218786900001
ACH-001020,-0.45944685495
ACH-001028,-0.6117839282509999
ACH-001031,-0.390690730158
ACH-001038,-0.295254944365
ACH-001048,-0.40729738329099996
ACH-001050,-0.157350026152
ACH-001053,-0.44913064488000004
ACH-001054,-0.549406491325
ACH-001061,-0.618669368978
ACH-001067,-0.55161746453
ACH-001075,-0.270035413273
ACH-001096,-0.586273471988
ACH-001128,-0.335014118783
ACH-001134,-0.227960613818
ACH-001151,-0.20869938221700002
ACH-001163,-0.501706101862
ACH-001164,-0.766015452295
ACH-001173,-0.38743553066200004
ACH-001183,-0.21619077798300002
ACH-001184,-0.408721457612
ACH-001190,-0.588565476123
ACH-001192,-0.293545828548
ACH-001193,-0.279511873588
ACH-001196,-0.48165402459
ACH-001197,-0.185255925278
ACH-001205,-0.46249279248499997
ACH-001211,-0.20995678477000002
ACH-001212,-0.45809084313799997
ACH-001228,-0.256282625559
ACH-001232,-0.428585186385
ACH-001239,-0.46950417450900006
ACH-001274,-0.42489672227700004
ACH-001275,-0.738896789999
ACH-001277,-0.278623581527
ACH-001278,-0.477070565351
ACH-001280,-0.13863834260500002
ACH-001283,-0.390680231946
ACH-001289,-0.09984476614360001
ACH-001295,0.00766844919774
ACH-001300,-0.5147882810159999
ACH-001301,-0.0431482870856
ACH-001302,-0.24261023810199997
ACH-001303,-0.39420602459299997
ACH-001306,-0.421847142637
ACH-001318,-0.733063369316
ACH-001322,-0.32788619539299996
ACH-001328,-0.195550542021
ACH-001332,-0.593641641667
ACH-001333,-0.508101638852
ACH-001336,-0.37349433880099997
ACH-001340,-0.07732121241930001
ACH-001346,-0.42804927559100003
ACH-001353,-0.0528479204426
ACH-001354,-0.31066722422
ACH-001367,-0.6610241300190001
ACH-001368,-0.48413809014799997
ACH-001374,0.170916608463
ACH-001375,-0.152617412156
ACH-001377,-0.6321154591179999
ACH-001380,-0.398557719265
ACH-001391,-0.255708599108
ACH-001407,-0.496300697842
ACH-001408,-0.23215887897799997
ACH-001413,-0.13981049400599999
ACH-001430,-0.39914726851800003
ACH-001431,-0.258680154391
ACH-001450,-0.519800444421
ACH-001496,-0.301386057752
ACH-001500,-0.697201348391
ACH-001521,-0.45504326219999996
ACH-001523,-0.294843796581
ACH-001532,-0.34160711545
ACH-001536,-0.030160749631
ACH-001550,-0.677998505151
ACH-001552,-0.15755201081599998
ACH-001554,-0.42220462323200003
ACH-001645,-0.273900396099
ACH-001654,-0.29132142726
ACH-001715,-0.26802248345
ACH-001735,-0.06373365861930001
ACH-001736,-0.35784725355700003
ACH-001737,-0.366943600669
ACH-001740,-0.35123282602399997
ACH-001745,-0.243128329859
ACH-001750,-0.579397965826
ACH-001765,-0.276691181411
ACH-001956,-0.0363232835786
ACH-001957,-0.153408880102
