,ERLEC1 (27248)
ACH-000004,0.0677881069066
ACH-000007,-0.171312835008
ACH-000009,-0.160984532403
ACH-000011,-0.128258239375
ACH-000012,-0.09963914012
ACH-000013,-0.18166740232700002
ACH-000014,0.08510850980180001
ACH-000015,-0.203887107405
ACH-000017,-0.226179595977
ACH-000018,-0.398448669336
ACH-000019,-0.318258465687
ACH-000021,-0.10297665645700001
ACH-000022,-0.23910341729899998
ACH-000025,-0.271731063163
ACH-000028,-0.38106235339199995
ACH-000030,-0.261796688033
ACH-000035,-0.053748826867699995
ACH-000036,-0.370607794596
ACH-000037,-0.571681018196
ACH-000039,-0.29123200218199996
ACH-000040,-0.125606020384
ACH-000041,-0.0180374429317
ACH-000042,-0.173719849787
ACH-000045,-0.27054038049199997
ACH-000047,-0.349501685511
ACH-000052,-0.30111931040999995
ACH-000053,-0.185083713835
ACH-000054,-0.192890929299
ACH-000055,-0.061018205272800004
ACH-000060,0.0199632540021
ACH-000067,-0.38281293488799994
ACH-000070,-0.09905826266760001
ACH-000075,-0.0838719534792
ACH-000078,-0.27934238420699997
ACH-000082,-0.12231523379499999
ACH-000085,-0.0665336390761
ACH-000086,-0.236313066068
ACH-000087,-0.407938997289
ACH-000092,-0.436238334084
ACH-000095,-0.321714265026
ACH-000097,-0.25255208364500004
ACH-000098,-0.10767729302699999
ACH-000099,-0.05484331325280001
ACH-000108,0.0278406791084
ACH-000113,-0.0934914692625
ACH-000115,-0.09394320014049999
ACH-000116,-0.38968832187799995
ACH-000118,-0.26710440129
ACH-000120,-0.113654276054
ACH-000123,-0.39050540824600005
ACH-000127,-0.157044691172
ACH-000128,-0.110900927247
ACH-000132,-0.179457430379
ACH-000133,-0.513416235493
ACH-000137,-0.190385049703
ACH-000138,-0.180287341852
ACH-000142,-0.17702261274999997
ACH-000143,-0.19796312040199998
ACH-000146,-0.161282691889
ACH-000148,-0.052567880654999996
ACH-000150,0.257403374482
ACH-000152,-0.173784268838
ACH-000153,-0.012772788846200001
ACH-000159,-0.270610200826
ACH-000160,-0.320136440502
ACH-000163,-0.268926559479
ACH-000167,-0.424927080819
ACH-000168,-0.162021528644
ACH-000169,-0.143914156039
ACH-000178,-0.0669695558471
ACH-000182,-0.293268467074
ACH-000183,-0.27554774086899997
ACH-000188,-0.09967269014530002
ACH-000189,-0.22052188592900002
ACH-000190,-0.435475614261
ACH-000198,-0.27009112633
ACH-000204,-0.552855498633
ACH-000206,-0.08812694213479999
ACH-000207,-0.36579158989
ACH-000211,-0.146321882115
ACH-000215,-0.307252364242
ACH-000221,-0.102957579134
ACH-000222,-0.0069819737483
ACH-000223,-0.277003771204
ACH-000226,-0.108854862143
ACH-000227,-0.349443344419
ACH-000228,-0.182466437226
ACH-000231,-0.0764560409343
ACH-000232,-0.15470686844599998
ACH-000233,-0.157026566722
ACH-000234,-0.265637287311
ACH-000235,-0.245623620341
ACH-000237,-0.166951109525
ACH-000238,-0.114692806183
ACH-000243,-0.246406794078
ACH-000244,-0.319037728859
ACH-000246,-0.17918077381499997
ACH-000248,-0.31064502694699997
ACH-000250,-0.116685836008
ACH-000251,-0.0923972905325
ACH-000253,-0.173616766524
ACH-000255,-0.100074748457
ACH-000256,-0.09563537265000001
ACH-000257,-0.13826618893
ACH-000258,-0.34165119530999993
ACH-000259,-0.205001180308
ACH-000260,-0.253893358834
ACH-000261,-0.27507827529199996
ACH-000262,-0.08438064722710001
ACH-000263,-0.193925067472
ACH-000264,-0.159956157263
ACH-000265,-0.18537648709000001
ACH-000266,-0.18058098211800003
ACH-000272,-0.13746151024800002
ACH-000273,-0.154693249755
ACH-000274,-0.282550785501
ACH-000277,-0.19499097363600001
ACH-000278,-0.281805566821
ACH-000279,-0.16874424579300001
ACH-000280,-0.046401502100800004
ACH-000281,-0.0789111786825
ACH-000288,-0.150177958055
ACH-000291,-0.195287300186
ACH-000293,-0.360290473536
ACH-000294,-0.19634926438
ACH-000295,0.0414056201363
ACH-000296,-0.1266275764
ACH-000302,-0.05080353734
ACH-000304,-0.00017830351641900006
ACH-000307,-0.032113385238799995
ACH-000308,-0.332450538822
ACH-000310,-0.14464463233799998
ACH-000311,-0.22553908287500002
ACH-000312,-0.115867104834
ACH-000315,0.0907213363366
ACH-000316,-0.034231953662099995
ACH-000317,-0.276572085789
ACH-000318,-0.226542256932
ACH-000319,-0.24582683914
ACH-000320,-0.1798738761
ACH-000322,-0.381251229353
ACH-000323,-0.251876206259
ACH-000324,-0.17583874250700002
ACH-000329,-0.139185211503
ACH-000330,-0.43718546673500003
ACH-000331,-0.256477689605
ACH-000332,-0.18126070202599998
ACH-000334,0.07613055655069999
ACH-000335,-0.0790741916742
ACH-000336,-0.41407614351300004
ACH-000337,-0.122266293685
ACH-000339,-0.120970640133
ACH-000341,0.104678021219
ACH-000348,-0.278938636972
ACH-000350,-0.196573026311
ACH-000352,-0.165749157083
ACH-000356,-0.266902452792
ACH-000361,-0.11800080122000002
ACH-000362,-0.0165813603532
ACH-000363,-0.629717970788
ACH-000364,-0.219562990864
ACH-000365,-0.049759123052900006
ACH-000366,-0.20907313892700002
ACH-000368,-0.09732267889810002
ACH-000374,-0.17645576560100001
ACH-000375,-0.174030694575
ACH-000376,-0.144705528356
ACH-000381,-0.236161226707
ACH-000383,-0.16599143755
ACH-000387,-0.031788643137
ACH-000389,-0.255904822672
ACH-000390,-0.166871628893
ACH-000393,-0.275322006761
ACH-000395,-0.32363832147300003
ACH-000397,-0.16990889269099999
ACH-000401,-0.164064013442
ACH-000402,0.203810271089
ACH-000403,-0.20915609000399998
ACH-000404,-0.617255571917
ACH-000406,-0.116798622676
ACH-000407,-0.408634558543
ACH-000408,-0.401832361614
ACH-000410,-0.17432712525400001
ACH-000411,-0.373268068166
ACH-000414,-0.09972929820139999
ACH-000415,-0.14288462793099999
ACH-000416,-0.147970955796
ACH-000420,-0.260906414924
ACH-000421,-0.120928474123
ACH-000424,-0.0488551323021
ACH-000425,-0.182995434653
ACH-000426,-0.116893826778
ACH-000427,-0.385276799029
ACH-000433,-0.15282183551200001
ACH-000436,-0.361651749698
ACH-000444,-0.06752824533219999
ACH-000445,0.0764840292432
ACH-000448,-0.2954738368
ACH-000450,-0.205429020667
ACH-000452,-0.214331580125
ACH-000454,-0.178522529798
ACH-000458,-0.0673634098723
ACH-000459,0.08983249363880001
ACH-000460,-0.188615850113
ACH-000461,-0.08451944020230001
ACH-000463,-0.262662666278
ACH-000464,-0.275887263347
ACH-000466,-0.223097056815
ACH-000467,-0.236551178981
ACH-000468,-0.191547526247
ACH-000469,-0.0758106110346
ACH-000470,-0.223154727474
ACH-000471,-0.224858322829
ACH-000472,-0.23975082604200001
ACH-000473,-0.126285689786
ACH-000475,-0.283682843693
ACH-000476,-0.21957697421300001
ACH-000477,-0.474383528596
ACH-000480,-0.232206209423
ACH-000481,0.0074120590695
ACH-000483,-0.29031408930799996
ACH-000484,-0.322776593552
ACH-000485,-0.08863632094809999
ACH-000486,-0.18998963916099998
ACH-000487,-0.23934442088100003
ACH-000488,-0.0246376109993
ACH-000490,-0.35425094370800003
ACH-000491,-0.13298978774599998
ACH-000495,-0.496625045203
ACH-000496,-0.149214839332
ACH-000499,0.25974431485599997
ACH-000500,-0.0442301581266
ACH-000502,-0.12131301069499999
ACH-000503,0.0624191457726
ACH-000505,-0.224915774933
ACH-000507,-0.24476479596500003
ACH-000510,-0.10647097243300001
ACH-000511,-0.210576558484
ACH-000512,-0.128296178412
ACH-000516,-0.23252737253400002
ACH-000517,-0.23747679144099998
ACH-000518,0.0358856147277
ACH-000520,-0.0345484850379
ACH-000521,-0.382837904951
ACH-000522,-0.277099200784
ACH-000524,-0.22179224292599997
ACH-000527,-0.165480238846
ACH-000528,-0.22470473113400002
ACH-000537,-0.0521777613198
ACH-000541,0.0861269200816
ACH-000542,-0.268442025232
ACH-000544,0.0273834708714
ACH-000545,-0.331685515207
ACH-000547,-0.32987076868299997
ACH-000548,-0.24632484524
ACH-000549,-0.202532989581
ACH-000550,-0.129800978402
ACH-000552,-0.291543024875
ACH-000556,-0.25861919869600003
ACH-000557,0.00552058295459
ACH-000570,-0.14443336092
ACH-000571,-0.017618705761400004
ACH-000573,-0.09022575543839999
ACH-000576,-0.31130890803399996
ACH-000580,-0.352686889019
ACH-000584,-0.125880166588
ACH-000585,-0.21179057751
ACH-000588,-0.10854862670499998
ACH-000589,-0.19369583988699998
ACH-000591,-0.373590321155
ACH-000593,-0.0418368616808
ACH-000600,-0.13810421052000002
ACH-000601,-0.10173648360200001
ACH-000604,-0.170903614861
ACH-000605,-0.13366270168199998
ACH-000606,-0.185903431316
ACH-000608,-0.18181483485199998
ACH-000614,-0.0582538404226
ACH-000616,-0.168128501268
ACH-000618,-0.180987960475
ACH-000619,-0.19525476385200002
ACH-000620,-0.25457758618299997
ACH-000621,-0.054191873987999996
ACH-000622,-0.32301733317299997
ACH-000623,-0.1294852657
ACH-000624,-0.318792245841
ACH-000627,-0.238595904248
ACH-000630,-0.290482913429
ACH-000632,-0.201178676508
ACH-000633,-0.185103060013
ACH-000637,-0.224377361688
ACH-000638,-0.264763651871
ACH-000646,0.0504872490458
ACH-000647,-0.159211708823
ACH-000648,-0.20301970656800003
ACH-000649,-0.17688885066399998
ACH-000651,-0.184013746728
ACH-000652,-0.18368161384599999
ACH-000653,-0.09692803964389998
ACH-000657,-0.153244227379
ACH-000658,-0.506224013644
ACH-000661,-0.12686627264
ACH-000662,-0.178571933525
ACH-000663,-0.0756642480375
ACH-000665,-0.43782291095799997
ACH-000671,-0.109489613862
ACH-000673,-0.27003923782
ACH-000676,-0.134488183455
ACH-000677,-0.18640520829399998
ACH-000681,-0.233099782693
ACH-000682,-0.22167746937199997
ACH-000683,-0.180097674767
ACH-000684,-0.215337193502
ACH-000688,-0.39616953266000005
ACH-000693,-0.183292722365
ACH-000694,-0.224899965589
ACH-000695,-0.23106993886799998
ACH-000696,-0.28102049056
ACH-000697,-0.0882507489702
ACH-000699,-0.22100696410700002
ACH-000701,-0.54827770409
ACH-000706,-0.212172046256
ACH-000711,-0.256557088808
ACH-000713,-0.389354021818
ACH-000714,-0.21253338992899998
ACH-000718,-0.422984682811
ACH-000720,-0.242355900097
ACH-000721,-0.305042580596
ACH-000724,-0.32484063784899997
ACH-000725,-0.215462122376
ACH-000732,-0.353247681167
ACH-000734,-0.0580892575753
ACH-000735,-0.262555531533
ACH-000736,-0.0608996711806
ACH-000738,-0.024973564323100002
ACH-000746,-0.296053314791
ACH-000747,-0.057615226213800004
ACH-000748,-0.186367499493
ACH-000753,-0.16353699422499998
ACH-000756,-0.29848302872
ACH-000757,0.025663376885599998
ACH-000758,-0.23917920792800001
ACH-000760,-0.0399220674726
ACH-000763,-0.530955904469
ACH-000764,-0.46662264766500006
ACH-000765,0.18393128507599998
ACH-000766,-0.290177980913
ACH-000767,-0.329751305337
ACH-000768,-0.247076531808
ACH-000769,-0.24693257755399997
ACH-000770,-0.207073319113
ACH-000771,-0.38024558900600003
ACH-000773,-0.0264001081671
ACH-000776,0.137770475837
ACH-000777,-0.200713563992
ACH-000778,-0.118905102912
ACH-000781,-0.11953439746200001
ACH-000782,-0.131231039525
ACH-000783,-0.150901137794
ACH-000784,-0.14669814677100002
ACH-000785,-0.41731357615500003
ACH-000787,-0.24364141797400002
ACH-000788,-0.119931777086
ACH-000791,-0.213140373398
ACH-000792,-0.134314885179
ACH-000794,-0.45677177481200004
ACH-000796,-0.272071066332
ACH-000799,-0.572674516847
ACH-000800,-0.09561476402960001
ACH-000802,-0.18417861411699998
ACH-000804,-0.032056780957499996
ACH-000805,-0.28296714535399997
ACH-000809,-0.14448433580199999
ACH-000810,-0.095936376488
ACH-000811,-0.0798152981483
ACH-000817,-0.357199365739
ACH-000819,0.0376780128708
ACH-000820,-0.27102225393199997
ACH-000821,-0.0834936214881
ACH-000822,-0.240869942742
ACH-000823,-0.16814333630800002
ACH-000824,-0.13663580597799999
ACH-000827,-0.162958235026
ACH-000829,-0.17041761563900001
ACH-000831,-0.15410814321799998
ACH-000832,-0.38755922301299994
ACH-000833,-0.284476430503
ACH-000834,-0.22595498877099998
ACH-000835,-0.248792831781
ACH-000836,-0.47146481937
ACH-000837,-0.158521831458
ACH-000838,-0.14554034340500002
ACH-000839,-0.224930823468
ACH-000840,-0.220093761206
ACH-000841,-0.37034371114299997
ACH-000843,0.042637724508
ACH-000846,-0.415969234116
ACH-000847,-0.111913595168
ACH-000848,-0.05838905129099999
ACH-000849,-0.202451747445
ACH-000851,-0.32341910142700003
ACH-000855,-0.285162270363
ACH-000856,-0.110710154406
ACH-000858,-0.11934466622000002
ACH-000859,-0.26114371233600003
ACH-000861,-0.213684598913
ACH-000862,-0.239046775101
ACH-000865,-0.204502845551
ACH-000866,-0.044890035642999995
ACH-000867,-0.15397165449
ACH-000869,-0.242106067762
ACH-000872,-0.280469364166
ACH-000873,0.024661437522299996
ACH-000876,-0.21082403472800001
ACH-000878,-0.046979135187599996
ACH-000880,0.009625669298180001
ACH-000881,-0.306438840765
ACH-000882,-0.113617146226
ACH-000884,-0.137392221889
ACH-000885,-0.14185755592
ACH-000887,-0.046454776382999996
ACH-000888,-0.195182443919
ACH-000889,-0.192620370265
ACH-000890,-0.124771791196
ACH-000896,-0.277452623977
ACH-000898,-0.17363674911600002
ACH-000900,-0.16874518121100002
ACH-000901,-0.327587368519
ACH-000905,-0.12635309274700002
ACH-000906,-0.228716163167
ACH-000907,0.028326209639499996
ACH-000910,-0.215599866729
ACH-000911,-0.217693189667
ACH-000912,-0.290811850217
ACH-000913,-0.14988173378900002
ACH-000915,-0.294285618648
ACH-000916,0.462944027922
ACH-000917,-0.098662465894
ACH-000921,-0.09953726995869999
ACH-000924,-0.161466300073
ACH-000926,-0.149606544349
ACH-000928,-0.19247471961399998
ACH-000929,0.0708280234939
ACH-000932,-0.141649870482
ACH-000935,-0.363145350726
ACH-000936,-0.199502801862
ACH-000937,-0.07793635503039999
ACH-000938,-0.206129943716
ACH-000939,-0.111367356792
ACH-000941,-0.191847460494
ACH-000943,-0.181888234611
ACH-000946,-0.37687111622599995
ACH-000947,-0.082377004442
ACH-000948,-0.0605916048549
ACH-000950,-0.11451398957499999
ACH-000953,-0.265999569346
ACH-000957,-0.24926357290800003
ACH-000958,-0.314221279164
ACH-000960,-0.149190494743
ACH-000963,-0.181115103182
ACH-000968,-0.177648382705
ACH-000969,-0.19368431996100002
ACH-000973,-0.199704326311
ACH-000974,-0.151177189963
ACH-000975,-0.301804005651
ACH-000976,-0.212952894022
ACH-000978,-0.323290323111
ACH-000980,-0.0639045296091
ACH-000984,-0.19648862664900002
ACH-000986,-0.229804412203
ACH-000988,-0.164887233282
ACH-000993,-0.23338687354899998
ACH-000994,-0.20040403870999998
ACH-000996,-0.526384837986
ACH-001001,-0.234420664754
ACH-001020,-0.020028256224900003
ACH-001028,-0.0899340947013
ACH-001031,-0.145755305648
ACH-001038,-0.10168489039999999
ACH-001048,-0.189528012858
ACH-001050,-0.06786415669069999
ACH-001053,-0.074540472693
ACH-001054,-0.356689541748
ACH-001061,-0.210728165146
ACH-001067,-0.148462157665
ACH-001075,-0.268996763012
ACH-001096,-0.176659391058
ACH-001128,-0.631228495166
ACH-001134,-0.19323465753600003
ACH-001151,-0.20646260564599997
ACH-001163,-0.0149773163983
ACH-001164,-0.07470242170250001
ACH-001173,-0.22915644939100002
ACH-001183,-0.398531532931
ACH-001184,-0.329814411854
ACH-001190,-0.248381216477
ACH-001192,-0.07326003323130001
ACH-001193,-0.307580578397
ACH-001196,-0.133118295578
ACH-001197,-0.08123197824930001
ACH-001205,-0.210499224973
ACH-001211,-0.22777168277399998
ACH-001212,-0.321203158795
ACH-001228,-0.488338770573
ACH-001232,-0.320418632035
ACH-001239,-0.20441276235599998
ACH-001274,-0.262172734202
ACH-001275,-0.06809949140930001
ACH-001277,-0.32907811285599997
ACH-001278,-0.19464863256700002
ACH-001280,-0.16501148404899998
ACH-001283,-0.24617094745499998
ACH-001289,-0.08571322675730002
ACH-001295,-0.29119592842799996
ACH-001300,-0.121344082422
ACH-001301,-0.22742183349700001
ACH-001302,-0.31538478954
ACH-001303,-0.45972426970200003
ACH-001306,-0.117257109582
ACH-001318,-0.021345357041700003
ACH-001322,0.18544078423799998
ACH-001328,-0.284813240016
ACH-001332,-0.375207809307
ACH-001333,-0.171004367484
ACH-001336,-0.110881850124
ACH-001340,-0.24184861812
ACH-001346,-0.308469853627
ACH-001353,-0.128096446777
ACH-001354,-0.305938929095
ACH-001367,-0.103519266481
ACH-001368,0.00307733206222
ACH-001374,-0.397585159009
ACH-001375,-0.197835375559
ACH-001377,-0.267689545464
ACH-001380,-0.227599811851
ACH-001391,-0.265106811367
ACH-001407,-0.11282864896099999
ACH-001408,-0.24956929462299998
ACH-001413,-0.203033581087
ACH-001430,-0.023060313202599998
ACH-001431,-0.165115667148
ACH-001450,-0.263405416489
ACH-001496,-0.185551304184
ACH-001500,-0.340743360188
ACH-001521,-0.34650048754
ACH-001523,-0.08607892998569999
ACH-001532,-0.296406101704
ACH-001536,-0.161460902487
ACH-001550,-0.182181275947
ACH-001552,-0.172383106449
ACH-001554,-0.197283296865
ACH-001645,-0.141162111359
ACH-001654,-0.0979299885269
ACH-001715,-0.287123721721
ACH-001735,-0.0946560282875
ACH-001736,-0.19103596417899998
ACH-001737,0.11179587285
ACH-001740,-0.25505928375500003
ACH-001745,-0.35245132165200005
ACH-001750,-0.18632566006200002
ACH-001765,-0.0493325188682
ACH-001956,-0.17120441084600002
ACH-001957,-0.157629599035
