,DMRTC2 (63946)
ACH-000004,-0.0811087230707
ACH-000007,-0.22314211329
ACH-000009,-0.17121037285000001
ACH-000011,0.026135705693
ACH-000012,-0.19393338200899998
ACH-000013,-0.20490321657000002
ACH-000014,-0.19574268975900003
ACH-000015,-0.338568357126
ACH-000017,-0.06510931226859999
ACH-000018,-0.237433343341
ACH-000019,-0.275700441992
ACH-000021,-0.151648371893
ACH-000022,-0.215336838083
ACH-000025,0.0136963057794
ACH-000028,-0.176562798868
ACH-000030,-0.14580912789
ACH-000035,-0.216421897971
ACH-000036,-0.222662563829
ACH-000037,-0.36124566941799996
ACH-000039,-0.016334268976100002
ACH-000040,-0.029181622943199998
ACH-000041,-0.142942484696
ACH-000042,-0.122833751204
ACH-000045,-0.143603438024
ACH-000047,-0.151940996262
ACH-000052,-0.14934834111099998
ACH-000053,-0.305564697449
ACH-000054,-0.10478813820499999
ACH-000055,-0.237422632529
ACH-000060,0.05211653103759999
ACH-000067,0.15089653658299998
ACH-000070,0.100517580809
ACH-000075,0.0678564371307
ACH-000078,-0.151280653207
ACH-000082,-0.144071071349
ACH-000085,0.0105340985961
ACH-000086,-0.20413569375
ACH-000087,-0.171756859795
ACH-000092,-0.135750886326
ACH-000095,-0.147066131877
ACH-000097,-0.19690743698899998
ACH-000098,-0.229518701489
ACH-000099,-0.0647655416862
ACH-000108,-0.21288837546300002
ACH-000113,-0.10500421846300001
ACH-000115,-0.289351505456
ACH-000116,0.0328529939587
ACH-000118,-0.324066382252
ACH-000120,-0.10486965863
ACH-000123,-0.10140900717800001
ACH-000127,-0.100823758267
ACH-000128,0.0634559438066
ACH-000132,-0.132475083069
ACH-000133,-0.141696411765
ACH-000137,-0.203559436032
ACH-000138,-0.345774289965
ACH-000142,-0.228696485803
ACH-000143,-0.38873016880000005
ACH-000146,-0.209912847056
ACH-000148,-0.181059816724
ACH-000150,-0.25317750696400004
ACH-000152,-0.106042289347
ACH-000153,-0.480493486708
ACH-000159,-0.08981928516460001
ACH-000160,-0.32001312307700003
ACH-000163,0.0058780432351599994
ACH-000167,0.264471605688
ACH-000168,-0.277742128121
ACH-000169,-0.0693330423381
ACH-000178,-0.0209293535527
ACH-000182,-0.218487938189
ACH-000183,-0.28716432051
ACH-000188,-0.212129458656
ACH-000189,-0.252912921527
ACH-000190,0.0677564738683
ACH-000198,-0.23143621434
ACH-000204,-0.216693916911
ACH-000206,-0.295808364316
ACH-000207,-0.126618527815
ACH-000211,-0.0384518645965
ACH-000215,-0.17635100698800002
ACH-000221,-0.36400843005500005
ACH-000222,-0.289653411509
ACH-000223,0.0168704855686
ACH-000226,-0.207789833328
ACH-000227,0.291512328607
ACH-000228,-0.322668828403
ACH-000231,0.022898069606400003
ACH-000232,-0.22418563171
ACH-000233,-0.09387471706560001
ACH-000234,-0.14496602055500002
ACH-000235,-0.16712005689200002
ACH-000237,-0.09735342528270001
ACH-000238,-0.0553795189026
ACH-000243,-0.150488465269
ACH-000244,-0.213634451089
ACH-000246,-0.118831736492
ACH-000248,-0.0097876689121
ACH-000250,-0.110624440211
ACH-000251,-0.260439089774
ACH-000253,-0.23582351103799998
ACH-000255,-0.115275692597
ACH-000256,-0.257031848507
ACH-000257,-0.28603189555999997
ACH-000258,0.316423302873
ACH-000259,-0.21192070850000003
ACH-000260,-0.0843158366408
ACH-000261,-0.149882670554
ACH-000262,-0.265522910077
ACH-000263,0.11856143656
ACH-000264,0.0531346077841
ACH-000265,-0.362655730004
ACH-000266,-0.196486667703
ACH-000272,-0.08566077257989999
ACH-000273,0.053967236542300005
ACH-000274,-0.0944184306514
ACH-000277,-0.131286170582
ACH-000278,-0.05576662648900001
ACH-000279,-0.0523282411284
ACH-000280,-0.260497872937
ACH-000281,0.0189081275388
ACH-000288,0.130081198106
ACH-000291,-0.18293405877399999
ACH-000293,-0.257816951061
ACH-000294,-0.331891107219
ACH-000295,0.061064145106699996
ACH-000296,-0.154232357658
ACH-000302,-0.468748487005
ACH-000304,-0.149654947032
ACH-000307,-0.0367481679052
ACH-000308,-0.3440548825
ACH-000310,-0.12898500113199998
ACH-000311,-0.271832188093
ACH-000312,-0.167753293241
ACH-000315,-0.031139542135700003
ACH-000316,0.08607685553330001
ACH-000317,0.0662592509618
ACH-000318,-0.325689267351
ACH-000319,-0.0941179621095
ACH-000320,0.021472390106799997
ACH-000322,-0.09355692954639999
ACH-000323,-0.0779427961482
ACH-000324,-0.35040326792
ACH-000329,-0.0177460179585
ACH-000330,-0.09304555199830002
ACH-000331,-0.020638695746400003
ACH-000332,-0.149952629571
ACH-000334,-0.5177832055730001
ACH-000335,0.169652887203
ACH-000336,-0.18130848109
ACH-000337,-0.232641041909
ACH-000339,-0.251651746789
ACH-000341,-0.190930494679
ACH-000348,-0.23673002719300001
ACH-000350,-0.302955301391
ACH-000352,-0.206332270773
ACH-000356,-0.523003327725
ACH-000361,-0.340992072042
ACH-000362,-0.246674640278
ACH-000363,-0.0277548074326
ACH-000364,-0.0524782691866
ACH-000365,-0.31710319389499997
ACH-000366,-0.365171178635
ACH-000368,-0.147774063678
ACH-000374,0.130128030995
ACH-000375,-0.41292606198799997
ACH-000376,0.036293230188
ACH-000381,-0.07976973731510001
ACH-000383,-0.377819324877
ACH-000387,-0.0163880340018
ACH-000389,-0.08909154561650001
ACH-000390,-0.12181011282
ACH-000393,-0.0296419090598
ACH-000395,-0.23587252093699998
ACH-000397,-0.0875607549632
ACH-000401,0.0710839252958
ACH-000402,-0.392440661403
ACH-000403,-0.057422919306699995
ACH-000404,-0.29841248957899996
ACH-000406,-0.0754066346123
ACH-000407,-0.0714933561012
ACH-000408,-0.272827840502
ACH-000410,-0.10276887026
ACH-000411,-0.060540451781199996
ACH-000414,-0.237357849413
ACH-000415,-0.195150510563
ACH-000416,-0.0690282078934
ACH-000420,-0.09902228968480001
ACH-000421,-0.158320806824
ACH-000424,0.00772158918241
ACH-000425,-0.139184935191
ACH-000426,-0.09567299285260002
ACH-000427,0.050358841926
ACH-000433,-0.150433368975
ACH-000436,0.013471148837899998
ACH-000444,-0.261396581449
ACH-000445,-0.386983149605
ACH-000448,-0.20076019408100002
ACH-000450,-0.14199508245200002
ACH-000452,-0.06374019385530001
ACH-000454,0.0085147091713
ACH-000458,-0.341198580858
ACH-000459,-0.322045344903
ACH-000460,-0.237867455688
ACH-000461,-0.0699791651773
ACH-000463,-0.227030790046
ACH-000464,0.0752159804212
ACH-000466,-0.16190358452099998
ACH-000467,-0.170637978754
ACH-000468,-0.17212992640799998
ACH-000469,-0.268198542558
ACH-000470,-0.025859878641300002
ACH-000471,-0.0719089475683
ACH-000472,-0.182119234824
ACH-000473,-0.18340579379500002
ACH-000475,-0.165404490652
ACH-000476,-0.266700453783
ACH-000477,-0.309345307188
ACH-000480,-1.09049656052e-05
ACH-000481,-0.12403860944700001
ACH-000483,0.033946644174099996
ACH-000484,-0.504562416288
ACH-000485,-0.017273165175299997
ACH-000486,-0.303883426073
ACH-000487,-0.16608222634000003
ACH-000488,-0.217756031307
ACH-000490,-0.161042001088
ACH-000491,-0.115014300055
ACH-000495,-0.062457015638
ACH-000496,-0.277084541947
ACH-000499,-0.582634685966
ACH-000500,0.216837271963
ACH-000502,-0.169386204056
ACH-000503,-0.174991811172
ACH-000505,-0.16983020903
ACH-000507,-0.0519654491315
ACH-000510,-0.423547612653
ACH-000511,-0.26436502124899997
ACH-000512,0.111560212842
ACH-000516,-0.244162381435
ACH-000517,-0.21168952645300002
ACH-000518,-0.17038743609700002
ACH-000520,-0.09399607347760001
ACH-000521,-0.0510093232434
ACH-000522,-0.0975680183629
ACH-000524,-0.06996778460639999
ACH-000527,-0.08765956559239999
ACH-000528,0.011384140160100002
ACH-000537,0.0739794843991
ACH-000541,-0.42697112896399997
ACH-000542,-0.134043665566
ACH-000544,-0.268330557397
ACH-000545,-0.357944133269
ACH-000547,0.0
ACH-000548,-0.210463631155
ACH-000549,-0.0913735427864
ACH-000550,0.0431962692825
ACH-000552,-0.130121223578
ACH-000556,-0.237213908499
ACH-000557,-0.018627927663900003
ACH-000570,0.0016941051606199997
ACH-000571,-0.111562766646
ACH-000573,-0.158325957934
ACH-000576,-0.113136462944
ACH-000580,-0.110757922467
ACH-000584,-0.100206011712
ACH-000585,-0.292786614963
ACH-000588,-0.136421800358
ACH-000589,-0.180972370642
ACH-000591,-0.137671423433
ACH-000593,-0.31724492895
ACH-000600,-0.0218822498801
ACH-000601,-0.154109299319
ACH-000604,0.115173513648
ACH-000605,0.019669859870099997
ACH-000606,-0.2798481351
ACH-000608,-0.215820860557
ACH-000614,-0.162451271702
ACH-000616,-0.17363072877900002
ACH-000618,-0.118288243823
ACH-000619,-0.277069241497
ACH-000620,-0.5529125459399999
ACH-000621,-0.261834138594
ACH-000622,-0.08746484986400001
ACH-000623,-0.250086240956
ACH-000624,-0.0748355701997
ACH-000627,-0.411359753613
ACH-000630,-0.07337817624739999
ACH-000632,-0.0835806498125
ACH-000633,-0.0034091723319599997
ACH-000637,-0.31410281827
ACH-000638,-0.265950037732
ACH-000646,-0.03369035458
ACH-000647,0.06333331350049999
ACH-000648,0.0370409290663
ACH-000649,-0.166770675284
ACH-000651,-0.097050011253
ACH-000652,-0.0937451263637
ACH-000653,-0.260905175906
ACH-000657,-0.307856021509
ACH-000658,-0.164990938834
ACH-000661,-0.254257878123
ACH-000662,0.120782887728
ACH-000663,-0.23317913041299998
ACH-000665,0.101681013924
ACH-000671,0.11759251977700001
ACH-000673,-0.159000623363
ACH-000676,-0.111133631106
ACH-000677,-0.248388417993
ACH-000681,-0.42233269464699996
ACH-000682,-0.100893573796
ACH-000683,0.0611450541967
ACH-000684,0.0799112192671
ACH-000688,-0.12306462590600001
ACH-000693,-0.0992521809347
ACH-000694,-0.153158086807
ACH-000695,0.0357288722254
ACH-000696,-0.13028727652799998
ACH-000697,-0.0887417736772
ACH-000699,-0.158407317242
ACH-000701,-0.295728728979
ACH-000706,-0.279326538606
