,ATP5F1 (515)
ACH-000004,-0.26504706799100003
ACH-000007,-0.77154604135
ACH-000009,-0.6700192596410001
ACH-000011,-0.047134412156800004
ACH-000012,-0.44420701059199996
ACH-000013,-0.780839509661
ACH-000014,-0.516300878007
ACH-000015,-0.5853520469210001
ACH-000017,-0.531602052271
ACH-000018,-0.634496202264
ACH-000019,-1.0469884406799999
ACH-000021,-0.636764953809
ACH-000022,-0.8562266132969999
ACH-000025,-0.381617037565
ACH-000028,-0.632836072742
ACH-000030,-0.543620693016
ACH-000035,-0.770470022078
ACH-000036,-0.13289144104
ACH-000037,-0.403684148731
ACH-000039,-0.559714870043
ACH-000040,-0.30012166400699997
ACH-000041,-0.431629834293
ACH-000042,-0.305003482542
ACH-000045,-0.534767940436
ACH-000047,-0.868283288129
ACH-000052,-0.5601677617890001
ACH-000053,-0.38514962924999996
ACH-000054,-0.776804682276
ACH-000055,-0.320005144535
ACH-000060,-0.484889344647
ACH-000067,-0.5747925998160001
ACH-000070,-0.855149138634
ACH-000075,-0.38206631469499996
ACH-000078,-0.22870780561
ACH-000082,-0.42213669248499996
ACH-000085,-0.551461211395
ACH-000086,-0.743549759132
ACH-000087,-0.220514974395
ACH-000092,-0.508656763964
ACH-000095,-0.40381206020300003
ACH-000097,-0.6998287392910001
ACH-000098,-0.553769713078
ACH-000099,-0.46188964544600003
ACH-000108,-0.34889685286899996
ACH-000113,-0.530968582931
ACH-000115,-0.396890260677
ACH-000116,-0.738209956607
ACH-000118,-0.849488212237
ACH-000120,-0.6693236251879999
ACH-000123,-0.8145144375200001
ACH-000127,-0.777568292598
ACH-000128,-0.75289702903
ACH-000132,-0.604702381317
ACH-000133,-0.386539112372
ACH-000137,-0.486208791603
ACH-000138,-0.39897614906400003
ACH-000142,-0.522005085382
ACH-000143,-0.46482796225
ACH-000146,-0.18457679339000002
ACH-000148,-0.563239005728
ACH-000150,-0.5604402110050001
ACH-000152,-0.641370080492
ACH-000153,-0.372468768037
ACH-000159,-0.439195177562
ACH-000160,-0.8466218239669999
ACH-000163,-0.19595081720899998
ACH-000167,-0.212196491129
ACH-000168,-0.32679467774500004
ACH-000169,-0.668822944539
ACH-000178,-0.253009486084
ACH-000182,-0.7293888282150001
ACH-000183,-0.38166884613200003
ACH-000188,-0.57058858696
ACH-000189,-0.309152680902
ACH-000190,-0.7965420941169999
ACH-000198,-0.555536485278
ACH-000204,-0.633272074853
ACH-000206,-0.445859630318
ACH-000207,-0.7282382284669999
ACH-000211,-0.523903432558
ACH-000215,-0.435697726542
ACH-000221,-0.383307480278
ACH-000222,-0.5697923360939999
ACH-000223,-0.7412605345309999
ACH-000226,-0.494268680758
ACH-000227,-0.8701750907979999
ACH-000228,-0.44506953579400005
ACH-000231,-0.233624102904
ACH-000232,-0.548549670397
ACH-000233,-0.536270692614
ACH-000234,-0.389749826144
ACH-000235,-0.334297038599
ACH-000237,-0.20799375697900002
ACH-000238,-0.43104921895099996
ACH-000243,-0.38036171499300003
ACH-000244,-0.538154746025
ACH-000246,-0.505310143471
ACH-000248,-0.842881790255
ACH-000250,-0.286172765921
ACH-000251,-0.477756049582
ACH-000253,-0.41484432578900005
ACH-000255,-0.604795680882
ACH-000256,-0.43249690552500003
ACH-000257,-0.684291939216
ACH-000258,-0.589686559126
ACH-000259,-0.547354348253
ACH-000260,-0.339968041733
ACH-000261,-0.495964362826
ACH-000262,-0.606532697965
ACH-000263,-0.41367465251400004
ACH-000264,-0.578924706548
ACH-000265,-0.561114056856
ACH-000266,-0.1739544462
ACH-000272,-0.423284327821
ACH-000273,-0.336919381866
ACH-000274,-0.690948457642
ACH-000277,-0.575834596543
ACH-000278,-0.431792346531
ACH-000279,-0.47678952552500004
ACH-000280,-0.46675074398
ACH-000281,-0.297394503132
ACH-000288,-0.53441426599
ACH-000291,-0.627586017235
ACH-000293,-0.708064726884
ACH-000294,-0.205928011264
ACH-000295,-0.32492730589499996
ACH-000296,-0.551483382432
ACH-000302,-0.6116769629600001
ACH-000304,-0.690631089252
ACH-000307,-0.31282895728599996
ACH-000308,-0.789069144004
ACH-000310,-0.410072115403
ACH-000311,-0.643853854359
ACH-000312,-0.599749609929
ACH-000315,-0.09984029981630001
ACH-000316,-0.33613051274000005
ACH-000317,-0.764364599385
ACH-000318,-0.738670271665
ACH-000319,-0.7319986812729999
ACH-000320,-0.535584455223
ACH-000322,-0.8669137371179999
ACH-000323,-0.5268236439280001
ACH-000324,-0.35772846639899997
ACH-000329,-0.545360693328
ACH-000330,-0.8227879425939999
ACH-000331,-0.683111077356
ACH-000332,-0.421723043011
ACH-000334,0.0122073753287
ACH-000335,-0.6016954789769999
ACH-000336,-0.413685717241
ACH-000337,-0.8772915548799999
ACH-000339,-0.358603625466
ACH-000341,-0.580815284921
ACH-000348,-0.522557275406
ACH-000350,-0.683029333417
ACH-000352,-0.5966752799189999
ACH-000356,-0.716614226658
ACH-000361,-0.642423003289
ACH-000362,-0.27069070454300004
ACH-000363,-0.599618529378
ACH-000364,-0.658682996252
ACH-000365,-0.172982839557
