,DCSTAMP (81501)
ACH-000004,0.121765629373
ACH-000007,0.42841092835600003
ACH-000009,0.056455390147900006
ACH-000011,0.143671899344
ACH-000012,0.0776199108587
ACH-000013,0.0192509580332
ACH-000014,0.0446940359777
ACH-000015,0.025421128512200002
ACH-000017,0.176594201814
ACH-000018,-0.0877776064115
ACH-000019,-0.119803336171
ACH-000021,0.08452066035110001
ACH-000022,0.173828771903
ACH-000025,0.0669997672052
ACH-000028,-0.105569867603
ACH-000030,0.05694768734180001
ACH-000035,-0.023387693004200003
ACH-000036,0.09710767131680001
ACH-000037,0.018288378413900002
ACH-000039,-0.0519410446299
ACH-000040,0.188960091087
ACH-000041,-0.0218607803767
ACH-000042,-0.07583954847039999
ACH-000045,-0.0458872343083
ACH-000047,0.06754903067200001
ACH-000052,0.235409303817
ACH-000053,0.04596718164580001
ACH-000054,0.0783315672743
ACH-000055,0.114718020907
ACH-000060,-0.020109401998099997
ACH-000067,-0.013083739107399999
ACH-000070,0.171662232311
ACH-000075,-0.10841957148
ACH-000078,-0.038957720576
ACH-000082,0.288647999886
ACH-000085,0.19588247005399997
ACH-000086,0.0817751886118
ACH-000087,-0.051315067467800006
ACH-000092,-0.008714125025120001
ACH-000095,0.171175785729
ACH-000097,0.147077397134
ACH-000098,0.248505394314
ACH-000099,0.0786287059567
ACH-000108,0.00462083045255
ACH-000113,0.22934608259300002
ACH-000115,0.138743513077
ACH-000116,0.0796579998209
ACH-000118,-0.0946708388411
ACH-000120,-0.00720006764422
ACH-000123,0.13387909183399999
ACH-000127,0.135820992724
ACH-000128,0.0815753063858
ACH-000132,0.221341923501
ACH-000133,0.141250441119
ACH-000137,0.223364749974
ACH-000138,0.151741782252
ACH-000142,0.0764954075066
ACH-000143,0.0730578594604
ACH-000146,-0.0643522497955
ACH-000148,0.050941532951499995
ACH-000150,-0.1180878364
ACH-000152,-0.027755440219299998
ACH-000153,0.287747017995
ACH-000159,0.06890752928419999
ACH-000160,0.10652567923499999
ACH-000163,0.141035999652
ACH-000167,0.0351793078622
ACH-000168,0.0651765199091
ACH-000169,0.135726642821
ACH-000178,0.042510406288800005
ACH-000182,0.155588810558
ACH-000183,-0.0014587169184000002
ACH-000188,0.135661360303
ACH-000189,0.364924080995
ACH-000190,0.108917520859
ACH-000198,0.157172808608
ACH-000204,-0.192096540247
ACH-000206,0.165586093251
ACH-000207,0.29786115026
ACH-000211,0.0771509428792
ACH-000215,0.295913433531
ACH-000221,0.190951387104
ACH-000222,0.20795942046399998
