,CSH2 (1443)
ACH-000004,-0.190402839048
ACH-000007,-0.45071715151299996
ACH-000009,-0.41503460708499995
ACH-000011,-0.45794066689199997
ACH-000012,-0.57488218646
ACH-000013,-0.37283290858999996
ACH-000014,-0.637633152393
ACH-000015,-0.323756220518
ACH-000017,-0.652493212679
ACH-000018,-0.505621227451
ACH-000019,-1.13831659162
ACH-000021,-0.438212907099
ACH-000022,-0.334362829974
ACH-000025,-0.437277120701
ACH-000028,-0.733150879049
ACH-000030,-0.388642838742
ACH-000035,-0.11879484805400001
ACH-000036,-0.532529679234
ACH-000037,-0.592200989498
ACH-000039,-0.630029872826
ACH-000040,-0.464229935498
ACH-000041,-0.10926322687699999
ACH-000042,-0.33240827579599996
ACH-000045,-0.729353976898
ACH-000047,-0.41518873039099996
ACH-000052,-0.417885612216
ACH-000053,-0.271883759433
ACH-000054,-0.604677205689
ACH-000055,-0.655259905534
ACH-000060,-0.35590537411300005
ACH-000067,-0.606802287667
ACH-000070,-0.36056582240900004
ACH-000075,-0.623677880658
ACH-000078,-0.570554395104
ACH-000082,-0.515004823676
ACH-000085,-0.8190452925
ACH-000086,-0.44933515381399997
ACH-000087,-0.367410175154
ACH-000092,-0.48479334451300005
ACH-000095,-0.531074787754
ACH-000097,-0.354426355111
ACH-000098,-0.500690555814
ACH-000099,-0.574547307205
ACH-000108,-0.433522631464
ACH-000113,-0.393562817823
ACH-000115,-0.320791422148
ACH-000116,-0.508106144811
ACH-000118,-0.714072203958
ACH-000120,-0.7932407460269999
ACH-000123,-0.34724161983
ACH-000127,-0.555817914863
ACH-000128,-0.32991294442499997
ACH-000132,-0.45233545732299996
ACH-000133,-0.622296919365
ACH-000137,-0.577308677592
ACH-000138,-0.497999551638
ACH-000142,-0.673682108547
ACH-000143,-0.535348503177
ACH-000146,-0.407078367186
ACH-000148,-0.482876146326
ACH-000150,-1.0353929671
ACH-000152,-0.420462669323
ACH-000153,-0.5649618510800001
ACH-000159,-0.473213411079
ACH-000160,-0.29221034890500003
ACH-000163,-0.678202334417
ACH-000167,-0.504010117509
ACH-000168,-0.32408128070500003
ACH-000169,-0.455455677552
ACH-000178,-0.619118892236
ACH-000182,-0.262308501462
ACH-000183,-0.319826960558
ACH-000188,-0.516476255726
ACH-000189,-0.760259094743
ACH-000190,-0.392984465932
ACH-000198,-0.365846823392
ACH-000204,-0.392454412938
ACH-000206,-0.09848904985860002
ACH-000207,-0.345065037986
ACH-000211,-0.49332706674800003
ACH-000215,-0.474775506483
ACH-000221,-0.39427902975699997
