,ELOVL2 (54898)
ACH-000004,-0.0833890489344
ACH-000007,-0.029268342080599995
ACH-000009,-0.111341367806
ACH-000011,-0.06940492891649999
ACH-000012,-0.050532282524899996
ACH-000013,-0.09851516886299999
ACH-000014,-0.00254226543418
ACH-000015,0.0126550464179
ACH-000017,-0.30298502262
ACH-000018,-0.101718111379
ACH-000019,-0.00190317988688
ACH-000021,-0.0264179829613
ACH-000022,-0.252476223482
ACH-000025,0.036060059036800006
ACH-000028,0.00729568106476
ACH-000030,-0.15852884939200002
ACH-000035,-0.13757233682800002
ACH-000036,-0.270015007347
ACH-000037,-0.198210785121
ACH-000039,0.0880424025485
ACH-000040,-0.174184833764
ACH-000041,-0.12680949115
ACH-000042,-0.05476871125
ACH-000045,-0.18133386830200002
ACH-000047,-0.18926248874200002
ACH-000052,-0.072820099936
ACH-000053,-0.0849534337957
ACH-000054,-0.140518814971
ACH-000055,-0.178663205298
ACH-000060,-0.384850220907
ACH-000067,-0.010479503300899999
ACH-000070,0.041928451469999996
ACH-000075,0.08173934365430001
ACH-000078,-0.011359294690900001
ACH-000082,-0.242145208788
ACH-000085,-0.347548963635
ACH-000086,-0.07763982924539999
ACH-000087,-0.19169901412700002
ACH-000092,-0.014501467496899999
ACH-000095,-0.20329595152199997
ACH-000097,-0.10161119436
ACH-000098,-0.20476527336599998
ACH-000099,-0.0259054283813
ACH-000108,0.128168950625
ACH-000113,-0.148805252784
ACH-000115,-0.321779680552
ACH-000116,-0.140321360145
ACH-000118,-0.0706305772029
ACH-000120,-0.15299000593
ACH-000123,-0.113955994159
ACH-000127,-0.194846738196
ACH-000128,-0.20499457071899999
ACH-000132,-0.146401584874
ACH-000133,-0.0617444353283
ACH-000137,-0.284529888874
ACH-000138,-0.109808937335
ACH-000142,-0.195148693271
ACH-000143,-0.23203885126499998
ACH-000146,-0.022604521392299997
ACH-000148,-0.051063440543
ACH-000150,0.0336590866913
ACH-000152,-0.037272791192099995
ACH-000153,0.10090471226299999
ACH-000159,0.021689306972900002
ACH-000160,0.021459285645400002
ACH-000163,-0.12464512532
ACH-000167,-0.0464081576774
ACH-000168,-0.0697765292062
ACH-000169,-0.207966811277
ACH-000178,0.06528637350909999
ACH-000182,-0.143606596848
ACH-000183,-0.193294240311
ACH-000188,-0.178797932617
ACH-000189,-0.287568675203
ACH-000190,-0.050876615833199995
ACH-000198,-0.139792268681
ACH-000204,-0.160686920328
ACH-000206,-0.175384641346
ACH-000207,-0.103883274529
ACH-000211,-0.101445983892
ACH-000215,-0.170323716962
ACH-000221,-0.0867816777273
ACH-000222,-0.07174511610550001
ACH-000223,-0.423570448311
