,RD3L (647286)
ACH-000004,0.473630041417
ACH-000007,0.110095898037
ACH-000009,0.153462226908
ACH-000011,0.18935742329799998
ACH-000012,0.33531165629799997
ACH-000013,0.218564580952
ACH-000014,0.239924610022
ACH-000015,0.36645188541
ACH-000017,0.329292672797
ACH-000018,0.40082827926299996
ACH-000019,0.113226195665
ACH-000021,0.23869497787799998
ACH-000022,0.230774338149
ACH-000025,0.275616359632
ACH-000028,0.349246423927
ACH-000030,0.298851427213
ACH-000035,0.25044652928800004
ACH-000036,0.136275689938
ACH-000037,0.376571266425
ACH-000039,0.310841313178
ACH-000040,0.163694505681
ACH-000041,0.38173548495899995
ACH-000042,0.228394391654
ACH-000045,0.283820532315
ACH-000047,0.204334942749
ACH-000052,0.124363724804
ACH-000053,0.205962089065
ACH-000054,0.265196997301
ACH-000055,0.21646641875999997
ACH-000060,0.183241236905
ACH-000067,0.26201731329
ACH-000070,0.476390163762
ACH-000075,0.287557749528
ACH-000078,0.263693142701
ACH-000082,0.21658516304699998
ACH-000085,0.37788593776
ACH-000086,0.167876565351
ACH-000087,0.242386323195
ACH-000092,0.182936116415
ACH-000095,0.305523274778
ACH-000097,0.132722912017
ACH-000098,0.310376660006
ACH-000099,0.253651126934
ACH-000108,0.126629292634
ACH-000113,0.31739409518399997
ACH-000115,0.216417003418
ACH-000116,0.272359154059
ACH-000118,0.193228692084
ACH-000120,0.307901265069
ACH-000123,0.180437829089
ACH-000127,0.284131144166
ACH-000128,0.33029178896
ACH-000132,0.20068236599800002
ACH-000133,0.18367564202199999
ACH-000137,0.28152290090300003
ACH-000138,0.26520952310699997
ACH-000142,0.255435989667
ACH-000143,0.315257795268
ACH-000146,0.19327776084000003
ACH-000148,0.30726406107299997
ACH-000150,0.243999414652
ACH-000152,0.202708806057
ACH-000153,0.415812662306
ACH-000159,0.24574614852600002
ACH-000160,0.040985291025300005
ACH-000163,0.238153600101
ACH-000167,0.113815404939
ACH-000168,0.14621437699
ACH-000169,0.361176495311
ACH-000178,0.261179896716
ACH-000182,0.199807713643
ACH-000183,0.352364463376
ACH-000188,0.191551199153
ACH-000189,0.326430206844
ACH-000190,0.233468367808
ACH-000198,0.259047958925
ACH-000204,0.47555353052500005
ACH-000206,0.284520942258
ACH-000207,0.23565306369800001
ACH-000211,0.239491974551
ACH-000215,0.25414478774300003
ACH-000221,0.346432500258
ACH-000222,0.271226161749
ACH-000223,0.27090702672
ACH-000226,0.270629889809
ACH-000227,0.339786906062
ACH-000228,0.30796479585299996
ACH-000231,0.296145746152
ACH-000232,0.18789636978
ACH-000233,0.280114543346
ACH-000234,0.295939836331
ACH-000235,0.23159375470899998
ACH-000237,0.41139969500100004
ACH-000238,0.274453431973
ACH-000243,0.198135334857
ACH-000244,0.17767112446699998
ACH-000246,0.171897663379
ACH-000248,0.296295205942
ACH-000250,0.297191381496
ACH-000251,0.352209413973
ACH-000253,0.239393682728
ACH-000255,0.31862622232
ACH-000256,0.233874143569
ACH-000257,-0.0256893202802
ACH-000258,0.285618246673
ACH-000259,0.151582526995
ACH-000260,0.178823174357
ACH-000261,0.29289648466400003
ACH-000262,0.234648983759
ACH-000263,0.430552490026
ACH-000264,0.236235793175
ACH-000265,0.243566703231
ACH-000266,0.17672263061700003
ACH-000272,0.159865257787
ACH-000273,0.287869793231
ACH-000274,0.137960328388
ACH-000277,0.25788262930100003
ACH-000278,0.404158130389
ACH-000279,0.303131926802
ACH-000280,0.22156198095
ACH-000281,0.217116589869
ACH-000288,0.270889274952
ACH-000291,0.263768135999
ACH-000293,0.305257153354
ACH-000294,0.223787618395
ACH-000295,0.375561451522
ACH-000296,0.228320767961
ACH-000302,0.264672032691
ACH-000304,0.183445838659
ACH-000307,0.267642949496
ACH-000308,0.20950734884199998
ACH-000310,-0.025180897174
ACH-000311,0.052026383426199994
ACH-000312,0.13079288250600002
ACH-000315,0.479396164045
ACH-000316,0.355529401783
ACH-000317,0.308637222622
ACH-000318,0.295056802759
ACH-000319,0.396694009721
ACH-000320,-0.133681819516
ACH-000322,0.359686078856
ACH-000323,0.159521581545
ACH-000324,0.196039800222
ACH-000329,0.276626318814
ACH-000330,0.184439366688
ACH-000331,0.295912491184
ACH-000332,0.19075747145999997
ACH-000334,0.23786469522
ACH-000335,0.33578000977300004
ACH-000336,0.18393553948199998
ACH-000337,0.15888409100099998
ACH-000339,0.315743547127
ACH-000341,0.09850541137499999
ACH-000348,0.185509848616
ACH-000350,0.320519371334
ACH-000352,0.263749458547
ACH-000356,0.121270864323
ACH-000361,0.49231587637900004
ACH-000362,0.220433467639
ACH-000363,0.144990682258
ACH-000364,0.49029741926299997
ACH-000365,0.26343144546999997
ACH-000366,0.208620789084
ACH-000368,0.160161566827
ACH-000374,0.361770959053
ACH-000375,0.278689864024
ACH-000376,0.263119681199
ACH-000381,0.26026562603
ACH-000383,0.20987105907200002
ACH-000387,0.26474564844099996
ACH-000389,0.37676555421400004
ACH-000390,0.263432790265
ACH-000393,0.18378755698600002
ACH-000395,0.140126322415
ACH-000397,0.254461440474
ACH-000401,0.24923758029399998
ACH-000402,0.31251139205
ACH-000403,0.24281057725699998
ACH-000404,0.262081518148
ACH-000406,0.165192503268
ACH-000407,0.29540317641999997
ACH-000408,0.444061416321
ACH-000410,0.25382161396200004
ACH-000411,0.268393254113
ACH-000414,0.158398974089
ACH-000415,0.310315211996
ACH-000416,0.20768679120900002
ACH-000420,0.250447808468
ACH-000421,0.221265114255
ACH-000424,0.196265364462
ACH-000425,0.231535317788
ACH-000426,0.386355866911
ACH-000427,0.318834329452
ACH-000433,-0.048079215897199996
ACH-000436,0.34604935600299996
ACH-000444,0.213955449723
ACH-000445,0.221150478308
ACH-000448,0.34164895136699996
ACH-000450,0.207897662618
ACH-000452,0.190106080956
ACH-000454,0.163358985016
ACH-000458,0.325388419251
ACH-000459,0.303134867295
ACH-000460,0.26563147485399996
ACH-000461,0.40605626897
ACH-000463,0.34911708590199997
ACH-000464,0.328733382488
ACH-000466,0.201106419287
ACH-000467,0.239687941625
ACH-000468,0.24932727831
ACH-000469,0.12731162342
ACH-000470,0.261925238804
ACH-000471,0.340550787034
ACH-000472,0.256327530689
ACH-000473,0.30809388338000004
ACH-000475,0.260045318197
ACH-000476,0.437523245577
ACH-000477,0.190444213934
ACH-000480,0.22586895667800003
ACH-000481,0.375409886445
ACH-000483,0.315224405728
ACH-000484,0.11434820801300001
ACH-000485,0.160403907605
ACH-000486,0.288234163215
ACH-000487,0.361227390484
ACH-000488,0.266585759777
ACH-000490,0.14096042486500002
ACH-000491,0.286825342751
ACH-000495,0.194584141646
ACH-000496,0.17371798280900003
ACH-000499,0.300599004406
ACH-000500,0.7095899804189999
ACH-000502,0.104963185571
ACH-000503,0.328431694573
ACH-000505,0.224278474793
ACH-000507,0.131699268692
ACH-000510,0.286357368143
ACH-000511,0.33200913387
ACH-000512,0.383614626254
ACH-000516,0.19860697695799998
ACH-000517,0.217330911318
ACH-000518,0.360827679546
ACH-000520,0.255981996216
ACH-000521,0.312457611101
ACH-000522,0.313660093657
ACH-000524,0.185103744322
ACH-000527,0.27395598343899996
ACH-000528,0.23148700365
ACH-000537,0.365645274493
ACH-000541,0.326641822832
ACH-000542,0.290467852495
ACH-000544,0.18844293914299998
ACH-000545,0.253138112019
ACH-000547,0.14700079578
ACH-000548,0.34428474149000005
ACH-000549,0.39166032294299996
ACH-000550,0.24994386253000003
ACH-000552,0.238235412604
ACH-000556,0.250942557804
ACH-000557,0.266583748228
ACH-000570,0.238912873125
ACH-000571,0.286005424362
ACH-000573,0.302000171906
ACH-000576,0.209058279436
ACH-000580,0.20392669171500002
ACH-000584,0.297659764013
ACH-000585,0.243401476525
ACH-000588,0.382638510358
ACH-000589,0.18733776507599997
ACH-000591,0.237392145337
ACH-000593,0.20964345322900002
ACH-000600,0.17254349224800003
ACH-000601,0.238698599935
ACH-000604,0.27159068229600003
ACH-000605,0.12063718026900001
ACH-000606,0.35418428903000004
ACH-000608,0.28187793774500003
ACH-000614,0.45148228614200003
ACH-000616,0.396961434477
ACH-000618,0.314989628589
ACH-000619,0.417517903662
ACH-000620,0.282146503096
ACH-000621,0.2574891936
ACH-000622,0.206857382253
ACH-000623,0.228108461622
ACH-000624,0.303931392101
ACH-000627,0.346980891299
ACH-000630,0.293463513557
ACH-000632,0.218043032192
ACH-000633,0.16855163835700002
ACH-000637,0.2543535851
ACH-000638,0.222408817655
ACH-000646,0.149724992816
ACH-000647,0.228823170401
ACH-000648,0.32998257326999997
ACH-000649,0.229456022492
ACH-000651,0.312113981223
ACH-000652,0.416070065864
ACH-000653,0.19910935661200002
ACH-000657,0.270569524602
ACH-000658,0.10775871009400001
ACH-000661,0.16069215206700002
ACH-000662,0.588617538811
ACH-000663,0.319669179578
ACH-000665,0.314181858662
ACH-000671,0.225421397569
ACH-000673,0.19419960048300003
ACH-000676,0.163782546569
ACH-000677,0.333326290717
ACH-000681,0.14793148982100002
ACH-000682,0.22343258589200002
ACH-000683,0.30125169772
ACH-000684,0.32150864423000003
ACH-000688,0.329143888922
ACH-000693,0.275478263133
ACH-000694,0.248176069534
ACH-000695,0.023483043880000002
ACH-000696,0.325285741633
ACH-000697,0.252908508288
ACH-000699,0.235603879622
ACH-000701,0.325779113412
ACH-000706,0.18723597059099997
ACH-000711,0.214571831272
ACH-000713,0.364006148455
ACH-000714,0.21105795488600002
ACH-000718,0.168124697436
ACH-000720,0.335379081365
ACH-000721,0.286916645391
ACH-000724,0.263783878799
ACH-000725,0.250531375233
ACH-000732,0.243518719069
ACH-000734,0.287234344986
ACH-000735,0.211312821844
ACH-000736,0.30789250522100003
ACH-000738,0.26347111092
ACH-000746,0.257175415999
ACH-000747,0.325035835782
ACH-000748,0.339871843886
ACH-000753,0.16864635761
ACH-000756,0.215816130716
ACH-000757,0.217381707917
ACH-000758,0.33551988832699997
ACH-000760,0.22658237368099998
ACH-000763,0.10148782829500001
ACH-000764,0.18114824922400002
ACH-000765,0.378188521541
ACH-000766,0.338191717434
ACH-000767,0.229383685366
ACH-000768,0.369311505298
ACH-000769,0.153460240911
ACH-000770,0.184239778739
ACH-000771,0.24895280947700002
ACH-000773,0.12389412885
ACH-000776,0.318814250631
ACH-000777,0.246752396737
ACH-000778,0.154610496983
ACH-000781,0.25700133111699996
ACH-000782,0.25988353888599997
ACH-000783,0.212280011766
ACH-000784,0.25906206234900003
ACH-000785,-0.0152581811865
ACH-000787,0.171305480137
ACH-000788,0.322494962896
ACH-000791,0.212848346033
ACH-000792,0.28156654056499997
ACH-000794,0.234758952619
ACH-000796,0.212022917407
ACH-000799,0.25746494553000004
ACH-000800,0.37860615294600003
ACH-000802,0.396908350164
ACH-000804,0.238809276101
ACH-000805,0.48048171674199996
ACH-000809,0.260137787839
ACH-000810,0.154404278493
ACH-000811,0.363290591174
ACH-000817,0.251890087212
ACH-000819,0.247673657882
ACH-000820,-0.061042350508699994
ACH-000821,0.34300188908
ACH-000822,0.14595147287000002
ACH-000823,0.276836105123
ACH-000824,0.18458804803399997
ACH-000827,0.280592301505
ACH-000829,0.207882982938
ACH-000831,0.335987062103
ACH-000832,0.515073574253
ACH-000833,0.367100824001
ACH-000834,0.513046135923
ACH-000835,0.22208277002500001
ACH-000836,0.216139490435
ACH-000837,0.11776417216299999
ACH-000838,0.3008076839
ACH-000839,0.11688225372000001
ACH-000840,0.0256257830388
ACH-000841,0.248516279317
ACH-000843,0.306369942232
ACH-000846,0.236562126883
ACH-000847,0.429088210986
ACH-000848,0.24003627333500002
ACH-000849,0.196835033265
ACH-000851,0.199051707687
ACH-000855,0.28699113656999997
ACH-000856,0.20539063351599998
ACH-000858,0.289031958109
ACH-000859,0.265487842532
ACH-000861,0.19994196766
ACH-000862,0.328360295598
ACH-000865,0.34347422828699997
ACH-000866,0.189836701586
ACH-000867,0.262766881793
ACH-000869,0.401134328496
ACH-000872,0.305538546217
ACH-000873,0.298789604652
ACH-000876,0.282244675913
ACH-000878,0.242817293898
ACH-000880,0.205597043517
ACH-000881,0.311870852984
ACH-000882,0.344390203319
ACH-000884,0.299129053094
ACH-000885,0.253856971353
ACH-000887,0.328010275326
ACH-000888,0.281942297481
ACH-000889,0.17345928237599997
ACH-000890,0.135136171458
ACH-000896,0.33901624133599995
ACH-000898,0.39990783604999997
ACH-000900,0.26651772314800004
ACH-000901,0.253689933473
ACH-000905,0.21300957665999998
ACH-000906,0.251762352747
ACH-000907,0.21864929079700002
ACH-000910,0.23326184902
ACH-000911,0.235909190742
ACH-000912,0.25915256592700003
ACH-000913,0.183852461104
ACH-000915,0.35299007476300004
ACH-000916,0.281191320754
ACH-000917,0.32528319148699997
ACH-000921,0.226735846151
ACH-000924,0.241509481617
ACH-000926,0.255481657962
ACH-000928,0.09418749343520001
ACH-000929,0.376443694456
ACH-000932,0.280096330169
ACH-000935,0.31000542086399996
ACH-000936,0.26303092568799996
ACH-000937,0.32757774940699996
ACH-000938,0.343936929844
ACH-000939,0.240515687108
ACH-000941,0.207462065943
ACH-000943,0.295959004504
ACH-000946,0.146958199848
ACH-000947,0.277698861739
ACH-000948,0.154194988313
