,ADPRHL2 (54936)
ACH-000004,-0.29226678372
ACH-000007,-0.170313743259
ACH-000009,-0.00183128401481
ACH-000011,-0.16490782596200002
ACH-000012,-0.2414824701
ACH-000013,-0.395185307945
ACH-000014,-0.39832109616300004
ACH-000015,-0.289559404026
ACH-000017,-0.21679246766899998
ACH-000018,-0.492447479191
ACH-000019,-0.17904150590300003
ACH-000021,-0.24362314063499999
ACH-000022,-0.293923023018
ACH-000025,-0.504882216184
ACH-000028,-0.145052660476
ACH-000030,-0.21720494365899998
ACH-000035,-0.31186453058200003
ACH-000036,-0.284848864439
ACH-000037,-0.24716777894499997
ACH-000039,-0.39679943440800003
ACH-000040,-0.500353277177
ACH-000041,-0.26250933054000003
ACH-000042,-0.19390358944299999
ACH-000045,-0.340739993529
ACH-000047,-0.350888173772
ACH-000052,-0.130907664999
ACH-000053,-0.302607392785
ACH-000054,-0.418995221921
ACH-000055,-0.37288415960999993
ACH-000060,-0.429180992576
ACH-000067,-0.399506991157
ACH-000070,-0.176401681877
ACH-000075,-0.660527754222
ACH-000078,-0.437255044989
ACH-000082,-0.267966056361
ACH-000085,-0.283133977124
ACH-000086,-0.44876122689099995
ACH-000087,-0.20681387279599997
ACH-000092,-0.591999001428
ACH-000095,-0.321282784265
ACH-000097,-0.28260628977499996
ACH-000098,-0.37641367404299997
ACH-000099,-0.145733321951
ACH-000108,-0.22680581176999998
ACH-000113,-0.318225847928
ACH-000115,-0.256165764993
ACH-000116,-0.208937879486
ACH-000118,-0.221069594985
ACH-000120,-0.189701313111
ACH-000123,-0.358983980876
ACH-000127,-0.18964856686700002
ACH-000128,-0.360170790014
ACH-000132,-0.442014072192
ACH-000133,-0.44787091492700004
ACH-000137,-0.633456766654
ACH-000138,-0.2760399152
ACH-000142,-0.36061457134499997
ACH-000143,-0.23753152736699998
ACH-000146,-0.297804822412
ACH-000148,-0.33207555591
ACH-000150,-0.925355952673
ACH-000152,-0.287587893306
ACH-000153,-0.18165723370499998
ACH-000159,-0.373498912089
ACH-000160,-0.299776230431
ACH-000163,-0.0858886822067
ACH-000167,-0.575228493374
ACH-000168,-0.280948827298
ACH-000169,-0.43551144068000003
ACH-000178,-0.40461968898100004
ACH-000182,-0.29303256759199997
ACH-000183,-0.49158693294100003
ACH-000188,-0.455197710319
ACH-000189,-0.49466528027500006
ACH-000190,-0.42173341665200004
ACH-000198,-0.341241388091
ACH-000204,-0.530351068181
ACH-000206,-0.416742833583
ACH-000207,-0.34904283422700005
