,DAZAP2 (9802)
ACH-000004,-0.189340626472
ACH-000007,-0.264334778853
ACH-000009,-0.5141469830100001
ACH-000011,-0.186457186626
ACH-000012,-0.315007042104
ACH-000013,-0.314424624991
ACH-000014,-0.32724950435100003
ACH-000015,-0.255547561995
ACH-000017,-0.26993867737
ACH-000018,-0.28856085292100003
ACH-000019,-0.268319159318
ACH-000021,-0.35112539919299995
ACH-000022,-0.252590945924
ACH-000025,-0.225078411616
ACH-000028,-0.563753133572
ACH-000030,-0.286476222308
ACH-000035,-0.307686342288
ACH-000036,-0.15754065297800002
ACH-000037,-0.316143308193
ACH-000039,-0.48759105739799996
ACH-000040,-0.235557947024
ACH-000041,-0.21705523217099998
ACH-000042,-0.348601522955
ACH-000045,-0.24860892961999997
ACH-000047,-0.123381631493
ACH-000052,-0.274704788832
ACH-000053,-0.385614015779
ACH-000054,-0.221897486699
ACH-000055,-0.103010389679
ACH-000060,-0.150987237331
ACH-000067,-0.275815703068
ACH-000070,-0.362913669505
ACH-000075,-0.21441334204100002
ACH-000078,-0.34716185617299994
ACH-000082,-0.306377558393
ACH-000085,-0.32524492964
ACH-000086,-0.23467407747900002
ACH-000087,-0.498962512401
ACH-000092,-0.199353266997
ACH-000095,-0.32760892428000005
ACH-000097,-0.40028940177
ACH-000098,-0.148281487422
ACH-000099,-0.378077434133
ACH-000108,-0.08381209390989999
ACH-000113,-0.588859730101
ACH-000115,-0.23216925423
ACH-000116,-0.199884884965
ACH-000118,-0.18028115179200002
ACH-000120,-0.338939002464
ACH-000123,-0.208724333681
ACH-000127,-0.143841171201
ACH-000128,-0.255533976682
ACH-000132,-0.20715046652199998
ACH-000133,-0.38971230422799996
ACH-000137,-0.291888198938
ACH-000138,-0.357582157713
ACH-000142,-0.279393857812
ACH-000143,-0.253758250563
ACH-000146,-0.31974236586800003
ACH-000148,-0.358410560383
ACH-000150,-0.0132598488946
ACH-000152,-0.290841641431
ACH-000153,-0.47263449835199994
ACH-000159,-0.31411626072099996
ACH-000160,-0.161824119727
ACH-000163,-0.224673583546
ACH-000167,-0.369110522718
ACH-000168,-0.48905652325800003
ACH-000169,-0.281051480878
ACH-000178,-0.09402911091060001
ACH-000182,-0.25728962459399995
ACH-000183,-0.22939779795899998
ACH-000188,-0.160664687773
ACH-000189,-0.19865463394699998
ACH-000190,-0.306869366127
ACH-000198,-0.34637263909599997
ACH-000204,0.155309820063
ACH-000206,0.044726341707199996
ACH-000207,-0.0483607456229
ACH-000211,-0.29385002628
ACH-000215,-0.37138605424599996
ACH-000221,-0.235836083574
ACH-000222,-0.0796718032959
ACH-000223,-0.40224816321400003
ACH-000226,-0.257674858274
ACH-000227,-0.514292211922
ACH-000228,-0.15621964871400001
ACH-000231,-0.301353065493
ACH-000232,-0.239400137893
ACH-000233,-0.331813181644
ACH-000234,-0.42999235639
ACH-000235,-0.348673323104
ACH-000237,-0.22743863564800001
ACH-000238,-0.122097620207
ACH-000243,-0.267395752305
ACH-000244,-0.236232790816
ACH-000246,-0.278955953129
ACH-000248,-0.165585323045
ACH-000250,-0.32623738361
ACH-000251,-0.263091063194
ACH-000253,-0.156199408125
ACH-000255,-0.23189518465300002
ACH-000256,-0.290935960614
ACH-000257,-0.40096787215999996
ACH-000258,-0.206880871796
ACH-000259,-0.332735012607
ACH-000260,-0.318904623981
ACH-000261,-0.433847713375
ACH-000262,-0.155897063345
ACH-000263,-0.5946930671230001
ACH-000264,-0.267547500519
ACH-000265,-0.172010631904
ACH-000266,-0.38556260429899997
ACH-000272,-0.357529916562
ACH-000273,-0.0834053948206
ACH-000274,-0.40953769479999996
ACH-000277,-0.49935958822800003
ACH-000278,-0.30823614328000004
ACH-000279,-0.246553892593
ACH-000280,-0.21959335242
ACH-000281,-0.25475646982
ACH-000288,-0.296510062193
ACH-000291,-0.345001580678
