,NFASC (23114)
ACH-000004,0.16473112045
ACH-000007,0.08099884577880001
ACH-000009,-0.209864491199
ACH-000011,-0.09477761596789999
ACH-000012,0.00621403701946
ACH-000013,-0.050549393130599994
ACH-000014,-0.132863716512
ACH-000015,0.0593095313751
ACH-000017,-0.09481381456480001
ACH-000018,-0.17339102121
ACH-000019,-0.366151006393
ACH-000021,0.104981876426
ACH-000022,-0.0279739136554
ACH-000025,-0.261920572598
ACH-000028,-0.0960911711146
ACH-000030,0.0791708595042
ACH-000035,0.08585548950380001
ACH-000036,0.112873707555
ACH-000037,0.00847484553877
ACH-000039,-0.10727697415200001
ACH-000040,0.00868095014491
ACH-000041,-0.158815059686
ACH-000042,-0.0106829182942
ACH-000045,-0.00144199746399
ACH-000047,-0.0259459085685
ACH-000052,-0.0404871886119
ACH-000053,-0.136127591638
ACH-000054,0.0203699146618
ACH-000055,-0.233334347645
ACH-000060,0.136832756828
ACH-000067,-0.06527247199780001
ACH-000070,-0.279333063131
ACH-000075,-0.0029521064271
ACH-000078,-0.13470487329199998
ACH-000082,0.0577244321446
ACH-000085,-0.307178827255
ACH-000086,-0.104964481807
ACH-000087,-0.0783752936518
ACH-000092,-0.037568513983
ACH-000095,-0.11811081927200001
ACH-000097,-0.0313597518224
ACH-000098,-0.119513334641
ACH-000099,-0.0351553511036
ACH-000108,-0.0856846084885
ACH-000113,-0.030500819133099998
ACH-000115,0.04279558386969999
ACH-000116,-0.0906660390305
ACH-000118,0.09100183659029999
ACH-000120,-0.0935430440758
ACH-000123,-0.0252809299547
ACH-000127,-0.037670092870800004
ACH-000128,-0.075228509179
ACH-000132,-0.194708202009
ACH-000133,-0.0109708900364
ACH-000137,-0.0475392286852
ACH-000138,-0.007681029258590001
ACH-000142,-0.0862988234773
ACH-000143,-0.0800522612271
ACH-000146,0.0730546654719
ACH-000148,-0.16287467910800002
ACH-000150,-0.239112986619
ACH-000152,0.0865011679306
ACH-000153,-0.346912989645
ACH-000159,-0.08143068239210001
ACH-000160,0.05732505939159999
ACH-000163,0.00474613636543
ACH-000167,0.0116550677642
ACH-000168,-0.0510486801217
ACH-000169,0.028103048674900002
ACH-000178,0.0238325292608
ACH-000182,0.035583605192
ACH-000183,-0.147740861026
ACH-000188,-0.0904261870627
ACH-000189,0.129434722611
ACH-000190,-0.0918828615542
ACH-000198,0.183126512358
ACH-000204,-0.170850328325
ACH-000206,0.0177988677515
ACH-000207,-0.175882695653
ACH-000211,0.103681848931
ACH-000215,-0.150374626809
ACH-000221,0.0140745305174
ACH-000222,0.13366904422599998
ACH-000223,0.0689318637588
ACH-000226,-0.160407226145
ACH-000227,-0.0842208618923
ACH-000228,-0.121329512443
ACH-000231,0.008541746971850001
ACH-000232,0.11086648006300001
ACH-000233,-0.199919570251
ACH-000234,0.048752686626000005
ACH-000235,-0.14150312626599998
ACH-000237,0.00230119203256
ACH-000238,0.00794835741341
ACH-000243,0.08538921703060001
ACH-000244,0.023426982465400002
ACH-000246,-0.014516123394500001
ACH-000248,0.015853608203
ACH-000250,-0.013512376718299999
ACH-000251,0.06823413056149999
ACH-000253,0.0513888706388
ACH-000255,-0.0006122029105469999
ACH-000256,-0.009328986804030001
ACH-000257,-0.110884679455
ACH-000258,-0.0653048656474
ACH-000259,-0.0812409129367
ACH-000260,-0.105364804454
ACH-000261,0.11129714885500001
ACH-000262,0.136863539964
ACH-000263,0.205405157343
ACH-000264,-0.142120825853
ACH-000265,0.0548334101461
ACH-000266,-0.0404539692265
ACH-000272,-0.06980705062510001
ACH-000273,0.0329181464775
ACH-000274,-0.0238404469419
ACH-000277,0.106966350088
ACH-000278,0.1612323943
ACH-000279,-0.00749916922595
ACH-000280,-0.0290523036449
ACH-000281,-0.220017081008
ACH-000288,-0.09554848163480001
ACH-000291,0.0308952320656
ACH-000293,0.042822305992199994
ACH-000294,0.07138042683339998
ACH-000295,-0.015795264314999998
ACH-000296,0.164857117117
ACH-000302,-0.00653886950908
ACH-000304,0.18314491635299998
ACH-000307,-0.0658598164316
ACH-000308,0.07854472031069999
ACH-000310,-0.110638474833
ACH-000311,-0.09473321993730001
ACH-000312,-0.175716763519
ACH-000315,0.029405663070400004
ACH-000316,-0.13377667540899998
ACH-000317,0.0492933770922
ACH-000318,0.044566573615499996
ACH-000319,0.09430985248330001
ACH-000320,-0.0523365085992
ACH-000322,0.0012611544420299999
ACH-000323,0.152697442638
ACH-000324,-0.037098216736
ACH-000329,-0.0102725932684
ACH-000330,-0.0704242716679
ACH-000331,0.0737520358411
ACH-000332,-0.00635284810019
ACH-000334,0.130657092635
ACH-000335,-0.18825625126200002
ACH-000336,0.00292812306131
ACH-000337,-0.21969320495900002
ACH-000339,-0.0651076406531
ACH-000341,0.0409315735247
ACH-000348,0.07530607413710001
ACH-000350,-0.23043421018100002
ACH-000352,-0.06327884711109999
ACH-000356,0.020020396601
ACH-000361,-0.17668191312399997
ACH-000362,0.149436896323
ACH-000363,-0.018617431412
ACH-000364,-0.0232949137698
ACH-000365,0.016634314434200003
ACH-000366,-0.0364163028675
ACH-000368,0.0170507929861
ACH-000374,-0.021627286235199997
ACH-000375,0.156879112097
ACH-000376,-0.0791443231368
ACH-000381,-0.170190040303
ACH-000383,-0.0483326164452
ACH-000387,-0.12822514933499998
ACH-000389,0.12324852190400001
ACH-000390,0.0195123085675
ACH-000393,0.0210723782328
ACH-000395,0.0769047370933
ACH-000397,0.04658463291540001
ACH-000401,-0.187115661074
ACH-000402,0.00128267849355
ACH-000403,-0.0543560566029
ACH-000404,0.0998846018853
ACH-000406,-0.0589857927307
ACH-000407,-0.040705878049499995
ACH-000408,0.0742807977944
ACH-000410,-0.12107863379
ACH-000411,-0.0388094286478
ACH-000414,0.020894804766500002
ACH-000415,-0.112481023672
ACH-000416,0.0361348971326
ACH-000420,0.00908674488483
ACH-000421,-0.0292080769012
ACH-000424,-0.145364513536
ACH-000425,0.026560179260800003
ACH-000426,0.0731580792909
ACH-000427,-0.0918282914494
ACH-000433,0.0780107869702
ACH-000436,-0.00275595234178
ACH-000444,0.0360577578665
ACH-000445,-0.0455997332275
ACH-000448,-0.021649612224099998
ACH-000450,-0.0767887502364
ACH-000452,-0.11623785012499999
ACH-000454,-0.0823558522363
ACH-000458,0.128290909339
ACH-000459,-0.10437025872899999
ACH-000460,-0.026345831788200002
ACH-000461,0.00803394189797
ACH-000463,-0.116253500779
ACH-000464,0.0541506002039
ACH-000466,-0.165886323679
ACH-000467,0.035806277998099996
ACH-000468,-0.0849109028101
ACH-000469,-0.07041867313410001
ACH-000470,0.116447838735
ACH-000471,0.0358396392989
ACH-000472,-0.058481705944800004
ACH-000473,-0.169955800874
ACH-000475,-0.030015810246799998
ACH-000476,0.0234501505042
ACH-000477,0.0659810529139
ACH-000480,-0.07502611306080001
ACH-000481,0.0186028033273
ACH-000483,0.07046574994
ACH-000484,-0.0993057308546
ACH-000485,0.08750992604419999
ACH-000486,0.0302389634643
ACH-000487,-0.08841837216839998
ACH-000488,-0.0156219109201
ACH-000490,-0.07986648675039999
ACH-000491,-0.0107185948718
