,PPAP2C (8612)
ACH-000004,0.061968517631
ACH-000007,-0.31212590034800003
ACH-000009,0.0671345493286
ACH-000011,-0.47029350968500006
ACH-000012,-0.0406757445238
ACH-000013,-0.149003910657
ACH-000014,-0.157015269231
ACH-000015,-0.276987895063
ACH-000017,-0.136977884178
ACH-000018,-0.079467652615
ACH-000019,-0.0716981292016
ACH-000021,0.05469716608030001
ACH-000022,-0.0529232892389
ACH-000025,-0.0041771418345
ACH-000028,-0.101716380009
ACH-000030,-0.24168777008099998
ACH-000035,0.0938907862154
ACH-000036,-0.181406865863
ACH-000037,-0.23555120510000002
ACH-000039,-0.17442822484
ACH-000040,-0.35289497200099995
ACH-000041,-0.0885297789617
ACH-000042,-0.0441387267614
ACH-000045,-0.236317214196
ACH-000047,-0.246552952015
ACH-000052,-0.246928966636
ACH-000053,-0.231283071508
ACH-000054,-0.284194978302
ACH-000055,-0.25152556413800004
ACH-000060,-0.131685293679
ACH-000067,-0.14349139744699999
ACH-000070,-0.36606719580499997
ACH-000075,-0.105093539012
ACH-000078,-0.32832749047
ACH-000082,-0.309536058649
ACH-000085,-0.269587782043
ACH-000086,-0.14443199662
ACH-000087,-0.116812925081
ACH-000092,-0.121602048939
ACH-000095,-0.100359980137
ACH-000097,0.167453036522
ACH-000098,-0.168884853309
ACH-000099,-0.118614942472
ACH-000108,-0.0189776857799
ACH-000113,-0.024073443206700004
ACH-000115,-0.537696691134
ACH-000116,-0.155738021991
ACH-000118,-0.06520086504730001
ACH-000120,-0.16606304602900002
ACH-000123,-0.18191033880399998
ACH-000127,-0.181317373381
ACH-000128,-0.112538540766
ACH-000132,-0.0718247602397
ACH-000133,-0.0812662653757
ACH-000137,-0.0440598597716
ACH-000138,-0.13241155931
ACH-000142,-0.135332105079
ACH-000143,-0.22843755921199999
ACH-000146,-0.182561270409
ACH-000148,-0.0578973224878
ACH-000150,-0.10484306568299999
ACH-000152,-0.323397411969
ACH-000153,0.0033560390362399996
ACH-000159,-0.169835266725
ACH-000160,-0.174931810978
ACH-000163,-0.337690658021
ACH-000167,-0.0507108807835
ACH-000168,-0.494499133203
ACH-000169,-0.173584738354
ACH-000178,-0.20781189187899998
ACH-000182,-0.161824383629
ACH-000183,-0.127478155184
ACH-000188,-0.0509508773635
ACH-000189,0.158258500616
ACH-000190,0.00266645609549
ACH-000198,-0.093957971221
ACH-000204,0.7670218593699999
