,SF3B1 (23451)
ACH-000004,-1.6910803407100001
ACH-000007,-1.39886318512
ACH-000009,-1.18250966247
ACH-000011,-1.38752454525
ACH-000012,-1.21498862147
ACH-000013,-1.3719522399000001
ACH-000014,-1.3141562549799999
ACH-000015,-1.20988572249
ACH-000017,-1.68568865641
ACH-000018,-1.23515639873
ACH-000019,-1.20641858019
ACH-000021,-1.02822913548
ACH-000022,-1.17417142934
ACH-000025,-1.0792026109200001
ACH-000028,-1.4763319852
ACH-000030,-1.60481043841
ACH-000035,-1.1569152168999999
ACH-000036,-1.3862724704700002
ACH-000037,-1.6995596092899998
ACH-000039,-1.60828507274
ACH-000040,-1.14382542856
ACH-000041,-1.4344680078100003
ACH-000042,-1.3919530594799998
ACH-000045,-1.38375964353
ACH-000047,-1.3648997638999998
ACH-000052,-1.04937696836
ACH-000053,-1.37979908132
ACH-000054,-1.33064588663
ACH-000055,-1.3880352585799998
ACH-000060,-1.1439887311799999
ACH-000067,-1.12511518792
ACH-000070,-1.38808944894
ACH-000075,-1.35524813797
ACH-000078,-1.4401352955899998
ACH-000082,-1.41565265064
ACH-000085,-1.5199577494999998
ACH-000086,-1.11743653902
ACH-000087,-1.32334214411
ACH-000092,-1.3796458632
ACH-000095,-1.2728218681799999
ACH-000097,-1.5097820349700002
ACH-000098,-1.05570716075
ACH-000099,-1.44013009472
ACH-000108,-1.1375786855299999
ACH-000113,-1.55234729177
ACH-000115,-1.5354916180899998
ACH-000116,-1.54940932026
ACH-000118,-1.25421061859
ACH-000120,-1.2768521884200001
ACH-000123,-1.63359206921
ACH-000127,-1.68005416163
ACH-000128,-1.14649863856
ACH-000132,-1.30292470062
ACH-000133,-1.52429789177
ACH-000137,-1.04145786691
ACH-000138,-1.5039313823500002
ACH-000142,-1.1950941707
ACH-000143,-1.14642146995
ACH-000146,-1.47490675602
ACH-000148,-1.2138534465000002
ACH-000150,-1.2995961711200001
ACH-000152,-1.2460240174
ACH-000153,-1.7285253267200003
ACH-000159,-1.25341564232
ACH-000160,-1.3221662676500001
ACH-000163,-1.24689461776
ACH-000167,-1.9911882512799999
ACH-000168,-1.3048825956799999
ACH-000169,-1.2173271161399999
ACH-000178,-1.35059849883
ACH-000182,-1.17523596637
ACH-000183,-1.3787718049200002
ACH-000188,-1.2344206322600002
ACH-000189,-1.1114101878799998
ACH-000190,-1.22524928553
ACH-000198,-1.68616400787
ACH-000204,-1.32140146835
ACH-000206,-1.5610133377000002
ACH-000207,-1.95842113777
ACH-000211,-1.5569952158700002
ACH-000215,-1.10175735505
ACH-000221,-1.08901086394
ACH-000222,-1.17944467735
ACH-000223,-1.4688934754299998
ACH-000226,-1.51360285163
ACH-000227,-1.70918179308
ACH-000228,-1.19011662271
ACH-000231,-1.44553782248
ACH-000232,-1.3663412132
ACH-000233,-1.59029583072
ACH-000234,-1.3015788376000001
ACH-000235,-1.29569303075
ACH-000237,-1.27783847855
ACH-000238,-1.51184759398
ACH-000243,-1.3952342868099998
ACH-000244,-1.09931646536
ACH-000246,-1.41720161218
ACH-000248,-1.1510324698999999
ACH-000250,-1.37388960912
ACH-000251,-1.4944855549399998
ACH-000253,-1.30852820438
ACH-000255,-1.17540449622
ACH-000256,-1.304858997
ACH-000257,-1.11323581259
ACH-000258,-1.42281195753
ACH-000259,-1.41890251916
ACH-000260,-1.26025180513
ACH-000261,-1.24871096315
ACH-000262,-1.24747606375
ACH-000263,-1.4686302768000001
ACH-000264,-1.2335544409399999
ACH-000265,-1.41309019244
ACH-000266,-1.13702096128
ACH-000272,-1.10473599145
ACH-000273,-1.21177567323
ACH-000274,-1.36114612375
ACH-000277,-1.51033601429
ACH-000278,-1.0353452878
ACH-000279,-1.3541353983000002
ACH-000280,-1.5550676565500001
ACH-000281,-1.11079225985
ACH-000288,-1.5162201143399998
ACH-000291,-0.997428612306
ACH-000293,-1.4631426156799998
ACH-000294,-1.34875167056
ACH-000295,-0.9254437339700001
ACH-000296,-1.1984295620999998
ACH-000302,-1.4634570499000001
ACH-000304,-1.37383983814
ACH-000307,-1.43525609076
ACH-000308,-1.2546144602399998
ACH-000310,-1.70313335215
ACH-000311,-1.55192461467
ACH-000312,-1.21096034224
ACH-000315,-0.796334019002
ACH-000316,-1.25122650693
ACH-000317,-0.948648459946
ACH-000318,-1.34065808027
ACH-000319,-0.9803888486419999
ACH-000320,-1.31210819679
ACH-000322,-1.12129198846
ACH-000323,-1.13438224778
ACH-000324,-1.46661752011
ACH-000329,-1.80232162097
ACH-000330,-1.22281836429
ACH-000331,-1.39025037957
ACH-000332,-1.2504472561700002
