,LOX (4015)
ACH-000004,0.0152457495808
ACH-000007,0.0666474708441
ACH-000009,0.393230112272
ACH-000011,-0.14534783921
ACH-000012,0.291054624199
ACH-000013,0.299110850892
ACH-000014,0.356708060589
ACH-000015,0.121468649475
ACH-000017,0.33443937244800004
ACH-000018,0.08732363279439999
ACH-000019,0.33469596292
ACH-000021,0.21164339982900002
ACH-000022,0.162378533335
ACH-000025,0.219423694462
ACH-000028,0.38899563341300003
ACH-000030,0.17047115502799998
ACH-000035,0.306786314238
ACH-000036,0.29043702868500004
ACH-000037,0.263396531444
ACH-000039,0.171263618497
ACH-000040,-0.110506954795
ACH-000041,0.27530487433899997
ACH-000042,0.286157530942
ACH-000045,0.255473000998
ACH-000047,0.10257276769
ACH-000052,0.139147380285
ACH-000053,0.101350972251
ACH-000054,0.209148685477
ACH-000055,0.0822436178718
ACH-000060,0.0738324331861
ACH-000067,0.0106748265515
ACH-000070,0.187116679562
ACH-000075,0.06629707765080001
ACH-000078,0.191784866008
ACH-000082,0.0916186676704
ACH-000085,0.116788160847
ACH-000086,0.0164911518668
ACH-000087,0.0678582678507
ACH-000092,0.195798547138
ACH-000095,0.0825456523669
ACH-000097,0.17623248068
ACH-000098,0.224152665198
ACH-000099,0.269177589195
ACH-000108,0.18443444837900003
ACH-000113,0.427351022148
ACH-000115,0.373692138685
ACH-000116,0.024353938823
ACH-000118,0.25091522432700003
ACH-000120,0.42361969776
ACH-000123,0.273521572245
ACH-000127,0.258534912843
ACH-000128,0.11162120771
ACH-000132,0.268502483098
ACH-000133,0.289973457445
ACH-000137,0.10342870106100001
ACH-000138,0.12470453051
ACH-000142,0.17217557710099998
ACH-000143,0.23022279258900002
ACH-000146,0.11976504401799999
ACH-000148,0.0593203247344
ACH-000150,0.171965380691
ACH-000152,0.130337166271
ACH-000153,0.12479246829299999
ACH-000159,0.125196380852
ACH-000160,0.0633274405248
ACH-000163,0.0242831564747
ACH-000167,0.103525934455
ACH-000168,0.298921783558
ACH-000169,0.09816135291160001
ACH-000178,0.317436671709
ACH-000182,0.20353766880399998
ACH-000183,0.279969892371
ACH-000188,0.241191577557
ACH-000189,0.21913528354000003
ACH-000190,0.0271275178237
ACH-000198,0.23700837644
ACH-000204,0.407352381818
ACH-000206,0.334320642416
ACH-000207,0.3882061737
ACH-000211,0.044226899176
ACH-000215,0.251691344132
ACH-000221,0.261935664049
ACH-000222,0.359158374314
ACH-000223,0.376793078459
ACH-000226,0.004917577264060001
ACH-000227,0.19875804001699998
ACH-000228,0.20341208383
ACH-000231,0.18870205407
ACH-000232,-0.0411165779366
ACH-000233,0.267707279769
ACH-000234,0.188587645378
ACH-000235,0.241676257183
ACH-000237,0.20246354921300003
ACH-000238,0.11755780896700001
ACH-000243,0.11619693942199999
ACH-000244,0.574744665491
ACH-000246,0.346690606158
ACH-000248,0.5193163920589999
ACH-000250,0.158914492195
ACH-000251,0.7424744746780001
ACH-000253,0.270279509656
ACH-000255,0.0959085853036
ACH-000256,0.148566066133
ACH-000257,-0.011795194779100002
ACH-000258,-0.07467539060660001
ACH-000259,0.147943476907
ACH-000260,0.233069793739
ACH-000261,0.007365263241399999
ACH-000262,0.00319631628173
ACH-000263,-0.163212742075
ACH-000264,0.24899222333700002
ACH-000265,0.269233009221
ACH-000266,0.242280601116
ACH-000272,0.150107959497
ACH-000273,0.0724966981356
ACH-000274,0.14841291365700002
ACH-000277,0.0454521689728
ACH-000278,0.08455339481730001
ACH-000279,0.196815214186
ACH-000280,0.18721804260299998
ACH-000281,0.290978378867
ACH-000288,0.19179189381099998
ACH-000291,0.287943217726
ACH-000293,0.119953040024
ACH-000294,0.318720920733
ACH-000295,0.19415542464000002
ACH-000296,0.00154431698259
ACH-000302,0.319067612911
ACH-000304,0.692720846029
ACH-000307,0.268430550511
ACH-000308,0.27687524192400004
ACH-000310,0.130421291019
ACH-000311,0.343009949337
ACH-000312,0.32104553669
ACH-000315,0.377692371708
ACH-000316,0.14720516567800002
ACH-000317,0.39181247872599995
ACH-000318,0.17819405469900002
ACH-000319,0.20533990459100002
ACH-000320,0.033660364628400004
ACH-000322,0.144292107764
ACH-000323,0.120127432519
ACH-000324,0.367711143383
ACH-000329,0.271021893951
ACH-000330,0.286504610868
ACH-000331,0.0984303234565
ACH-000332,0.283324972442
ACH-000334,0.484822904374
ACH-000335,0.114618706207
ACH-000336,0.35819524708800005
ACH-000337,0.09338110318739999
ACH-000339,0.137603878073
ACH-000341,0.221047585513
ACH-000348,0.17033755925799998
ACH-000350,0.319016817672
ACH-000352,0.27460725369399996
ACH-000356,0.18181471822099998
ACH-000361,0.296671295504
ACH-000362,0.18262447855099997
ACH-000363,-0.056678907275
ACH-000364,0.12059013423800001
ACH-000365,0.17024531694400002
ACH-000366,0.28732909436
ACH-000368,0.317930854393
ACH-000374,0.220665384107
ACH-000375,0.317382179113
ACH-000376,0.21107213698
ACH-000381,0.14175692676100002
ACH-000383,0.140563881167
ACH-000387,0.365462932096
ACH-000389,0.15786052922
ACH-000390,0.240749429212
ACH-000393,-0.0398022706537
ACH-000395,0.08028128808469999
ACH-000397,0.105125944809
ACH-000401,0.0699353576445
ACH-000402,0.255430036708
ACH-000403,0.0646108829551
ACH-000404,0.255795661986
ACH-000406,0.202774697808
ACH-000407,0.22007968708200001
ACH-000408,0.37907944621699996
ACH-000410,0.234313349832
ACH-000411,0.314513002586
ACH-000414,0.296003631426
ACH-000415,0.20271553945
ACH-000416,0.158713585257
ACH-000420,0.149953238567
ACH-000421,0.222351085175
ACH-000424,-0.07295377074989999
ACH-000425,0.335364819507
ACH-000426,0.20873808443599998
ACH-000427,0.126908610071
ACH-000433,0.0348335866673
ACH-000436,0.216985807676
ACH-000444,0.27490615245
ACH-000445,0.27506278638099996
ACH-000448,0.117244131863
ACH-000450,-0.0441560507291
ACH-000452,0.174954119479
ACH-000454,0.131898851729
ACH-000458,0.39295882812
ACH-000459,0.527405756798
ACH-000460,0.254481077802
ACH-000461,0.10421342977
ACH-000463,0.130585145734
ACH-000464,0.250820762486
ACH-000466,-0.071252920311
ACH-000467,0.17249336487300002
ACH-000468,0.24448085061900002
ACH-000469,0.169536870117
ACH-000470,0.0443101395195
ACH-000471,0.280959465389
ACH-000472,0.257210837154
ACH-000473,0.0736792428359
ACH-000475,0.153744897632
ACH-000476,-0.0524721108078
ACH-000477,0.12331128783600001
ACH-000480,0.340289129765
ACH-000481,0.0258626418676
ACH-000483,0.09974738758919999
ACH-000484,0.25422260589400003
ACH-000485,0.24893561981400003
ACH-000486,0.18909251597100002
ACH-000487,0.0670937756609
ACH-000488,0.0282164672958
ACH-000490,0.16507323361600001
ACH-000491,-0.0143202765664
ACH-000495,0.132699586866
ACH-000496,0.29863568255
ACH-000499,0.353068205832
ACH-000500,-0.173628873854
ACH-000502,0.257626190231
ACH-000503,0.233866169183
ACH-000505,0.162321194898
ACH-000507,0.340182114062
ACH-000510,0.141651975092
ACH-000511,0.234594105063
ACH-000512,-0.160469159893
ACH-000516,0.24769197710000002
ACH-000517,0.142384334468
ACH-000518,-0.005896053444729999
ACH-000520,0.019651315407499998
ACH-000521,0.22307656146899998
ACH-000522,0.197184795003
ACH-000524,0.142075093671
