,STMN4 (81551)
ACH-000004,-0.174147092509
ACH-000007,-0.0290842426703
ACH-000009,-0.0773899228505
ACH-000011,-0.19376332795
ACH-000012,-0.10699119673100001
ACH-000013,-0.0158218063255
ACH-000014,-0.180793502606
ACH-000015,-0.154353683249
ACH-000017,-0.0596482021116
ACH-000018,0.169889955561
ACH-000019,0.0217999863295
ACH-000021,-0.0131293075924
ACH-000022,-0.0357941257028
ACH-000025,-0.263550343049
ACH-000028,-0.0284559778104
ACH-000030,-0.024891975513
ACH-000035,0.0875567651815
ACH-000036,-0.103159535445
ACH-000037,-0.06504893817
ACH-000039,-0.0452586830325
ACH-000040,0.044258637834400004
ACH-000041,-0.213626724788
ACH-000042,-0.0940544542516
ACH-000045,-0.16562366699699999
ACH-000047,-0.0513162956327
ACH-000052,-0.436659166628
ACH-000053,-0.039458396524900005
ACH-000054,-0.11009513422900001
ACH-000055,0.011526712416999998
ACH-000060,-0.17948569395199998
ACH-000067,0.0546357829662
ACH-000070,-0.079284042244
ACH-000075,-0.131227608411
ACH-000078,-0.09423484105089999
ACH-000082,-0.290890627021
ACH-000085,-0.19693823754999998
ACH-000086,-0.0632075056105
ACH-000087,-0.09770279188400001
ACH-000092,-0.164922740377
ACH-000095,-0.051839855799500005
ACH-000097,-0.124612149967
ACH-000098,0.135946098062
ACH-000099,-0.07888082553919999
ACH-000108,-0.198403142148
ACH-000113,0.138651187268
ACH-000115,0.0123652234491
ACH-000116,-0.10156194065600001
ACH-000118,-0.117328147809
ACH-000120,-0.20053033573100001
ACH-000123,-0.177072320307
ACH-000127,-0.12414061032
ACH-000128,-0.0378837336264
ACH-000132,-0.160616025899
ACH-000133,0.0157572885775
ACH-000137,-0.17853537889600002
ACH-000138,-0.106362431055
ACH-000142,-0.0111558501036
ACH-000143,-0.152262419787
ACH-000146,-0.106114102914
ACH-000148,0.06878167309880001
ACH-000150,0.026524672341499998
ACH-000152,0.0094351453413
ACH-000153,0.065960247203
ACH-000159,0.007114281887020001
ACH-000160,0.07376794147889999
ACH-000163,-0.106753591917
ACH-000167,0.22385723781199998
ACH-000168,-0.127954376077
ACH-000169,0.019322810408299997
ACH-000178,-0.000654690774576
ACH-000182,-0.178481330373
ACH-000183,-0.0503210653185
ACH-000188,-0.0196281101011
ACH-000189,-0.278743880561
ACH-000190,-0.0755188826742
ACH-000198,-0.010775194627200002
ACH-000204,-0.283135715264
ACH-000206,-0.213419622498
ACH-000207,0.059427162468499994
ACH-000211,-0.175010043597
ACH-000215,-0.00821290270997
ACH-000221,-0.0988656463288
ACH-000222,0.0789336377433
ACH-000223,-0.041721015326699994
ACH-000226,0.00017822521070500003
ACH-000227,-0.28025462341999996
ACH-000228,-0.170106428261
ACH-000231,0.0441350176337
ACH-000232,-0.0270364052688
ACH-000233,-0.122820263526
ACH-000234,0.023138743902400002
ACH-000235,-0.113787908867
ACH-000237,-0.126311521802
ACH-000238,-0.042376022348300006
ACH-000243,-0.0558623792509
ACH-000244,-0.382745917015
ACH-000246,-0.026333563825900002
ACH-000248,-0.0680729441546
ACH-000250,-0.221382761194
ACH-000251,-0.0165554027916
ACH-000253,-0.158471296307
ACH-000255,-0.0106272834165
ACH-000256,-0.08460881819150001
ACH-000257,-0.0239251724629
ACH-000258,-0.350581177768
ACH-000259,-0.0390451242859
ACH-000260,0.0376441901122
ACH-000261,-0.0657271807412
ACH-000262,-0.04932740028469999
ACH-000263,-0.208747431538
ACH-000264,-0.199483415854
ACH-000265,-0.137172886822
ACH-000266,0.00704264816929
ACH-000272,0.166763335152
ACH-000273,0.055056851578699995
ACH-000274,-0.0784963239426
ACH-000277,-0.0766681820533
ACH-000278,-0.133096273594
ACH-000279,0.09371538598319999
ACH-000280,-0.0289411401554
ACH-000281,0.0706844766046
ACH-000288,-0.019219951425400002
ACH-000291,0.057134107197
ACH-000293,-0.21755384959600002
ACH-000294,0.026108353148699998
ACH-000295,-0.00487530487004
ACH-000296,-0.0602707817028
ACH-000302,-0.040906273804800004
ACH-000304,0.13670462817600001
ACH-000307,-0.159549599304
ACH-000308,-0.147364146379
ACH-000310,-0.183510358817
ACH-000311,-0.00494527849996
ACH-000312,-0.0476277189539
ACH-000315,0.0642238086219
ACH-000316,-0.19184681633900003
ACH-000317,-0.04186695496330001
ACH-000318,0.116755721996
ACH-000319,-0.11433878152
ACH-000320,0.007375480813459999
ACH-000322,-0.26163682334399996
ACH-000323,-0.0562439360616
ACH-000324,0.012481706576100001
ACH-000329,-0.149543894482
ACH-000330,-0.310388828652
ACH-000331,0.0274888130772
ACH-000332,-0.00431973852068
ACH-000334,-0.31987783112199997
ACH-000335,0.174488749663
ACH-000336,0.5193809271050001
ACH-000337,-0.115883559769
ACH-000339,-0.10664675445
ACH-000341,-0.170700039995
ACH-000348,-0.0932174803929
ACH-000350,-0.20215263051100002
ACH-000352,-0.282792201488
ACH-000356,-0.141847373858
ACH-000361,-0.16417883398299998
ACH-000362,-0.155059510432
ACH-000363,-0.051725105702499996
ACH-000364,0.0162279134282
ACH-000365,-0.103280495911
ACH-000366,0.0129544898637
ACH-000368,0.0165676177071
ACH-000374,-0.26887445829900003
ACH-000375,-0.06353828515
ACH-000376,-0.0380137068756
ACH-000381,0.044860745232300006
ACH-000383,-0.101910800793
ACH-000387,-0.07399540628239999
ACH-000389,0.028606831117400002
ACH-000390,-0.0894396529022
ACH-000393,-0.137088362936
ACH-000395,-0.0764855946827
ACH-000397,-0.15803021084899999
ACH-000401,0.17331190581
ACH-000402,-0.303671822192
ACH-000403,-0.12834674741399998
ACH-000404,-0.0576258388475
ACH-000406,-0.08786229294739999
ACH-000407,0.176856068409
ACH-000408,0.17104693783
ACH-000410,-0.18425845608199998
ACH-000411,-0.096236696446
ACH-000414,-0.0284629014312
ACH-000415,-0.037804555989900006
ACH-000416,-0.155071882679
ACH-000420,-0.0368656783176
ACH-000421,-0.109275313337
ACH-000424,-0.056737031385000004
ACH-000425,0.011928209325399999
ACH-000426,0.054340397087599995
ACH-000427,-0.123149755197
ACH-000433,-0.099679444647
ACH-000436,0.053515940088700004
ACH-000444,-0.015401369615
ACH-000445,0.0036024164188800003
ACH-000448,-0.0699642446078
ACH-000450,0.207689850408
ACH-000452,-0.149367279278
ACH-000454,0.09214059248960002
ACH-000458,-0.108261161747
ACH-000459,-0.023572245452000002
ACH-000460,0.0498624192689
ACH-000461,0.0587482448092
ACH-000463,0.0854961371862
ACH-000464,-0.027184294977500002
ACH-000466,0.0700663059596
ACH-000467,-0.047995952798899996
ACH-000468,0.0480338225704
ACH-000469,-0.221300194284
ACH-000470,0.011774367824899998
ACH-000471,-0.1280053435
ACH-000472,-0.20518219746199998
ACH-000473,-0.100508585781
ACH-000475,-0.10768146200300001
ACH-000476,-0.291516635087
ACH-000477,0.0931193845153
ACH-000480,-0.12150085578299999
ACH-000481,-0.108721686592
ACH-000483,-0.10884574594
ACH-000484,-0.0633764259858
ACH-000485,-0.14216274796599998
