,RECQL (5965)
ACH-000004,0.234757856148
ACH-000007,0.0104501118247
ACH-000009,0.053179074493300005
ACH-000011,0.135621527702
ACH-000012,0.307544232456
ACH-000013,0.209625826206
ACH-000014,0.107666200252
ACH-000015,0.0158781903015
ACH-000017,0.23069909043499998
ACH-000018,-0.03403330534
ACH-000019,0.19339486702599998
ACH-000021,-0.022507901389500002
ACH-000022,0.160974815297
ACH-000025,0.212602165438
ACH-000028,0.160152760409
ACH-000030,0.09855088508160001
ACH-000035,0.103196882409
ACH-000036,0.201771032817
ACH-000037,0.222036185055
ACH-000039,-0.0072115680611100005
ACH-000040,0.176692850603
ACH-000041,0.153689258406
ACH-000042,0.09821109989039999
ACH-000045,0.11452816247400001
ACH-000047,0.247937258759
ACH-000052,0.122400510971
ACH-000053,0.0608443618922
ACH-000054,0.26851473188499997
ACH-000055,0.0638472312371
ACH-000060,0.134713124508
ACH-000067,0.348097556172
ACH-000070,0.40003696612899997
ACH-000075,0.339836400842
ACH-000078,-0.030844553452900002
ACH-000082,0.0441547685946
ACH-000085,0.399475432019
ACH-000086,0.0699547639995
ACH-000087,0.274814353849
ACH-000092,0.08411015717710002
ACH-000095,0.0730331890822
ACH-000097,0.0734234789974
ACH-000098,0.263785526014
ACH-000099,0.027350960177799997
ACH-000108,0.294500279976
ACH-000113,0.0468991547788
ACH-000115,0.18091798921500002
ACH-000116,0.100898569733
ACH-000118,0.1299532333
ACH-000120,0.045152967829900005
ACH-000123,0.09518794472560002
ACH-000127,0.13281360585000002
ACH-000128,0.09805633932489999
ACH-000132,0.0993894748807
ACH-000133,0.2610053046
ACH-000137,0.162701197194
ACH-000138,0.0808530576228
ACH-000142,0.20480942289999998
ACH-000143,0.153657105671
ACH-000146,0.0444219921092
ACH-000148,0.185499827772
ACH-000150,0.270528759925
ACH-000152,0.301163057752
ACH-000153,0.201980891038
ACH-000159,0.190527116061
ACH-000160,0.037368563615599995
ACH-000163,0.147250473946
ACH-000167,0.334350851028
ACH-000168,0.16312113569199999
ACH-000169,0.0942906220654
ACH-000178,0.228934498673
ACH-000182,0.311055842535
ACH-000183,0.177989954727
ACH-000188,0.15809917711100002
ACH-000189,0.564056337963
ACH-000190,0.112581283833
ACH-000198,0.0646739360107
ACH-000204,0.39129342861599997
ACH-000206,0.0935298897067
ACH-000207,0.207728988994
ACH-000211,0.16846460915
ACH-000215,0.157541378447
ACH-000221,0.213972204868
ACH-000222,0.04806406252809999
ACH-000223,0.0129169359515
ACH-000226,0.080130741833
ACH-000227,0.120643446351
ACH-000228,0.0625319558549
ACH-000231,0.151552222451
ACH-000232,0.07742570594499999
ACH-000233,0.161096021857
ACH-000234,-0.0951799279782
ACH-000235,0.0886804492217
ACH-000237,0.08797699789550001
ACH-000238,0.06635583370130001
ACH-000243,0.150303675991
ACH-000244,0.021061013229400002
ACH-000246,0.244543993187
ACH-000248,0.18363411619000003
ACH-000250,0.272614363858
ACH-000251,0.221735591696
ACH-000253,0.258301775039
ACH-000255,0.078770894057
ACH-000256,0.34831340927599996
ACH-000257,0.12730039845799998
ACH-000258,0.18533626809999998
ACH-000259,0.181304450137
ACH-000260,0.237854611593
ACH-000261,0.13846014758
ACH-000262,0.381350299005
ACH-000263,0.173480090768
ACH-000264,0.175795922289
ACH-000265,0.044259681210400005
ACH-000266,0.113092285438
ACH-000272,0.14016729808800002
ACH-000273,0.0638485950067
ACH-000274,0.07839160699469999
ACH-000277,0.33773937850599994
ACH-000278,0.254080831423
ACH-000279,0.0522944038296
ACH-000280,0.247136954945
ACH-000281,0.0223889694845
ACH-000288,-0.0352018021556
ACH-000291,0.29308914179900003
ACH-000293,0.262578335766
ACH-000294,0.0691733593624
ACH-000295,0.25973107833000003
ACH-000296,0.0876110794721
ACH-000302,0.166556297346
ACH-000304,0.294853766296
