,ANKIB1 (54467)
ACH-000004,0.157308669276
ACH-000007,-0.224040429529
ACH-000009,-0.0278591641894
ACH-000011,-0.102675579519
ACH-000012,-0.07906667297730001
ACH-000013,-0.0166232309098
ACH-000014,-0.0267385859851
ACH-000015,0.03659379999080001
ACH-000017,-0.125280085087
ACH-000018,-0.23131525404199998
ACH-000019,-0.17077277249000003
ACH-000021,-0.295142398037
ACH-000022,-0.0809086439818
ACH-000025,-0.0667475120346
ACH-000028,-0.07612253236989999
ACH-000030,-0.0568931876054
ACH-000035,-0.19674333195500002
ACH-000036,-0.365272774045
ACH-000037,0.102846153213
ACH-000039,-0.393494913036
ACH-000040,-0.09144822061720001
ACH-000041,0.080918070317
ACH-000042,-0.07527127659860001
ACH-000045,-0.0992739458818
ACH-000047,0.0048239109609200005
ACH-000052,-0.00735454780779
ACH-000053,-0.0497878000219
ACH-000054,-0.194315629574
ACH-000055,0.0416712756425
ACH-000060,-0.212502576368
ACH-000067,-0.0425166972444
ACH-000070,-0.0611126662868
ACH-000075,0.129715577267
ACH-000078,-0.00681965965938
ACH-000082,-0.101860867678
ACH-000085,-0.111386804036
ACH-000086,-0.00898629306412
ACH-000087,0.253059649062
ACH-000092,0.00984970689207
ACH-000095,-0.0536270755178
ACH-000097,-0.0396871141624
ACH-000098,-0.093515039301
ACH-000099,-0.048150037288
ACH-000108,0.043666496338300005
ACH-000113,-0.071201975527
ACH-000115,-0.057706167796800004
ACH-000116,-0.0795019161377
ACH-000118,-0.00616721712335
ACH-000120,0.092015399554
ACH-000123,-0.052010143966
ACH-000127,-0.0689032972699
ACH-000128,-0.1096906574
ACH-000132,-0.144641790355
ACH-000133,0.127517655854
ACH-000137,-0.00335006999081
ACH-000138,-0.151771394173
ACH-000142,-0.33184633630800003
ACH-000143,-0.122837293882
ACH-000146,-0.0214550603335
ACH-000148,-0.10688095481200001
ACH-000150,0.08658813027210001
ACH-000152,-0.14015070052
ACH-000153,0.13685654508300002
ACH-000159,-0.11193571920800001
ACH-000160,-0.0826935011374
ACH-000163,0.09225858840989999
ACH-000167,-0.08212519376039999
ACH-000168,-0.393357404687
ACH-000169,-0.23117299796
ACH-000178,-0.1034695538
ACH-000182,0.021879956331
ACH-000183,0.234030892722
ACH-000188,-0.032924466119200003
ACH-000189,0.00139790905369
ACH-000190,-0.00507226733616
ACH-000198,-0.0634673043085
ACH-000204,0.275105609191
ACH-000206,0.051513941491099995
ACH-000207,0.0180099801821
ACH-000211,-0.0688221174192
ACH-000215,-0.10350589202999999
ACH-000221,-0.221353816687
ACH-000222,-0.0401086565838
ACH-000223,0.0659204262854
ACH-000226,-0.0183096787602
ACH-000227,0.113517904747
ACH-000228,0.0482438533908
ACH-000231,-0.065306373987
ACH-000232,-0.10999141009000002
ACH-000233,0.170038753967
ACH-000234,0.049258071048
ACH-000235,-0.0449799743922
ACH-000237,0.018178211536
ACH-000238,-0.166890756547
ACH-000243,-0.0572565718209
ACH-000244,-0.271324131574
ACH-000246,-0.103538871875
ACH-000248,0.008619749570209998
ACH-000250,-0.172886207414
ACH-000251,-0.324450558176
ACH-000253,-0.10830782165
ACH-000255,-0.0485230090673
ACH-000256,-0.165975365236
ACH-000257,-0.0991866839955
ACH-000258,-0.266474835572
ACH-000259,-0.107252004595
ACH-000260,-0.145744291253
ACH-000261,-0.023928417497099997
ACH-000262,-0.08508914920980001
ACH-000263,-0.0409112935481
ACH-000264,-0.0476721043326
ACH-000265,-0.0318211069827
ACH-000266,-0.119146546533
ACH-000272,0.061868067483
ACH-000273,0.0456437898025
ACH-000274,-0.0100494107907
ACH-000277,-0.0498879829689
ACH-000278,0.0156064165029
ACH-000279,0.0346361026193
ACH-000280,-0.000496503012184
ACH-000281,-0.067969279927
ACH-000288,-0.0311928471049
ACH-000291,-0.12783184792000002
ACH-000293,-0.150399738919
