,CHRNE (1145)
ACH-000004,0.023675552389099998
ACH-000007,0.186168141842
ACH-000009,-0.236508111077
ACH-000011,0.04414503167330001
ACH-000012,-0.10444436087400001
ACH-000013,-0.21065634009599998
ACH-000014,0.155981115198
ACH-000015,-0.0404472056427
ACH-000017,-0.16923727439199998
ACH-000018,-0.19500130904500002
ACH-000019,0.16944663434999999
ACH-000021,0.142297587168
ACH-000022,-0.0265355954657
ACH-000025,0.029546860275400003
ACH-000028,-0.0075599673872
ACH-000030,-0.0228250732975
ACH-000035,0.036096981841699995
ACH-000036,-0.13592877032700001
ACH-000037,-0.163019324825
ACH-000039,-0.018023144354
ACH-000040,0.167036828333
ACH-000041,-0.271442334586
ACH-000042,-0.101923696095
ACH-000045,-0.280243544689
ACH-000047,-0.04307883243150001
ACH-000052,0.136695913758
ACH-000053,-0.0788782520777
ACH-000054,-0.107170719363
ACH-000055,0.109362435712
ACH-000060,-0.31519971389199997
ACH-000067,-0.17999489972399998
ACH-000070,0.131104875708
ACH-000075,-0.146721982517
ACH-000078,-0.00820993156931
ACH-000082,-0.16062687572999998
ACH-000085,0.123194296127
ACH-000086,-0.06574217555049999
ACH-000087,0.161279742162
ACH-000092,0.0108078227987
ACH-000095,0.11056894037699999
ACH-000097,-0.14946897011
ACH-000098,-0.0456422160642
ACH-000099,-0.0892781865319
ACH-000108,0.0269791693467
ACH-000113,-0.019670680241
ACH-000115,-0.0659641075461
ACH-000116,-0.049840067630000005
ACH-000118,-0.0898785250822
ACH-000120,-0.0468373986697
ACH-000123,0.0193967214493
ACH-000127,-0.0232021939714
ACH-000128,-0.165162417853
ACH-000132,-0.07951381663410001
ACH-000133,-0.313605496495
ACH-000137,-0.00298268986134
ACH-000138,-0.112135830228
ACH-000142,-0.0344878112269
ACH-000143,-0.207911649831
ACH-000146,-0.09167700931730001
ACH-000148,-0.023204717921799997
ACH-000150,-0.350593837876
ACH-000152,-0.16624820844000002
ACH-000153,-0.11377528083900001
ACH-000159,0.047018803513
ACH-000160,0.0359326843993
ACH-000163,-0.0359122755483
ACH-000167,-0.0584638511224
ACH-000168,-0.0841345653738
ACH-000169,-0.165892713543
ACH-000178,-0.145574427641
ACH-000182,-0.125856887421
ACH-000183,-0.00896340576444
ACH-000188,0.074205213302
ACH-000189,-0.135336774764
ACH-000190,0.31892444274099996
ACH-000198,-0.140097139473
ACH-000204,0.09564369692029999
ACH-000206,0.116575468868
ACH-000207,-0.210451034845
ACH-000211,0.0847658668384
ACH-000215,-0.11609951232999999
ACH-000221,-0.061331704210999996
ACH-000222,-0.0312269720761
ACH-000223,0.0305364877562
ACH-000226,0.054405609254
ACH-000227,-0.0024151807431900003
ACH-000228,0.0913163644087
ACH-000231,-0.131220433299
ACH-000232,0.016993751195200003
ACH-000233,-0.131068497069
ACH-000234,0.08408911604010001
ACH-000235,-0.0612000600465
ACH-000237,-0.062134838205
ACH-000238,-0.250766756187
ACH-000243,-0.06994086192639999
ACH-000244,-0.140455540459
ACH-000246,-0.24753779855
ACH-000248,-0.11091415925
ACH-000250,-0.24299658601799998
ACH-000251,-0.137767767059
ACH-000253,-0.0743753280061
ACH-000255,0.0911404347423
ACH-000256,-0.232724607302
ACH-000257,0.129232507986
ACH-000258,0.07430025481439999
ACH-000259,-0.150882460542
ACH-000260,-0.0586676778485
ACH-000261,-0.146069921406
ACH-000262,-0.21355690975400002
ACH-000263,-0.24468027499699999
ACH-000264,-0.0892168840651
ACH-000265,-0.013721320825000001
ACH-000266,-0.146418730631
ACH-000272,-0.137356516474
ACH-000273,-0.148971374166
ACH-000274,-0.056770291224499995
ACH-000277,-0.344358981738
ACH-000278,-0.139145621075
ACH-000279,-0.135643698379
ACH-000280,-0.123434989838
ACH-000281,-0.0543843837036
ACH-000288,-0.406735094495
ACH-000291,-0.117046135834
ACH-000293,0.07277076743639999
ACH-000294,-0.0359016246565
ACH-000295,-0.248944760321
ACH-000296,-0.0834738316715
ACH-000302,0.028398376035400002
ACH-000304,-0.04582977891580001
ACH-000307,0.00102199221429
ACH-000308,-0.07301262644380001
ACH-000310,-0.119670059259
ACH-000311,0.0036730400901400003
ACH-000312,0.0216899791641
ACH-000315,0.253281293647
ACH-000316,-0.22188954554600002
ACH-000317,0.14250578413599999
ACH-000318,-0.0895607181329
ACH-000319,-0.17009090124499998
ACH-000320,0.07503233401460001
ACH-000322,0.117579730787
ACH-000323,-0.189219341544
ACH-000324,-0.139953290195
ACH-000329,-0.111205929979
ACH-000330,-0.09877601505799999
ACH-000331,-0.0906748936414
ACH-000332,-0.0362792828207
ACH-000334,-0.19954370064
