,C1QC (714)
ACH-000004,0.08255085209860001
ACH-000007,0.096148864477
ACH-000009,-0.0667409168902
ACH-000011,-0.024561787318000003
ACH-000012,-0.149411091607
ACH-000013,-0.232598551333
ACH-000014,-0.095751195545
ACH-000015,0.039698549852400004
ACH-000017,-0.14189471631699999
ACH-000018,0.0678973707465
ACH-000019,-0.108142233048
ACH-000021,0.145192175359
ACH-000022,0.0315422142022
ACH-000025,-0.0539953369577
ACH-000028,0.09714806670219998
ACH-000030,0.0701914363092
ACH-000035,0.10074993940600001
ACH-000036,-0.19652878852800001
ACH-000037,-0.320619963865
ACH-000039,0.08720134497580001
ACH-000040,-0.0912212704328
ACH-000041,-0.10261245156300002
ACH-000042,0.18050804789900002
ACH-000045,-0.0643647745651
ACH-000047,-0.0386220102363
ACH-000052,-0.293553094405
ACH-000053,-0.0259321675019
ACH-000054,-0.046357033034199996
ACH-000055,-0.0480451290575
ACH-000060,-0.113024591035
ACH-000067,-0.35463867924099995
ACH-000070,-0.168985641157
ACH-000075,-0.277057123298
ACH-000078,0.0749235607653
ACH-000082,-0.296355183015
ACH-000085,-0.295841830446
ACH-000086,-0.108337555856
ACH-000087,-0.219974590425
ACH-000092,-0.203290039258
ACH-000095,-0.0368839793844
ACH-000097,-0.0735217064878
ACH-000098,-0.083427427216
ACH-000099,-0.0303126424075
ACH-000108,0.18226238979899997
ACH-000113,-0.105223362049
ACH-000115,-0.0414988549219
ACH-000116,-0.141594886537
ACH-000118,0.12399320285599999
ACH-000120,-0.18397991525600002
ACH-000123,0.027771563790299998
ACH-000127,-0.047983748347
ACH-000128,-0.312320926556
ACH-000132,-0.183904138329
ACH-000133,-0.209282361491
ACH-000137,-0.0722309488246
ACH-000138,-0.023577045428299997
ACH-000142,-0.16368021719599998
ACH-000143,-0.027028021701000004
ACH-000146,0.0416728081382
ACH-000148,-0.080280984113
ACH-000150,-0.438258969565
ACH-000152,-0.298172686651
ACH-000153,0.033287276141
ACH-000159,-0.17877543276900001
ACH-000160,-0.026252014123400003
ACH-000163,-0.109362427212
ACH-000167,-0.176768719271
ACH-000168,0.106487830571
ACH-000169,-0.0518687396392
ACH-000178,-0.0138346040713
ACH-000182,0.0133436931831
ACH-000183,0.144763208812
ACH-000188,-0.16689974913699998
ACH-000189,0.0164245097358
ACH-000190,-0.046125555260699995
ACH-000198,0.00567250798619
ACH-000204,-0.20491481335700001
ACH-000206,-0.13040702592599998
ACH-000207,0.0034664724986599995
ACH-000211,0.0462018509151
ACH-000215,-0.22439085583700003
ACH-000221,0.0488507508829
ACH-000222,-0.0007218812671789998
ACH-000223,-0.0734685850247
ACH-000226,-0.0221109608446
ACH-000227,-0.327775690471
ACH-000228,-0.07285141671680001
ACH-000231,-0.060294790189
ACH-000232,-0.013820373366200001
ACH-000233,-0.275623204058
ACH-000234,-0.23171211096299998
ACH-000235,0.027375412077299998
ACH-000237,0.00195428448435
ACH-000238,-0.17895157607200002
ACH-000243,0.117204992979
ACH-000244,-0.545279923816
ACH-000246,-0.18749556053
ACH-000248,0.0031446062757599998
ACH-000250,-0.10694241181
ACH-000251,-0.276755627585
ACH-000253,0.059967135548400004
ACH-000255,-0.0782056656171
ACH-000256,-0.191978352933
ACH-000257,-0.13555526502
ACH-000258,0.026239938142300002
ACH-000259,0.016186679689
ACH-000260,-0.0627483042048
ACH-000261,-0.054055620231599995
ACH-000262,-0.14129441691199998
ACH-000263,-0.084652465946
ACH-000264,-0.0668553351011
ACH-000265,0.122167522339
ACH-000266,0.113199299803
ACH-000272,-0.0491625179051
ACH-000273,-0.0869279217536
ACH-000274,-0.16901467834399997
ACH-000277,-0.0132801626822
ACH-000278,0.035059851908800004
ACH-000279,-0.011134791908
ACH-000280,-0.11718601547499999
ACH-000281,0.17301382958
ACH-000288,-0.125264904934
ACH-000291,0.0763780994136
ACH-000293,-0.321900942289
ACH-000294,0.225028783426
ACH-000295,0.104670458119
ACH-000296,-0.118020039592
ACH-000302,-0.11258222475099999
ACH-000304,-0.523001848762
ACH-000307,0.049796201397
ACH-000308,-0.0208002348768
ACH-000310,-0.0142605288359
ACH-000311,0.0307107183103
ACH-000312,-0.024581448834099996
ACH-000315,0.32317918889
ACH-000316,-0.0530550263038
ACH-000317,-0.00439940385075
ACH-000318,-0.028724682486400005
ACH-000319,0.012945653815899998
ACH-000320,-0.112822039586
ACH-000322,-0.165543583277
ACH-000323,-0.183748804572
ACH-000324,-0.134170313927
ACH-000329,-0.068321738617
ACH-000330,-0.233074801579
ACH-000331,-0.222875640033
ACH-000332,0.129165527005
ACH-000334,0.10397283847000001
ACH-000335,0.048378427524800004
ACH-000336,0.0114281418206
ACH-000337,-0.127611986972
ACH-000339,0.06860353374719999
ACH-000341,-0.0367499650065
ACH-000348,-0.14217285727700002
ACH-000350,0.09949254197069998
ACH-000352,-0.153457078895
ACH-000356,-0.21231747571600001
ACH-000361,0.09005187809689999
ACH-000362,0.012326045964600001
ACH-000363,-0.141839712774
ACH-000364,-0.12408312668400001
ACH-000365,-0.060661092962699996
ACH-000366,-0.00438692888283
ACH-000368,-0.10612160023299999
ACH-000374,-0.028338109027800002
ACH-000375,-0.151915542099
ACH-000376,0.041317437425699995
ACH-000381,-0.06504451617200001
ACH-000383,-0.06415326650169999
ACH-000387,0.136938828824
ACH-000389,-0.123743454935
ACH-000390,-0.09224141924189999
ACH-000393,0.033620774643299996
ACH-000395,0.0372983106355
ACH-000397,0.0607457490797
ACH-000401,0.0327574605072
ACH-000402,0.0372842594448
ACH-000403,6.45648488449e-05
ACH-000404,-0.215519496252
ACH-000406,0.0121213993698
ACH-000407,-0.00198154526032
ACH-000408,0.022386232638400002
ACH-000410,-0.169659702629
ACH-000411,-0.179670465971
ACH-000414,-9.76358214778e-05
ACH-000415,-0.07249218766439999
ACH-000416,-0.0183896894124
ACH-000420,-0.0971833316486
ACH-000421,0.0158706107027
ACH-000424,-0.199307214305
ACH-000425,-0.00731292535438
ACH-000426,-0.103091166054
ACH-000427,-0.07272949143619999
ACH-000433,-0.157813945735
ACH-000436,-0.279288772091
ACH-000444,-0.134861693601
ACH-000445,-0.43008739507700006
ACH-000448,-0.0287506852717
ACH-000450,-0.0725595135007
ACH-000452,-0.05278941067430001
ACH-000454,-0.011046828810399999
ACH-000458,-0.00406535172355
ACH-000459,-0.17552936803599997
ACH-000460,-0.187570800486
ACH-000461,-0.00123681476782
ACH-000463,-0.12194127435900001
ACH-000464,0.00988726926757
ACH-000466,-0.0083193518976
ACH-000467,-0.022710277920499997
ACH-000468,-0.126577705229
ACH-000469,-0.35530204488000006
ACH-000470,-0.0267797464781
ACH-000471,-0.0628609214717
ACH-000472,-0.014096685584499998
ACH-000473,-0.158130587491
ACH-000475,-0.10526223680400001
ACH-000476,-0.326526262555
ACH-000477,-0.258646696694
ACH-000480,0.0531972865438
ACH-000481,-0.0361359047689
ACH-000483,-0.296119063109
ACH-000484,-0.07737829776260001
ACH-000485,-0.00666640398472
ACH-000486,-0.157368068066
ACH-000487,-0.023497405655299997
ACH-000488,-0.22828694279
ACH-000490,-0.0652400661619
ACH-000491,-0.025244200466299997
ACH-000495,-0.13124023179199998
ACH-000496,-0.08028635852739999
ACH-000499,-0.265449988271
ACH-000500,-0.050085759658500005
ACH-000502,-0.0295109020544
ACH-000503,0.100205224682
ACH-000505,-0.11047784654699999
ACH-000507,-0.16563846053099998
ACH-000510,0.0886131344986
ACH-000511,-0.0447757355672
ACH-000512,-0.136611689837
ACH-000516,-0.322387411886
ACH-000517,-0.040119241650800004
ACH-000518,0.030345711019
ACH-000520,-0.0963270534386
ACH-000521,0.0815145098963
ACH-000522,-0.0794395978472
ACH-000524,-0.13601788365
ACH-000527,-0.0634149315736
ACH-000528,-0.011219454859200001
ACH-000537,0.059081693719199996
ACH-000541,0.0937072998963
ACH-000542,0.0724814894075
ACH-000544,-0.241306523392
ACH-000545,0.0390477809909
ACH-000547,0.21212762281
ACH-000548,-0.10322070947999999
ACH-000549,-0.052682545932900005
ACH-000550,-0.245396397881
ACH-000552,0.00392598918012
ACH-000556,-0.267143459074
ACH-000557,0.013299129700499998
ACH-000570,-0.152638465944
ACH-000571,-0.00755091595588
ACH-000573,-0.172893259972
ACH-000576,-0.0862042009034
ACH-000580,-0.157052675418
ACH-000584,0.0332468626236
ACH-000585,-0.129976410205
ACH-000588,0.0821305971455
ACH-000589,0.107209228159
ACH-000591,-0.118697359372
ACH-000593,-0.35246225348099997
