,MSX2 (4488)
ACH-000004,0.20972446356600002
ACH-000007,0.208525130141
ACH-000009,0.278623681956
ACH-000011,0.0171347525983
ACH-000012,0.16557628864600002
ACH-000013,0.224281854124
ACH-000014,-0.00787761238345
ACH-000015,0.06912641153469999
ACH-000017,-0.394563713286
ACH-000018,0.00623040025296
ACH-000019,-0.0179907063738
ACH-000021,0.180513197063
ACH-000022,0.0281963118303
ACH-000025,0.241856455365
ACH-000028,0.05033957523680001
ACH-000030,0.15285511018
ACH-000035,0.137830999681
ACH-000036,0.0057126186568199995
ACH-000037,-0.00749376205328
ACH-000039,-0.060687745730099996
ACH-000040,0.149072139605
ACH-000041,0.149668572
ACH-000042,0.138007926859
ACH-000045,0.0684677140087
ACH-000047,-0.0013470436184300002
ACH-000052,0.392888988098
ACH-000053,0.152507135008
ACH-000054,0.102644433531
ACH-000055,-0.276412107718
ACH-000060,0.20822413406800003
ACH-000067,-0.0076687675206099995
ACH-000070,-0.132657355761
ACH-000075,0.278900439678
ACH-000078,0.203829999491
ACH-000082,0.0460782314673
ACH-000085,-0.0251803788642
ACH-000086,0.264350346392
ACH-000087,0.225931245183
ACH-000092,0.164883950927
ACH-000095,0.142921749678
ACH-000097,0.143053269098
ACH-000098,0.0770353444278
ACH-000099,0.054896674905699994
ACH-000108,0.217566680697
ACH-000113,0.127509974425
ACH-000115,0.37746153511299996
ACH-000116,0.305661526372
ACH-000118,0.23128080555999997
ACH-000120,0.057793382900599995
ACH-000123,0.183367591474
ACH-000127,0.21995316136799997
ACH-000128,0.132045854332
ACH-000132,0.18480823308400002
ACH-000133,0.264081173095
ACH-000137,0.083473096371
ACH-000138,0.2059874436
ACH-000142,0.36100211032799995
ACH-000143,0.17265757429
ACH-000146,0.00514151546922
ACH-000148,0.24623838164099998
ACH-000150,0.106108981234
ACH-000152,0.0971714503303
ACH-000153,0.168936768704
ACH-000159,0.19521202787099998
ACH-000160,0.147246518119
ACH-000163,0.289877536197
ACH-000167,0.0943812378146
ACH-000168,0.0843832892879
ACH-000169,0.242243848165
ACH-000178,0.0771937164413
ACH-000182,0.205755048453
ACH-000183,0.10281764855
ACH-000188,0.105683354592
ACH-000189,0.141336622928
ACH-000190,-0.0963837793278
ACH-000198,0.206880234118
ACH-000204,0.0275314972112
ACH-000206,0.21613574603
ACH-000207,-0.017625722621099998
ACH-000211,0.148162282895
ACH-000215,0.19197087183699998
ACH-000221,0.12861502337000003
ACH-000222,0.312134598541
ACH-000223,0.0161364253337
ACH-000226,0.113409134577
ACH-000227,0.52220415217
ACH-000228,0.29492662191
ACH-000231,0.231107639193
ACH-000232,0.120898654255
ACH-000233,0.19129849519499997
ACH-000234,0.159136258283
ACH-000235,0.141048961589
ACH-000237,0.18353376865899998
ACH-000238,0.161207960357
ACH-000243,0.175831146868
ACH-000244,0.09756973427400001
ACH-000246,0.168840725726
ACH-000248,0.0141463445474
ACH-000250,0.0962907513057
ACH-000251,0.136443099394
ACH-000253,0.135692666281
ACH-000255,0.213389172855
ACH-000256,0.187351228248
ACH-000257,-0.17772349028599999
ACH-000258,0.09862222036049999
ACH-000259,0.16416870204700001
ACH-000260,0.123880689016
ACH-000261,0.149958305121
ACH-000262,0.222229565563
ACH-000263,0.416899285259
ACH-000264,0.164017454894
ACH-000265,0.0771935072639
ACH-000266,0.11957891577299999
ACH-000272,0.135967798319
ACH-000273,0.185143183499
ACH-000274,0.202173901322
ACH-000277,0.48964517214500003
ACH-000278,0.29529199769000003
ACH-000279,0.21359726973999998
ACH-000280,0.0390438935804
ACH-000281,0.233230187396
ACH-000288,0.14335815713199998
ACH-000291,0.147983641097
ACH-000293,0.19913335415300001
ACH-000294,0.240399791268
ACH-000295,0.0919200863043
ACH-000296,-0.09483990141660001
ACH-000302,0.143062727252
ACH-000304,0.283876833132
ACH-000307,0.20413761951200002
ACH-000308,0.196372568697
ACH-000310,-0.014680361299999998
ACH-000311,0.230483346983
ACH-000312,0.13575079459699999
ACH-000315,0.379710443677
ACH-000316,0.17588247186900002
ACH-000317,-0.0676152043053
ACH-000318,0.304593970419
ACH-000319,0.15135603566199998
ACH-000320,0.262110174683
ACH-000322,0.209863662938
ACH-000323,0.23103161906199998
ACH-000324,0.252220481825
ACH-000329,0.064093493356
ACH-000330,0.236347427348
ACH-000331,0.12298641259299999
ACH-000332,0.128446671516
ACH-000334,0.41738447509599996
ACH-000335,0.10445484929099999
