,PHTF1 (10745)
ACH-000004,-0.134344600504
ACH-000007,-0.11923534655099999
ACH-000009,-0.387267328247
ACH-000011,0.0708016684049
ACH-000012,-0.342868905855
ACH-000013,-0.130035853837
ACH-000014,-0.101583337114
ACH-000015,-0.128946159957
ACH-000017,-0.0364757744001
ACH-000018,0.08871032859269999
ACH-000019,-0.313894898395
ACH-000021,-0.162207768066
ACH-000022,0.0385782870007
ACH-000025,-0.211288731877
ACH-000028,-0.27186521259199997
ACH-000030,-0.09273260885130001
ACH-000035,-0.296042720147
ACH-000036,-0.04809337932990001
ACH-000037,0.105305063236
ACH-000039,-0.163914128012
ACH-000040,-0.150737050639
ACH-000041,-0.180615270161
ACH-000042,-0.11451010503699999
ACH-000045,-0.254650562575
ACH-000047,-0.149169598917
ACH-000052,-0.357757987373
ACH-000053,-0.132208716792
ACH-000054,-0.169734524778
ACH-000055,-0.015392568792399999
ACH-000060,-0.09928251926000001
ACH-000067,-0.197792957202
ACH-000070,-0.0319698939006
ACH-000075,-0.254731960727
ACH-000078,-0.26171192772199997
ACH-000082,-0.0111745840506
ACH-000085,0.0130782438503
ACH-000086,-0.301288709672
ACH-000087,-0.169224349421
ACH-000092,-0.334644878495
ACH-000095,-0.004075271302389999
ACH-000097,-0.100689710312
ACH-000098,-0.236025940033
ACH-000099,-0.14291494484
ACH-000108,-0.122909029564
ACH-000113,-0.255824282847
ACH-000115,-0.219318262722
ACH-000116,-0.0668393612207
ACH-000118,-0.13696099625
ACH-000120,-0.0901768817779
ACH-000123,-0.266015612419
ACH-000127,-0.20911187566
ACH-000128,-0.0878149042368
ACH-000132,-0.100005024704
ACH-000133,-0.126930417824
ACH-000137,-0.136948176396
ACH-000138,-0.0027382846259899995
ACH-000142,-0.155450802755
ACH-000143,-0.19477617325399998
ACH-000146,-0.129012694605
ACH-000148,-0.113829932685
ACH-000150,0.0031417203958000006
ACH-000152,-0.23092694625500002
ACH-000153,-0.17900266426699998
ACH-000159,-0.0739110450887
ACH-000160,-0.0784575442192
ACH-000163,0.06313188504680001
ACH-000167,-0.23474651405299998
ACH-000168,-0.0197579401052
ACH-000169,-0.0549725457164
ACH-000178,0.00562900434875
ACH-000182,-0.0200166383035
ACH-000183,-0.17716777561299998
ACH-000188,-0.141527558141
ACH-000189,-0.24309424415300002
ACH-000190,-0.033085462487
ACH-000198,-0.108411068492
ACH-000204,0.0195161681186
ACH-000206,0.120424177576
ACH-000207,-0.315210951549
ACH-000211,-0.048803505250000004
ACH-000215,-0.0689233898712
ACH-000221,-0.254102814631
ACH-000222,-0.273980064179
ACH-000223,-0.22031047257199998
ACH-000226,-0.05789308647559999
ACH-000227,-0.332475436521
ACH-000228,-0.105665465812
ACH-000231,-0.167226130832
ACH-000232,-0.10006825026900001
ACH-000233,-0.022382766888299998
ACH-000234,-0.141403739058
ACH-000235,-0.150233261619
ACH-000237,0.030751385571
ACH-000238,-0.44883219861900003
ACH-000243,-0.16840217522999998
ACH-000244,-0.167453622914
ACH-000246,-0.0864653298314
ACH-000248,-0.300072085044
ACH-000250,-0.0428816026743
ACH-000251,-0.09033794462169999
ACH-000253,-0.00684787120051
ACH-000255,-0.10699993801100001
ACH-000256,0.02951201187
ACH-000257,-0.27076501103
ACH-000258,0.249131281915
ACH-000259,-0.223985205985
ACH-000260,-0.0807515145367
ACH-000261,-0.151312399301
ACH-000262,-0.0220792879971
ACH-000263,-0.04704694668269999
ACH-000264,-0.06303958383830001
ACH-000265,-0.160959486736
ACH-000266,-0.08180323947700001
ACH-000272,-0.24667830176999997
ACH-000273,-0.140327856349
ACH-000274,-0.176327937478
ACH-000277,-0.0915591203913
ACH-000278,-0.061683593755700004
ACH-000279,-0.09793503716499999
ACH-000280,-0.112747759255
ACH-000281,-0.175427336025
ACH-000288,-0.0496091065461
ACH-000291,-0.0836061584314
ACH-000293,0.051292652312199996
ACH-000294,-0.198914041731
ACH-000295,-0.114195130494
ACH-000296,-0.289389488015
ACH-000302,-0.17301792775199998
ACH-000304,-0.508836689432
ACH-000307,-0.0682736638595
ACH-000308,-0.08418659140799999
ACH-000310,-0.351630768833
ACH-000311,-0.0639173560534
ACH-000312,-0.21171683092000002
ACH-000315,-0.22316761587499997
ACH-000316,0.00136074423794
ACH-000317,-0.306495155489
ACH-000318,0.0529927607258
ACH-000319,-0.18689014818100003
ACH-000320,-0.254319193872
ACH-000322,-0.23715949409200002
ACH-000323,-0.340730291723
ACH-000324,-0.157578488406
ACH-000329,-0.18591276814
ACH-000330,-0.116259803683
ACH-000331,-0.0491771430356
ACH-000332,-0.162695688847
ACH-000334,-0.107374136449
ACH-000335,-0.298450232971
ACH-000336,0.228395077588
ACH-000337,0.0383963589121
ACH-000339,-0.118484129205
ACH-000341,-0.247182724832
ACH-000348,-0.181450902156
ACH-000350,-0.0698918122738
ACH-000352,-0.09474602247310002
ACH-000356,-0.00916313800995
ACH-000361,-0.111416386093
ACH-000362,-0.10415664645099999
ACH-000363,0.029535471428400004
ACH-000364,0.0789536118673
ACH-000365,-0.17363453471299997
ACH-000366,-0.151898937809
ACH-000368,-0.17623962618900002
ACH-000374,-0.157008733323
ACH-000375,-0.371319390138
ACH-000376,-0.23764869034400002
ACH-000381,-0.157450797232
ACH-000383,-0.29953770361
ACH-000387,-0.139650223548
ACH-000389,-0.0171214797866
ACH-000390,-0.0816392040574
ACH-000393,-0.118126627359
ACH-000395,-0.27073653297
ACH-000397,-0.13297317644099999
ACH-000401,-0.028445519120299998
ACH-000402,0.07547197740460002
ACH-000403,-0.061996492384699994
ACH-000404,0.00369205788595
ACH-000406,-0.145077914289
ACH-000407,-0.108908092493
ACH-000408,-0.306264218315
ACH-000410,-0.129678457
ACH-000411,-0.0522096446146
ACH-000414,-0.157914954809
ACH-000415,-0.36049149579800005
ACH-000416,-0.123838391093
ACH-000420,-0.0675767603681
ACH-000421,0.0170777319524
ACH-000424,-0.289012334041
ACH-000425,-0.0704557481048
ACH-000426,0.0380497979484
ACH-000427,-0.33647323220799996
ACH-000433,-0.297102962501
ACH-000436,-0.27215578536999996
ACH-000444,-0.180394752967
ACH-000445,-0.14209144830999998
ACH-000448,-0.108651939938
ACH-000450,0.0681607005707
ACH-000452,-0.0290893349224
ACH-000454,-0.13749361630100002
ACH-000458,-0.171176503677
ACH-000459,0.27265025904199996
ACH-000460,-0.173652908116
ACH-000461,-0.28396821293900004
ACH-000463,-0.10708243795900001
ACH-000464,-0.0486367625786
ACH-000466,-0.269992465939
ACH-000467,-0.226560980482
ACH-000468,-0.005197884697060001
ACH-000469,0.027270394512
ACH-000470,0.10358888608899999
ACH-000471,0.00586757211915
ACH-000472,-0.153396586133
ACH-000473,-0.021204914337299995
ACH-000475,-0.0189775963078
ACH-000476,-0.157061822551
ACH-000477,0.20132958242899998
ACH-000480,0.00366704655519
ACH-000481,-0.315169446388
ACH-000483,-0.11995172716600001
ACH-000484,0.055493171999900004
ACH-000485,-0.04527767560359999
ACH-000486,-0.260473042459
ACH-000487,-0.14003003874199998
ACH-000488,-0.041753384992300004
ACH-000490,-0.15534683207699998
ACH-000491,-0.20563233421799998
ACH-000495,-0.179414012903
ACH-000496,-0.235516992856
ACH-000499,-0.156352881071
ACH-000500,-0.41522650364200003
ACH-000502,-0.16577934047499998
ACH-000503,-0.0448503617919
ACH-000505,-0.18794593154199998
ACH-000507,-0.11299511405899999
ACH-000510,-0.0545525565221
ACH-000511,-0.0619099944195
ACH-000512,-0.544482825752
ACH-000516,-0.151376187289
ACH-000517,-0.0430366755026
ACH-000518,-0.0031463011139000003
ACH-000520,-0.0843468956466
ACH-000521,-0.413998348692
ACH-000522,-0.20651112774099997
ACH-000524,-0.035490758306
ACH-000527,-0.05543282792550001
ACH-000528,0.0175753129246
ACH-000537,0.0426190490946
ACH-000541,-0.0985860426746
ACH-000542,-0.11784400146
ACH-000544,-0.262273938898
ACH-000545,-0.225077968616
ACH-000547,0.13074042182700002
ACH-000548,0.07579953826210001
ACH-000549,-0.163193939737
ACH-000550,0.052216216149
ACH-000552,-0.13916597011600002
ACH-000556,-0.0753803771242
ACH-000557,-0.08361423512860001
ACH-000570,-0.018926038407400002
ACH-000571,-0.254160956704
ACH-000573,-0.0720448446758
ACH-000576,0.0379310116729
ACH-000580,0.08854062576060001
ACH-000584,-0.100975208258
ACH-000585,-0.119697696073
ACH-000588,-0.067762784353
ACH-000589,-0.15010056830399998
ACH-000591,-0.289383639101
ACH-000593,-0.09532288481460001
ACH-000600,-0.0748144258677
ACH-000601,-0.0995198927126
ACH-000604,-0.139521102019
ACH-000605,-0.251591938512
ACH-000606,-0.182761923002
ACH-000608,-0.159728649498
