,PRR15L (79170)
ACH-000004,-0.160627534647
ACH-000007,-0.228203178915
ACH-000009,-0.51348407298
ACH-000011,-0.257302586421
ACH-000012,-0.370148232387
ACH-000013,-0.152596509993
ACH-000014,-0.314200690094
ACH-000015,-0.32445006401
ACH-000017,-0.0625580859725
ACH-000018,-0.114408496459
ACH-000019,-0.197994650581
ACH-000021,-0.423207481489
ACH-000022,-0.33633460482199995
ACH-000025,-0.22649157000300002
ACH-000028,-0.352583468704
ACH-000030,-0.219145829576
ACH-000035,-0.328784536312
ACH-000036,-0.052267077725499995
ACH-000037,-0.301888939541
ACH-000039,-0.200599845779
ACH-000040,-0.326054251395
ACH-000041,-0.32814975699
ACH-000042,-0.313863260163
ACH-000045,-0.287648996665
ACH-000047,-0.208453551393
ACH-000052,-0.618579805804
ACH-000053,-0.191193555721
ACH-000054,-0.261609943184
ACH-000055,-0.436321319029
ACH-000060,-0.46499460100400003
ACH-000067,-0.290875356397
ACH-000070,-0.293075894566
ACH-000075,-0.277398822426
ACH-000078,-0.424902972742
ACH-000082,-0.358729590414
ACH-000085,-0.37783708556999995
ACH-000086,-0.281603672024
ACH-000087,-0.46886759951000007
ACH-000092,-0.566167198587
ACH-000095,-0.407526988671
ACH-000097,-0.28583503248500003
ACH-000098,-0.402201120272
ACH-000099,-0.219328315421
ACH-000108,-0.296285108105
ACH-000113,-0.300863164363
ACH-000115,-0.27438856244000004
ACH-000116,-0.12174659341800001
ACH-000118,-0.16490731477499998
ACH-000120,-0.157921648533
ACH-000123,-0.315234287361
ACH-000127,-0.294636903057
ACH-000128,-0.215294608384
ACH-000132,-0.21330302928800002
ACH-000133,-0.19817579154599999
ACH-000137,-0.142604843079
ACH-000138,-0.365061191629
ACH-000142,-0.37727443566299995
ACH-000143,-0.311060513227
ACH-000146,-0.0784318151796
ACH-000148,-0.320253862133
ACH-000150,-0.41072186246299996
ACH-000152,-0.340023445862
ACH-000153,-0.7353787462720001
ACH-000159,-0.30140522859200003
ACH-000160,-0.40764790473000007
ACH-000163,-0.358068328785
ACH-000167,-0.226510820339
ACH-000168,-0.406558742189
ACH-000169,-0.318141721972
ACH-000178,-0.27555337009799996
ACH-000182,-0.08852803676660001
ACH-000183,-0.25623099046
ACH-000188,-0.395031513846
ACH-000189,-0.6867326894239999
ACH-000190,-0.109746931025
ACH-000198,-0.325173792201
ACH-000204,-0.461326551627
ACH-000206,-0.21133609104200002
ACH-000207,-0.446937323127
ACH-000211,-0.37601481639
ACH-000215,-0.333644018746
ACH-000221,-0.23738120454999997
ACH-000222,-0.333634083101
ACH-000223,-0.184172866482
ACH-000226,-0.297514131339
ACH-000227,-0.0895868948171
ACH-000228,-0.40256851888899997
ACH-000231,-0.31443070945
ACH-000232,-0.150676421732
ACH-000233,-0.25329597796500003
ACH-000234,-0.249808627938
ACH-000235,-0.337543947503
ACH-000237,-0.330703786954
ACH-000238,-0.49396981034500004
ACH-000243,-0.411427119806
ACH-000244,-0.373892275035
ACH-000246,-0.245856572601
ACH-000248,-0.38038198348700003
ACH-000250,-0.32131899341200004
ACH-000251,-0.207438236563
ACH-000253,-0.22404530064199998
ACH-000255,-0.491372938301
ACH-000256,-0.190528985106
ACH-000257,-0.241567944287
ACH-000258,-0.164988906247
ACH-000259,-0.239467387567
ACH-000260,-0.24983919063
ACH-000261,-0.23258704977400002
ACH-000262,-0.35588728005099995
ACH-000263,-0.473344227152
ACH-000264,-0.347284704601
ACH-000265,-0.28556921194699997
ACH-000266,-0.203482377433
ACH-000272,-0.346280230061
ACH-000273,-0.247800028576
ACH-000274,-0.421880119023
ACH-000277,-0.464664792397
ACH-000278,-0.135161392194
ACH-000279,-0.405286265306
ACH-000280,-0.195540714695
ACH-000281,-0.323333409287
ACH-000288,-0.358142412368
ACH-000291,-0.542332997562
ACH-000293,-0.205997347552
ACH-000294,-0.369755057332
ACH-000295,-0.22165089673399999
ACH-000296,-0.284634639298
ACH-000302,-0.17746114221
ACH-000304,-0.190122527536
ACH-000307,-0.279804113887
ACH-000308,-0.29796079547800003
ACH-000310,-0.35126090153899997
ACH-000311,-0.12333077177000001
ACH-000312,-0.325706523694
ACH-000315,-0.09317736112669998
ACH-000316,-0.35298905527900004
ACH-000317,-0.161484469911
ACH-000318,-0.262992745621
ACH-000319,-0.299858613871
ACH-000320,-0.33553400545699996
ACH-000322,-0.171997363657
ACH-000323,-0.184076865447
ACH-000324,-0.29344263176
ACH-000329,-0.213235038611
ACH-000330,-0.230726181591
ACH-000331,-0.17936671447900002
ACH-000332,-0.358909581716
ACH-000334,-0.343947100417
ACH-000335,-0.426353700366
ACH-000336,-0.514285622082
ACH-000337,-0.38307426165200004
ACH-000339,-0.284739159274
ACH-000341,-0.348211986848
ACH-000348,-0.36840131382299995
ACH-000350,-0.376894572197
ACH-000352,-0.275842158141
ACH-000356,-0.158964049736
ACH-000361,-0.401419559249
ACH-000362,-0.22361415483000002
ACH-000363,-0.236323956211
ACH-000364,-0.18915112609700002
ACH-000365,-0.19132612348499997
ACH-000366,-0.278000038126
ACH-000368,-0.188934572358
ACH-000374,-0.106812430161
ACH-000375,-0.207136080911
ACH-000376,-0.152716675116
ACH-000381,-0.148254060068
ACH-000383,-0.31841447808
ACH-000387,-0.260020132581
ACH-000389,-0.397852079445
ACH-000390,-0.209156863206
ACH-000393,-0.106738835762
ACH-000395,-0.461928281347
ACH-000397,-0.28003926078
ACH-000401,-0.19749966455200002
ACH-000402,-0.126388555955
ACH-000403,-0.281645826915
ACH-000404,0.0999858089648
ACH-000406,-0.193032638821
ACH-000407,-0.484713842933
ACH-000408,-0.173777520067
ACH-000410,-0.19159243015900002
ACH-000411,-0.0575845111066
ACH-000414,-0.120651392231
ACH-000415,-0.477070165085
ACH-000416,-0.301516223101
ACH-000420,-0.36781245832599996
ACH-000421,-0.302985183376
ACH-000424,-0.198050851198
ACH-000425,-0.370248464838
ACH-000426,-0.4822459619100001
ACH-000427,-0.49166035823
ACH-000433,-0.355113679685
ACH-000436,-0.526498207444
ACH-000444,-0.187480166249
ACH-000445,-0.33872927415
ACH-000448,-0.281256959443
ACH-000450,-0.335828577029
ACH-000452,-0.287251200967
ACH-000454,-0.193369043614
ACH-000458,-0.16604724225
ACH-000459,0.21061094570799999
ACH-000460,-0.315164467445
ACH-000461,-0.174386262921
ACH-000463,-0.275937547477
ACH-000464,-0.246503026747
ACH-000466,-0.21349707820099997
ACH-000467,-0.398739309687
ACH-000468,-0.491140278059
ACH-000469,-0.279281680087
ACH-000470,-0.340044698809
ACH-000471,-0.189807382463
ACH-000472,-0.35060925412699995
ACH-000473,-0.445207405146
ACH-000475,-0.358530601223
ACH-000476,-0.249773471842
ACH-000477,-0.387571709182
ACH-000480,-0.330528904209
ACH-000481,-0.471378001479
ACH-000483,-0.32909057143000003
ACH-000484,-0.35801583444300006
ACH-000485,-0.290919509492
ACH-000486,-0.33373671924000003
ACH-000487,-0.173209252136
ACH-000488,-0.22834409445
