,NGF (4803)
ACH-000004,-0.27399093816
ACH-000007,-0.376337829326
ACH-000009,-0.276988829117
ACH-000011,-0.07516071294099999
ACH-000012,-0.32603907635400003
ACH-000013,-0.0875874835589
ACH-000014,-0.381571593434
ACH-000015,-0.321106461164
ACH-000017,-0.258724949717
ACH-000018,-0.1103262465
ACH-000019,-0.409574829202
ACH-000021,-0.28712506840700003
ACH-000022,-0.167005015044
ACH-000025,-0.44099515338899997
ACH-000028,-0.638456033095
ACH-000030,-0.240276066928
ACH-000035,-0.497753696737
ACH-000036,-0.134940631895
ACH-000037,-0.168027103896
ACH-000039,-0.125759788406
ACH-000040,-0.28521579308899997
ACH-000041,-0.503027206373
ACH-000042,-0.350705616821
ACH-000045,-0.270233088803
ACH-000047,-0.196517158245
ACH-000052,-0.412942782374
ACH-000053,-0.170783795564
ACH-000054,-0.25242704285
ACH-000055,-0.288231206452
ACH-000060,-0.308404163256
ACH-000067,-0.49764185822400003
ACH-000070,-0.548503068385
ACH-000075,-0.326879425761
ACH-000078,-0.286130909249
ACH-000082,-0.105987367293
ACH-000085,-0.38926917261999994
ACH-000086,-0.183052482416
ACH-000087,-0.193406433675
ACH-000092,-0.246920879443
ACH-000095,-0.20317143931899997
ACH-000097,-0.0670485057696
ACH-000098,-0.155694628847
ACH-000099,-0.303982814933
ACH-000108,-0.265577040699
ACH-000113,-0.285878211899
ACH-000115,0.08214428859930001
ACH-000116,-0.15781875848
ACH-000118,-0.438751835147
ACH-000120,-0.217291276217
ACH-000123,-0.0660336981477
ACH-000127,-0.268214872554
ACH-000128,-0.375981733649
ACH-000132,-0.20056798030900003
ACH-000133,-0.0969717869729
ACH-000137,-0.31382231115
ACH-000138,-0.108222748277
ACH-000142,-0.25592779372499996
ACH-000143,-0.058522408672599995
ACH-000146,-0.049251949314900005
ACH-000148,-0.265822220995
ACH-000150,-0.132118128046
ACH-000152,-0.171684199943
ACH-000153,-0.0835577432648
ACH-000159,-0.30121837126400003
ACH-000160,-0.3639218344
ACH-000163,-0.0769418079158
ACH-000167,-0.461353473592
ACH-000168,-0.20268432071800002
ACH-000169,-0.199795682857
ACH-000178,-0.207335427556
ACH-000182,-0.250202798476
ACH-000183,-0.148326199999
ACH-000188,-0.365056484811
ACH-000189,-0.28590375480700003
ACH-000190,-0.28680274810899997
ACH-000198,-0.2824690018
ACH-000204,-0.44756211826700004
ACH-000206,-0.113948060694
ACH-000207,-0.611294502039
ACH-000211,-0.19106584135000002
ACH-000215,-0.315531188588
ACH-000221,-0.377964536168
