,ADIRF (10974)
ACH-000004,-0.19778844305399998
ACH-000007,-0.0440422377432
ACH-000009,0.0526942290159
ACH-000011,-0.125751059712
ACH-000012,-0.0504904164181
ACH-000013,0.00852310023351
ACH-000014,-0.05193999278559999
ACH-000015,-0.19604125124000002
ACH-000017,0.0622736067149
ACH-000018,-0.16155085229900001
ACH-000019,-0.0981066439242
ACH-000021,-0.023654226613699997
ACH-000022,0.005775136542359999
ACH-000025,-0.19597945484999998
ACH-000028,-0.12507639339600002
ACH-000030,-0.154240715915
ACH-000035,-0.17674909591899998
ACH-000036,-0.10521247855699999
ACH-000037,-0.376543657306
ACH-000039,-0.189744756732
ACH-000040,-0.106974740635
ACH-000041,-0.299364767645
ACH-000042,-0.0355711492197
ACH-000045,0.07645632931039999
ACH-000047,0.040212584034800006
ACH-000052,-0.0826868193725
ACH-000053,0.00842355247263
ACH-000054,-0.09922479298289999
ACH-000055,-0.199773512464
ACH-000060,-0.156665245285
ACH-000067,-0.17804941840900002
ACH-000070,-0.221890201449
ACH-000075,-0.116049301272
ACH-000078,0.0188815157255
ACH-000082,-0.025809036145900004
ACH-000085,0.0646873028587
ACH-000086,-0.131765829134
ACH-000087,-0.22984514879700002
ACH-000092,0.0238447100528
ACH-000095,0.07704568433339999
ACH-000097,-0.158137377307
ACH-000098,-0.0322510477121
ACH-000099,0.11978630984300001
ACH-000108,-0.10907447507300001
ACH-000113,-0.033411990101
ACH-000115,-0.157932149773
ACH-000116,-0.0672817425002
ACH-000118,-0.0399925967947
ACH-000120,-0.116828044879
ACH-000123,0.08624410721470001
ACH-000127,-0.0854598173881
ACH-000128,0.06308817068730001
ACH-000132,-0.15184080188500002
ACH-000133,-0.0380991273927
ACH-000137,0.142090180529
ACH-000138,0.013797982257000001
ACH-000142,0.16905501809
ACH-000143,-0.303945780057
ACH-000146,-0.0164968607418
ACH-000148,-0.13838321874
ACH-000150,0.0248873444233
ACH-000152,-0.159562252935
ACH-000153,-0.14639913296499998
ACH-000159,-0.126648218512
ACH-000160,-0.241311595815
ACH-000163,-0.119390446336
ACH-000167,-0.367509251731
ACH-000168,0.139869073028
ACH-000169,-0.135878669215
ACH-000178,-0.15485154292300002
ACH-000182,-0.0486159704062
ACH-000183,-0.0394714003257
ACH-000188,-0.0423527743886
ACH-000189,-0.46428234842
ACH-000190,-0.024963855464499998
ACH-000198,-0.020855800382099998
ACH-000204,0.1003194218
ACH-000206,-0.375257634239
ACH-000207,0.154649231282
ACH-000211,-0.12502599821799998
ACH-000215,0.048332875178300004
ACH-000221,0.129482062591
ACH-000222,0.0808260537187
ACH-000223,-0.189193673492
ACH-000226,-0.0891498749831
ACH-000227,-0.046758522950800005
ACH-000228,-0.0758731403631
ACH-000231,-0.222042063797
ACH-000232,-0.0342471476457
ACH-000233,-0.15725695634
ACH-000234,0.0808860355633
ACH-000235,-0.10692242243200001
ACH-000237,-0.198419859433
ACH-000238,0.121862821931
ACH-000243,-0.0399545983654
ACH-000244,0.00606093633298
ACH-000246,0.03845684421230001
ACH-000248,-0.219555395009
ACH-000250,-0.172663553248
ACH-000251,-0.161237870197
ACH-000253,0.0645489509721
ACH-000255,-0.0510719333156
ACH-000256,-0.19047988999499998
ACH-000257,-0.166620657374
ACH-000258,-0.0561040203218
ACH-000259,0.0228095807479
ACH-000260,-0.014640616746
ACH-000261,-0.166789188522
ACH-000262,-0.11376440330999998
ACH-000263,-0.48063405853299995
ACH-000264,0.00955998756871
ACH-000265,-0.0373470078476
ACH-000266,0.0547363809337
ACH-000272,0.0215974404283
ACH-000273,-0.0981704319078
ACH-000274,0.030692139295
ACH-000277,-0.179830354485
ACH-000278,-0.19780726284000003
ACH-000279,-0.0464469788174
ACH-000280,-0.096396100316
ACH-000281,-0.356945089219
ACH-000288,-0.044320212658
ACH-000291,0.00630536535223
ACH-000293,-0.0551714820169
ACH-000294,-0.243624103825
