,CDCA7L (55536)
ACH-000004,-0.025498416776900002
ACH-000007,-0.203526437868
ACH-000009,-0.0426604624639
ACH-000011,-0.047798016803699994
ACH-000012,-0.15625954439200002
ACH-000013,-0.0558078172887
ACH-000014,0.25996845965599996
ACH-000015,-0.130197961606
ACH-000017,-0.0676804172924
ACH-000018,-0.056772737173
ACH-000019,-0.060905005413699996
ACH-000021,-0.027782732055000002
ACH-000022,-0.137359462218
ACH-000025,-0.041015928468
ACH-000028,-0.0204724242965
ACH-000030,-0.108979567492
ACH-000035,-0.247854636813
ACH-000036,-0.07250342535019999
ACH-000037,-0.159068135464
ACH-000039,0.0346771519862
ACH-000040,-0.12355216653300001
ACH-000041,0.0122750636501
ACH-000042,-0.131312255042
ACH-000045,-0.019997906058900002
ACH-000047,-0.232118413608
ACH-000052,0.054579174591699996
ACH-000053,-0.228792598803
ACH-000054,-0.112865348237
ACH-000055,-0.28749715791700003
ACH-000060,-0.09054311577749999
ACH-000067,-0.21988796518599998
ACH-000070,-0.046681269633999996
ACH-000075,-0.145200106178
ACH-000078,-0.0379895813067
ACH-000082,-0.244900629719
ACH-000085,-0.378674215188
ACH-000086,-0.0408135174194
ACH-000087,0.19714202390399999
ACH-000092,0.114336553987
ACH-000095,0.0161200177756
ACH-000097,-0.0704285224278
ACH-000098,-0.19886657344300002
ACH-000099,-0.0696683483683
ACH-000108,-0.141647069572
ACH-000113,0.15235266862
ACH-000115,-0.11086122159000002
ACH-000116,-0.104801327894
ACH-000118,-0.058047971200699995
ACH-000120,-0.0135093705513
ACH-000123,-0.13136018776
ACH-000127,-0.09802097873400001
ACH-000128,-0.271452214026
ACH-000132,0.102033828679
ACH-000133,0.24418092707400002
ACH-000137,-0.030394633099700002
ACH-000138,-0.0558880792884
ACH-000142,-0.0828480678337
ACH-000143,-0.247164196851
ACH-000146,-0.09848768181010001
ACH-000148,-0.14739042018200002
ACH-000150,-0.42311833223800005
ACH-000152,-0.267105494191
ACH-000153,-0.273292874945
ACH-000159,-0.00023734191726099997
ACH-000160,-0.0666996050969
ACH-000163,-0.0405763704215
ACH-000167,0.130005907134
ACH-000168,-0.122622810262
ACH-000169,0.00835791453725
ACH-000178,-0.132988980749
ACH-000182,-0.150729099635
ACH-000183,0.07146083494689999
ACH-000188,-0.129294237805
ACH-000189,-0.21168766515
ACH-000190,-0.417282486733
ACH-000198,-0.0920865258535
ACH-000204,0.0432717605698
ACH-000206,-0.0873422744505
ACH-000207,-0.27297709091999994
ACH-000211,-0.109863432315
ACH-000215,-0.08289747485980001
ACH-000221,-0.09945435626
ACH-000222,0.125107850514
ACH-000223,-0.11009879146
ACH-000226,-0.0628528524041
ACH-000227,0.09148477701810001
ACH-000228,-0.304013918649
ACH-000231,-0.215663050243
ACH-000232,-0.0338118050606
ACH-000233,-0.00437888920562
ACH-000234,-0.272125559152
ACH-000235,-0.0928027997043
ACH-000237,-0.07019432921230001
ACH-000238,-0.18101319225
ACH-000243,-0.044148073997099996
ACH-000244,-0.24006117924000003
ACH-000246,-0.20625195627700002
ACH-000248,-0.183342629179
ACH-000250,-0.123954340978
ACH-000251,0.0433526939572
ACH-000253,-0.139390306993
ACH-000255,-0.12242503055500001
ACH-000256,-0.00809792222191
ACH-000257,-0.148180213334
ACH-000258,-0.287276423173
ACH-000259,-0.0645463431578
ACH-000260,-0.018688376848099996
ACH-000261,-0.0493197000599
ACH-000262,0.011830806595299998
ACH-000263,-0.190043035331
ACH-000264,-0.0621164726179
ACH-000265,-0.187006061842
ACH-000266,-0.181325712661
ACH-000272,-0.11645076362500001
ACH-000273,-0.07381193160010001
ACH-000274,0.195054400061
ACH-000277,-0.143625657003
ACH-000278,-0.08825559184620001
ACH-000279,-0.124371832029
ACH-000280,-0.036932865784
ACH-000281,-0.086122382267
ACH-000288,-0.00644868124542
ACH-000291,-0.181303635031
ACH-000293,-0.223830454859
ACH-000294,-0.32280366900699997
ACH-000295,-0.235386057273
ACH-000296,-0.0155654371845
ACH-000302,0.0038839952876999996
ACH-000304,0.216698658223
ACH-000307,0.06377553531209999
ACH-000308,-0.0844331115505
ACH-000310,0.119162364422
ACH-000311,-0.27504007695
ACH-000312,-0.044974868697300004
ACH-000315,-0.238378152604
ACH-000316,-0.193305082504
ACH-000317,0.0486106590921
ACH-000318,0.061862732110800005
ACH-000319,0.0513631686757
ACH-000320,-0.26884395920000004
ACH-000322,-0.09262551832879999
ACH-000323,-0.0509834716142
ACH-000324,-0.0754680230787
ACH-000329,-0.210421983502
ACH-000330,0.0164104383273
