,GPX7 (2882)
ACH-000004,-0.143209658773
ACH-000007,0.014388126217200002
ACH-000009,-0.173186007765
ACH-000011,-0.000914988941243
ACH-000012,-0.170222679991
ACH-000013,-0.22290745300599998
ACH-000014,-0.009806987931030001
ACH-000015,-0.140166954868
ACH-000017,-0.07518457034489999
ACH-000018,-0.21650007582699998
ACH-000019,0.0013786137617500002
ACH-000021,-0.022091971606000002
ACH-000022,-0.093071242696
ACH-000025,-0.19811060429900001
ACH-000028,-0.041307960238
ACH-000030,-0.24958575185100002
ACH-000035,-0.318214625608
ACH-000036,-0.0819433510365
ACH-000037,0.0171150196723
ACH-000039,-0.29076821424000004
ACH-000040,-0.21988698759300002
ACH-000041,0.124608368169
ACH-000042,-0.00147454279612
ACH-000045,-0.09484810004119999
ACH-000047,-0.12370440236
ACH-000052,-0.0410706029748
ACH-000053,-0.106355644926
ACH-000054,-0.21190419413800002
ACH-000055,-0.172392220627
ACH-000060,-0.374592649736
ACH-000067,-0.0684345891666
ACH-000070,-0.019850502946
ACH-000075,-0.181882349489
ACH-000078,-0.165284136472
ACH-000082,-0.12735327966499999
ACH-000085,-0.125132865044
ACH-000086,-0.241716902624
ACH-000087,-0.197758731556
ACH-000092,-0.17858126234900001
ACH-000095,-0.120777537427
ACH-000097,-0.0987331218932
ACH-000098,-0.22656336683400002
ACH-000099,-0.09740625596139998
ACH-000108,-0.235620846305
ACH-000113,-0.17784271532600002
ACH-000115,-0.00205752614283
ACH-000116,-0.0849015353137
ACH-000118,-0.18132915932399998
ACH-000120,-0.0925244322103
ACH-000123,-0.070798044605
ACH-000127,-0.197184179966
ACH-000128,-0.10849993543099999
ACH-000132,-0.163981133112
ACH-000133,-0.134843271902
ACH-000137,-0.295677435918
ACH-000138,-0.0557410158959
ACH-000142,-0.187463047258
ACH-000143,-0.33733998913900004
ACH-000146,-0.08541876954199999
ACH-000148,-0.152041680838
ACH-000150,-0.362240873458
ACH-000152,-0.28451341049199996
ACH-000153,-0.12153346628100001
ACH-000159,-0.0783964173492
ACH-000160,-0.09897031341229999
ACH-000163,0.020304784667
ACH-000167,-0.37764367161
ACH-000168,-0.00888329747786
ACH-000169,-0.144859109383
