,TRPV6 (55503)
ACH-000004,-0.0253735901007
ACH-000007,-0.281806625401
ACH-000009,-0.22217842777
ACH-000011,0.030315498044099998
ACH-000012,-0.08178133181819999
ACH-000013,0.020365951213
ACH-000014,-0.386211236665
ACH-000015,-0.09420810331160001
ACH-000017,-0.15082755346499999
ACH-000018,0.020461372236
ACH-000019,-0.0251032036388
ACH-000021,-0.39235953510399996
ACH-000022,-0.12802733170800001
ACH-000025,-0.08777707083830001
ACH-000028,-0.111596567206
ACH-000030,-0.205665736175
ACH-000035,-0.24970159400199998
ACH-000036,-0.239565467462
ACH-000037,-0.18979936186500002
ACH-000039,0.142744036084
ACH-000040,-0.171018562179
ACH-000041,-0.266682984471
ACH-000042,-0.34547768757700004
ACH-000045,-0.21113581493900002
ACH-000047,-0.186275496251
ACH-000052,-0.0872563062446
ACH-000053,-0.229648210348
ACH-000054,-0.40104154536799996
ACH-000055,-0.20740975095699998
ACH-000060,-0.376105472735
ACH-000067,-0.137948408037
ACH-000070,0.0467217501054
ACH-000075,-0.286350075797
ACH-000078,-0.18490079704
ACH-000082,-0.365280777286
ACH-000085,-0.0582771273684
ACH-000086,-0.000319387605663
ACH-000087,0.0324506849229
ACH-000092,-0.188698222184
ACH-000095,-0.285240562806
ACH-000097,-0.35526756669799997
ACH-000098,-0.147113360389
ACH-000099,-0.126708400984
ACH-000108,-0.17629285380600002
ACH-000113,-0.11764362779200001
ACH-000115,-0.209977573771
ACH-000116,-0.24140276425
ACH-000118,-0.102427555229
ACH-000120,-0.0274783257987
ACH-000123,-0.0621316771565
ACH-000127,-0.185369548244
ACH-000128,-0.0712876216044
ACH-000132,-0.135137914479
ACH-000133,-0.165212641511
ACH-000137,-0.208006784838
ACH-000138,-0.280247488524
ACH-000142,-0.08449096145410001
ACH-000143,-0.282667656454
ACH-000146,-0.16509512623199998
ACH-000148,-0.153745529252
ACH-000150,-0.211480312292
ACH-000152,-0.257088383506
ACH-000153,0.134839455489
ACH-000159,-0.16656748784000003
ACH-000160,0.152913311435
ACH-000163,-0.08340619731910001
ACH-000167,-0.09216306179539999
ACH-000168,-0.132382995352
ACH-000169,0.0296112603614
ACH-000178,-0.278454543737
ACH-000182,0.0488430347826
ACH-000183,-0.258184743589
ACH-000188,-0.0473372524605
ACH-000189,-0.12979463990100001
ACH-000190,-0.226393497275
ACH-000198,-0.3315813833
ACH-000204,-0.0993917755096
ACH-000206,0.0011860765992200001
ACH-000207,-0.131386433121
ACH-000211,-0.19214512809
ACH-000215,-0.156214597559
ACH-000221,-0.0957851842692
ACH-000222,-0.316813764381
ACH-000223,-0.230216800977
ACH-000226,-0.21126411054900002
ACH-000227,-0.243595785722
ACH-000228,0.0279654406267
ACH-000231,-0.044976869375400005
ACH-000232,-0.382726439481
ACH-000233,-0.259836829612
ACH-000234,-0.199608274531
ACH-000235,-0.299305927143
ACH-000237,-0.323430818512
ACH-000238,-0.388107719663
ACH-000243,-0.167855135841
ACH-000244,-0.236461956985
ACH-000246,-0.2748433778
ACH-000248,-0.168271521624
ACH-000250,-0.349882999481
ACH-000251,-0.027547608171900002
ACH-000253,-0.326829400365
ACH-000255,-0.178068325924
ACH-000256,-0.26341355664
ACH-000257,0.0484884883669
ACH-000258,-0.766456075041
ACH-000259,-0.16564907673
ACH-000260,-0.14286620420499999
ACH-000261,-0.149480125594
ACH-000262,0.0132741344916
ACH-000263,-0.194715735927
ACH-000264,-0.123665613715
ACH-000265,-0.015306596212
ACH-000266,-0.20305345373599998
ACH-000272,-0.368080439458
ACH-000273,-0.20577761530900002
ACH-000274,-0.232201814782
ACH-000277,-0.124783920619
ACH-000278,-0.333000883835
ACH-000279,-0.290631366679
ACH-000280,-0.150481401133
ACH-000281,-0.248070792865
ACH-000288,-0.14120448137299998
ACH-000291,-0.201032686668
ACH-000293,-0.361097077936
ACH-000294,-0.306023158935
ACH-000295,-0.48821897944700005
ACH-000296,-0.278880554888
ACH-000302,-0.18229935605
ACH-000304,-0.23229098481199997
ACH-000307,-0.310481219225
ACH-000308,-0.19783011820399998
ACH-000310,-0.286798999512
ACH-000311,-0.263224069329
ACH-000312,-0.190007242172
ACH-000315,0.07743131416460002
ACH-000316,-0.317620621446
ACH-000317,-0.07287459629139999
ACH-000318,-0.101237964209
ACH-000319,-0.0898558952033
ACH-000320,-0.0847866891044
ACH-000322,-0.09920874970639999
ACH-000323,-0.245437506674
ACH-000324,-0.262202111071
ACH-000329,-0.252462719513
