,IQCC (55721)
ACH-000004,0.042902204689100006
ACH-000007,-0.245672943449
ACH-000009,-0.204514091114
ACH-000011,-0.236000637627
ACH-000012,-0.38011146436099996
ACH-000013,-0.5641464222020001
ACH-000014,-0.114059831251
ACH-000015,-0.37891215756700003
ACH-000017,-0.230816229639
ACH-000018,-0.17204071144000002
ACH-000019,-0.361057973639
ACH-000021,-0.332044134391
ACH-000022,-0.298247095751
ACH-000025,-0.42611667454999996
ACH-000028,-0.27781278465
ACH-000030,-0.35276077879699996
ACH-000035,-0.276585259815
ACH-000036,-0.44952458842200005
ACH-000037,-0.00939494985558
ACH-000039,-0.3761208486
ACH-000040,-0.255047075397
ACH-000041,-0.43086439344300004
ACH-000042,-0.33016526255
ACH-000045,-0.35667804566399997
ACH-000047,-0.48190106044500003
ACH-000052,-0.32629846826299996
ACH-000053,-0.17894885543400002
ACH-000054,-0.414069765368
ACH-000055,-0.37391184715000003
ACH-000060,-0.34469142363000005
ACH-000067,-0.385548535407
ACH-000070,-0.360157815908
ACH-000075,-0.5655273959880001
ACH-000078,-0.31379855492
ACH-000082,-0.44738801581
ACH-000085,-0.30859974429000003
ACH-000086,-0.49606987817000003
ACH-000087,-0.332936189408
ACH-000092,-0.516712389802
ACH-000095,-0.342192804204
ACH-000097,-0.382660044586
ACH-000098,-0.39897458161300003
ACH-000099,-0.15587894319700002
ACH-000108,-0.392634785298
ACH-000113,-0.33122096590399996
ACH-000115,-0.181606734099
ACH-000116,-0.26213116086
ACH-000118,-0.42552737070200003
ACH-000120,-0.307347321631
ACH-000123,-0.278157512115
ACH-000127,-0.313470935223
ACH-000128,-0.180717282069
ACH-000132,-0.289188466079
ACH-000133,-0.35078997305200005
ACH-000137,-0.396550736088
ACH-000138,-0.587104685284
ACH-000142,-0.26031108482299997
ACH-000143,-0.46218757955
ACH-000146,-0.34370505500500004
ACH-000148,-0.320473916594
ACH-000150,-0.6835762278290001
ACH-000152,-0.338486102952
ACH-000153,-0.7728014306029999
ACH-000159,-0.248734526853
ACH-000160,-0.508869131943
ACH-000163,-0.104379752566
ACH-000167,-0.09927685450760002
ACH-000168,-0.477725023436
ACH-000169,-0.464545117714
ACH-000178,-0.348637421799
ACH-000182,-0.11100447807600002
ACH-000183,-0.272989415863
ACH-000188,-0.40111727564099997
ACH-000189,-0.315159668838
ACH-000190,-0.42561155666999995
ACH-000198,-0.25425139593
ACH-000204,-0.673790324784
ACH-000206,-0.25947285247900004
ACH-000207,-0.29222702959
ACH-000211,-0.227207928407
ACH-000215,-0.48969977653700003
ACH-000221,-0.266808985219
ACH-000222,-0.532995562145
ACH-000223,-0.335729584636
ACH-000226,-0.27963306068000005
ACH-000227,-0.432175916038
ACH-000228,-0.456246578765
ACH-000231,-0.40260664265900004
ACH-000232,-0.35246141958899996
ACH-000233,-0.164141852313
ACH-000234,-0.425998523717
ACH-000235,-0.35619204155199996
ACH-000237,-0.47760526247100005
ACH-000238,-0.405042856392
ACH-000243,-0.338439152293
ACH-000244,-0.254293674528
ACH-000246,-0.332737662419
ACH-000248,-0.304566791398
ACH-000250,-0.311608927166
ACH-000251,-0.190452888947
ACH-000253,-0.29972175519600003
ACH-000255,-0.37159354511
ACH-000256,-0.368951076726
ACH-000257,-0.284900224238
ACH-000258,-0.14179068759299998
ACH-000259,-0.302859324462
ACH-000260,-0.44796976843999997
ACH-000261,-0.228345304648
ACH-000262,-0.264407465653
ACH-000263,-0.607394179233
ACH-000264,-0.256033798872
ACH-000265,-0.41156262867700005
ACH-000266,-0.250916493568
ACH-000272,-0.26736221169700003
ACH-000273,-0.340112424773
ACH-000274,-0.438355890006
ACH-000277,-0.280572504763
ACH-000278,-0.567309872189
ACH-000279,-0.42298481233400004
ACH-000280,-0.0447456078352
ACH-000281,-0.260586830903
ACH-000288,-0.41899772743
ACH-000291,-0.21232581970699999
ACH-000293,-0.6363203902660001
ACH-000294,-0.0666898945199
ACH-000295,-0.16286630030899998
ACH-000296,-0.114792861203
ACH-000302,-0.48432093926200004
ACH-000304,-0.372516291016
ACH-000307,-0.292161295183
ACH-000308,-0.247634057484
ACH-000310,-0.402610245238
ACH-000311,-0.179693082252
ACH-000312,-0.47522400282399996
ACH-000315,-0.393120870919
ACH-000316,-0.0417795269309
ACH-000317,-0.218373177452
ACH-000318,-0.43592513565700003
ACH-000319,-0.150556412046
ACH-000320,-0.509227490513
ACH-000322,-0.5900005364199999
ACH-000323,-0.29691263426
ACH-000324,-0.36127150055299995
ACH-000329,-0.47978101405100004
ACH-000330,-0.456395124644
ACH-000331,-0.400981499331
ACH-000332,-0.304367979331
ACH-000334,-0.22706186135099998
ACH-000335,-0.307528235143
ACH-000336,-0.42901512126100005
ACH-000337,-0.556153640739
ACH-000339,-0.22195079290300002
ACH-000341,-0.42901922643600005
ACH-000348,-0.212264192243
ACH-000350,-0.275716288955
ACH-000352,-0.284313180208
ACH-000356,-0.266938771438
ACH-000361,-0.516915411563
ACH-000362,-0.106785311405
ACH-000363,-0.288453600272
ACH-000364,-0.377104676699
ACH-000365,-0.48388935131099997
ACH-000366,-0.460669602486
ACH-000368,-0.200352050557
ACH-000374,-0.330069550572
ACH-000375,-0.385921773581
ACH-000376,-0.37352820524700003
ACH-000381,-0.46518159851700003
ACH-000383,-0.3273530691
ACH-000387,-0.421679678603
ACH-000389,-0.26564287605000003
ACH-000390,-0.12110394550100001
ACH-000393,-0.37732825518700003
ACH-000395,-0.17295164383900002
ACH-000397,-0.373746711249
ACH-000401,-0.143863456761
ACH-000402,-0.524063971427
ACH-000403,-0.428336544255
ACH-000404,-0.19159971140999998
ACH-000406,-0.281171514589
ACH-000407,-0.525125607367
ACH-000408,-0.373896230099
ACH-000410,-0.45192727198
ACH-000411,-0.17310174402399997
ACH-000414,-0.391009917045
ACH-000415,-0.387051108844
ACH-000416,-0.296616668818
ACH-000420,-0.22186215425500003
ACH-000421,-0.398337750835
ACH-000424,-0.547764751981
ACH-000425,-0.21921018889899999
ACH-000426,-0.236084779887
ACH-000427,-0.225358063337
ACH-000433,-0.0394211929755
ACH-000436,-0.377337711609
ACH-000444,-0.21828340976900001
ACH-000445,-0.250535976178
ACH-000448,-0.28271062725400004
ACH-000450,-0.6410713598359999
ACH-000452,-0.17351104531599998
ACH-000454,-0.524017136315
ACH-000458,-0.287981304834
ACH-000459,-0.16655123264
ACH-000460,-0.40036971309299996
ACH-000461,-0.23661908512899998
ACH-000463,-0.24929948273000002
ACH-000464,-0.7064756530040001
ACH-000466,-0.127867507647
ACH-000467,-0.261103218533
ACH-000468,-0.167296357724
ACH-000469,-0.20855393650600001
ACH-000470,-0.0638991779991
ACH-000471,-0.414650464397
ACH-000472,-0.263568221304
ACH-000473,-0.427621686092
ACH-000475,-0.419894582774
ACH-000476,-0.396470203065
ACH-000477,-0.254840872794
ACH-000480,-0.534246060273
ACH-000481,-0.330458306692
ACH-000483,-0.227625218165
ACH-000484,-0.75439017208
ACH-000485,-0.286024621364
ACH-000486,-0.343665175303
ACH-000487,-0.36499625718400003
ACH-000488,-0.221961132781
