,SHBG (6462)
ACH-000004,-0.05672142056340001
ACH-000007,-0.127075018134
ACH-000009,-0.222068164784
ACH-000011,-0.09618900004110001
ACH-000012,-0.134383461672
ACH-000013,-0.261939804699
ACH-000014,-0.013416650301000001
ACH-000015,-0.150002808356
ACH-000017,-0.129769383854
ACH-000018,-0.0530989259682
ACH-000019,-0.0029977643648699996
ACH-000021,-0.023310985630600002
ACH-000022,-0.09769022424630001
ACH-000025,-0.36718703592699997
ACH-000028,-0.229258457645
ACH-000030,-0.181715347877
ACH-000035,-0.0274617182797
ACH-000036,-0.048107014974300005
ACH-000037,0.08541007191
ACH-000039,-0.124841996495
ACH-000040,-0.121791658303
ACH-000041,-0.0799838932339
ACH-000042,-0.312863558488
ACH-000045,-0.264301514406
ACH-000047,-0.21271601316799998
ACH-000052,-0.190002479126
ACH-000053,-0.148320221974
ACH-000054,0.0270731227519
ACH-000055,-0.0687799692212
ACH-000060,-0.244704762195
ACH-000067,-0.102353003414
ACH-000070,0.07655624728289999
ACH-000075,0.0572969518212
ACH-000078,-0.120835554469
ACH-000082,-0.24780901450800003
ACH-000085,-0.0929660532147
ACH-000086,-0.125939590095
ACH-000087,0.113710427488
ACH-000092,0.060015847654200004
ACH-000095,-0.08975158224749999
ACH-000097,-0.0845519037623
ACH-000098,-0.12218724935799999
ACH-000099,-0.144319281899
ACH-000108,-0.08695944868750001
ACH-000113,-0.13787640796599998
ACH-000115,0.14584905259000003
ACH-000116,-0.0732188786741
ACH-000118,-0.157807755842
ACH-000120,-0.27355717989100004
ACH-000123,-0.156316078502
ACH-000127,-0.224614333576
ACH-000128,-0.37717876185599997
ACH-000132,-0.13179101502999999
ACH-000133,-0.236965012748
ACH-000137,-0.20755262940400002
ACH-000138,-0.167100728249
ACH-000142,-0.33040185746
ACH-000143,-0.21970405445500002
ACH-000146,-0.102081928968
ACH-000148,-0.22257621169199998
ACH-000150,-0.21443433746800003
ACH-000152,-0.238650566695
ACH-000153,-0.270888354767
ACH-000159,-0.041952547327500006
ACH-000160,-0.267217357171
ACH-000163,-0.110350245614
ACH-000167,0.0952321063129
ACH-000168,-0.309258850717
ACH-000169,-0.133648700144
ACH-000178,-0.0389919887292
ACH-000182,-0.204879336617
ACH-000183,-0.22380335716299998
ACH-000188,-0.34416260105700003
ACH-000189,-0.131478086646
ACH-000190,-0.383334251595
ACH-000198,-0.062274674484599994
ACH-000204,-0.15637745548499998
ACH-000206,-0.064483239524
ACH-000207,0.0105493686642
ACH-000211,-0.0668757218377
ACH-000215,-0.16893149636799998
ACH-000221,-0.190036150471
ACH-000222,-0.0017811072222699998
ACH-000223,-0.206845918774
ACH-000226,-0.0843748494238
ACH-000227,0.0162367834963
ACH-000228,-0.160594250193
ACH-000231,-0.11850986338700001
ACH-000232,-0.0212780686771
ACH-000233,-0.0756892712401
ACH-000234,-0.07090173940389999
ACH-000235,-0.194099418269
ACH-000237,-0.0920047257299
ACH-000238,-0.397440997289
ACH-000243,-0.297117584853
ACH-000244,-0.166886034633
ACH-000246,-0.0819575267292
ACH-000248,0.0689777113147
ACH-000250,-0.14339301026100001
ACH-000251,-0.185858595524
ACH-000253,-0.10037347724500001
ACH-000255,-0.07953830922989999
ACH-000256,-0.141374348356
ACH-000257,-0.129107958693
ACH-000258,-0.0986497121059
ACH-000259,-0.0566596892418
ACH-000260,-0.09795665082910002
ACH-000261,-0.0979486063361
ACH-000262,0.15473952619200002
ACH-000263,-0.208834295725
ACH-000264,-0.160795775558
ACH-000265,-0.102717817324
ACH-000266,-0.211248019738
ACH-000272,-0.00861564567286
ACH-000273,-0.207077409991
ACH-000274,-0.17851380799199998
ACH-000277,-0.0824626519904
ACH-000278,-0.117428766492
ACH-000279,-0.216669113752
ACH-000280,-0.230461083161
ACH-000281,-0.47815380869499996
ACH-000288,-0.45657392176399997
ACH-000291,-0.115616834121
ACH-000293,-0.07086241150110001
ACH-000294,-0.10124762730499999
ACH-000295,-0.11883435474099999
ACH-000296,-0.584198719208
ACH-000302,-0.22899942550000002
ACH-000304,0.253593707619
ACH-000307,-0.00371355039289
ACH-000308,-0.25408460533000005
ACH-000310,-0.11392471838
ACH-000311,-0.18852310545499998
ACH-000312,-0.101982089081
ACH-000315,-0.227049198904
ACH-000316,-0.142171847042
ACH-000317,0.221004449928
ACH-000318,-0.141043925929
ACH-000319,-0.22084677987
ACH-000320,-0.19362028691
ACH-000322,-0.329397563948
ACH-000323,0.0480903336711
ACH-000324,-0.134923341185
ACH-000329,-0.165828055415
ACH-000330,-0.11533457369000001
ACH-000331,-0.216981486875
ACH-000332,-0.17017765710000002
ACH-000334,-0.0136153480344
ACH-000335,0.148350234595
ACH-000336,-0.356435734041
ACH-000337,-0.151888043263
ACH-000339,-0.16137856350299998
ACH-000341,0.08224902195679999
ACH-000348,-0.045051214438399996
ACH-000350,-0.229784315415
ACH-000352,-0.201755634908
ACH-000356,-0.412045954208
ACH-000361,-0.31065820285900003
ACH-000362,-0.125815586476
ACH-000363,-0.0325669143713
ACH-000364,0.023789120468200003
ACH-000365,-0.140248512587
ACH-000366,-0.16364755977700002
ACH-000368,0.07378721345110001
ACH-000374,-0.017305126770599998
ACH-000375,-0.17292213369800002
ACH-000376,-0.154239319404
ACH-000381,-0.16822548103100002
ACH-000383,-0.182029147304
ACH-000387,-0.14547367770199998
ACH-000389,0.0432978963303
ACH-000390,-0.0327212970084
ACH-000393,-0.17311104857
ACH-000395,-0.08211831785319999
ACH-000397,0.07135072283300001
ACH-000401,0.09765081823169999
ACH-000402,-0.300762860442
ACH-000403,-0.0920441176725
ACH-000404,-0.29970901079
ACH-000406,-0.0964355564332
ACH-000407,-0.282354101461
