,RORC (6097)
ACH-000004,0.11471183370999999
ACH-000007,0.241538577431
ACH-000009,-0.270672349734
ACH-000011,0.101004671458
ACH-000012,-0.11960354816299999
ACH-000013,-0.0297034577836
ACH-000014,0.0713119897921
ACH-000015,-0.0229578505357
ACH-000017,0.135619617977
ACH-000018,-0.047184668873800004
ACH-000019,-0.0735443283001
ACH-000021,-0.013566504346399999
ACH-000022,0.0552091653046
ACH-000025,0.0255544482906
ACH-000028,-0.176627110816
ACH-000030,0.00139238922304
ACH-000035,-0.198984298828
ACH-000036,0.115746249894
ACH-000037,0.10779140290999999
ACH-000039,0.172306403059
ACH-000040,-0.194852766938
ACH-000041,0.0122494865379
ACH-000042,-0.0302025249045
ACH-000045,-0.00861951378846
ACH-000047,-0.0465886087915
ACH-000052,0.124158998695
ACH-000053,-0.7451230865780001
ACH-000054,0.0530336862693
ACH-000055,0.214432810349
ACH-000060,-0.05423511816880001
ACH-000067,0.184285631389
ACH-000070,-0.038691615414400006
ACH-000075,0.176333097683
ACH-000078,0.0308943546074
ACH-000082,0.100421704823
ACH-000085,0.0993545796472
ACH-000086,-0.21848246868299998
ACH-000087,0.0505374740226
ACH-000092,-0.00501105909047
ACH-000095,-0.0018441709521300003
ACH-000097,-0.0647954712312
ACH-000098,0.06813541433590001
ACH-000099,0.032051883833400005
ACH-000108,0.11632861009199999
ACH-000113,-0.046756385539300005
ACH-000115,-0.13861865396
ACH-000116,0.0152885441532
ACH-000118,-0.0419682662476
ACH-000120,-0.0418508559237
ACH-000123,0.126971646567
ACH-000127,0.0921908157367
ACH-000128,0.116184194171
ACH-000132,-0.052695067518300005
ACH-000133,-0.193264001323
ACH-000137,0.023603890457999998
ACH-000138,-0.0557762312182
ACH-000142,-0.217847539149
ACH-000143,-0.158883038375
ACH-000146,-0.013321846382
ACH-000148,0.00808229853178
ACH-000150,-0.129997559537
ACH-000152,-0.069735926173
ACH-000153,-0.0176051777932
ACH-000159,0.0508950075379
ACH-000160,0.0703150766552
ACH-000163,0.14305901257099998
ACH-000167,0.0798853558828
ACH-000168,0.09093750024589999
ACH-000169,-0.0550651441931
ACH-000178,0.0886242046563
ACH-000182,0.119545504355
ACH-000183,-0.0393371685028
ACH-000188,-0.033102883549200005
ACH-000189,-0.23139842055399998
ACH-000190,0.055824679442
ACH-000198,0.103399982929
ACH-000204,-0.430364192994
ACH-000206,0.0357072797159
ACH-000207,0.048010520612699996
ACH-000211,0.0710005624431
ACH-000215,0.0030568809471100003
ACH-000221,0.067459846789
ACH-000222,0.166994239301
ACH-000223,0.11694359422900001
ACH-000226,-0.304670461194
ACH-000227,0.0185416024446
ACH-000228,0.071713330579
ACH-000231,-0.0256829472794
ACH-000232,-0.129378859254
ACH-000233,-0.792457014364
ACH-000234,-0.121644431624
ACH-000235,0.0438865861343
ACH-000237,-0.00519855276622
ACH-000238,0.0227316105956
ACH-000243,0.012638808694100001
ACH-000244,-0.00032341640151599995
ACH-000246,0.061996718492599995
ACH-000248,-0.0144596640866
ACH-000250,-0.008184846942649999
ACH-000251,-0.0466286635574
ACH-000253,-0.0131696774663
ACH-000255,-0.020328426269
ACH-000256,-0.0150903222002
ACH-000257,0.17183181782
ACH-000258,-0.152358162987
ACH-000259,-0.029454083151500002
ACH-000260,-0.00257034033793
ACH-000261,0.06781679883399999
ACH-000262,0.149553345197
ACH-000263,0.07082395961910001
ACH-000264,-0.12508873332
ACH-000265,0.0799975903118
ACH-000266,0.00202024893971
ACH-000272,0.024233208673499998
ACH-000273,-0.10270735464099999
ACH-000274,0.0440432414695
ACH-000277,-0.09591530952260001
ACH-000278,-0.145615597639
ACH-000279,0.17146586744399997
ACH-000280,-0.0190275471377
ACH-000281,0.12262256622500001
ACH-000288,-0.0133520739839
ACH-000291,0.007715280691310001
ACH-000293,-0.0565510717179
ACH-000294,0.051124589334000006
ACH-000295,0.111334877148
ACH-000296,0.20628413158199999
ACH-000302,0.039465439452800004
ACH-000304,-0.072884951933
ACH-000307,-0.0399567869465
ACH-000308,-0.09167683437480001
ACH-000310,0.146389044593
ACH-000311,0.0524618816091
ACH-000312,-0.037949837889099995
ACH-000315,0.25127706863899996
ACH-000316,0.191097400651
ACH-000317,-0.0574951209847
ACH-000318,-0.246954725964
ACH-000319,0.0856067562497
ACH-000320,0.125259952398
ACH-000322,0.0634634899252
ACH-000323,0.040568654456400004
ACH-000324,0.0542244044535
ACH-000329,-0.011107400130200002
ACH-000330,0.057880417699
ACH-000331,0.0419978433928
ACH-000332,-0.0190966466033
ACH-000334,0.264016815398
ACH-000335,-0.022715332850900005
ACH-000336,-0.0347385667427
ACH-000337,-0.06673143753430001
ACH-000339,0.207233318972
ACH-000341,0.0791364208124
ACH-000348,0.018273252614099997
ACH-000350,0.00968873341671
ACH-000352,0.170193104466
ACH-000356,0.158924384295
ACH-000361,0.030653304478000003
ACH-000362,-0.0444476776777
ACH-000363,-0.0273096823919
ACH-000364,-0.007651853196729999
ACH-000365,0.15637776786399998
ACH-000366,0.11630566932700001
ACH-000368,0.0884459531337
ACH-000374,0.0990723192134
ACH-000375,-0.0248333682774
ACH-000376,0.109087952081
ACH-000381,0.19032751431699999
ACH-000383,-0.00552693162634
ACH-000387,0.012010013523
ACH-000389,0.0376104310045
ACH-000390,-0.024236766263200003
ACH-000393,0.0929779254932
ACH-000395,0.0724641591878
