,VWA3A (146177)
ACH-000004,-0.169085854873
ACH-000007,-0.168795413699
ACH-000009,0.08872390225539999
ACH-000011,-0.042555921319000004
ACH-000012,-0.000269582828412
ACH-000013,-0.29878792532299997
ACH-000014,-0.144600340008
ACH-000015,-0.11188858422800001
ACH-000017,-0.09907044305839999
ACH-000018,0.00400057063454
ACH-000019,-0.075994729358
ACH-000021,-0.016977788703
ACH-000022,0.0415484288745
ACH-000025,-0.153087001526
ACH-000028,0.07503214951439999
ACH-000030,0.114710723846
ACH-000035,-0.304129179635
ACH-000036,-0.10417812212300001
ACH-000037,-0.119226682389
ACH-000039,-0.112094529012
ACH-000040,-0.0905873073973
ACH-000041,-0.07350170521
ACH-000042,0.005715305745260001
ACH-000045,-0.24410576184399999
ACH-000047,-0.23874946073699999
ACH-000052,-0.009646947947670001
ACH-000053,-0.0548774998596
ACH-000054,-0.109681771675
ACH-000055,-0.105782624839
ACH-000060,0.0652972164987
ACH-000067,0.15399351414
ACH-000070,-0.16850936290899998
ACH-000075,-0.0279775251711
ACH-000078,0.20154004695
ACH-000082,-0.08459245736410001
ACH-000085,-0.235213398488
ACH-000086,-0.08717324585550001
ACH-000087,-0.107883878495
ACH-000092,-0.196726264401
ACH-000095,0.0787325325127
ACH-000097,-0.006591802129970001
ACH-000098,-0.34684082770900004
ACH-000099,0.061441906528500005
ACH-000108,0.0611072751981
ACH-000113,-0.0366635456478
ACH-000115,-0.044727930649699994
ACH-000116,-0.140029938817
ACH-000118,-0.149580456374
ACH-000120,-0.16078108908
ACH-000123,-0.117521831439
ACH-000127,-0.169904612289
ACH-000128,-0.0391365239295
ACH-000132,-0.21262176473299998
ACH-000133,-0.17115353403499997
ACH-000137,-0.188011593855
ACH-000138,0.04224717530140001
ACH-000142,-0.35533603804999997
ACH-000143,-0.156896605525
ACH-000146,0.0795065477051
ACH-000148,0.0865730668344
ACH-000150,-0.11783028554000001
ACH-000152,-0.06772819273469999
ACH-000153,-0.31017062523
ACH-000159,-0.17097680162599999
ACH-000160,-0.0248327297998
ACH-000163,-0.157235983644
ACH-000167,-0.165592907426
ACH-000168,0.006076077832569999
ACH-000169,-0.09453118195350001
ACH-000178,-0.129328266896
ACH-000182,-0.023364020618099998
ACH-000183,-0.199767600385
ACH-000188,0.117367364049
ACH-000189,-0.25592947459000004
ACH-000190,-0.08704486901080001
ACH-000198,-0.103598710499
ACH-000204,-0.337701452517
ACH-000206,-0.18445273329599998
ACH-000207,0.0348803383738
ACH-000211,-0.07145341714810001
ACH-000215,-0.07369958000889999
ACH-000221,-0.18676301688299998
ACH-000222,-0.112119222684
ACH-000223,-0.0670063579055
ACH-000226,-0.00841097404072
ACH-000227,0.0544883193547
ACH-000228,-0.118945001731
ACH-000231,-0.0877294476189
ACH-000232,-0.0547550602326
ACH-000233,-0.0676827656118
ACH-000234,0.021680551282200002
ACH-000235,-0.10090898724300001
ACH-000237,-0.149558001116
ACH-000238,0.0281034315501
ACH-000243,-0.192325282277
ACH-000244,-0.118797467017
ACH-000246,-0.0526296657396
ACH-000248,0.0471157437425
ACH-000250,0.0659233898716
ACH-000251,0.09671413512060001
ACH-000253,-0.19416542260400002
ACH-000255,-0.157768193023
ACH-000256,-0.045225538663099994
ACH-000257,0.054007638190699994
ACH-000258,0.132871905214
ACH-000259,-0.12790537294
ACH-000260,-0.00973165247181
ACH-000261,-0.161010608028
ACH-000262,0.0819862044814
ACH-000263,-0.469983117878
ACH-000264,0.017424053167599998
ACH-000265,-0.080055931683
ACH-000266,-0.061564213295999995
ACH-000272,-0.0575558557273
ACH-000273,-0.15238081009
ACH-000274,-0.08288581701989998
ACH-000277,0.19750286425900002
ACH-000278,0.116009714459
ACH-000279,-0.130833449189
ACH-000280,-0.0927721656054
ACH-000281,0.0690428452646
ACH-000288,-0.176096060374
ACH-000291,-0.0226193328224
ACH-000293,-0.142400650855
ACH-000294,0.0253790022838
ACH-000295,0.140725916254
ACH-000296,-0.163214484121
ACH-000302,-0.151546266767
ACH-000304,0.0852704616781
ACH-000307,-0.07110034797939999
ACH-000308,-0.0872248457272
ACH-000310,-0.165878603527
ACH-000311,-0.10017542333599999
ACH-000312,-0.130349291882
ACH-000315,-0.143819441581
ACH-000316,-0.10845876889900001
ACH-000317,-0.09338878203739999
ACH-000318,0.0876551159561
ACH-000319,-0.206301689457
ACH-000320,-0.038352763473699994
ACH-000322,0.0667442197837
ACH-000323,-0.250465706315
ACH-000324,-0.0238795526448
ACH-000329,0.0640660771049
ACH-000330,-0.301984867036
ACH-000331,-0.100691922552
ACH-000332,-0.07074427400660001
ACH-000334,-0.44425847732699997
ACH-000335,-0.21436442095199998
ACH-000336,-0.380442054076
ACH-000337,-0.19933683374800001
ACH-000339,-0.061589318462
ACH-000341,0.155955228469
ACH-000348,-0.201962711865
ACH-000350,0.007017945186399999
ACH-000352,-0.020325283197400002
ACH-000356,-0.205477939467
ACH-000361,-0.09982707925699999
ACH-000362,0.0307958258849
ACH-000363,-0.014563680119
ACH-000364,-0.12918610825899998
ACH-000365,-0.0795987065904
ACH-000366,-0.019877069078900002
ACH-000368,-0.0375861670463
ACH-000374,-0.075110570278
ACH-000375,-0.10886675171700001
ACH-000376,-0.12803558235200002
ACH-000381,-0.157695875176
ACH-000383,-0.1156788404
ACH-000387,-0.026247286760200002
ACH-000389,-0.20416146364100002
ACH-000390,-0.09764617317389998
ACH-000393,0.14325172482
ACH-000395,0.300759082706
ACH-000397,-0.234115673592
ACH-000401,-0.0101824079134
ACH-000402,-0.158263483068
ACH-000403,0.036933390009499995
ACH-000404,0.0386333747919
ACH-000406,-0.184424587099
ACH-000407,-0.07604674221
ACH-000408,0.0102748903833
ACH-000410,-0.06867942090819999
ACH-000411,0.173265665775
ACH-000414,0.053674243091599995
ACH-000415,-0.0539180393003
ACH-000416,-0.144425227592
ACH-000420,-0.0799583525118
ACH-000421,0.0214996285758
ACH-000424,-0.195211413316
ACH-000425,-0.09771385489880001
ACH-000426,-0.241040517055
ACH-000427,0.0367443950077
ACH-000433,-0.128989918215
ACH-000436,-0.17320980024799998
ACH-000444,-0.05330256665159999
ACH-000445,-0.328677799983
ACH-000448,-0.132193072316
ACH-000450,-0.16328414098
ACH-000452,-0.08197412085789998
ACH-000454,-0.274663054693
ACH-000458,-0.24670447184099997
ACH-000459,-0.40667816192
ACH-000460,0.044599653474399995
ACH-000461,-0.110790333429
ACH-000463,0.0286328354945
ACH-000464,-0.187834772906
ACH-000466,0.047588356280100004
ACH-000467,0.10067152741900001
ACH-000468,0.078273711065
ACH-000469,-0.107840179084
ACH-000470,0.0422579743678
ACH-000471,-0.014253515942
ACH-000472,-0.152954140185
ACH-000473,-0.08345410757289999
ACH-000475,-0.139028866982
ACH-000476,-0.219942354188
ACH-000477,0.0805563439448
ACH-000480,-0.0398986190655
ACH-000481,0.0469856511309
ACH-000483,-0.231878977706
ACH-000484,-0.492062987594
ACH-000485,0.08674850883230001
ACH-000486,-0.0060618979505299994
ACH-000487,-0.12066913171499999
ACH-000488,-0.0320577503549
ACH-000490,-0.144280264073
ACH-000491,-0.216321956716
ACH-000495,-0.09478373300560002
ACH-000496,-0.126220866984
ACH-000499,-0.18481364448399998
ACH-000500,0.639225864157
ACH-000502,-0.0963725717097
ACH-000503,-0.219483582806
ACH-000505,-0.17872354153900002
ACH-000507,-0.181807709038
ACH-000510,-0.230334502589
ACH-000511,-0.21544003574599999
ACH-000512,-0.264606075607
ACH-000516,-0.131183333141
ACH-000517,-0.00501606824282
ACH-000518,-0.148068912947
ACH-000520,-0.044902345095
ACH-000521,-0.0145613009217
ACH-000522,-0.148366457839
ACH-000524,0.138547719136
ACH-000527,-0.16634940861
ACH-000528,-0.0412591016123
ACH-000537,-0.012959359928500001
ACH-000541,-0.314630969335
ACH-000542,-0.12425158053200001
ACH-000544,-0.166340184719
ACH-000545,-0.11166487106100001
ACH-000547,0.14901778369000002
ACH-000548,-0.161124260895
ACH-000549,-0.167051758071
ACH-000550,-0.165570573556
ACH-000552,-0.16234103738800001
ACH-000556,-0.258935380232
ACH-000557,-0.10538213573899999
ACH-000570,0.0275461766426
ACH-000571,-0.07681943626889999
ACH-000573,-0.131757295012
ACH-000576,0.059429794249300005
ACH-000580,0.125371036142
ACH-000584,-0.0778675548847
ACH-000585,-0.0474754597707
ACH-000588,-0.16158177798599999
ACH-000589,-0.029036320934099996
ACH-000591,-0.238519057518
ACH-000593,-0.137324792676
ACH-000600,-0.031045568245000002
ACH-000601,-0.148655919329
ACH-000604,-0.299650829267
ACH-000605,-0.120047251163
ACH-000606,-0.0374836719748
ACH-000608,-0.00547281651539
ACH-000614,-0.103605611882
ACH-000616,-0.157957829628
ACH-000618,-0.0312548233435
ACH-000619,0.00665004112893
ACH-000620,-0.13524170722999998
ACH-000621,0.11036926084200001
