,HLA-G (3135)
ACH-000329,-0.24930352510099998
ACH-000330,-0.217640193852
ACH-000331,-0.29976466906300003
ACH-000332,-0.19782831353500002
ACH-000334,-0.0243527884988
ACH-000335,-0.127338520723
ACH-000336,0.0318261952818
ACH-000337,0.041371049512800004
ACH-000339,-0.116762666627
ACH-000341,-0.13949089569700002
ACH-000348,-0.0942620635525
ACH-000350,-0.0798603375951
ACH-000352,-0.0760976236966
ACH-000356,-0.269801770075
ACH-000361,-0.450936027259
ACH-000362,-0.34547435663500003
ACH-000363,-0.0826495861386
ACH-000364,-0.115158571869
ACH-000365,-0.0805915498263
ACH-000366,-0.10981414697599999
ACH-000368,-0.218480309219
ACH-000374,-0.530554660017
ACH-000375,-0.07981329500260001
ACH-000376,-0.186434116867
ACH-000381,-0.353654186733
ACH-000383,-0.211888127781
ACH-000387,-0.0648993449215
ACH-000389,-0.38460151480099997
ACH-000390,-0.149954027768
ACH-000393,-0.324231388514
ACH-000395,-0.508001822181
ACH-000397,-0.196086826682
ACH-000401,-0.0878330029625
ACH-000402,-0.35533115015
ACH-000403,-0.170407721322
ACH-000404,-0.575649195149
ACH-000406,-0.418480833138
ACH-000407,0.012629457339000002
ACH-000408,-0.193769818371
ACH-000410,-0.095999458718
ACH-000411,0.0947875285259
ACH-000414,-0.231344075557
ACH-000415,-0.234898071267
ACH-000416,-0.11334186829199999
ACH-000420,-0.11975957709799999
ACH-000421,-0.15016415287
ACH-000424,-0.103186550589
ACH-000425,-0.05987982091230001
ACH-000426,-0.22539073971999998
ACH-000427,-0.147894430234
ACH-000433,-0.0283743877025
ACH-000436,-0.12404582342599998
ACH-000444,-0.206264449705
ACH-000445,-0.1882165977
ACH-000448,-0.247983607652
ACH-000450,0.102005771033
ACH-000452,-0.0662026280797
ACH-000454,-0.463282822923
ACH-000458,-0.10868366156199999
ACH-000459,-0.0720710124434
ACH-000460,-0.197691548829
ACH-000461,-0.193965665283
ACH-000463,-0.190747087951
ACH-000464,-0.08956096842250001
ACH-000466,-0.23701825816599997
ACH-000467,-0.113549651983
ACH-000468,-0.310257017146
ACH-000469,-0.036478562502199996
ACH-000470,-0.393346086317
ACH-000471,-0.216478314209
ACH-000472,-0.111159531584
ACH-000473,-0.212125265511
ACH-000475,-0.121281086096
ACH-000476,-0.000700200992805
ACH-000477,-0.099868556021
ACH-000480,-0.24195090659200003
ACH-000481,-0.059363839276599994
ACH-000483,-0.18388838452700002
ACH-000484,-0.195494597345
ACH-000485,-0.11287811011700001
ACH-000486,-0.162533204776
ACH-000487,-0.19507736872499998
ACH-000488,-0.0755615231839
ACH-000490,-0.22593419544399998
ACH-000491,-0.279438520344
ACH-000495,-0.114092067121
ACH-000496,-0.205718566798
ACH-000499,0.14386327230999998
ACH-000500,-0.181440309332
ACH-000502,-0.191583417305
ACH-000503,-0.626539510761
ACH-000505,-0.155682319556
ACH-000507,-0.254013074375
ACH-000510,-0.23311010902399998
ACH-000511,-0.24465645693100002
ACH-000512,-0.38081972443000006
ACH-000516,-0.277203380829
ACH-000517,-0.152062833147
ACH-000518,-0.282901765268
ACH-000520,-0.06892991095789999
ACH-000521,-0.46674884165799996
ACH-000522,-0.0837766593991
ACH-000524,-0.43733872322899997
ACH-000527,-0.127961926014
ACH-000528,-0.135811857117
ACH-000537,-0.353162254779
ACH-000541,-0.148449021521
ACH-000542,-0.26193699704100004
ACH-000544,-0.36899376782399995
ACH-000545,0.0168105475198
ACH-000547,-0.09088534239489998
ACH-000548,-0.250357714553
ACH-000549,-0.308409800312
ACH-000550,-0.28702311980399997
ACH-000552,-0.107518385105
ACH-000556,-0.12448452659800001
ACH-000557,-0.249469405207
ACH-000570,-0.227989399382
ACH-000571,-0.216352780075
ACH-000573,-0.24275827674000003
ACH-000576,-0.207641501548
ACH-000580,-0.269264108063
ACH-000584,-0.222854400895
ACH-000585,-0.17497858054499998
ACH-000588,-0.364404935617
ACH-000589,-0.224276932909
ACH-000591,-0.206582984625
ACH-000593,0.0725122810296
ACH-000600,-0.380611694024
ACH-000601,-0.0939706299303
ACH-000604,-0.333694767093
ACH-000605,-0.298017678882
ACH-000606,-0.22461081192200003
ACH-000608,-0.161362717551
ACH-000614,-0.015592890183
ACH-000616,-0.0362618061834
ACH-000618,-0.294070440105
ACH-000619,-0.19372243160900002
ACH-000620,-0.148962950514
ACH-000621,-0.106058021965
ACH-000622,-0.317702645084
ACH-000623,-0.324532120649
ACH-000624,-0.09249322498479999
ACH-000627,-0.229458801959
ACH-000630,-0.289748469673
ACH-000632,-0.18272579255399998
ACH-000633,-0.09879254262420001
ACH-000637,-0.22493950450199998
ACH-000638,-0.214593365979
ACH-000646,-0.260641961171
ACH-000647,0.07812301280089999
ACH-000648,-0.115848463463
ACH-000649,-0.324582757358
ACH-000651,-0.18889801617600002
ACH-000652,-0.293104516013
ACH-000653,-0.23863776596900002
ACH-000657,-0.256097279367
ACH-000658,-0.330194653652
ACH-000661,-0.288777264483
ACH-000662,-0.0592066185465
ACH-000663,0.0175320292257
ACH-000665,-0.207231286427
ACH-000671,-0.137044674024
ACH-000673,-0.207547775394
ACH-000676,-0.167088577873
ACH-000677,0.016601477102399998
ACH-000681,-0.260627399882
ACH-000682,-0.24719001976799998
ACH-000683,-0.196890408733
ACH-000684,-0.192500593615
ACH-000688,-0.409090350931
ACH-000693,-0.113816823011
ACH-000694,-0.17162819388099998
ACH-000695,-0.779262072077
ACH-000696,-0.115155431158
ACH-000697,0.0906180419062
ACH-000699,-0.124546462984
ACH-000701,-0.0433277332271
ACH-000706,-0.22218005603100002
ACH-000711,-0.137327038982
ACH-000713,-0.19363866682
ACH-000714,-0.117776811076
ACH-000718,-0.0209717549762
ACH-000720,-0.36314388769100003
ACH-000721,-0.422384957146
ACH-000724,-0.702714398397
ACH-000725,-0.311776308363
ACH-000732,-0.11632161460899999
ACH-000734,-0.194710466548
ACH-000735,-0.109692043715
ACH-000736,-0.213078812608
ACH-000738,-0.20752467692899998
ACH-000746,-0.24032577059500002
ACH-000747,-0.0741660170182
ACH-000748,-0.155294967787
ACH-000753,-0.24164626268300002
ACH-000756,-0.324369893438
ACH-000757,0.017868755588400002
ACH-000758,0.125050294814
ACH-000760,-0.13652158391799998
ACH-000763,-0.32878846255399996
ACH-000764,-0.343259009618
ACH-000765,-0.026212095790400004
ACH-000766,-0.207893671881
ACH-000767,-0.196387989142
ACH-000768,-0.141244173195
ACH-000769,-0.235067962449
ACH-000770,-0.279046397242
ACH-000771,-0.153580629232
ACH-000773,-0.287807313233
ACH-000776,-0.30657827371199997
ACH-000777,-0.18938832988600002
ACH-000778,-0.175131005554
ACH-000781,-0.176348974166
ACH-000782,-0.20824555495400002
ACH-000783,-0.21688946367400003
ACH-000784,-0.160211744727
ACH-000785,-0.20168048396
ACH-000787,-0.128359633857
ACH-000788,-0.310151905079
ACH-000791,-0.208919438229
ACH-000792,-0.18660907468
ACH-000794,-0.050372726130300007
ACH-000796,-0.183986386504
ACH-000799,0.0985086699477
ACH-000800,-0.320323525207
ACH-000802,-0.164067512399
ACH-000804,0.019185348768
ACH-000805,-0.17085363149
ACH-000809,-0.353731580446
ACH-000810,-0.145181606901
ACH-000811,-0.267498854405
ACH-000817,-0.194594765743
ACH-000819,-0.0113090010693
ACH-000820,-0.118133808597
ACH-000821,-0.312560970165
ACH-000822,-0.20747189638
ACH-000823,-0.31231776598600003
ACH-000824,-0.228353923611
ACH-000827,-0.29394952086599996
ACH-000829,-0.0600483769727
ACH-000831,-0.20619093372400002
ACH-000832,-0.179589855821
ACH-000833,-0.310952824759
ACH-000834,-0.26026991919500003
ACH-000835,-0.204898410393
ACH-000836,-0.0656769659981
ACH-000837,-0.13784474757
ACH-000838,-0.211154730988
ACH-000839,-0.115672592246
ACH-000840,-0.458709157881
ACH-000841,-0.368631188499
ACH-000843,-0.247497361778
ACH-000846,-0.0889154098412
ACH-000847,-0.328740326202
ACH-000848,-0.316528704988
ACH-000849,-0.229513510534
ACH-000851,-0.24486022421999998
ACH-000855,-0.484038401996
ACH-000856,-0.200384171587
ACH-000858,-0.147543590172
ACH-000859,-0.044128946333
ACH-000861,-0.418335250105
ACH-000862,-0.323400860008
ACH-000865,-0.282285813141
ACH-000866,-0.22847747897100001
ACH-000867,-0.14629958553
ACH-000869,-0.19485427979000003
ACH-000872,-0.0912495839026
ACH-000873,-0.0902989387799
ACH-000876,-0.368784519274
ACH-000878,-0.0142351580118
ACH-000880,-0.0535778644485
ACH-000881,-0.127017519451
ACH-000882,-0.338123890903
ACH-000884,0.021396056983599997
ACH-000885,-0.11705748323
ACH-000887,-0.11145357830199999
ACH-000888,-0.31090893558000005
ACH-000889,-0.521997452822
ACH-000890,-0.221533665799
ACH-000896,-0.07629500766319999
ACH-000898,-0.035728484574800004
ACH-000900,0.101617555754
ACH-000901,-0.100605092608
ACH-000905,-0.24768882491500002
ACH-000906,-0.138854450034
ACH-000907,0.120700788959
ACH-000910,-0.09902487861610001
ACH-000911,-0.158012174779
ACH-000912,-0.0929633320163
ACH-000913,-0.261223425563
ACH-000915,0.0008625726538210001
ACH-000916,0.177231772904
ACH-000917,-0.169697065665
ACH-000921,-0.18070971890999998
ACH-000924,-0.0075637036884200004
ACH-000926,-0.418603019495
ACH-000928,-0.0776609429623
ACH-000929,-0.150945023381
ACH-000932,-0.163182525145
ACH-000935,-0.024175836196400003
ACH-000936,-0.280284840231
ACH-000937,-0.330911805098
ACH-000938,-0.181760185185
ACH-000939,-0.198316048944
ACH-000941,-0.180694094944
ACH-000943,-0.161673418102
ACH-000946,-0.101680058651
ACH-000947,-0.22032367192299998
ACH-000948,-0.168143447477
ACH-000950,0.0463512676711
ACH-000953,-0.218208418057
ACH-000957,-0.192413503017
ACH-000958,-0.145332766469
ACH-000960,-0.40846840763899994
ACH-000963,-0.0521161424704
ACH-000968,-0.0221173782362
ACH-000969,-0.0199447690267
ACH-000973,-0.270334474434
ACH-000974,-0.14553656400599999
ACH-000975,-0.20907531372299998
ACH-000976,-0.249368628868
ACH-000978,-0.442936969696
ACH-000980,-0.249402426687
ACH-000984,-0.026565696661099997
ACH-000986,-0.0927565346156
ACH-000988,-0.184984031372
ACH-000993,-0.078792491784
ACH-000994,-0.0394988244881
ACH-000996,-0.154649868962
ACH-001001,-0.129842178474
ACH-001020,-0.108244603149
ACH-001028,-0.107076556992
ACH-001031,-0.179095082158
ACH-001038,-0.131929658214
ACH-001048,-0.193613125445
ACH-001050,-0.23150544325
ACH-001053,0.0698116791908
ACH-001054,-0.479222041043
ACH-001061,-0.21919464859999999
ACH-001067,-0.011491058387200001
ACH-001075,-0.315350651739
ACH-001096,-0.134959887085
ACH-001128,-0.032165730227
ACH-001134,-0.264947775935
ACH-001151,-0.236627131043
ACH-001163,-0.09210694328289999
ACH-001164,-0.296839837275
ACH-001173,-0.13299507755200002
ACH-001183,-0.0905594069932
ACH-001184,-0.120949746206
ACH-001190,-0.0902065314588
ACH-001192,-0.16426958435900002
ACH-001193,0.048720948265199994
ACH-001196,-0.18092209475499998
ACH-001197,-0.275009917064
ACH-001205,-0.220154469907
ACH-001211,-0.225897438433
ACH-001212,0.04203841925969999
ACH-001228,-0.190473304933
ACH-001232,-0.34358648137599995
ACH-001239,-0.27045837119399996
ACH-001274,-0.18504161766899999
ACH-001275,-0.132663175998
ACH-001277,0.059127904186300005
ACH-001278,-0.431921218675
ACH-001280,-0.212847357393
ACH-001283,-0.252146489335
ACH-001289,-0.198864439808
ACH-001295,-0.107748627393
ACH-001300,-0.163154512944
ACH-001301,-0.116641610583
ACH-001302,-0.303340247236
ACH-001303,-0.0808825601794
ACH-001306,-0.147449764445
ACH-001318,-0.15021247109400002
ACH-001322,-0.105322144803
ACH-001328,-0.162066212814
ACH-001332,0.19673458604400001
ACH-001333,-0.12499768987700001
ACH-001336,-0.106738032315
ACH-001340,-0.232164830845
ACH-001346,-0.15649242915699998
ACH-001353,-0.14180667366
ACH-001354,-0.132323352328
ACH-001367,-0.42805242978600005
ACH-001368,-0.174346103537
ACH-001374,0.203340501861
ACH-001375,-0.117370827408
ACH-001377,-0.270466343905
ACH-001380,-0.0911861042777
ACH-001391,-0.24873525292800003
ACH-001407,-0.26243358835999997
ACH-001408,-0.195997080244
ACH-001413,-0.0782571737095
ACH-001430,-0.668082509937
ACH-001431,-0.147532634193
ACH-001450,-0.0696531774345
ACH-001496,-0.052425322730199994
ACH-001500,-0.09646893115319999
ACH-001521,-0.294830378279
ACH-001523,-0.114336762233
ACH-001532,-0.131482061834
ACH-001536,-0.413988708393
ACH-001550,-0.31828540522
ACH-001552,-0.121152996424
ACH-001554,-0.26637021234499997
ACH-001645,-0.004303355190020001
ACH-001654,-0.16117699784199999
ACH-001715,-0.0374274050269
ACH-001735,-0.34564510901600004
ACH-001736,-0.036956746421400004
ACH-001737,-0.5256833965259999
ACH-001740,-0.158646039142
ACH-001745,-0.137828376986
ACH-001750,-0.135846639986
ACH-001765,-0.503920497414
ACH-001956,-0.0352984631804
ACH-001957,-0.225534368143
