,UROC1 (131669)
ACH-000004,-0.07385372814760001
ACH-000007,0.03881886278919999
ACH-000009,-0.222968632141
ACH-000011,-0.377654229781
ACH-000012,-0.022881821094400002
ACH-000013,-0.157476765491
ACH-000014,-0.206527599357
ACH-000015,-0.18834173736200002
ACH-000017,-0.251527506425
ACH-000018,-0.05664357871669999
ACH-000019,-0.131843222891
ACH-000021,-0.186177171233
ACH-000022,-0.0702959271027
ACH-000025,-0.294454292783
ACH-000028,-0.172036557758
ACH-000030,-0.15255993391699998
ACH-000035,-0.32524017416400003
ACH-000036,-0.25509036058699996
ACH-000037,-0.103977372649
ACH-000039,-0.178704243634
ACH-000040,-0.09640823862739999
ACH-000041,-0.109261016994
ACH-000042,-0.25863417549600004
ACH-000045,-0.08761601172830001
ACH-000047,-0.156578213495
ACH-000052,0.0019827753764
ACH-000053,-0.14321289651799998
ACH-000054,-0.170169893864
ACH-000055,0.0494661762306
ACH-000060,-0.354432022174
ACH-000067,-0.238730581908
ACH-000070,-0.279756838605
ACH-000075,-0.338903488829
ACH-000078,-0.0630637482472
ACH-000082,-0.11653808590199999
ACH-000085,-0.0751601212169
ACH-000086,-0.237213844906
ACH-000087,-0.178205214864
ACH-000092,-0.200976033466
ACH-000095,-0.177531469618
ACH-000097,-0.188818632607
ACH-000098,-0.10837150085000001
ACH-000099,-0.0778090256274
ACH-000108,-0.14164885763
ACH-000113,-0.0934189732474
ACH-000115,0.00468404034349
ACH-000116,-0.0704796869306
ACH-000118,-0.264799892172
ACH-000120,-0.12327638466700001
ACH-000123,-0.258996456961
ACH-000127,-0.13244459955600002
ACH-000128,-0.368028309987
ACH-000132,-0.179215769955
ACH-000133,-0.13099612152999998
ACH-000137,-0.18565950801800002
ACH-000138,-0.13306082629000002
ACH-000142,-0.10146369891000001
ACH-000143,-0.184866163361
ACH-000146,-0.106885902942
ACH-000148,-0.142677115549
ACH-000150,-0.23565355706399999
ACH-000152,-0.23943504049800002
ACH-000153,-0.102305617609
ACH-000159,-0.210700311358
ACH-000160,-0.216884049388
ACH-000163,-0.07341554127719999
ACH-000167,-0.0633365270253
ACH-000168,-0.195809912765
ACH-000169,-0.0033712838002699997
ACH-000178,-0.166175238481
ACH-000182,-0.0477278457701
ACH-000183,-0.205764121209
ACH-000188,-0.21131025867
ACH-000189,-0.08396352806330001
ACH-000190,-0.0371199804693
ACH-000198,-0.220975305065
ACH-000204,-0.09878828434919999
ACH-000206,-0.265236627555
ACH-000207,0.025370035427599996
ACH-000211,-0.20356047933
ACH-000215,-0.201606515429
ACH-000221,-0.351210055388
ACH-000222,-0.141878715967
ACH-000223,-0.287414398724
ACH-000226,-0.106561453826
ACH-000227,-0.397735586504
ACH-000228,-0.271393603571
ACH-000231,-0.0884502779648
ACH-000232,-0.23711476571899998
ACH-000233,-0.10863728866599999
ACH-000234,-0.245179383127
ACH-000235,-0.21400453364100003
ACH-000237,-0.231041074633
ACH-000238,-0.141096082514
ACH-000243,-0.17759250836800003
ACH-000244,-0.355827845802
ACH-000246,-0.116926849912
ACH-000248,-0.135850024903
ACH-000250,-0.21034539923
ACH-000251,-0.220670431165
ACH-000253,-0.0293119725426
ACH-000255,-0.32025662421100004
ACH-000256,-0.0562592732148
ACH-000257,-0.277442910024
ACH-000258,-0.231768284267
ACH-000259,-0.367929093618
ACH-000260,-0.169500407967
ACH-000261,-0.167362605114
ACH-000262,-0.0833264427999
ACH-000263,-0.25108131613
ACH-000264,-0.08654869885410002
ACH-000265,-0.205009314905
ACH-000266,-0.146938754789
ACH-000272,-0.16791305047200003
ACH-000273,-0.20258279060400003
ACH-000274,-0.307420542828
ACH-000277,-0.107118564868
ACH-000278,-0.09010857835130001
ACH-000279,-0.122539522563
ACH-000280,-0.047416972023099996
ACH-000281,-0.28947706956
ACH-000288,-0.18194165071899998
ACH-000291,-0.174257484991
ACH-000293,-0.255798795272
ACH-000294,-0.14542737888499999
ACH-000295,-0.0556061901296
ACH-000296,-0.17251017557999998
ACH-000302,-0.306611994427
ACH-000304,-0.40685483548
ACH-000307,-0.216014177666
ACH-000308,-0.05527970054
ACH-000310,-0.179505295885
ACH-000311,-0.331161355816
ACH-000312,-0.222272373803
ACH-000315,-0.201400327722
ACH-000316,-0.26524942145
ACH-000317,-0.330868576603
ACH-000318,-0.250503617851
ACH-000319,-0.030744489399999998
ACH-000320,-0.518944820615
ACH-000322,-0.274294059807
ACH-000323,-0.23260979284699998
ACH-000324,-0.21014305261
ACH-000329,-0.202598775277
ACH-000330,-0.15757257240999997
ACH-000331,-0.347037411743
ACH-000332,-0.18819618867
ACH-000334,0.10939359037999999
ACH-000335,-0.183875635656
ACH-000336,0.0029396658522399997
ACH-000337,-0.022666791061200002
ACH-000339,-0.149663994874
ACH-000341,-0.191111611182
ACH-000348,-0.120141371626
ACH-000350,-0.0690248415212
ACH-000352,-0.292240810748
ACH-000356,-0.17560665764199998
ACH-000361,-0.374905626869
ACH-000362,-0.14132446647500002
ACH-000363,-0.08139981313689999
ACH-000364,-0.29890185038899997
ACH-000365,-0.0916602753235
ACH-000366,-0.23181634103100002
ACH-000368,-0.1409424222
ACH-000374,-0.09916453541089998
ACH-000375,-0.42356411679300005
ACH-000376,-0.258292919214
ACH-000381,-0.192176055317
ACH-000383,-0.139007647691
ACH-000387,-0.010453049956
ACH-000389,-0.407103086471
ACH-000390,-0.15902801351399998
ACH-000393,-0.187691547377
ACH-000395,-0.19483337808899998
ACH-000397,-0.24044515205800002
ACH-000401,0.190099739183
ACH-000402,0.152225993227
ACH-000403,-0.140701067344
ACH-000404,0.03797936151530001
ACH-000406,-0.128238207232
ACH-000407,-0.19671258741300002
ACH-000408,-0.241415122002
ACH-000410,-0.17846563190200002
ACH-000411,-0.111466771897
ACH-000414,-0.28283079921300003
ACH-000415,-0.181377836162
ACH-000416,-0.103602096424
ACH-000420,-0.33743225664300003
ACH-000421,-0.0854262168161
ACH-000424,-0.25367763086
ACH-000425,-0.265972108486
ACH-000426,0.0546063509833
ACH-000427,-0.221184334043
ACH-000433,-0.19815455724300002
ACH-000436,-0.17834388224199998
ACH-000444,-0.26848344114
ACH-000445,-0.07878557089369999
ACH-000448,-0.27866255338
ACH-000450,-0.21139243427700002
ACH-000452,-0.374724740841
ACH-000454,-0.09972484322830001
ACH-000458,-0.159360362487
ACH-000459,-0.12391058612299999
ACH-000460,-0.17256056684
ACH-000461,-0.165552213645
ACH-000463,-0.12878256781199998
ACH-000464,-0.19570339896699998
ACH-000466,-0.248897335609
ACH-000467,-3.40694388993e-05
ACH-000468,-0.0854355579668
ACH-000469,-0.17094084402100002
ACH-000470,-0.194097859953
ACH-000471,-0.197074097414
ACH-000472,-0.25210160492899997
ACH-000473,-0.30012004787700003
ACH-000475,-0.289542752011
ACH-000476,-0.17699445413400003
ACH-000477,-0.18984250169
ACH-000480,0.0228406476921
ACH-000481,-0.230485116399
ACH-000483,-0.176814395755
ACH-000484,-0.158621605839
