,STIL (6491)
ACH-000651,-0.778173409206
ACH-000652,-0.413335773471
ACH-000653,-0.5600917772
ACH-000657,-0.819792902431
ACH-000658,-0.678463616015
ACH-000661,-0.942923982196
ACH-000662,-0.439640566814
ACH-000663,-1.16167882719
ACH-000665,-0.857908952896
ACH-000671,-0.885997307083
ACH-000673,-0.837118498813
ACH-000676,-0.669565089612
ACH-000677,-1.27753395138
ACH-000681,-1.23473171165
ACH-000682,-0.850493310656
ACH-000683,-0.239429862011
ACH-000684,-0.67544058189
ACH-000688,-0.049624991778800004
ACH-000693,-0.9050891025650001
ACH-000694,-0.982200677405
ACH-000695,-0.827548139581
ACH-000696,-0.7482525353
ACH-000697,-0.8549908737109999
ACH-000699,-0.320961495431
ACH-000701,-1.0088900099299998
ACH-000706,-0.962867442622
ACH-000711,-0.8902542327390001
ACH-000713,-0.595525953599
ACH-000714,-0.602271378104
ACH-000718,-0.513389249617
ACH-000720,-0.811147965969
ACH-000721,-0.65181543423
ACH-000724,-0.7771850561220001
ACH-000725,-0.936446845379
ACH-000732,-0.762429298683
ACH-000734,-0.976821700279
ACH-000735,-0.858328807838
ACH-000736,-0.402909365757
ACH-000738,-0.675557548401
ACH-000746,-0.8336170898849999
ACH-000747,-1.0973321413200001
ACH-000748,-1.13355544663
ACH-000753,-0.6622420648080001
ACH-000756,-0.35791261519900003
ACH-000757,-0.625016507174
ACH-000758,-0.484220291255
ACH-000760,-0.43757444081999997
ACH-000763,-0.528274713553
ACH-000764,-1.20660465422
ACH-000765,-0.570008337327
ACH-000766,-0.349440464664
ACH-000767,-0.872145605828
ACH-000768,-0.372379642351
ACH-000769,-0.8118862763439999
ACH-000770,-0.7170995871699999
ACH-000771,-0.768685044153
ACH-000773,-0.505794921576
ACH-000776,-0.588891897749
ACH-000777,-0.668188968623
ACH-000778,-1.5755347064200003
ACH-000781,-0.894274839461
ACH-000782,-0.7875654469329999
ACH-000783,-1.16132120677
ACH-000784,-0.807519613864
ACH-000785,-0.376591101073
ACH-000787,-0.7884075477320001
ACH-000788,-0.871111063721
ACH-000791,-0.9770270468440001
ACH-000792,-0.420440729705
ACH-000794,-0.945030229561
ACH-000796,-0.884293946111
ACH-000799,-0.8318923325759999
ACH-000800,-0.8937487812289999
ACH-000802,-0.717886571128
ACH-000804,-0.788633527578
ACH-000805,-0.688801287112
ACH-000809,-0.7371209787890001
ACH-000810,-0.45456746803000003
ACH-000811,-0.9516891851450001
ACH-000817,-0.639716539274
ACH-000819,-0.6544883558510001
ACH-000820,-0.5200315304559999
ACH-000821,-1.1528838023999999
ACH-000822,-0.600365637016
ACH-000823,-0.7673654733849999
ACH-000824,-0.8137207693590001
ACH-000827,-0.926754332364
ACH-000829,-0.5700082974449999
ACH-000831,-0.861392900812
ACH-000832,-0.642362088997
ACH-000833,-0.638765354609
ACH-000834,-0.8880469323129999
ACH-000835,-0.966499482489
ACH-000836,-0.652844852983
ACH-000837,-0.999656494778
ACH-000838,-1.0853297339899999
ACH-000839,-0.596554264278
ACH-000840,-0.7764376966769999
ACH-000841,-0.784995886304
ACH-000843,-0.9407100902910001
ACH-000846,-0.5669078463189999
ACH-000847,-0.911320781891
ACH-000848,-1.0312706096700002
ACH-000849,-0.531030976229
ACH-000851,-0.825591988806
ACH-000855,-0.652975898321
ACH-000856,-0.840429167352
ACH-000858,-0.737223536867
ACH-000859,-0.612727694297
ACH-000861,-0.747953969753
ACH-000862,-1.17037364367
ACH-000865,-1.02059672111
ACH-000866,-0.702272014429
ACH-000867,-0.507887753762
ACH-000869,-1.31636056848
ACH-000872,-0.8015568238869999
ACH-000873,-0.380040013981
ACH-000876,-0.3484757772
ACH-000878,-0.686187840229
ACH-000880,-0.917875597213
ACH-000881,-1.0723377520100001
ACH-000882,-0.8820195315270001
ACH-000884,-0.596570386167
ACH-000885,-0.799784224322
ACH-000887,-0.706742798566
ACH-000888,-0.793031044488
ACH-000889,-0.924360672524
ACH-000890,-0.864714572202
ACH-000896,-1.00160001078
ACH-000898,-0.847136359953
ACH-000900,-0.773089803846
ACH-000901,-0.7659091840279999
ACH-000905,-0.871342689299
ACH-000906,-0.8599330270919999
ACH-000907,-1.11225782793
ACH-000910,-0.8764139857790001
ACH-000911,-0.62804691103
ACH-000912,-1.04009465077
ACH-000913,-0.530420528003
ACH-000915,-0.558189557429
ACH-000916,-0.169753374565
ACH-000917,-0.9436796657150001
ACH-000921,-0.65045184668
ACH-000924,-0.918970109156
ACH-000926,-0.82448854507
ACH-000928,-0.580815787913
ACH-000929,-0.6603438322249999
ACH-000932,-0.999823185846
ACH-000935,-0.8720703620010001
ACH-000936,-0.6922988640950001
ACH-000937,-0.687852908154
ACH-000938,-0.662858050128
ACH-000939,-0.76773084444
ACH-000941,-0.836682094421
ACH-000943,-0.641528797746
ACH-000946,-0.890868427696
ACH-000947,-1.00752553145
ACH-000948,-0.9321897190270001
ACH-000950,-0.835934363705
ACH-000953,-0.538832555023
ACH-000957,-0.956621394814
ACH-000958,-0.9730618364939999
ACH-000960,-0.670102774948
ACH-000963,-1.5996777459
ACH-000968,-1.01050198185
ACH-000969,-0.618696924125
ACH-000973,-0.91153971325
ACH-000974,-0.62276395623
ACH-000975,-0.7415586221070001
ACH-000976,-1.07728111585
ACH-000978,-1.16182976245
ACH-000980,-0.9452130044329999
ACH-000984,-0.9666867773469999
ACH-000986,-0.8676885999189999
ACH-000988,-1.06040094423
ACH-000993,-1.04443306515
ACH-000994,-0.947556264288
ACH-000996,-0.40962978648599996
ACH-001001,-0.412098555792
ACH-001020,-0.718096396032
ACH-001028,-0.8901166279680001
ACH-001031,-1.06683325096
ACH-001038,-0.6848472772930001
ACH-001048,-0.9234942994650001
ACH-001050,-0.923005146629
ACH-001053,-0.6302525958749999
ACH-001054,-0.79458683131
ACH-001061,-0.7385706766429999
ACH-001067,-0.577769832938
ACH-001075,-0.905009080311
ACH-001096,-0.9122404143989999
ACH-001128,-0.691987298336
ACH-001134,-0.408222026385
ACH-001151,-1.01933522894
ACH-001163,-0.361384432529
ACH-001164,-0.706569123352
ACH-001173,-0.645173830012
ACH-001183,-0.8363161939129999
ACH-001184,-0.59314754666
ACH-001190,-0.951191865922
ACH-001192,-0.596294071525
ACH-001193,-0.7919400741279999
ACH-001196,-0.911618504996
ACH-001197,-0.563078582553
ACH-001205,-0.593409683407
ACH-001211,-0.986660087136
ACH-001212,-0.31638549649500003
ACH-001228,-0.777082488704
ACH-001232,-0.229114018708
ACH-001239,-0.764296588061
ACH-001274,-0.7288849084960001
ACH-001275,-0.540737589925
ACH-001277,-0.461039110719
ACH-001278,-0.669068462202
ACH-001280,-1.33146554682
ACH-001283,-1.0171517774299998
ACH-001289,-0.9240884474959999
ACH-001295,-0.8937293282790001
ACH-001300,-0.536753222942
ACH-001301,-0.8170149528980001
ACH-001302,-0.8862202012549999
ACH-001303,-1.3671688753400002
ACH-001306,-0.6745787840180001
ACH-001318,-0.840058127342
ACH-001322,-0.525471784175
ACH-001328,-0.746689974691
ACH-001332,-0.666191893768
ACH-001333,-0.8086442716150001
ACH-001336,-0.838411341133
ACH-001340,-0.7664471904860001
ACH-001346,-1.02496016051
ACH-001353,-0.8438685715500001
ACH-001354,-0.527157559391
ACH-001367,-0.595789496167
ACH-001368,-1.0024007077500001
ACH-001374,-0.81192760824
ACH-001375,-0.91135781844
ACH-001377,-1.0913756246200002
ACH-001380,-0.861538288618
ACH-001391,-0.670660994728
ACH-001407,-0.5662935934800001
ACH-001408,-0.909100313674
ACH-001413,-0.587471775479
ACH-001430,-0.5307961960890001
ACH-001431,-0.6898494091590001
ACH-001450,-0.65289622749
ACH-001496,-0.853308926281
ACH-001500,-0.511184047161
ACH-001521,-0.935155357494
ACH-001523,-0.768976818652
ACH-001532,-0.712641953822
ACH-001536,-0.968687309477
ACH-001550,-1.31405643048
ACH-001552,-0.405830380929
ACH-001554,-0.920496792219
ACH-001645,-0.7703779336419999
ACH-001654,-1.00861266905
ACH-001715,-0.45506870020199996
ACH-001735,-1.00705855254
ACH-001736,-0.574434741825
ACH-001737,-0.41139292764200003
ACH-001740,-0.9946889744700002
ACH-001745,-1.02571116771
ACH-001750,-0.636932859709
ACH-001765,-0.643149792863
ACH-001956,-0.690628885932
ACH-001957,-1.15041357471
