,BCL2L10 (10017)
ACH-000004,-0.129540724716
ACH-000007,-0.35266061844400004
ACH-000009,-0.114584311407
ACH-000011,-0.22783343648899998
ACH-000012,-0.173190989542
ACH-000013,-0.17137272184799998
ACH-000014,-0.0261083636403
ACH-000015,0.059988759575300005
ACH-000017,-0.051058145791699996
ACH-000018,-0.0128912289714
ACH-000019,0.0101147659646
ACH-000021,0.083909726086
ACH-000022,-0.286445968911
ACH-000025,0.069246255651
ACH-000028,0.0676635333466
ACH-000030,-0.0165939251594
ACH-000035,-0.167491123249
ACH-000036,0.0778313855113
ACH-000037,0.22324537670800002
ACH-000039,-0.051655278436699995
ACH-000040,0.0448896572898
ACH-000041,-0.0573528771098
ACH-000042,-0.0214018091756
ACH-000045,-0.08558905190749999
ACH-000047,-0.149993127965
ACH-000052,-0.152459669944
ACH-000053,-0.07982417523719999
ACH-000054,-0.009443393118209999
ACH-000055,0.154129017667
ACH-000060,-0.262075506228
ACH-000067,-0.22259858413800002
ACH-000070,0.011581087903100001
ACH-000075,0.0159961635168
ACH-000078,-0.0640498334398
ACH-000082,-0.0814428255957
ACH-000085,0.16169741490999998
ACH-000086,0.047501258039300005
ACH-000087,0.144779064699
ACH-000092,-0.0828550777434
ACH-000095,-0.0701341107764
ACH-000097,-0.0328506687982
ACH-000098,0.037512820613
ACH-000099,0.0186102243793
ACH-000108,-0.198499959974
ACH-000113,-0.0278837635194
ACH-000115,-0.09472261962000002
ACH-000116,-0.075542458871
ACH-000118,-0.048352044155900005
ACH-000120,-0.00456665582905
ACH-000123,0.09694698872789999
ACH-000127,0.0469289303084
ACH-000128,-0.0721971370442
ACH-000132,0.0894974766875
ACH-000133,0.028314221595
ACH-000137,-0.0805824513952
ACH-000138,0.171159484512
ACH-000142,-0.0870237064724
ACH-000143,-0.222630308605
ACH-000146,-0.024560689928700002
ACH-000148,-0.013496534705
ACH-000150,-0.104093228665
ACH-000152,0.07219356046389999
ACH-000153,-0.0594785541567
ACH-000159,-0.171797595502
ACH-000160,-0.047056671313500005
ACH-000163,0.0393131414948
ACH-000167,-0.328609652861
ACH-000168,0.13027299575999998
ACH-000169,-0.0596791455232
ACH-000178,0.005659762030770001
ACH-000182,-0.18038389814599998
ACH-000183,0.0676852154069
ACH-000188,0.083826796649
ACH-000189,0.050869267467599996
ACH-000190,0.114227264627
ACH-000198,-0.044930739149900006
ACH-000204,0.0439223397681
ACH-000206,-0.09068059319869999
ACH-000207,-0.0598396800148
ACH-000211,-0.221290313045
ACH-000215,0.014577227203999999
ACH-000221,-0.123840749911
ACH-000222,0.030211020137099996
ACH-000223,-0.0373648528951
ACH-000226,-0.0240144052804
ACH-000227,-0.0046099801550899995
ACH-000228,0.0256828639701
ACH-000231,-0.16694772838
ACH-000232,-0.09764321128280001
ACH-000233,0.049755321391900004
ACH-000234,-0.15064191380699998
ACH-000235,-0.187421950344
ACH-000237,0.0119709349725
ACH-000238,0.21452252401500002
ACH-000243,-0.04564568398609999
ACH-000244,0.261109659902
ACH-000246,0.0969441559977
ACH-000248,-0.165905876838
ACH-000250,-0.0791799217088
ACH-000251,0.025212904130099998
ACH-000253,-0.15211837993799998
ACH-000255,-0.127797025867
ACH-000256,-0.143316204171
ACH-000257,-0.042121373269699995
ACH-000258,0.0104566566448
ACH-000259,-0.00540779672442
ACH-000260,-0.123787032087
ACH-000261,-0.183973898437
ACH-000262,-0.0346570089937
ACH-000263,0.300465144721
ACH-000264,0.0044072934999899996
ACH-000265,-0.13105276888
ACH-000266,-0.0474551192159
ACH-000272,0.008969369682440002
ACH-000273,0.0591815118255
ACH-000274,0.020362326534099997
ACH-000277,0.050330481798900005
ACH-000278,0.0301105247934
ACH-000279,-0.143831127358
ACH-000280,-0.155621711852
ACH-000281,-0.0180116822123
ACH-000288,0.013417778349099999
ACH-000291,-0.00731930626188
ACH-000293,-0.006046797990729999
ACH-000294,-0.26376137934300004
ACH-000295,-0.22041478853100002
ACH-000296,-0.171269941744
ACH-000302,-0.0808521683972
ACH-000304,0.049611540325100005
ACH-000307,-0.294898447725
ACH-000308,-0.0901992799341
ACH-000310,-0.154549432747
ACH-000311,-0.255186707088
ACH-000312,-0.0168554676707
ACH-000315,-0.25296543626400003
ACH-000316,-0.0389107622187
ACH-000317,0.022713578321599998
ACH-000318,0.0320854189707
ACH-000319,-0.129874434417
ACH-000320,0.0366185874948
ACH-000322,0.174582991695
ACH-000323,0.005248413707409999
ACH-000324,-0.0585597249335
ACH-000329,0.130889694778
ACH-000330,-0.13913490818
ACH-000331,-0.132301329417
ACH-000332,-0.0400548992295
ACH-000334,-0.00286606686165
ACH-000335,0.187488333005
ACH-000336,0.36120815460600003
ACH-000337,-0.172555097207
ACH-000339,-0.166150305484
ACH-000341,-0.19633093013099998
ACH-000348,0.0250973176423
ACH-000350,-0.257019123999
ACH-000352,-0.280870731081
ACH-000356,0.0299523006519
ACH-000361,0.110908906885
ACH-000362,-0.0152264479718
ACH-000363,-0.00752483063716
ACH-000364,0.0444683880936
ACH-000365,0.00979590093742
ACH-000366,0.00097750964534
ACH-000368,-0.000953142832833
ACH-000374,-0.139787993819
ACH-000375,0.0781251800911
ACH-000376,0.0808691354052
ACH-000381,-0.0253754814554
ACH-000383,-0.164830679066
ACH-000387,-0.0540058191285
ACH-000389,0.0278567083709
ACH-000390,-0.023520351373
ACH-000393,0.208429164713
ACH-000395,0.0349388799977
ACH-000397,0.0259609336587
ACH-000401,0.174612966918
ACH-000402,0.0537402258028
ACH-000403,-0.0846664641304
ACH-000404,0.007896456680810002
ACH-000406,-0.0157103299003
ACH-000407,-0.328932956752
ACH-000408,-0.097589721375
ACH-000410,-0.0723471370968
ACH-000411,0.0968391155369
ACH-000414,-0.0927181548748
ACH-000415,0.0447320666883
ACH-000416,-0.133024779851
ACH-000420,0.0926396350712
ACH-000421,-0.0596888897846
ACH-000424,-0.023608726534
ACH-000425,-0.0118441992636
ACH-000426,-0.0755346951518
ACH-000427,0.0075153721133100005
ACH-000433,-0.0876166424998
ACH-000436,0.00532447868726
ACH-000444,-0.0118666358925
ACH-000445,-0.14424704047
ACH-000448,-0.0100087978579
ACH-000450,-0.09974707417789999
ACH-000452,-0.0717103240367
ACH-000454,-0.262046729314
ACH-000458,-0.012440128447100001
ACH-000459,0.0008992257633029999
ACH-000460,-0.166614993381
ACH-000461,-0.00502194503026
ACH-000463,0.03938582798240001
ACH-000464,0.245359896634
ACH-000466,-0.124188913759
ACH-000467,-0.177843410714
ACH-000468,-0.1568520443
ACH-000469,-0.0988423530699
ACH-000470,-0.144784357986
ACH-000471,0.0716039743991
ACH-000472,0.10922128861500001
ACH-000473,-0.0027443766314699997
ACH-000475,0.07170180080289999
ACH-000476,-0.0869211759626
ACH-000477,-0.144516337552
ACH-000480,-0.140745779221
ACH-000481,-0.0858013790127
ACH-000483,0.169980487674
ACH-000484,0.0201252039119
ACH-000485,-0.045931431806800004
ACH-000486,-0.11695172353800001
ACH-000487,0.0082609802588
