,U2SURP (23350)
ACH-000004,-1.2679252944600001
ACH-000007,-0.953779888152
ACH-000009,-0.96538154877
ACH-000011,-1.0856584842399999
ACH-000012,-0.803541004955
ACH-000013,-0.926994067005
ACH-000014,-1.23137249562
ACH-000015,-0.994700885875
ACH-000017,-1.12889616388
ACH-000018,-0.9793102595990001
ACH-000019,-1.24165689826
ACH-000021,-1.31638087037
ACH-000022,-0.663374055959
ACH-000025,-1.01112111795
ACH-000028,-1.15192995373
ACH-000030,-0.8129697939980001
ACH-000035,-1.15128123577
ACH-000036,-0.9600385231380001
ACH-000037,-0.682448840488
ACH-000039,-1.3383614487200002
ACH-000040,-1.04763425061
ACH-000041,-1.29842240738
ACH-000042,-1.1777707024
ACH-000045,-1.0531470415000002
ACH-000047,-0.8700447638959999
ACH-000052,-0.824173963706
ACH-000053,-1.20081790095
ACH-000054,-0.8972536367
ACH-000055,-0.9736571968709999
ACH-000060,-0.9289286727889999
ACH-000067,-0.798721226675
ACH-000070,-0.943501951701
ACH-000075,-0.785990567512
ACH-000078,-1.310089818
ACH-000082,-1.04414089391
ACH-000085,-1.15121209308
ACH-000086,-1.03858532207
ACH-000087,-1.0846096295899998
ACH-000092,-0.771473323399
ACH-000095,-1.18967859901
ACH-000097,-0.929790854569
ACH-000098,-0.41034150471
ACH-000099,-1.26036664537
ACH-000108,-1.11183973178
ACH-000113,-1.21051700138
ACH-000115,-1.3242677187799998
ACH-000116,-1.07554273081
ACH-000118,-1.18939560676
ACH-000120,-1.12492234654
ACH-000123,-1.20345911148
ACH-000127,-0.945338461276
ACH-000128,-1.53864312515
ACH-000132,-1.2982772441500001
ACH-000133,-1.20096494271
ACH-000137,-1.1192831187899999
ACH-000138,-1.0399945902299998
ACH-000142,-0.7953914748540001
ACH-000143,-1.1547400594600001
ACH-000146,-1.3618664978
ACH-000148,-0.766985997676
ACH-000150,-0.794972707347
ACH-000152,-0.834812809197
ACH-000153,-1.01092520681
ACH-000159,-1.1406088493100002
