,MBNL1 (4154)
ACH-000004,-0.225603544016
ACH-000007,-0.00334726319495
ACH-000009,-0.11898108596899999
ACH-000011,0.00632956524559
ACH-000012,-0.274442720746
ACH-000013,-0.0101526589566
ACH-000014,-0.8261948440510001
ACH-000015,0.0594983762565
ACH-000017,-0.258353789786
ACH-000018,-0.35351862068499995
ACH-000019,-0.373526363335
ACH-000021,-0.0982549643113
ACH-000022,-0.133205713641
ACH-000025,0.436557767418
ACH-000028,0.00351186086907
ACH-000030,-0.213741324146
ACH-000035,-0.340721928354
ACH-000036,0.056746460792699994
ACH-000037,-0.8737576364090001
ACH-000039,-0.175780770203
ACH-000040,-0.534773869138
ACH-000041,-0.199635202393
ACH-000042,-0.299622523297
ACH-000045,-0.45534675593900004
ACH-000047,0.0203410513773
ACH-000052,-0.30906153009599996
ACH-000053,-0.9024869122849999
ACH-000054,-0.211862304861
ACH-000055,-0.72450271964
ACH-000060,-0.302744055906
ACH-000067,-0.23332694925099998
ACH-000070,-0.725008473302
ACH-000075,-0.14562601162
ACH-000078,0.271501424519
ACH-000082,-0.732361142676
ACH-000085,-0.0827533848165
ACH-000086,0.00653634828309
ACH-000087,0.05564392747190001
ACH-000092,-0.521040730776
ACH-000095,0.23267034575399997
ACH-000097,-0.46464894817100005
ACH-000098,-0.552134465989
ACH-000099,-0.0289976552756
ACH-000108,-0.186226428014
ACH-000113,-1.02083734625
ACH-000115,-0.7806166480110001
ACH-000116,-0.18771283690499999
ACH-000118,-0.333445650254
ACH-000120,-0.068755319137
ACH-000123,-0.268468344526
ACH-000127,-0.328713281139
ACH-000128,-0.507663136672
ACH-000132,-0.206770818349
ACH-000133,-0.135924649495
ACH-000137,-0.205794198552
ACH-000138,-0.441040686323
ACH-000142,-0.0594393646411
ACH-000143,-0.0476178192947
ACH-000146,-0.176257596573
ACH-000148,-0.670725538317
ACH-000150,-0.126366017055
ACH-000152,-0.33956558772
ACH-000153,-0.359029141829
ACH-000159,-0.359682331343
ACH-000160,-0.370882801143
ACH-000163,-0.8737348174420001
ACH-000167,-0.579325023066
ACH-000168,-0.8525635136699999
ACH-000169,0.24026586946800002
ACH-000178,-0.400355900419
ACH-000182,-0.13870185543299998
ACH-000183,-0.8879406321369999
ACH-000188,-0.0869453036279
ACH-000189,-0.218475693618
ACH-000190,-0.133719679202
ACH-000198,-0.884639343926
ACH-000204,-0.314155888079
ACH-000206,-1.0083898863
ACH-000207,-0.344438861035
ACH-000211,-0.276270254419
ACH-000215,-0.41438488693899994
ACH-000221,-0.0461338820531
ACH-000222,-0.2925504047
ACH-000223,-0.24119851592799998
ACH-000226,-0.506045331247
ACH-000227,-0.235112214337
ACH-000228,-0.3281375707
ACH-000231,0.165301487368
ACH-000232,0.0467786083237
ACH-000233,-0.482777786682
ACH-000234,-0.196315592733
ACH-000235,-0.09762687344180002
ACH-000237,-0.359814209125
ACH-000238,-0.09855268337610001
ACH-000243,-0.35384170313
ACH-000244,-0.45562890505500003
ACH-000246,-0.022832966939
ACH-000248,-0.22906598631499997
ACH-000250,-0.028144646732
ACH-000251,0.0524614502117
ACH-000253,0.0044195643895
ACH-000255,-0.143873202477
ACH-000256,-0.0219690528976
ACH-000257,0.0701321638767
ACH-000258,-0.9767716292399999
ACH-000259,-0.124254084767
ACH-000260,-0.150786348495
ACH-000261,-0.10578170999700001
ACH-000262,0.160964215099
ACH-000263,-0.8053854660959999
ACH-000264,-0.242734392317
ACH-000265,0.056261774003999995
ACH-000266,-0.330828241961
ACH-000272,-0.168908813921
ACH-000273,-0.304605893096
ACH-000274,-0.0885920783878
ACH-000277,0.0656947571132
ACH-000278,-0.128183643992
ACH-000279,-0.489560941106
ACH-000280,0.09139708997519999
ACH-000281,-0.4297394976899999
ACH-000288,-0.224161322146
ACH-000291,-0.0399718029329
ACH-000293,0.103313894178
ACH-000294,-0.125116653788
ACH-000295,-0.275019538099
ACH-000296,-0.207053951787
ACH-000302,-0.255884251312
ACH-000304,-0.13082187226
ACH-000307,-0.38198443866899995
ACH-000308,-0.12065429969699999
ACH-000310,0.0838047813141
ACH-000311,-0.08632004251389999
ACH-000312,0.0514599756967
ACH-000315,-1.0246575794
ACH-000316,-0.411162732029
ACH-000317,-0.40682065127899997
ACH-000318,-0.222901153741
ACH-000319,-0.0874989828662
ACH-000320,-0.149611179821
ACH-000322,-0.427599002821
ACH-000323,-0.42613873548000003
ACH-000324,-0.0252947974716
ACH-000329,-0.12703529640900002
ACH-000330,-0.38507036187700006
ACH-000331,-0.328906143045
ACH-000332,-0.371358224787
ACH-000334,-0.854194846243
ACH-000335,-0.162647455774
ACH-000336,-0.55703858983
ACH-000337,-0.403158566436
ACH-000339,0.0913979381813
ACH-000341,-0.155569166901
ACH-000348,-0.243323258729
ACH-000350,-0.236787333899
ACH-000352,-0.418256011519
ACH-000356,0.142730385791
ACH-000361,0.146119385384
ACH-000362,-1.10520064821
ACH-000363,-0.654673202838
ACH-000364,0.036195876964099996
ACH-000365,-1.20474716876
ACH-000366,-0.12579010338899999
ACH-000368,-0.455945703892
ACH-000374,-0.5644093632280001
ACH-000375,-0.508290790483
ACH-000376,-0.26935848980300003
ACH-000381,-0.150081484555
ACH-000383,-0.362375470333
ACH-000387,0.24737323289700003
ACH-000389,-0.09759626764149999
ACH-000390,-0.0439006793449
ACH-000393,-0.10566410418500001
ACH-000395,0.30603139852600003
ACH-000397,-0.381086033274
ACH-000401,0.368806152146
ACH-000402,-0.885211586498
ACH-000403,-0.179026769257
ACH-000404,0.013167053114700001
ACH-000406,-0.6361062372699999
ACH-000407,-0.250317944554
ACH-000408,0.126532570722
ACH-000410,-0.252416842951
ACH-000411,-0.156646272086
ACH-000414,0.00634787532986
ACH-000415,-0.303853618765
ACH-000416,-0.388024011933
ACH-000420,0.07640801073549999
ACH-000421,-0.377342746996
ACH-000424,-0.48202915084700004
ACH-000425,-0.126589618918
ACH-000426,-1.47726075402
ACH-000427,0.0850165799727
ACH-000433,0.273138707931
ACH-000436,-0.9046336200239999
ACH-000444,-0.324478141016
ACH-000445,-0.43164804608400004
ACH-000448,-0.00794018050067
ACH-000450,-0.250603809671
ACH-000452,-0.64597237704
ACH-000454,-0.275212114342
ACH-000458,-0.17925446633699998
ACH-000459,-0.400082110198
ACH-000460,-0.6774465209489999
ACH-000461,-0.15092520086300001
ACH-000463,0.0537193595336
ACH-000464,-0.176378896552
ACH-000466,-0.420660346555
ACH-000467,-0.11151293571799999
ACH-000468,-0.129888816154
ACH-000469,-0.47451416609200003
ACH-000470,-0.159896585621
ACH-000471,-0.631436421592
ACH-000472,-0.348552630177
ACH-000473,-0.485784822209
ACH-000475,-0.286652391944
ACH-000476,0.22100669298300002
ACH-000477,-1.23329185242
ACH-000480,-0.34415048569300005
ACH-000481,-0.248268864522
ACH-000483,0.18609090142700002
ACH-000484,0.037939205166599994
ACH-000485,-0.34883679517399996
ACH-000486,-0.08067826115280001
ACH-000487,-0.0375293535979
ACH-000488,0.020784950515099997
ACH-000490,-0.228846617689
ACH-000491,-0.844975336677
ACH-000495,-0.403405162534
ACH-000496,-0.483723878731
ACH-000499,0.162154567704
ACH-000500,-0.5362993542660001
ACH-000502,-0.014808461442499999
ACH-000503,-0.16883414022399998
ACH-000505,0.16423616841299998
ACH-000507,-0.105753806765
ACH-000510,0.00390298269915
ACH-000511,-0.264780482862
ACH-000512,-1.1894891775299998
ACH-000516,-0.299841252882
ACH-000517,-0.04260503746830001
ACH-000518,0.218212057301
ACH-000520,-0.147364838299
ACH-000521,-0.103827633046
ACH-000522,-0.07767047227410001
ACH-000524,-0.208430217232
ACH-000527,-0.178628003431
