,EDF1 (8721)
ACH-000004,0.0587700213823
ACH-000007,0.219123902818
ACH-000009,-0.008122612529449999
ACH-000011,0.36207508166999997
ACH-000012,-0.105033350606
ACH-000013,-0.0210123181629
ACH-000014,0.143618356375
ACH-000015,0.0033600514922800004
ACH-000017,-0.114990491361
ACH-000018,0.0608604184349
ACH-000019,0.0440963288698
ACH-000021,-0.00926475729128
ACH-000022,0.17102434690999999
ACH-000025,0.338924739735
ACH-000028,0.216653496507
ACH-000030,0.07104845087169999
ACH-000035,-0.423581259935
ACH-000036,0.12714689602
ACH-000037,0.125213137345
ACH-000039,-0.138490978764
ACH-000040,0.219398579897
ACH-000041,0.023706794618
ACH-000042,-0.475286515117
ACH-000045,0.260333178005
ACH-000047,0.0175093965193
ACH-000052,0.0744767515139
ACH-000053,0.0580874941996
ACH-000054,0.258195943439
ACH-000055,-0.265386959884
ACH-000060,0.136983283969
ACH-000067,-0.0159166093064
ACH-000070,-0.0750831955115
ACH-000075,-0.017834503482
ACH-000078,-0.0058094190453
ACH-000082,0.21716881421300002
ACH-000085,-0.0333947188895
ACH-000086,0.04899814769730001
ACH-000087,0.29812159464899995
ACH-000092,0.250482591869
ACH-000095,0.147770311263
ACH-000097,0.012040894469899999
ACH-000098,0.483290774265
ACH-000099,-0.06566664295369999
ACH-000108,0.0915646919521
ACH-000113,0.145996361938
ACH-000115,-0.107694949309
ACH-000116,0.0429113754634
ACH-000118,-0.17994829468499998
ACH-000120,-0.315223013358
ACH-000123,0.000987898093713
ACH-000127,0.0347146847554
ACH-000128,0.17419039360999997
ACH-000132,0.20274750936500002
ACH-000133,0.365570114101
ACH-000137,0.170557079208
ACH-000138,-0.404537787855
ACH-000142,-0.157969716121
ACH-000143,0.21323824324299998
ACH-000146,0.128133439488
ACH-000148,0.141843372869
ACH-000150,0.0992902267478
ACH-000152,0.301204075365
ACH-000153,-0.110305927365
ACH-000159,0.16730530733899998
ACH-000160,0.48988955446500004
ACH-000163,0.34795193903300004
ACH-000167,0.9631372908920001
ACH-000168,0.0268343944687
ACH-000169,0.019816253412200002
ACH-000178,0.208322548019
ACH-000182,0.017528276516200002
ACH-000183,-0.08160334840580001
ACH-000188,-0.028274662581
ACH-000189,0.237302200957
ACH-000190,0.45154671683
ACH-000198,-0.09606326006100001
ACH-000204,-0.0693613354295
ACH-000206,0.0134126361387
ACH-000207,-0.551299045509
ACH-000211,0.132248918557
ACH-000215,0.186947299548
ACH-000221,0.16070962004699998
ACH-000222,-0.0517359121091
ACH-000223,0.146426305166
ACH-000226,-0.0795587553476
ACH-000227,0.33959937317199995
ACH-000228,0.017204913032
ACH-000231,-0.0593912630496
ACH-000232,0.38478985440499996
ACH-000233,0.03720821147080001
ACH-000234,0.17823301462000002
ACH-000235,-0.173792109265
ACH-000237,0.07340423852439999
ACH-000238,-0.389337824742
ACH-000243,0.15597590954
ACH-000244,0.15169167464400002
ACH-000246,0.046481244403099996
ACH-000248,0.032369709853300004
ACH-000250,0.10370398414200001
ACH-000251,0.17297731803199998
ACH-000253,0.167120477707
ACH-000255,0.233788871333
ACH-000256,-0.00563361756358
ACH-000257,-0.331523637174
ACH-000258,0.08760776185149999
ACH-000259,-0.153378374012
ACH-000260,0.0221039173813
ACH-000261,-0.21338805247099998
ACH-000262,0.234507519969
ACH-000263,0.0944122569255
ACH-000264,-0.0815243049947
ACH-000265,0.046051039123
ACH-000266,-0.176033603324
ACH-000272,0.117639696866
ACH-000273,0.059788354905
