,TRMU (55687)
ACH-000004,-0.18043363542
ACH-000007,-0.427266208802
ACH-000009,-0.27090306398
ACH-000011,-0.057623746992800005
ACH-000012,-0.289671613141
ACH-000013,-0.497339357117
ACH-000014,-0.24986705643100002
ACH-000015,-0.19912608280000002
ACH-000017,-0.439263382438
ACH-000018,-0.11976824300899999
ACH-000019,-0.35139437251100003
ACH-000021,-0.224567352622
ACH-000022,-0.23495633865200002
ACH-000025,-0.402229522398
ACH-000028,-0.147210193194
ACH-000030,-0.47725627181599994
ACH-000035,-0.09030655237
ACH-000036,-0.29296688793299996
ACH-000037,-0.18062208949
ACH-000039,-0.19202712622600002
ACH-000040,-0.18858255290399997
ACH-000041,-0.442127241655
ACH-000042,-0.282686812476
ACH-000045,-0.336840001712
ACH-000047,-0.428420178592
ACH-000052,-0.279464957157
ACH-000053,-0.228617175024
ACH-000054,-0.335987128886
ACH-000055,-0.13438677578400002
ACH-000060,-0.461471737926
ACH-000067,-0.182219637414
ACH-000070,-0.38668179603200004
ACH-000075,-0.14132308876
ACH-000078,-0.41783690952799996
ACH-000082,-0.26080985799600004
ACH-000085,-0.334468039834
ACH-000086,-0.13668989394099998
ACH-000087,-0.446622469686
ACH-000092,-0.19619998343800002
ACH-000095,-0.275149453195
ACH-000097,-0.276869872796
ACH-000098,-0.313190080484
ACH-000099,-0.293014146283
ACH-000108,-0.295844977482
ACH-000113,-0.547011874439
ACH-000115,-0.326828319516
ACH-000116,-0.233342057993
ACH-000118,-0.777359085471
ACH-000120,-0.427742009493
ACH-000123,-0.161801211433
ACH-000127,-0.22208288882899999
ACH-000128,-0.26147512268
ACH-000132,-0.40914355611599995
ACH-000133,-0.175827141842
ACH-000137,-0.44383159944
ACH-000138,-0.180139624221
ACH-000142,-0.41928945486999997
ACH-000143,-0.34913846334200005
ACH-000146,-0.169552185801
ACH-000148,-0.20976894065499999
ACH-000150,-0.18961996480700002
ACH-000152,-0.328565194371
ACH-000153,-0.137591990852
ACH-000159,-0.20229138695
ACH-000160,-0.214395631541
ACH-000163,-0.384579645199
ACH-000167,-0.481996936198
ACH-000168,-0.260644323408
ACH-000169,-0.290578966771
ACH-000178,-0.265433262663
ACH-000182,-0.276351533998
ACH-000183,-0.330617003412
ACH-000188,-0.111224562641
ACH-000189,-0.104627384292
ACH-000190,-0.368655626229
ACH-000198,-0.12444460738600001
ACH-000204,-0.130034659302
ACH-000206,0.023712621861400003
ACH-000207,-0.363847021255
ACH-000211,-0.268835925339
ACH-000215,-0.20614656650600002
ACH-000221,-0.399450374983
ACH-000222,-0.407937979063
ACH-000223,-0.200260685951
ACH-000226,-0.0550093957661
ACH-000227,-0.338483997505
ACH-000228,-0.343223330326
ACH-000231,-0.196575493915
ACH-000232,-0.395578673697
ACH-000233,-0.34760418873599996
ACH-000234,-0.40277081226800004
ACH-000235,-0.274337419124
