,HIST1H2BF (8343)
ACH-000004,-0.23371129753699998
ACH-000007,-0.267242660973
ACH-000009,-0.19285349011599998
ACH-000011,-0.43641830840499996
ACH-000012,-0.240085083159
ACH-000013,-0.179260312694
ACH-000014,-0.143324843446
ACH-000015,-0.025657726326200003
ACH-000017,-0.337085605686
ACH-000018,0.139121388581
ACH-000019,-0.136345164722
ACH-000021,-0.0681456026505
ACH-000022,-0.0548993773783
ACH-000025,-0.281635597252
ACH-000028,-0.158250856627
ACH-000030,-0.030316929102699997
ACH-000035,-0.391323551476
ACH-000036,-0.319826705425
ACH-000037,0.121766331976
ACH-000039,-0.134014685715
ACH-000040,-0.279319283474
ACH-000041,-0.278004663621
ACH-000042,-0.250219278318
ACH-000045,-0.225603774077
ACH-000047,-0.228438776703
ACH-000052,-0.0959625228316
ACH-000053,-0.112291724587
ACH-000054,-0.0209572296247
ACH-000055,-0.00951072948512
ACH-000060,-0.20952525042
ACH-000067,-0.135440518018
ACH-000070,-0.46843957937299996
ACH-000075,-0.147919370698
ACH-000078,-0.22532164746599997
ACH-000082,-0.375550431791
ACH-000085,-0.13008165424
ACH-000086,-0.167935777845
ACH-000087,-0.34930182404700005
ACH-000092,-0.139775543343
ACH-000095,-0.27681089634399997
ACH-000097,-0.202412687168
ACH-000098,-0.172135197513
ACH-000099,-0.05911332212209999
ACH-000108,-0.118505525533
ACH-000113,-0.14385350886099998
ACH-000115,-0.246502669216
ACH-000116,-0.0222983696776
ACH-000118,-0.258174882325
ACH-000120,-0.10726321948999999
ACH-000123,-0.0327907331323
ACH-000127,-0.13172538735
ACH-000128,-0.10752391970000001
ACH-000132,-0.152336022206
ACH-000133,-0.156469514527
ACH-000137,0.0156229697808
ACH-000138,-0.05819958265169999
ACH-000142,-0.325006666702
ACH-000143,-0.211117327321
ACH-000146,-0.247838853926
ACH-000148,-0.080890157407
ACH-000150,-0.08422849874199999
ACH-000152,0.067572277918
ACH-000153,-0.330268175714
ACH-000159,-0.27625388065699996
ACH-000160,0.232959047028
ACH-000163,-0.272069374071
ACH-000167,0.258738602985
ACH-000168,-0.546019275435
ACH-000169,-0.331843293604
ACH-000178,-0.183356612566
ACH-000182,-0.209746826872
ACH-000183,-0.10897047085799999
ACH-000188,-0.22835104760400002
ACH-000189,0.12715364931700002
ACH-000190,0.14635634325
ACH-000198,-0.316450511449
ACH-000204,0.19873307993500003
ACH-000206,-0.684720378418
ACH-000207,-0.234282481646
ACH-000211,-0.154733860354
ACH-000215,-0.34121833698299997
ACH-000221,-0.120653259693
ACH-000222,-0.141069607533
ACH-000223,-0.289145694889
ACH-000226,-0.228829978024
ACH-000227,-0.156384937962
ACH-000228,-0.182426291824
ACH-000231,-0.27621581722
ACH-000232,-0.08948155034189999
ACH-000233,-0.366917004297
ACH-000234,-0.31238484569
ACH-000235,-0.32935007603300004
ACH-000237,-0.23834915884799998
ACH-000238,-0.174770156202
ACH-000243,-0.131634991798
ACH-000244,-0.23650103475499998
ACH-000246,-0.0949096193896
ACH-000248,-0.23937603291600001
ACH-000250,-0.161110024387
ACH-000251,-0.321734206274
ACH-000253,-0.131099603046
ACH-000255,-0.21199563999
ACH-000256,-0.142955074132
ACH-000257,0.059557715790800006
ACH-000258,0.0051610112804300005
ACH-000259,-0.31318909874
ACH-000260,-0.236902428883
ACH-000261,-0.138233271311
ACH-000262,0.0928155428207
ACH-000263,-0.456010753181
ACH-000264,-0.235083701211
ACH-000265,-0.288874212085
ACH-000266,-0.152801323062
ACH-000272,-0.102975690127
ACH-000273,-0.231016360259
ACH-000274,-0.043896639031100006
ACH-000277,-0.00817163828778
ACH-000278,-0.268305749325
ACH-000279,-0.210215822979
ACH-000280,-0.219893081372
ACH-000281,-0.223536665405
ACH-000288,-0.0782789905754
ACH-000291,-0.24697130367400003
ACH-000293,-0.245502547426
ACH-000294,-0.199912787088
ACH-000295,-0.245956009562
ACH-000296,-0.290542540091
ACH-000302,-0.0380269298309
ACH-000304,-0.173034046448
ACH-000307,-0.25525060324
ACH-000308,-0.0966723317499
ACH-000310,-0.00771751340386
ACH-000311,-0.354122114478
ACH-000312,-0.158474110572
ACH-000315,-0.437536092697
ACH-000316,-0.407675198987
ACH-000317,-0.47850730427199994
ACH-000318,-0.0266044139398
ACH-000319,-0.059413185805000004
ACH-000320,-0.424051638746
ACH-000322,-0.225414746244
ACH-000323,-0.0025558987972800003
ACH-000324,-0.283839184504
ACH-000329,-0.383610014432
ACH-000330,-0.0944889891202
ACH-000331,-0.20029970492
ACH-000332,-0.274899571803
ACH-000334,-0.386294406559
ACH-000335,-0.101141993842
ACH-000336,-0.16267844247500002
ACH-000337,-0.102463188621
ACH-000339,0.00160368440797
ACH-000341,-0.345254317644
ACH-000348,-0.150565852208
ACH-000350,-0.149294226676
ACH-000352,0.020478059738
ACH-000356,-0.280006635898
ACH-000361,-0.34458706453000004
ACH-000362,-0.30945563891399996
ACH-000363,-0.152535442509
ACH-000364,-0.184623219234
ACH-000365,-0.241770513089
ACH-000366,-0.132335914566
ACH-000368,-0.20515898064100002
ACH-000374,-0.104456197589
ACH-000375,-0.0464898385616
ACH-000376,-0.08408278010669999
ACH-000381,0.102539773509
ACH-000383,-0.335313182908
ACH-000387,-0.265861148179
ACH-000389,-0.328337507484
ACH-000390,-0.205326555291
ACH-000393,-0.329709004811
ACH-000395,0.033182083136999996
ACH-000397,-0.14866748417
ACH-000401,-0.14256288096699998
ACH-000402,-0.0841216623625
ACH-000403,-0.331715143761
ACH-000404,-0.18053882527600001
ACH-000406,-0.307291105402
ACH-000407,-0.0226616610567
ACH-000408,0.138701549541
ACH-000410,-0.0014947767043299999
ACH-000411,-0.449049914419
ACH-000414,-0.43305985545599995
ACH-000415,-0.225689197678
ACH-000416,-0.16281482235
ACH-000420,-0.231549752701
ACH-000421,-0.013270882361
ACH-000424,-0.118346602666
ACH-000425,-0.0487420832376
ACH-000426,-0.13314221447799998
ACH-000427,-0.24576013391399998
ACH-000433,-0.0575553780931
ACH-000436,-0.36404125153800004
ACH-000444,-0.24098205074499998
ACH-000445,-0.09443732586249999
ACH-000448,-0.08900297944360001
ACH-000450,0.139004991373
ACH-000452,-0.25253222814599996
ACH-000454,-0.199245441063
ACH-000458,-0.162584354714
ACH-000459,-0.240259104216
ACH-000460,-0.0883500285534
ACH-000461,-0.029857069657200003
ACH-000463,0.053563234383899996
ACH-000464,-0.21594973005600002
ACH-000466,-0.280538516102
ACH-000467,-0.09057826687510001
ACH-000468,0.0215559078522
ACH-000469,-0.243520978297
ACH-000470,-0.0999128493113
ACH-000471,-0.10213501688200001
ACH-000472,-0.045951023022800006
ACH-000473,-0.047825292018999994
ACH-000475,-0.277545269255
ACH-000476,0.0347102898258
ACH-000477,-0.0214316361876
ACH-000480,-0.135701811737
ACH-000481,-0.363770868908
ACH-000483,0.190725439628
ACH-000484,-0.0505045715767
ACH-000485,-0.32099071263
ACH-000486,-0.18508985294
ACH-000487,-0.46008011344800004
ACH-000488,-0.10555037110099999
ACH-000490,-0.36220066529899997
ACH-000491,-0.41654527830399996
ACH-000495,-0.154391072987
ACH-000496,-0.338847756896
ACH-000499,-0.212151244236
ACH-000500,-0.635424049501
ACH-000502,-0.411558175608
ACH-000503,-0.37972666867399996
ACH-000505,-0.036742029498800004
ACH-000507,-0.0758723036407
ACH-000510,-0.125966869197
ACH-000511,0.0160692051408
ACH-000512,-0.35178474506499996
ACH-000516,-0.191872100269
ACH-000517,-0.282850012171
ACH-000518,-0.31360997870499996
ACH-000520,-0.14645793227
ACH-000521,-0.008897396319530002
ACH-000522,-0.182894868964
ACH-000524,-0.41905740452699997
ACH-000527,-0.00131275599896
ACH-000528,-0.099897780144
ACH-000537,-0.171546484464
ACH-000541,-0.250658526669
ACH-000542,-0.0521726860713
ACH-000544,-0.162909533155
ACH-000545,-0.151439915805
ACH-000547,0.0108099455225
ACH-000548,-0.189297495436
ACH-000549,-0.118923371311
ACH-000550,-0.173374574794
ACH-000552,0.05072563320830001
ACH-000556,-0.17706456552299998
ACH-000557,-0.208376332881
ACH-000570,-0.23597015377099997
ACH-000571,-0.374774128497
ACH-000573,0.0281386007923
ACH-000576,-0.194295415831
ACH-000580,-0.0184746854418
ACH-000584,-0.22727594995
ACH-000585,-0.38883513332099995
ACH-000588,0.0423561397107
ACH-000589,-0.159517422522
ACH-000591,-0.12358604564999999
ACH-000593,0.029109907025200003
ACH-000600,-0.216725152979
ACH-000601,-0.310370808086
ACH-000604,-0.237746023519
ACH-000605,-0.233614081747
ACH-000606,-0.14946032614600002
ACH-000608,-0.267547103367
ACH-000614,0.135650203977
ACH-000616,-0.09530308268930002
ACH-000618,-0.259186631035
ACH-000619,-0.286601307791
ACH-000620,-0.14994418441500001
ACH-000621,-0.288208387354
ACH-000622,-0.123132116446
ACH-000623,-0.167781350441
ACH-000624,-0.116097015564
ACH-000627,-0.11560532807900001
ACH-000630,-0.227473887029
ACH-000632,-0.28572196033799996
ACH-000633,-0.0209460148425
ACH-000637,-0.31760434539099996
ACH-000638,-0.29405402947500003
ACH-000646,-0.21564503066100002
ACH-000647,-0.179000275739
ACH-000648,-0.225558411268
ACH-000649,-0.18384418579999998
ACH-000651,-0.166632193907
ACH-000652,-0.291008436161
ACH-000653,-0.227039378704
ACH-000657,-0.204978652668
ACH-000658,-0.184371939918
ACH-000661,0.026731796217400003
ACH-000662,0.0407950951774
ACH-000663,-0.129476790273
ACH-000665,-0.209580838535
ACH-000671,-0.138566295606
ACH-000673,-0.304120222709
ACH-000676,-0.22877755269000002
ACH-000677,-0.18054347341
ACH-000681,-0.33697279844300004
ACH-000682,-0.260525843466
ACH-000683,-0.271977140497
ACH-000684,-0.255038263762
ACH-000688,-0.07813515610760001
ACH-000693,-0.27639780924400004
ACH-000694,-0.0654629991961
ACH-000695,-0.425154986339
ACH-000696,-0.258261392967
ACH-000697,-0.164442438405
ACH-000699,-0.326361841806
ACH-000701,-0.111964141335
ACH-000706,-0.254572630517
ACH-000711,-0.166367274087
ACH-000713,-0.329097142963
ACH-000714,-0.235680673334
ACH-000718,-0.297278016576
ACH-000720,-0.24879395052499997
ACH-000721,-0.35029291253600003
ACH-000724,-0.240084721411
ACH-000725,-0.150848165138
ACH-000732,-0.0837397960693
ACH-000734,-0.294665851957
ACH-000735,-0.08655675874
ACH-000736,-0.227579084819
ACH-000738,-0.12653434587
ACH-000746,-0.132276826559
ACH-000747,-0.0991623352705
ACH-000748,-0.124790212661
ACH-000753,-0.20799947404199998
ACH-000756,-0.12979584029000002
ACH-000757,-0.166504598857
ACH-000758,-0.112966284363
ACH-000760,-0.11380236173000001
ACH-000763,-0.6476548089399999
ACH-000764,-0.18669029212699997
ACH-000765,-0.451524945088
ACH-000766,-0.203211659538
