,NUPL1 (9818)
ACH-000004,-0.41923770332500004
ACH-000007,-0.304149070884
ACH-000009,-0.56301177255
ACH-000011,-0.332094102959
ACH-000012,-0.36777473124399995
ACH-000013,-0.4973876777699999
ACH-000014,-0.248499994611
ACH-000015,-0.786874206655
ACH-000017,-0.463092494658
ACH-000018,-0.35853922325099996
ACH-000019,-0.40348504576399996
ACH-000021,-0.51030281625
ACH-000022,-0.106963083065
ACH-000025,-0.38577139303900004
ACH-000028,-0.35105744345600004
ACH-000030,-0.228001933687
ACH-000035,-0.6528841377269999
ACH-000036,-0.179554361375
ACH-000037,-0.584013323082
ACH-000039,-0.23931134562399997
ACH-000040,-0.693007383607
ACH-000041,-0.296489445682
ACH-000042,-0.596672302721
ACH-000045,-0.203930121366
ACH-000047,-0.320964562375
ACH-000052,-0.48906828246699996
ACH-000053,-0.324424087418
ACH-000054,-0.280841753461
ACH-000055,-0.140062834114
ACH-000060,-0.556764790704
ACH-000067,-0.643417939563
ACH-000070,-0.599514850043
ACH-000075,-0.5150316306399999
ACH-000078,-0.20204143053399998
ACH-000082,-0.38126635812200005
ACH-000085,-0.597408234908
ACH-000086,-0.400972816932
ACH-000087,-0.640339118175
ACH-000092,-0.199702212263
ACH-000095,-0.389686220495
ACH-000097,-0.281226229374
ACH-000098,-0.42209946608000004
ACH-000099,-0.301928613738
ACH-000108,-0.54916517971
ACH-000113,-0.510561194468
ACH-000115,-0.353329769298
ACH-000116,-0.607228324688
ACH-000118,-0.644289518408
ACH-000120,-0.43803887196900004
ACH-000123,-0.382057536338
ACH-000127,-0.403627584136
ACH-000128,-0.581223767117
ACH-000132,-0.502620950269
ACH-000133,-0.474138018557
ACH-000137,-0.777461128094
ACH-000138,-0.524492792316
ACH-000142,-0.525551005339
ACH-000143,-0.696674458681
ACH-000146,-0.34356606891099994
ACH-000148,-0.415415778236
ACH-000150,-0.434664820361
ACH-000152,-0.889624009016
ACH-000153,-0.362988281582
ACH-000159,-0.323902403916
ACH-000160,-0.342282374954
ACH-000163,-0.961169597797
ACH-000167,-0.47308319080600003
ACH-000168,-0.521416409961
ACH-000169,-0.635954991695
ACH-000178,-0.46244363840400005
ACH-000182,-0.780544720833
ACH-000183,-0.3845108038699999
ACH-000188,-0.46798550158999996
ACH-000189,-0.286164622578
ACH-000190,-0.698190631136
ACH-000198,-0.428839892992
ACH-000204,-0.924343944359
ACH-000206,-0.524897346833
ACH-000207,-0.335696996788
ACH-000211,-0.9327901236409999
ACH-000215,-0.128823429815
ACH-000221,-0.534713317402
ACH-000222,-0.23332203524599998
ACH-000223,-0.616849538358
ACH-000226,-0.381264509321
ACH-000227,-0.123983446607
ACH-000228,-0.706331440743
ACH-000231,-0.28082875500599996
ACH-000232,-0.389126948348
ACH-000233,-0.0897808318879
ACH-000234,-0.394185979859
ACH-000235,-0.333195950971
ACH-000237,-0.5956347279990001
ACH-000238,-0.396346174742
ACH-000243,-0.485907783494
ACH-000244,-0.671356856947
ACH-000246,-0.143320311128
ACH-000248,-0.619038661038
ACH-000250,-0.23916124250100002
ACH-000251,-0.689920957137
ACH-000253,-0.057424251763000006
ACH-000255,-0.36231494289000005
ACH-000256,-0.410046055303
ACH-000257,-0.543729391391
ACH-000258,-0.35054080560999995
ACH-000259,-0.466876499108
ACH-000260,-0.36513757585
ACH-000261,-0.43318579308899996
ACH-000262,-0.639389564013
ACH-000263,-0.42856812493
ACH-000264,-0.37387603702
ACH-000265,-0.739685503436
ACH-000266,-0.828943831845
ACH-000272,-0.548726935523
ACH-000273,-0.386545970559
ACH-000274,-0.025205537500299996
ACH-000277,-0.5494127136029999
ACH-000278,-0.8478055919249999
ACH-000279,-0.547989409294
ACH-000280,-0.482300942417
ACH-000281,-0.53690352259
ACH-000288,-0.378499000905
ACH-000291,-0.274771179784
ACH-000293,-0.7702344431199999
ACH-000294,-0.0730726319241
ACH-000295,-0.293095021322
ACH-000296,-0.46922194330399997
ACH-000302,-0.448724791505
ACH-000304,-0.11210964944299999
ACH-000307,-0.451824497752
ACH-000308,-0.49746952082900003
ACH-000310,-0.497390109147
ACH-000311,-0.581354959616
ACH-000312,-0.48098382988999994
ACH-000315,-0.513528298432
ACH-000316,-0.33664835034100005
ACH-000317,-0.07047662838610001
ACH-000318,-0.49282579041100005
ACH-000319,-0.40089111354699997
ACH-000320,-0.37980809543899996
ACH-000322,-0.484483869507
ACH-000323,-0.84765236391
ACH-000324,-0.284502164861
ACH-000329,-0.35055607094
ACH-000330,-0.36648997692900004
ACH-000331,-0.545990546198
ACH-000332,-0.44277921381000007
ACH-000334,-0.8406244304
ACH-000335,-0.0635673664325
ACH-000336,-0.31201606578
ACH-000337,-0.216921433014
ACH-000339,-0.31340714811500003
ACH-000341,-0.19912171796300002
ACH-000348,-0.49831666473700004
ACH-000350,-0.363277736414
ACH-000352,-0.719881341367
ACH-000356,-0.249586661884
ACH-000361,-0.368305156726
ACH-000362,-0.25535767288600003
ACH-000363,-0.642415914825
ACH-000364,-0.615567864795
ACH-000365,-0.23373447501800002
ACH-000366,-0.152410538328
ACH-000368,-0.5100656654110001
ACH-000374,-0.613295505274
ACH-000375,-0.395629549087
ACH-000376,-0.230159773444
ACH-000381,-0.23215139663000003
ACH-000383,-0.130198666439
ACH-000387,-0.572266174647
ACH-000389,-0.8395841657199999
ACH-000390,-0.210314304771
ACH-000393,-0.557149720752
ACH-000395,-0.615747997667
ACH-000397,-0.654465191026
ACH-000401,-0.343866817192
ACH-000402,-0.295968166711
ACH-000403,-0.417341691325
ACH-000404,-0.508690821728
ACH-000406,-0.531280031031
ACH-000407,-0.32348817216
ACH-000408,-0.517654108278
ACH-000410,-0.408203712402
ACH-000411,-0.300665224188
ACH-000414,-0.527750296122
ACH-000415,-0.557164934193
ACH-000416,-0.48820787584299996
ACH-000420,-0.643953153009
ACH-000421,-0.64098875681
ACH-000424,-0.361355039934
ACH-000425,-0.451184139921
ACH-000426,-0.780478691582
ACH-000427,-0.273809452355
ACH-000433,-0.756367417462
ACH-000436,-0.28356537789
ACH-000444,-0.501818546129
ACH-000445,-0.93223807282
ACH-000448,-0.218776843151
ACH-000450,-0.267900200666
ACH-000452,-0.549849967334
ACH-000454,-0.650519485908
ACH-000458,-0.499303707562
ACH-000459,-0.682665557581
ACH-000460,-0.500197851198
ACH-000461,-0.489386791906
ACH-000463,-0.445166543172
ACH-000464,-0.361478815498
ACH-000466,-0.7368067896349999
ACH-000467,-0.373971247953
ACH-000468,-0.310625918143
ACH-000469,-0.404615639819
ACH-000470,-0.0124513416154
