,NUPL1 (9818)
ACH-000471,-0.523374359099
ACH-000472,-0.36119414643700004
ACH-000473,-0.390969920374
ACH-000475,-0.5660038419
ACH-000476,-0.565219406924
ACH-000477,-0.442448589971
ACH-000480,-0.594457451951
ACH-000481,-0.212801227084
ACH-000483,-0.5354762987439999
ACH-000484,-0.9950438034450001
ACH-000485,-0.381161960221
ACH-000486,-0.34900399150399997
ACH-000487,-0.561036745765
ACH-000488,-0.555629620627
ACH-000490,-0.559603889417
ACH-000491,0.0019931451945299997
ACH-000495,-0.0438981948013
ACH-000496,-0.835204664761
ACH-000499,-0.49709897884599996
ACH-000500,-0.377244590115
ACH-000502,-0.82055493747
ACH-000503,-0.599495456158
ACH-000505,-0.462405358187
ACH-000507,-0.549305670776
ACH-000510,-0.606423320354
ACH-000511,-0.742894954392
ACH-000512,-0.636565081796
ACH-000516,-0.791055785961
ACH-000517,-0.5768487203580001
ACH-000518,-0.34604043491400005
ACH-000520,-0.20322427475699997
ACH-000521,-0.595925837742
ACH-000522,-0.560206337112
ACH-000524,-0.36489809708400006
ACH-000527,-0.5527072632150001
ACH-000528,-0.338920574309
ACH-000537,-0.5938626824859999
ACH-000541,-1.17405317309
ACH-000542,-0.17443881891600002
ACH-000544,-0.459685442373
ACH-000545,-0.301666959443
ACH-000547,-0.49910691283200004
ACH-000548,-0.472033869441
ACH-000549,-0.679108864226
ACH-000550,-0.617497883357
ACH-000552,-0.284322569367
ACH-000556,-0.43624098508599995
ACH-000557,-0.252736818331
ACH-000570,-0.576109531593
ACH-000571,-0.459434720314
ACH-000573,-0.6442676125360001
ACH-000576,-0.355383445537
ACH-000580,-0.373141575193
ACH-000584,-0.335184738376
ACH-000585,-0.843062554809
ACH-000588,-0.288086453388
ACH-000589,-0.375421350066
ACH-000591,-0.364327742161
ACH-000593,-0.5149555900020001
ACH-000600,-0.351232221796
ACH-000601,-0.712682690617
ACH-000604,-0.41251107769900003
ACH-000605,-0.38145105869900003
ACH-000606,-0.44785333667300004
ACH-000608,-0.18843474861499998
ACH-000614,-0.036052969425400004
ACH-000616,-0.609382493484
ACH-000618,-0.68712648227
ACH-000619,-0.0662512318127
ACH-000620,-0.585987008051
ACH-000621,-0.673999618057
ACH-000622,-0.165723680415
ACH-000623,-0.6213399812179999
ACH-000624,-0.689302864263
ACH-000627,-0.7176520800689999
ACH-000630,-0.335047505419
ACH-000632,-0.363054440695
ACH-000633,-1.1533293563200002
ACH-000637,-0.503853854022
ACH-000638,-0.424016291742
ACH-000646,-0.603584783191
ACH-000647,-0.5025722332329999
ACH-000648,-0.10061374330299999
ACH-000649,-0.262366631589
ACH-000651,-0.36847134491800004
ACH-000652,-0.359810678604
ACH-000653,-0.254980561562
ACH-000657,-0.397031365543
ACH-000658,-0.576879384929
ACH-000661,-0.198473009661
ACH-000662,-0.811686793125
ACH-000663,-0.342072474298
ACH-000665,-0.611518708238
ACH-000671,-0.7240339426569999
ACH-000673,-0.379104081691
ACH-000676,-0.255708528134
ACH-000677,-0.231664394236
ACH-000681,-0.418680854534
ACH-000682,-0.347337683841
ACH-000683,-0.14474989289999998
ACH-000684,-0.247023068905
ACH-000688,-0.398748989843
ACH-000693,-0.554817625688
ACH-000694,-0.407261144629
ACH-000695,-0.541897721157
ACH-000696,-0.617851223904
ACH-000697,-0.500055959491
ACH-000699,-0.654600646694
ACH-000701,-0.04450971068659999
ACH-000706,-0.643800763326
ACH-000711,-0.455809041897
ACH-000713,-0.46620773705300006
ACH-000714,-0.727108664215
ACH-000718,-0.50481512573
ACH-000720,-0.19322936976500002
ACH-000721,-0.329578859034
ACH-000724,-0.485377590814
ACH-000725,-0.6133027171600001
ACH-000732,-0.447346179177
ACH-000734,-0.655434555183
ACH-000735,-0.574232707421
ACH-000736,-0.43448369458700004
ACH-000738,-0.633450383011
ACH-000746,-0.289935821611
ACH-000747,-0.375631451933
ACH-000748,-0.25092187043200004
ACH-000753,-0.416088546523
ACH-000756,-0.278308635207
ACH-000757,-0.587688503412
ACH-000758,-0.523362156999
ACH-000760,-0.7643615371
ACH-000763,-0.534773161526
ACH-000764,-0.150192609473
ACH-000765,-0.329737714749
ACH-000766,-0.40497585980899997
ACH-000767,-0.257203834579
ACH-000768,-0.475563440411
ACH-000769,-0.28361127671999997
ACH-000770,-0.163097881006
ACH-000771,-0.26715335187899997
ACH-000773,-0.0273033215204
ACH-000776,-0.5048208787089999
ACH-000777,-0.3775604561
ACH-000778,-0.350505761977
ACH-000781,-0.395638795327
ACH-000782,-0.617804996558
ACH-000783,-0.289300086385
ACH-000784,-0.45363380529200004
ACH-000785,-0.20840610953400002
ACH-000787,-0.727065635383
ACH-000788,-0.170760231641
ACH-000791,-0.560697481296
ACH-000792,-0.45017466521099997
ACH-000794,-0.9114158182459999
ACH-000796,-0.201798849686
ACH-000799,-0.616348643244
ACH-000800,-0.48692798988200003
ACH-000802,-0.540182331623
ACH-000804,-0.259617155685
ACH-000805,-0.430973203586
ACH-000809,-0.40431989728600004
ACH-000810,-0.36879297022299995
ACH-000811,-0.303773039902
ACH-000817,-0.677820463696
ACH-000819,-0.34572068170599995
ACH-000820,-0.718095865798
ACH-000821,-0.7071702182809999
ACH-000822,-0.137579983844
ACH-000823,-0.6584709378170001
ACH-000824,-0.13545418651399999
ACH-000827,-0.36187357513400004
ACH-000829,-0.48375353363300005
ACH-000831,-0.35761375862899997
ACH-000832,-0.671410383241
ACH-000833,-0.513957453957
ACH-000834,-0.47132123162199996
ACH-000835,-0.6284715828399999
ACH-000836,-0.37055479149899995
ACH-000837,-0.513750753295
ACH-000838,0.215907788777
ACH-000839,-0.817557409499
ACH-000840,-0.36264729509300003
ACH-000841,-0.195884368035
ACH-000843,-0.229333461049
ACH-000846,-0.253705818076
ACH-000847,-0.58737034627
ACH-000848,-0.60575046162
ACH-000849,-0.526412179979
ACH-000851,-0.553807133914
ACH-000855,-0.28653112438
ACH-000856,-0.405107782694
ACH-000858,-0.309340127889
ACH-000859,-0.480095730973
ACH-000861,-0.42444581000799997
ACH-000862,-0.220621341878
ACH-000865,-0.59595264334
ACH-000866,-0.378105226881
ACH-000867,-0.499438997055
ACH-000869,-0.141584419409
ACH-000872,-0.526656864103
ACH-000873,-0.558933032703
ACH-000876,-0.6385818138139999
ACH-000878,-0.753773105945
ACH-000880,-0.410370855028
ACH-000881,-0.325736333797
ACH-000882,-0.290920208251
ACH-000884,-0.7566880806399999
ACH-000885,-0.34451936489600005
ACH-000887,-0.3350330406
ACH-000888,-0.29844275976999995
ACH-000889,-0.468320331329
ACH-000890,-0.302820567436
ACH-000896,-0.31384486912500004
ACH-000898,-0.188469335309
ACH-000900,-0.625695603043
ACH-000901,-0.325297626971
ACH-000905,-0.508649012039
ACH-000906,-0.361410252197
ACH-000907,-0.773347726052
ACH-000910,-0.318036051011
ACH-000911,-0.313738516541
ACH-000912,-0.540419379128
ACH-000913,-0.232483024657
ACH-000915,-0.208245365249
ACH-000916,-0.291526103042
ACH-000917,-0.502143706152
ACH-000921,-0.286696273355
ACH-000924,-0.5532413783969999
ACH-000926,-0.184284846103
ACH-000928,-0.534544798259
ACH-000929,-0.38846417715899995
ACH-000932,-0.36488086510799994
ACH-000935,-0.37860585104
ACH-000936,-0.43238927493
ACH-000937,-0.20209079403299998
ACH-000938,-0.491612534364
ACH-000939,-0.6045919206570001
ACH-000941,-0.07218053528769999
ACH-000943,-0.349318496069
ACH-000946,-0.568015823286
ACH-000947,-0.36617296998300003
ACH-000948,-0.40677202049
ACH-000950,-0.474900859459
ACH-000953,-0.120516325175
ACH-000957,-0.435953970054
ACH-000958,-0.34119051427
ACH-000960,-0.432326049829
ACH-000963,-0.6223339901730001
ACH-000968,-0.244637033242
ACH-000969,-0.475339276935
ACH-000973,-0.40721183165700003
ACH-000974,-0.18842833730300002
ACH-000975,-0.8873056850759999
ACH-000976,-0.625584429138
ACH-000978,-0.400183375178
ACH-000980,-0.340861420314
ACH-000984,-0.586041196623
ACH-000986,-0.292685566607
ACH-000988,-0.36004296690300003
ACH-000993,-0.263106859594
ACH-000994,-0.542628168501
ACH-000996,-0.552788338697
ACH-001001,-0.503891239673
ACH-001020,-0.41759544119
ACH-001028,-0.24870869482799998
ACH-001031,-0.37303127021300003
ACH-001038,-0.185379892746
ACH-001048,-0.530682693762
ACH-001050,-0.6736783843709999
ACH-001053,-0.498782114802
ACH-001054,-0.294413316653
ACH-001061,-0.513156036243
ACH-001067,-0.5990421897179999
ACH-001075,-0.24500765055999998
ACH-001096,-0.425301025916
ACH-001128,-0.40867790710600005
ACH-001134,-0.406300672504
ACH-001151,-0.495764241828
ACH-001163,-0.25898471433200004
ACH-001164,-0.784875438024
ACH-001173,-0.620156443616
ACH-001183,-0.526758571782
ACH-001184,-0.0649047227406
ACH-001190,-0.725502328706
ACH-001192,-0.25729740714899996
ACH-001193,-0.243633583647
ACH-001196,-0.5576429050280001
ACH-001197,-0.347684078485
ACH-001205,-0.60430055791
ACH-001211,-0.479149074477
ACH-001212,-0.489840171453
ACH-001228,-0.875354538278
ACH-001232,-0.217255747263
ACH-001239,-0.20764082448100002
ACH-001274,-0.365399348148
ACH-001275,-0.657108203968
ACH-001277,-0.45062260700400003
ACH-001278,-0.36140712199
ACH-001280,-0.622505044154
ACH-001283,-0.264633227437
ACH-001289,-0.48840308210100003
ACH-001295,-0.41097863672799995
ACH-001300,-0.308643325591
ACH-001301,-0.550359142218
ACH-001302,-0.321154842894
ACH-001303,-0.534018256933
ACH-001306,-0.44259896929700004
ACH-001318,-0.260900766481
ACH-001322,-0.631886754024
ACH-001328,-0.50379929725
ACH-001332,-0.44155593688100003
ACH-001333,-0.415765904859
ACH-001336,-0.424654565137
ACH-001340,-0.20438462556899997
ACH-001346,-0.34454347421
ACH-001353,-0.303449710818
ACH-001354,-0.38374302834299995
ACH-001367,-0.304278725342
ACH-001368,-0.257841490953
ACH-001374,-0.042153606410999994
ACH-001375,-0.235187981009
ACH-001377,-0.440327506426
ACH-001380,-0.677334159434
ACH-001391,-0.42984024508599994
ACH-001407,-0.43288029340800005
ACH-001408,-0.325604054721
ACH-001413,-0.556022498635
ACH-001430,-0.271615371593
ACH-001431,-0.499700315246
ACH-001450,-0.432398518148
ACH-001496,-0.283423316762
ACH-001500,-0.462001042133
ACH-001521,-0.157098163327
ACH-001523,-0.312216615646
ACH-001532,-0.5109458607240001
ACH-001536,-0.431870450041
ACH-001550,-0.40108804664399994
ACH-001552,-0.40634291099200004
ACH-001554,-0.334831458805
ACH-001645,-0.211925791578
ACH-001654,-0.494247323079
ACH-001715,-0.320245102424
ACH-001735,-0.633128278021
ACH-001736,-0.35635010513000004
ACH-001737,-0.931740799953
ACH-001740,-0.598478909883
ACH-001745,-0.471979871621
ACH-001750,-0.564733109112
ACH-001765,-0.202906932678
ACH-001956,-0.37356899297300006
ACH-001957,-0.650272695073
