,OSGEP (55644)
ACH-000189,-1.3452698111
ACH-000190,-1.26946494862
ACH-000198,-1.3983259483300001
ACH-000204,-1.4844162710799997
ACH-000206,-1.23433779983
ACH-000207,-0.749299764745
ACH-000211,-1.38679808769
ACH-000215,-1.56223425207
ACH-000221,-1.44879298088
ACH-000222,-1.58438573887
ACH-000223,-1.13886182426
ACH-000226,-1.3115959888700002
ACH-000227,-0.971224759199
ACH-000228,-1.4050240979
ACH-000231,-1.3951560548299997
ACH-000232,-1.5732093142299999
ACH-000233,-1.40509053369
ACH-000234,-1.69179223192
ACH-000235,-1.53622922307
ACH-000237,-1.43031968229
ACH-000238,-1.2850808638200002
ACH-000243,-1.5392268152500002
ACH-000244,-0.926139857533
ACH-000246,-1.56419220372
ACH-000248,-1.3542754993900001
ACH-000250,-1.58165319249
ACH-000251,-1.05542041672
ACH-000253,-1.6910595427000001
ACH-000255,-1.29366862551
ACH-000256,-1.48211261919
ACH-000257,-1.29080135312
ACH-000258,-1.67919371162
ACH-000259,-1.51625798278
ACH-000260,-1.50163095169
ACH-000261,-1.46393926598
ACH-000262,-1.29056017805
ACH-000263,-1.22757713017
ACH-000264,-1.47134006604
ACH-000265,-1.4025608209600002
ACH-000266,-1.2597101876299999
ACH-000272,-1.47063593824
ACH-000273,-1.46459779586
ACH-000274,-1.6036163243000001
ACH-000277,-1.9961048286099998
ACH-000278,-1.5560550993399997
ACH-000279,-1.74850775464
ACH-000280,-1.52926840959
ACH-000281,-1.69730636036
ACH-000288,-1.46736699567
ACH-000291,-1.61053936
ACH-000293,-0.985970728944
ACH-000294,-1.77442008382
ACH-000295,-1.28893729652
ACH-000296,-1.6411663039200002
ACH-000302,-1.59867154118
ACH-000304,-1.4187811502899998
ACH-000307,-1.4523176629499999
ACH-000308,-1.57244186243
ACH-000310,-1.15434307767
ACH-000311,-1.41219524131
ACH-000312,-1.42689611137
ACH-000315,-1.3814087267299997
ACH-000316,-1.38287972181
ACH-000317,-1.98195982588
ACH-000318,-1.52746974903
ACH-000319,-1.35848384306
ACH-000320,-1.67761008019
ACH-000322,-1.1265407103799998
ACH-000323,-1.45257286868
ACH-000324,-1.67056016808
ACH-000329,-1.68514492643
ACH-000330,-1.84299524711
ACH-000331,-1.28296095507
ACH-000332,-1.3792979679799997
ACH-000334,-1.1059084202200002
ACH-000335,-1.35236298254
ACH-000336,-1.51584213019
ACH-000337,-1.63682583247
ACH-000339,-1.2706947024700002
ACH-000341,-1.34208941575
ACH-000348,-1.5857084374300001
ACH-000350,-1.7462425745400003
ACH-000352,-1.6073150303000001
ACH-000356,-1.6237825124599998
ACH-000361,-1.7984468858000002
ACH-000362,-1.43342789208
ACH-000363,-1.12948287495
ACH-000364,-1.10667475124
ACH-000365,-1.5726846427799999
ACH-000366,-1.7659841226299997
ACH-000368,-1.9058266239099997
ACH-000374,-1.49248872683
ACH-000375,-1.4165263414700002
ACH-000376,-1.4564160902
ACH-000381,-1.5955947564500002
ACH-000383,-1.6664151584600002
ACH-000387,-1.20477879896
ACH-000389,-1.20494004818
ACH-000390,-1.6776381740600002
ACH-000393,-1.23791120251
ACH-000395,-1.46913935403
ACH-000397,-1.62900950563
ACH-000401,-1.5267450017500002
ACH-000402,-1.21863249823
ACH-000403,-1.5275286559099999
ACH-000404,-1.9878404168700001
ACH-000406,-1.6102623730599999
ACH-000407,-1.57360211143
ACH-000408,-1.3563919973899998
ACH-000410,-1.35662199801
ACH-000411,-1.72130534624
ACH-000414,-1.44720927768
ACH-000415,-1.47571067659
ACH-000416,-1.2908202268100002
ACH-000420,-1.3273087345999999
ACH-000421,-1.38830260225
ACH-000424,-1.4937933214899999
ACH-000425,-1.71144793803
ACH-000426,-1.22341034342
ACH-000427,-1.54387147401
ACH-000433,-1.8293866306400002
ACH-000436,-1.4052198872100001
ACH-000444,-1.4287927237399998
ACH-000445,-1.22468352528
ACH-000448,-1.46503883067
ACH-000450,-1.13810346437
ACH-000452,-1.4332169534099999
ACH-000454,-1.57971303294
ACH-000458,-1.57001087645
ACH-000459,-1.9049988686900001
ACH-000460,-1.33870677721
ACH-000461,-1.1124002361
ACH-000463,-1.4478822329799999
ACH-000464,-1.3983426465399997
ACH-000466,-1.8867577880500002
ACH-000467,-1.4598824775900001
ACH-000468,-1.56910176974
ACH-000469,-1.3974218912799998
ACH-000470,-1.6072774604100002
ACH-000471,-1.6761135492800001
ACH-000472,-1.7244449573400003
ACH-000473,-1.65537677371
ACH-000475,-1.48091539242
ACH-000476,-1.7238518401900003
ACH-000477,-1.7167772568200002
ACH-000480,-1.5369030724000001
ACH-000481,-1.33213980301
ACH-000483,-1.4523766850100002
ACH-000484,-0.9579331276340001
ACH-000485,-1.15965188146
ACH-000486,-1.4144093175499999
ACH-000487,-1.43926524538
ACH-000488,-1.4388372558000002
ACH-000490,-1.4451899968700002
ACH-000491,-1.2785133293100002
ACH-000495,-1.6684208295700003
ACH-000496,-1.40385051242
ACH-000499,-1.54797900833
ACH-000500,-2.27274143943
ACH-000502,-1.5539559703
ACH-000503,-1.23390623668
ACH-000505,-1.47303359791
ACH-000507,-1.3682382557799997
ACH-000510,-1.50776120375
ACH-000511,-1.45915654157
ACH-000512,-1.5350233041499999
ACH-000516,-0.9789973176569999
ACH-000517,-1.43642464459
ACH-000518,-1.80472030156
ACH-000520,-1.39456602049
ACH-000521,-1.3202440347799997
ACH-000522,-1.44068239637
ACH-000524,-0.9274335097859999
ACH-000527,-1.48610133822
ACH-000528,-1.49471287516
ACH-000537,-1.63448274869
ACH-000541,-1.46873182514
ACH-000542,-1.4534710116299998
ACH-000544,-1.3532645606
ACH-000545,-1.6736695675100002
ACH-000547,-1.06535306068
ACH-000548,-1.3989219239500001
ACH-000549,-1.44011360958
ACH-000550,-1.24842414654
ACH-000552,-1.6032241878100002
ACH-000556,-1.38607486595
ACH-000557,-1.26367558634
ACH-000570,-1.4714468653900001
ACH-000571,-1.7706032948800001
ACH-000573,-1.1430828985400001
ACH-000576,-1.40197025879
ACH-000580,-1.1189546562200001
ACH-000584,-1.56549438943
ACH-000585,-1.5370184850100002
ACH-000588,-1.4747236930599998
ACH-000589,-1.55651275076
ACH-000591,-1.6623663619799998
ACH-000593,-1.66015953465
ACH-000600,-1.59761800005
ACH-000601,-1.32338619894
ACH-000604,-1.24983780704
ACH-000605,-1.4837622376700002
ACH-000606,-1.39628179477
ACH-000608,-0.8858345945649999
ACH-000614,-1.60563941597
ACH-000616,-1.28280558139
ACH-000618,-1.43561398149
ACH-000619,-1.4999541110499999
ACH-000620,-1.61985099145
ACH-000621,-0.943318500155
ACH-000622,-1.31079291136
ACH-000623,-1.8629877994400001
ACH-000624,-1.37208836349
ACH-000627,-1.4452096743599998
ACH-000630,-1.3058866005399998
ACH-000632,-1.42734464415
ACH-000633,-1.6087020836
ACH-000637,-1.41989504963
ACH-000638,-1.39158785046
ACH-000646,-1.4918880581799998
ACH-000647,-1.38467034757
ACH-000648,-1.4926567611300001
ACH-000649,-1.74958668028
ACH-000651,-1.6491146947100002
ACH-000652,-1.53930783475
ACH-000653,-1.2265134393000001
ACH-000657,-1.5556366532299999
ACH-000658,-1.6523303058399998
ACH-000661,-1.68896476516
ACH-000662,-1.6886028639
ACH-000663,-1.64923384118
ACH-000665,-1.44564208725
ACH-000671,-1.80000668067
ACH-000673,-1.46764472636
ACH-000676,-1.5246741602899998
ACH-000677,-1.3877540851899999
ACH-000681,-1.58061270247
ACH-000682,-1.66742550445
ACH-000683,-1.8117170171
ACH-000684,-1.81353475502
ACH-000688,-1.13394302105
ACH-000693,-1.41202951498
ACH-000694,-1.1873446279200002
ACH-000695,-1.5215602618700002
ACH-000696,-1.40483534693
ACH-000697,-1.50716918989
ACH-000699,-0.85451841307
ACH-000701,-1.60711414622
ACH-000706,-1.54943960368
ACH-000711,-1.4091575782499999
ACH-000713,-1.40791424539
ACH-000714,-1.40889739412
ACH-000718,-1.3527722416499999
ACH-000720,-1.3901425782899999
ACH-000721,-1.32579655989
ACH-000724,-2.22116655426
ACH-000725,-1.04127626429
ACH-000732,-1.37796796125
ACH-000734,-1.54246619544
ACH-000735,-1.61394313943
ACH-000736,-1.33814341551
ACH-000738,-1.49578734759
ACH-000746,-1.47192283815
ACH-000747,-1.3473427984399997
ACH-000748,-1.4777547925
ACH-000753,-1.44405650323
ACH-000756,-1.4234607041799998
ACH-000757,-1.3953581569
ACH-000758,-1.5570911195500001
ACH-000760,-1.44593650696
ACH-000763,-1.64876794939
ACH-000764,-1.5458243871000001
ACH-000765,-1.53689064074
ACH-000766,-1.5130346896899998
ACH-000767,-0.900025748072
ACH-000768,-1.4119536001299997
ACH-000769,-1.60521545795
ACH-000770,-1.62910768299
ACH-000771,-1.36422734601
ACH-000773,-1.34907767169
ACH-000776,-1.49580951919
ACH-000777,-1.71259448556
ACH-000778,-1.21515816242
ACH-000781,-1.6400005202899999
ACH-000782,-1.1238523705299999
ACH-000783,-1.7252629312599999
ACH-000784,-1.69269277654
ACH-000785,-0.8686196193060001
ACH-000787,-1.60396286626
ACH-000788,-1.6454865746599998
ACH-000791,-1.65118558373
ACH-000792,-1.5159910182299998
ACH-000794,-1.4102022744999998
ACH-000796,-1.1523539078
ACH-000799,-1.19685356537
ACH-000800,-1.27526754778
ACH-000802,-1.3810231193
ACH-000804,-1.3659365612999999
ACH-000805,-1.7770575854099997
ACH-000809,-1.4746705526700001
ACH-000810,-1.72614759075
ACH-000811,-1.60395122718
ACH-000817,-1.40086598706
ACH-000819,-1.5281211844299998
ACH-000820,-1.93975440418
ACH-000821,-1.4262951120700003
ACH-000822,-1.5246944081600002
ACH-000823,-1.5104012399700002
ACH-000824,-1.6699928989500001
ACH-000827,-1.4875823486200002
ACH-000829,-1.51538722467
ACH-000831,-1.4215466541400001
ACH-000832,-1.1523416914700002
ACH-000833,-1.7860034958700002
ACH-000834,-1.47191651215
ACH-000835,-1.38487941402
ACH-000836,-1.4767225803600001
ACH-000837,-1.4704134787399998
ACH-000838,-0.990385786002
ACH-000839,-1.48976593589
ACH-000840,-1.5766274311500001
ACH-000841,-1.31268785247
ACH-000843,-1.47637856992
ACH-000846,-1.14167558302
ACH-000847,-1.62508610914
ACH-000848,-1.37834383046
ACH-000849,-1.44883510083
ACH-000851,-1.6767920327099999
ACH-000855,-1.68836238266
ACH-000856,-1.4474908082100002
ACH-000858,-1.4275429586500001
ACH-000859,-1.79993876355
ACH-000861,-1.5590208930200002
ACH-000862,-1.38738807315
ACH-000865,-1.5160285958000002
ACH-000866,-1.47573715222
ACH-000867,-1.2572056870000001
ACH-000869,-1.18995179237
ACH-000872,-1.55375375564
ACH-000873,-1.7777898523900002
ACH-000876,-1.4463612797799998
ACH-000878,-1.64671839602
ACH-000880,-1.4264166738
ACH-000881,-1.59001389148
ACH-000882,-1.5162395781600002
ACH-000884,-1.71039591
ACH-000885,-1.2473762904999999
ACH-000887,-1.3480049526
ACH-000888,-1.3576539019100002
ACH-000889,-1.5705438437099999
ACH-000890,-1.8133835378299998
ACH-000896,-1.7943637753200001
ACH-000898,-1.30055516577
ACH-000900,-1.51233807024
ACH-000901,-1.3878958207299998
ACH-000905,-1.54580668778
ACH-000906,-1.5193595050400002
ACH-000907,-1.4095062064
ACH-000910,-1.7436700666799998
ACH-000911,-1.47162338713
ACH-000912,-1.39254760113
ACH-000913,-1.55114135065
ACH-000915,-1.70823785432
ACH-000916,-2.01879372935
ACH-000917,-1.47857351618
ACH-000921,-1.3552600063999998
ACH-000924,-1.3734941952000002
ACH-000926,-1.6771743491
ACH-000928,-1.29451320626
ACH-000929,-1.19249812079
ACH-000932,-1.45979448757
ACH-000935,-1.3816851756
ACH-000936,-1.7469880420099997
ACH-000937,-1.57343704345
ACH-000938,-1.39047769417
ACH-000939,-1.68689382775
ACH-000941,-1.82932368288
ACH-000943,-1.4744102330200002
ACH-000946,-1.55196995334
ACH-000947,-1.76678705801
ACH-000948,-1.54475579866
ACH-000950,-1.7366578971200002
ACH-000953,-1.39093677359
ACH-000957,-1.1341754679
ACH-000958,-1.54890574361
ACH-000960,-1.37572723462
ACH-000963,-1.20771299796
ACH-000968,-1.5557114466100002
ACH-000969,-1.4839845799899998
ACH-000973,-1.4874526259999998
ACH-000974,-1.61391987729
ACH-000975,-1.30908744331
ACH-000976,-1.5457640349000001
ACH-000978,-1.43458777947
ACH-000980,-1.4717704625499999
ACH-000984,-1.31584282453
ACH-000986,-1.2695799141600002
ACH-000988,-1.8661691377400003
ACH-000993,-1.3124950536700002
ACH-000994,-1.4754671783200002
ACH-000996,-1.3452979279
ACH-001001,-1.3366694635
ACH-001020,-1.4201923315
ACH-001028,-1.5890984023399999
ACH-001031,-1.4734779790399999
ACH-001038,-1.42619402908
ACH-001048,-1.65611829583
ACH-001050,-1.4524203297999998
ACH-001053,-1.7048800555
ACH-001054,-1.54235208283
ACH-001061,-1.49004068417
ACH-001067,-1.46360431718
ACH-001075,-1.3766920781
ACH-001096,-1.62498768035
ACH-001128,-1.70263504162
ACH-001134,-1.47004461024
ACH-001151,-1.4299307059399997
ACH-001163,-1.42530439898
ACH-001164,-1.51240500035
ACH-001173,-1.3780153362799998
ACH-001183,-1.37056177187
ACH-001184,-1.37004331042
ACH-001190,-1.19166581886
ACH-001192,-1.59440418963
ACH-001193,-1.8158771709200001
ACH-001196,-1.36690171234
ACH-001197,-1.4123649438199999
ACH-001205,-1.39385762178
ACH-001211,-1.49404603071
ACH-001212,-1.42903274532
ACH-001228,-1.5579702434
ACH-001232,-1.66623736788
ACH-001239,-1.55862990912
ACH-001274,-1.39335677435
ACH-001275,-1.51790578479
ACH-001277,-1.27109169081
ACH-001278,-1.54333664611
ACH-001280,-1.14050372543
ACH-001283,-1.3015117787700001
ACH-001289,-1.4810291886899998
ACH-001295,-1.45286000162
ACH-001300,-1.62581932166
ACH-001301,-1.6022834374200001
ACH-001302,-1.9173283518200002
ACH-001303,-1.9708380642200003
ACH-001306,-1.4550552761700002
ACH-001318,-1.6668228804499998
ACH-001322,-1.51291978206
ACH-001328,-1.4682732381999999
ACH-001332,-1.7961206334200002
ACH-001333,-1.39151103765
ACH-001336,-1.6182343463100002
ACH-001340,-1.46768806863
ACH-001346,-1.39303919701
ACH-001353,-1.6008918313799998
ACH-001354,-1.7629557876800002
ACH-001367,-1.55187766634
ACH-001368,-1.3909155571599998
ACH-001374,-1.46274192362
ACH-001375,-1.6665698834399998
ACH-001377,-1.4958813065600003
ACH-001380,-1.56738493434
ACH-001391,-1.53192874003
ACH-001407,-1.4708155013100002
ACH-001408,-1.36251360195
ACH-001413,-1.1215611292799998
ACH-001430,-1.45039686919
ACH-001431,-1.66965872428
ACH-001450,-1.3895956449000002
ACH-001496,-1.50710859611
ACH-001500,-1.4488356457499998
ACH-001521,-1.4933996792
ACH-001523,-1.3036647801
ACH-001532,-1.3899395542700002
ACH-001536,-1.58619344095
ACH-001550,-1.44193880186
ACH-001552,-1.80940320375
ACH-001554,-1.3991626679799998
ACH-001645,-1.5271052203
ACH-001654,-1.14929069533
ACH-001715,-1.49300500269
ACH-001735,-1.31198327427
ACH-001736,-1.30531078189
ACH-001737,-1.18003149382
ACH-001740,-1.4494127236399998
ACH-001745,-1.51874277572
ACH-001750,-1.15725034155
ACH-001765,-1.5232099663999998
ACH-001956,-1.4261353233200003
ACH-001957,-1.25057988883
