,NMUR2 (56923)
ACH-000004,0.00968843046219
ACH-000007,0.333926377301
ACH-000009,0.220309926821
ACH-000011,0.0602125178283
ACH-000012,0.149942696215
ACH-000013,0.0916204978933
ACH-000014,-0.054693561169300006
ACH-000015,0.0168433341767
ACH-000017,0.11584807025
ACH-000018,0.37134895504500004
ACH-000019,0.0316470131743
ACH-000021,0.209019018114
ACH-000022,-0.008020476829670001
ACH-000025,0.165968620835
ACH-000028,0.129533638449
ACH-000030,0.10043125196000001
ACH-000035,-0.00580605397002
ACH-000036,0.265266148772
ACH-000037,-0.09325711327089999
ACH-000039,0.26690608647
ACH-000040,-0.10697490386900001
ACH-000041,0.321451497015
ACH-000042,-0.0202386408118
ACH-000045,0.275414499609
ACH-000047,0.044495140596199995
ACH-000052,0.290336357891
ACH-000053,0.170130171164
ACH-000054,0.0346445163996
ACH-000055,0.060714846746300004
ACH-000060,-0.112693142293
ACH-000067,0.0835515808107
ACH-000070,-0.120325703394
ACH-000075,-0.22498607876600002
ACH-000078,0.073372486349
ACH-000082,0.0496560478272
ACH-000085,0.27573681377
ACH-000086,0.0684864662651
ACH-000087,0.414054012561
ACH-000092,0.144465406742
ACH-000095,0.158504470062
ACH-000097,0.0919150416595
ACH-000098,0.125718674665
ACH-000099,0.221894345781
ACH-000108,0.11740660366599999
ACH-000113,0.0850162245731
ACH-000115,0.011602310792200001
ACH-000116,0.184366760783
ACH-000118,0.128783361224
ACH-000120,0.031335665113200004
ACH-000123,0.192183265616
ACH-000127,0.0411284966417
ACH-000128,0.0135612670381
ACH-000132,0.11176443154799999
ACH-000133,0.0809774164398
ACH-000137,0.18998355420200003
ACH-000138,0.066128987623
ACH-000142,0.219348328784
ACH-000143,0.0814844052419
ACH-000146,0.180575230565
ACH-000148,0.169327056675
ACH-000150,0.0887973278198
ACH-000152,0.0199878596942
ACH-000153,0.10966477513299999
ACH-000159,0.18576611682799998
ACH-000160,0.296930798586
ACH-000163,-0.04565741161859999
ACH-000167,0.18076228571199998
ACH-000168,0.166989918224
ACH-000169,0.126171877877
ACH-000178,-0.016207917317299998
ACH-000182,0.05087974149809999
ACH-000183,0.0539855987692
ACH-000188,0.04704040940230001
ACH-000189,-0.0660311953607
ACH-000190,0.19320291624000002
ACH-000198,0.181913141867
ACH-000204,-0.15678794017
ACH-000206,-0.049737394200800006
ACH-000207,0.203554854463
ACH-000211,0.233768997016
ACH-000215,0.232847853888
ACH-000221,0.0889604927216
ACH-000222,-0.0772441472809
ACH-000223,0.15901338078
ACH-000226,-0.0393868376588
ACH-000227,0.231386875608
ACH-000228,0.047899579336199996
ACH-000231,0.06653741106359999
ACH-000232,-0.027356317742599997
