,ACTA1 (58)
ACH-000004,-0.229087786463
ACH-000007,-0.36728661311800004
ACH-000009,-0.14223272537999998
ACH-000011,-0.432730715554
ACH-000012,-0.284189729792
ACH-000013,-0.29341688581799996
ACH-000014,-0.247186670513
ACH-000015,-0.18475787972399998
ACH-000017,-0.341870871786
ACH-000018,-0.314525433246
ACH-000019,-0.21425091460999998
ACH-000021,-0.23284923743900002
ACH-000022,-0.25661208280000003
ACH-000025,-0.249592051114
ACH-000028,0.08343318564060001
ACH-000030,-0.168549904996
ACH-000035,-0.217965364798
ACH-000036,-0.513228513266
ACH-000037,-0.12764403272
ACH-000039,-0.158837587389
ACH-000040,-0.206616823005
ACH-000041,-0.121310229645
ACH-000042,-0.264218999123
ACH-000045,-0.285679102236
ACH-000047,-0.191860905421
ACH-000052,-0.25555876523800003
ACH-000053,-0.382402085969
ACH-000054,-0.109348179297
ACH-000055,-0.010282114585
ACH-000060,-0.31055208584000005
ACH-000067,-0.249370197588
ACH-000070,-0.163526889378
ACH-000075,-0.448291984732
ACH-000078,-0.0424012020614
ACH-000082,-0.291373625249
ACH-000085,-0.228845256435
ACH-000086,-0.10611941489900001
ACH-000087,-0.139329011047
ACH-000092,-0.38570674208000005
ACH-000095,-0.171218379487
ACH-000097,-0.133321657504
ACH-000098,-0.49670598816000006
ACH-000099,-0.270773456531
ACH-000108,-0.26863848918600003
ACH-000113,-0.34419764822800003
ACH-000115,-0.123354512027
ACH-000116,-0.137459901995
ACH-000118,-0.188615020389
ACH-000120,-0.346002326037
ACH-000123,-0.052366676564699996
ACH-000127,-0.28920486763500003
ACH-000128,-0.14882135167000002
ACH-000132,-0.388925862431
ACH-000133,-0.23859282355500003
ACH-000137,-0.172167395702
ACH-000138,-0.1393690921
ACH-000142,-0.627997253988
ACH-000143,-0.273308500005
ACH-000146,-0.230363627159
ACH-000148,-0.306379723855
ACH-000150,-0.596489653423
ACH-000152,-0.21326963619300002
ACH-000153,-0.43721983801799996
ACH-000159,-0.176531110726
ACH-000160,-0.283312253565
ACH-000163,-0.400419342179
ACH-000167,-0.319506988363
ACH-000168,-0.353882532515
ACH-000169,-0.217803592651
ACH-000178,-0.316342400483
ACH-000182,-0.19893443193
ACH-000183,-0.26313780164
ACH-000188,-0.149382608124
ACH-000189,-0.461710961691
ACH-000190,-0.156696527705
ACH-000198,-0.284521849398
ACH-000204,-0.062188260661899995
ACH-000206,-0.169493081553
ACH-000207,-0.20042124961399999
ACH-000211,-0.222179892695
ACH-000215,-0.300771816596
ACH-000221,-0.221071636156
ACH-000222,-0.115587830662
ACH-000223,-0.306645624529
ACH-000226,-0.273963515492
