,DBX2 (440097)
ACH-000004,-0.299400550401
ACH-000007,-0.150125656743
ACH-000009,-0.0316696126355
ACH-000011,-0.0620726186307
ACH-000012,-0.14139093782099998
ACH-000013,-0.18635420150899998
ACH-000014,0.112195907226
ACH-000015,-0.266194670222
ACH-000017,-0.303378719294
ACH-000018,-0.0869830857184
ACH-000019,-0.036297566397800005
ACH-000021,-0.013870517335700001
ACH-000022,-0.181604615287
ACH-000025,-0.131000916956
ACH-000028,-0.236380791432
ACH-000030,-0.144999327525
ACH-000035,-0.12320178962000002
ACH-000036,-0.115666768073
ACH-000037,-0.428479840586
ACH-000039,0.0622373810275
ACH-000040,0.130040751929
ACH-000041,-0.22271371468899998
ACH-000042,-0.0227655305529
ACH-000045,-0.043946037118800005
ACH-000047,-0.311370375659
ACH-000052,-0.0835107987342
ACH-000053,-0.0287298666665
ACH-000054,-0.0483230386572
ACH-000055,-0.302452211448
ACH-000060,-0.07160226466149999
ACH-000067,-0.171712615069
ACH-000070,-0.303022970811
ACH-000075,-0.166127364501
ACH-000078,-0.0913357865928
ACH-000082,-0.12708988484300002
ACH-000085,-0.164094809027
ACH-000086,-0.314242590031
ACH-000087,0.271490891288
ACH-000092,-0.152688068157
ACH-000095,-0.0546163353723
ACH-000097,-0.141461475047
ACH-000098,-0.131887623525
ACH-000099,-0.103496041153
ACH-000108,0.215117393698
ACH-000113,-0.0675998541679
ACH-000115,-0.0748524816782
ACH-000116,-0.191510262519
ACH-000118,0.11961215402000001
ACH-000120,0.09272583169410001
ACH-000123,-0.106519203136
ACH-000127,-0.124462843238
ACH-000128,-0.165947004984
ACH-000132,-0.0789648408452
ACH-000133,-0.317870699762
ACH-000137,-0.36352606529200004
ACH-000138,0.10065764936100001
ACH-000142,0.14127670003599999
ACH-000143,-0.09097956947180001
ACH-000146,-0.300471902099
ACH-000148,-0.09437103451710001
ACH-000150,-0.204236335408
ACH-000152,-0.193582028422
ACH-000153,-0.225054430323
ACH-000159,-0.16189556917700001
ACH-000160,-0.151978619336
ACH-000163,-0.179541887335
ACH-000167,-0.0060120954309699996
ACH-000168,-0.11364831040300001
ACH-000169,-0.197445613117
ACH-000178,-0.0359796562923
ACH-000182,-0.242420834538
ACH-000183,-0.00431688411587
ACH-000188,-0.184054512999
ACH-000189,-0.36323397445100003
ACH-000190,0.173845763957
ACH-000198,-0.11217737373600001
ACH-000204,-0.17142409859700003
ACH-000206,-0.0734506876018
ACH-000207,-0.195788572087
ACH-000211,-0.190830798191
ACH-000215,-0.05887231322790001
ACH-000221,0.0401998017145
ACH-000222,-0.053826601894300004
ACH-000223,-0.1709569812
ACH-000226,-0.388326176478
ACH-000227,-0.08261392188310002
ACH-000228,-0.23973642325999997
ACH-000231,-0.0532505537945
ACH-000232,-0.21561318156800002
ACH-000233,-0.0801539129608
ACH-000234,0.22897311401099998
ACH-000235,-0.00320907750289
ACH-000237,-0.259897794786
ACH-000238,-0.0783063871447
ACH-000243,-0.0633000893284
ACH-000244,-0.0820461459396
ACH-000246,-0.143987185239
ACH-000248,-0.163295228367
ACH-000250,-0.11895014072
ACH-000251,-0.35064022132100003
ACH-000253,-0.056382836813400006
ACH-000255,-0.15924859165
ACH-000256,-0.008810918357940001
ACH-000257,-0.119224019252
ACH-000258,0.131500466511
ACH-000259,-0.11561143247000001
ACH-000260,-0.0613132830908
ACH-000261,-0.26818321805900003
ACH-000262,-0.126327226767
ACH-000263,0.22771672541700003
ACH-000264,-0.08612962874800001
ACH-000265,0.0036442422369999997
ACH-000266,-0.07866069344389999
ACH-000272,-0.00495346725242
ACH-000273,-0.013938413049600001
ACH-000274,-0.220740534498
ACH-000277,-0.44199212309299996
ACH-000278,-0.315039374602
ACH-000279,-0.22784841950800003
ACH-000280,-0.0776894717251
ACH-000281,-0.294556519542
ACH-000288,-0.0994878693007
ACH-000291,0.03715087907
ACH-000293,-0.13021365154200001
ACH-000294,-0.00737984153328
ACH-000295,0.0700566821172
ACH-000296,-0.093029979847
ACH-000302,-0.0983990139426
ACH-000304,0.0583401598991
ACH-000307,0.058817094623600005
ACH-000308,-0.139621320519
ACH-000310,-0.17695415070300002
ACH-000311,0.0235443480338
ACH-000312,-0.038893623617300005
ACH-000315,-0.0303691777536
ACH-000316,0.111709587786
ACH-000317,0.078107606632
ACH-000318,-0.156788884123
ACH-000319,-0.360292968508
ACH-000320,0.0084359653685
ACH-000322,-0.105193221986
ACH-000323,-0.182408086416
ACH-000324,-0.052633009868099996
ACH-000329,-0.210405548571
ACH-000330,-0.18381522261
ACH-000331,-0.323811456325
ACH-000332,0.0182201551838
ACH-000334,0.0552765907084
ACH-000335,-0.13701056811100001
ACH-000336,0.16226001102600002
ACH-000337,-0.149802603351
ACH-000339,-0.24486848620499999
ACH-000341,-0.454736093707
ACH-000348,-0.150581814448
ACH-000350,-0.15528505090999997
ACH-000352,-0.14001102239
ACH-000356,-0.22332263331399999
ACH-000361,-0.210000683365
ACH-000362,0.00111662612272
ACH-000363,-0.127767769554
ACH-000364,-0.10078009086
ACH-000365,-0.22132013252399999
ACH-000366,-0.12054534346899999
ACH-000368,-0.10526763099
ACH-000374,-0.0855637300684
ACH-000375,-0.21252065274300003
ACH-000376,-0.140735056448
ACH-000381,-9.88743673826e-05
ACH-000383,-0.0447428616967
ACH-000387,-0.174001198381
ACH-000389,-0.21074113847800002
ACH-000390,0.00900432548415
ACH-000393,-0.0202835468147
ACH-000395,-0.18945558509799998
ACH-000397,-0.046834343662599996
ACH-000401,-0.30526208157900003
ACH-000402,-0.06655651342209999
ACH-000403,0.0528018145962
ACH-000404,-0.31758088250100003
ACH-000406,-0.0639014320979
ACH-000407,-0.286132123224
ACH-000408,-0.100491873243
ACH-000410,-0.0596646712854
ACH-000411,0.11420094676100001
ACH-000414,-0.015230275941999999
ACH-000415,-0.200911045476
ACH-000416,-0.0826660633877
ACH-000420,-0.147687084834
ACH-000421,-0.0940877292789
ACH-000424,-0.42301925667400003
ACH-000425,-0.0344824330266
ACH-000426,-0.21490660392900002
ACH-000427,-0.291299158411
ACH-000433,-0.14697377150000002
ACH-000436,-0.09815196365589998
ACH-000444,-0.263183021254
ACH-000445,-0.101685055403
ACH-000448,-0.0749649697162
ACH-000450,-0.376407515678
ACH-000452,-0.153408389048
ACH-000454,-0.186861840735
ACH-000458,-0.0993175370407
ACH-000459,0.117814669323
ACH-000460,-0.19030378247699997
ACH-000461,-0.0411125520363
ACH-000463,-0.263005133906
ACH-000464,-0.23717542592799998
ACH-000466,-0.201450621038
ACH-000467,-0.163717695834
ACH-000468,-0.26140771734900003
ACH-000469,-0.15503677571900001
ACH-000470,-0.17946245335799998
ACH-000471,-0.205661863353
ACH-000472,-0.202828154353
ACH-000473,-0.038027140148
ACH-000475,-0.03740876278
ACH-000476,-0.035416593830900005
ACH-000477,0.00388343597687
ACH-000480,-0.133508118509
ACH-000481,-0.23985419498399999
ACH-000483,-0.0656406446941
ACH-000484,-0.303431113598
ACH-000485,-0.0711519699752
ACH-000486,-0.223414144925
ACH-000487,-0.132770992912
ACH-000488,-0.276656946076
ACH-000490,-0.00737096900595
ACH-000491,-0.20991105159
ACH-000495,-0.060970006438800003
ACH-000496,-0.0106322218167
ACH-000499,-0.145814441928
ACH-000500,-0.775524697097
ACH-000502,-0.125506141363
ACH-000503,-0.275852230118
ACH-000505,-0.043434198791300005
ACH-000507,-0.0348670307293
ACH-000510,-0.106465724106
ACH-000511,-0.081850617069
ACH-000512,-0.221809463338
ACH-000516,-0.232893489191
ACH-000517,-0.00103069991405
ACH-000518,-0.0705122633158
ACH-000520,-0.340505846183
ACH-000521,-0.10239790337600001
ACH-000522,-0.124408897451
ACH-000524,-0.246591383803
ACH-000527,-0.14260750292500002
ACH-000528,-0.266334124209
ACH-000537,-0.07422280445139999
ACH-000541,-0.216382268895
ACH-000542,-0.00373963052088
ACH-000544,-0.0249846203524
ACH-000545,-0.0877706818902
ACH-000547,-0.0388486174434
ACH-000548,-0.10026675481599999
ACH-000549,-0.201192609562
ACH-000550,-0.150624392458
ACH-000552,-0.07521432338989999
ACH-000556,-0.319324984762
ACH-000557,0.003881529939
ACH-000570,-0.125439239204
ACH-000571,-0.0374436414394
ACH-000573,-0.024311489418099998
ACH-000576,-0.021964329257200002
ACH-000580,0.100079816926
ACH-000584,-0.039514051317400004
ACH-000585,-0.071152390344
ACH-000588,-0.213809467435
ACH-000589,-0.0262947064978
ACH-000591,-0.182870895697
ACH-000593,-0.164825907429
ACH-000600,-0.07392981679880001
ACH-000601,-0.101695700091
ACH-000604,-0.06807531319349999
ACH-000605,-0.311971063729
ACH-000606,0.10965051927100002
ACH-000608,-0.268058822001
ACH-000614,-0.0781347817319
ACH-000616,-0.14389308215
ACH-000618,-0.26069902068399997
ACH-000619,-0.07396462469580001
ACH-000620,-0.0717199937785
ACH-000621,-0.054469390009900004
ACH-000622,-0.14756672205399998
ACH-000623,-0.09053539364330002
ACH-000624,-0.09211013424689998
ACH-000627,-0.21254539387200003
ACH-000630,-0.0416078976812
ACH-000632,-0.0940489771183
ACH-000633,0.0310217430551
ACH-000637,-0.158513142963
ACH-000638,-0.0348675118561
ACH-000646,0.008623374715280002
ACH-000647,-0.291997868276
ACH-000648,0.034361601020100004
