,PACRG (135138)
ACH-000004,0.268426002363
ACH-000007,0.23969563239799999
ACH-000009,0.247658221581
ACH-000011,0.009764455850040002
ACH-000012,0.0845996842332
ACH-000013,0.15761119476399998
ACH-000014,0.23102506985500001
ACH-000015,0.162959213096
ACH-000017,0.0263881902998
ACH-000018,0.334028195704
ACH-000019,0.06435179788499999
ACH-000021,0.211516389573
ACH-000022,0.0118290843722
ACH-000025,0.274172286691
ACH-000028,0.19821184649
ACH-000030,0.322110244266
ACH-000035,0.192561693844
ACH-000036,0.168159552326
ACH-000037,0.09261617618550001
ACH-000039,0.00478631025303
ACH-000040,0.136726203361
ACH-000041,0.21423101207000003
ACH-000042,0.186299417212
ACH-000045,0.29750130043699996
ACH-000047,0.229045945787
ACH-000052,0.144458374413
ACH-000053,0.319088212399
ACH-000054,0.120029200979
ACH-000055,0.0305020467081
ACH-000060,0.230561970625
ACH-000067,0.0526027340082
ACH-000070,-0.0610042501256
ACH-000075,0.132094478589
ACH-000078,0.17441632048300001
ACH-000082,0.109838552538
ACH-000085,0.263442593668
ACH-000086,0.276214630175
ACH-000087,0.17607622491
ACH-000092,0.173413005526
ACH-000095,0.220785626387
ACH-000097,0.167945465392
ACH-000098,0.1661985847
ACH-000099,0.216578467864
ACH-000108,0.27309471925
ACH-000113,0.0865928379857
ACH-000115,0.294330996428
ACH-000116,0.139204784263
ACH-000118,0.27994311384799997
ACH-000120,0.123291567149
ACH-000123,0.191544564849
ACH-000127,0.206073904463
ACH-000128,0.16251827155999998
ACH-000132,0.279414303256
ACH-000133,0.1499809996
ACH-000137,0.18702706469799998
ACH-000138,0.35949923300700004
ACH-000142,0.0592340981749
ACH-000143,0.253746865661
ACH-000146,0.238196838169
ACH-000148,0.287850925983
ACH-000150,0.22483336743000001
ACH-000152,0.246568959991
ACH-000153,0.503931727769
ACH-000159,0.14332677086200002
ACH-000160,0.12535344842499999
ACH-000163,0.273469359915
ACH-000167,0.21520892709699999
ACH-000168,0.178614191934
ACH-000169,0.170659372146
ACH-000178,0.37370639614699996
ACH-000182,0.14605716811799999
ACH-000183,0.0677754549347
ACH-000188,0.21252622980099997
ACH-000189,0.22905208558
ACH-000190,0.22034115827300002
ACH-000198,0.13472065699400002
ACH-000204,-0.264022652933
ACH-000206,0.325802773828
ACH-000207,-0.00147388124645
ACH-000211,0.07804588902750001
ACH-000215,0.198419753815
ACH-000221,0.159697813515
ACH-000222,0.33703851061800005
ACH-000223,0.103703582743
ACH-000226,0.235177436554
ACH-000227,0.297682433445
ACH-000228,0.423647080396
ACH-000231,0.237466509149
ACH-000232,0.215479385832
ACH-000233,-0.080507739052
ACH-000234,0.275501256937
ACH-000235,0.181017187514
ACH-000237,0.174669550717
ACH-000238,0.128026703786
ACH-000243,0.25526074285
ACH-000244,0.24936770484999998
ACH-000246,0.261813624447
ACH-000248,0.255442503354
ACH-000250,0.17150400594999998
ACH-000251,0.0339285091147
ACH-000253,0.21704839249400001
ACH-000255,0.291616789472
ACH-000256,0.056460796808199994
ACH-000257,0.023038168488400002
ACH-000258,0.21873704813099998
ACH-000259,0.288677290338
ACH-000260,0.190976059694
