,CNTN5 (53942)
ACH-000004,-0.0804370876909
ACH-000007,-0.152138900941
ACH-000009,0.290589347426
ACH-000011,0.126095976379
ACH-000012,0.105786429793
ACH-000013,0.0779154392854
ACH-000014,0.16424851914000002
ACH-000015,0.140372335311
ACH-000017,0.263777769799
ACH-000018,0.0845595882787
ACH-000019,-0.04436406991090001
ACH-000021,0.141112063033
ACH-000022,-0.00196900244403
ACH-000025,0.16483803567
ACH-000028,0.00983837739056
ACH-000030,0.173683011977
ACH-000035,0.252153800869
ACH-000036,0.177386049489
ACH-000037,-0.000792924635982
ACH-000039,-0.0552346191528
ACH-000040,0.062112135788000004
ACH-000041,-0.114001441591
ACH-000042,0.0718733945164
ACH-000045,0.141413720397
ACH-000047,0.0751415794837
ACH-000052,0.139903025877
ACH-000053,0.0727105134696
ACH-000054,0.111647304856
ACH-000055,-0.213187146668
ACH-000060,0.207224473436
ACH-000067,0.291623562091
ACH-000070,0.0381592839784
ACH-000075,0.36393316743500004
ACH-000078,0.189739239345
ACH-000082,0.0683466751199
ACH-000085,-0.07867317693369999
ACH-000086,-0.13217572332900002
ACH-000087,0.221810325297
ACH-000092,0.338582024384
ACH-000095,0.0838182817618
ACH-000097,0.020515475921900003
ACH-000098,0.140723627508
ACH-000099,-0.0334705295568
ACH-000108,0.296900871294
ACH-000113,0.0789400832156
ACH-000115,0.304079433437
ACH-000116,-0.0856707347508
ACH-000118,0.0771146067015
ACH-000120,0.14803265143
ACH-000123,0.0570137181272
ACH-000127,0.014095717337100001
ACH-000128,0.22056703899099997
ACH-000132,-0.0393039110742
ACH-000133,0.0972226355267
ACH-000137,0.117925563637
ACH-000138,0.320331622487
ACH-000142,0.192956044916
ACH-000143,0.07511713447730001
ACH-000146,0.09084793527789999
ACH-000148,0.21785074129700002
ACH-000150,0.0884905779674
ACH-000152,-0.10418752083900001
ACH-000153,-0.0668953137002
ACH-000159,0.14655260969
ACH-000160,0.24690466217300003
ACH-000163,0.226954168145
ACH-000167,0.297041868072
ACH-000168,0.126279423481
ACH-000169,0.140319358289
ACH-000178,0.0258961048516
ACH-000182,0.119147273466
ACH-000183,0.0942896088831
ACH-000188,0.15649299622500001
ACH-000189,0.30184621929600003
ACH-000190,-0.21969336615200002
ACH-000198,0.11400263387599999
ACH-000204,-0.026702559343500003
ACH-000206,0.004909428092359999
ACH-000207,0.11420113624000001
ACH-000211,0.09494573772230001
ACH-000215,0.0749209143805
ACH-000221,0.106475514671
ACH-000222,-0.06643860888480001
ACH-000223,0.245629228791
ACH-000226,-0.0368409611878
ACH-000227,0.339868468727
ACH-000228,0.052420559387699996
ACH-000231,0.177550105571
ACH-000232,0.16912112187800002
ACH-000233,0.233207917916
ACH-000234,0.22452464802900002
ACH-000235,0.09823018799960001
ACH-000237,-0.280482195112
ACH-000238,0.205115025644
ACH-000243,0.265364194953
ACH-000244,0.0740368848598
ACH-000246,0.0392943510821
ACH-000248,-0.09292088917
ACH-000250,0.163899103339
ACH-000251,-0.0320172037021
