,DTX2 (113878)
ACH-000004,-0.274734360365
ACH-000007,-0.431192011161
ACH-000009,-0.31457639238699997
ACH-000011,-0.47865369079899994
ACH-000012,-0.239466718758
ACH-000013,-0.268200646144
ACH-000014,-0.309178473485
ACH-000015,-0.182856676317
ACH-000017,-0.176034269218
ACH-000018,-0.281509675658
ACH-000019,-0.419182650019
ACH-000021,-0.467278582172
ACH-000022,-0.346456337538
ACH-000025,-0.48091650633599997
ACH-000028,-0.32651712281399997
ACH-000030,-0.23288476058899998
ACH-000035,-0.317082124824
ACH-000036,-0.319291619325
ACH-000037,-0.30631616411999996
ACH-000039,-0.575585200203
ACH-000040,-0.424301834139
ACH-000041,-0.276940342698
ACH-000042,-0.41539715408699995
ACH-000045,-0.320899433767
ACH-000047,-0.39244746959700005
ACH-000052,-0.613360151675
ACH-000053,-0.34492713989100005
ACH-000054,-0.507338819291
ACH-000055,-0.332273301151
ACH-000060,-0.630553674992
ACH-000067,-0.574951773036
ACH-000070,-0.442722212241
ACH-000075,-0.520788217949
ACH-000078,-0.43321929989600005
ACH-000082,-0.376800477653
ACH-000085,-0.198647873349
ACH-000086,-0.0496974963963
ACH-000087,-0.310263127872
ACH-000092,-0.28866733891
ACH-000095,-0.37067757224799996
ACH-000097,-0.428766331992
ACH-000098,-0.326489917632
ACH-000099,-0.37106648523
ACH-000108,-0.27434866433899996
ACH-000113,-0.150020367731
ACH-000115,-0.197810548219
ACH-000116,-0.36565436010799995
ACH-000118,-0.525133807218
ACH-000120,-0.393609966585
ACH-000123,-0.447643357491
ACH-000127,-0.57885669015
ACH-000128,-0.37265039057
ACH-000132,-0.573165769859
ACH-000133,-0.244907815816
ACH-000137,-0.594265442036
ACH-000138,-0.35882849272100004
ACH-000142,-0.430761093993
ACH-000143,-0.43899170273599997
ACH-000146,-0.378915981846
ACH-000148,-0.512799612931
ACH-000150,-0.159781684407
ACH-000152,-0.33901847208499997
ACH-000153,-0.389496373137
ACH-000159,-0.487304357535
ACH-000160,-0.33176062826999997
ACH-000163,-0.17085729523499998
ACH-000167,-0.629861788873
ACH-000168,-0.46185102655199994
ACH-000169,-0.456219487848
ACH-000178,-0.349230027403
ACH-000182,-0.274160991966
ACH-000183,-0.36064799454199997
ACH-000188,-0.592621281702
ACH-000189,-0.670840443414
ACH-000190,-0.37782012185
ACH-000198,-0.45377348308
ACH-000204,-0.458857545581
ACH-000206,-0.560366615903
ACH-000207,-0.453002941172
ACH-000211,-0.562523254164
ACH-000215,-0.22466697416700002
ACH-000221,-0.435639890348
ACH-000222,-0.571788233453
ACH-000223,-0.478796049312
ACH-000226,-0.39971095194
ACH-000227,-0.299661268444
ACH-000228,-0.314657619376
ACH-000231,-0.46190175291900004
ACH-000232,-0.421933694797
ACH-000233,-0.266626156364
ACH-000234,-0.174970512508
ACH-000235,-0.517922964991
ACH-000237,-0.525001903455
ACH-000238,-0.619974180361
ACH-000243,-0.338843825211
ACH-000244,-0.47405059384900006
ACH-000246,-0.46369026217299997
ACH-000248,-0.449348247777
ACH-000250,-0.440109486148
ACH-000251,0.007225042578220001
ACH-000253,-0.263501532447
ACH-000255,-0.36669228403000004
ACH-000256,-0.328062440023
ACH-000257,-0.1508435179
ACH-000258,-0.561379657169
ACH-000259,-0.357305779247
ACH-000260,-0.421097731378
ACH-000261,-0.278387577662
ACH-000262,-0.210460361611
ACH-000263,-0.663780431435
ACH-000264,-0.587445638384
ACH-000265,-0.278360507845
ACH-000266,-0.480247081261
ACH-000272,-0.303765071675
ACH-000273,-0.3510581192
ACH-000274,-0.285620426746
ACH-000277,-0.134888557711
ACH-000278,-0.382399424789
ACH-000279,-0.45323758270000003
ACH-000280,-0.456681940419
ACH-000281,-0.248072356667
ACH-000288,-0.114155472443
ACH-000291,-0.358728787351
ACH-000293,-0.5183768834
ACH-000294,0.025505932121700003
ACH-000295,-0.256402807739
ACH-000296,-0.44574505143999993
ACH-000302,-0.29212196253899997
ACH-000304,-0.186527202546
ACH-000307,-0.294731191394
ACH-000308,-0.271900962247
ACH-000310,-0.48446631439599996
ACH-000311,-0.443735420452
ACH-000312,-0.441479594249
ACH-000315,0.0893000421638
ACH-000316,-0.204183673036
ACH-000317,-0.23431975605099997
ACH-000318,-0.45738291791100005
ACH-000319,-0.36265857939900004
ACH-000320,-0.541084380869
ACH-000322,-0.557726159548
ACH-000323,-0.127025660702
ACH-000324,-0.471154305867
ACH-000329,-0.156598558528
ACH-000330,-0.49885963886600004
ACH-000331,-0.58052662608
ACH-000332,-0.318834346341
ACH-000334,-0.293046393155
ACH-000335,-0.39397753409999997
ACH-000336,-0.18158222203899999
ACH-000337,-0.358221017272
ACH-000339,-0.54553855192
ACH-000341,-0.20119709404199998
ACH-000348,-0.308320536434
ACH-000350,-0.162360021707
ACH-000352,-0.23312524785799998
ACH-000356,-0.767852730214
ACH-000361,-0.0209839297029
ACH-000362,-0.5079646097070001
ACH-000363,-0.197815517911
ACH-000364,-0.578854515274
ACH-000365,-0.33059350878800003
ACH-000366,-0.289606145348
ACH-000368,-0.674847899436
ACH-000374,-0.371261789692
ACH-000375,-0.56700240486
ACH-000376,-0.239694826049
ACH-000381,-0.329204579463
ACH-000383,-0.407028644282
ACH-000387,-0.34883993952299996
ACH-000389,-0.5692892706220001
ACH-000390,-0.39515896832900005
ACH-000393,-0.574923129336
ACH-000395,-0.31976416789
ACH-000397,-0.35884440719000005
ACH-000401,-0.28205502905
ACH-000402,-0.24163911896200002
ACH-000403,-0.585958267362
ACH-000404,-0.194381694382
ACH-000406,-0.26586570426899997
ACH-000407,-0.490746051356
ACH-000408,-0.511593378365
ACH-000410,-0.24300004132599998
ACH-000411,-0.52473853492
ACH-000414,-0.5813848285350001
ACH-000415,-0.501460160344
ACH-000416,-0.336006118771
ACH-000420,-0.38161400707599996
ACH-000421,-0.20550622046599998
ACH-000424,-0.403237057605
ACH-000425,-0.408506960958
ACH-000426,-0.285087140653
ACH-000427,-0.185038820381
ACH-000433,-0.47217127582699997
ACH-000436,-0.438518393868
ACH-000444,-0.628072890663
ACH-000445,-0.42849663669200005
ACH-000448,-0.475509667761
ACH-000450,-0.409568347202
ACH-000452,-0.36375992054799994
ACH-000454,-0.136749246806
ACH-000458,-0.44281342529299994
ACH-000459,-0.22631343954799998
ACH-000460,-0.30699730481
ACH-000461,-0.543064192754
ACH-000463,-0.42509948139200004
ACH-000464,-0.583639876931
ACH-000466,-0.635867920122
ACH-000467,-0.363736677342
ACH-000468,-0.629653769755
ACH-000469,-0.296273356851
ACH-000470,-0.45315004108999996
ACH-000471,-0.353786887354
ACH-000472,-0.34680355396799994
ACH-000473,-0.6472559233649999
ACH-000475,-0.34610874296800004
ACH-000476,-0.491503601985
ACH-000477,-0.193806728764
ACH-000480,-0.419852185326
ACH-000481,-0.419409044359
ACH-000483,-0.398363500298
ACH-000484,-0.09880776209969999
ACH-000485,-0.449819972064
ACH-000486,-0.576059655276
ACH-000487,-0.210153066464
ACH-000488,-0.46110317172799997
ACH-000490,-0.49346910525
ACH-000491,-0.0816758530833
ACH-000495,-0.21745512713399998
ACH-000496,-0.268931466933
ACH-000499,-0.18514117232299998
ACH-000500,-0.524746978119
ACH-000502,-0.505580060565
ACH-000503,-0.560310147461
ACH-000505,-0.375696682124
ACH-000507,-0.232852927264
ACH-000510,-0.288788075196
ACH-000511,-0.326396249877
ACH-000512,-0.490307145291
ACH-000516,-0.40634049525300003
ACH-000517,-0.356268113111
ACH-000518,-0.508518674783
ACH-000520,-0.362577613257
ACH-000521,-0.247052121589
ACH-000522,-0.321640798489
ACH-000524,-0.428396163154
ACH-000527,-0.400209930748
ACH-000528,-0.24893990059999999
ACH-000537,-0.261101289758
ACH-000541,-0.290609826596
ACH-000542,-0.567292415987
ACH-000544,-0.39912913019199997
ACH-000545,-0.40376572219800005
ACH-000547,-0.195171802141
ACH-000548,-0.489114431842
ACH-000549,-0.20726571575
ACH-000550,-0.543093519714
ACH-000552,-0.196524455759
ACH-000556,-0.236258972381
ACH-000557,-0.170101409456
ACH-000570,-0.397633269137
ACH-000571,-0.399517847689
ACH-000573,-0.411602524127
ACH-000576,-0.37374578974100003
ACH-000580,-0.277721829813
ACH-000584,-0.45501331789800004
ACH-000585,-0.263926147066
ACH-000588,-0.610430541776
ACH-000589,-0.33962818599699995
ACH-000591,-0.24158574524999998
ACH-000593,-0.27113194454100004
ACH-000600,-0.6815826355850001
ACH-000601,-0.406462403535
ACH-000604,-0.25691135819899996
ACH-000605,-0.467662463742
ACH-000606,-0.560795543224
ACH-000608,-0.318348451438
ACH-000614,-0.276649613217
ACH-000616,-0.463590219472
ACH-000618,-0.33173024718899996
ACH-000619,-0.466586465511
ACH-000620,-0.24804833445399999
ACH-000621,-0.481273597479
ACH-000622,-0.733201111355
ACH-000623,-0.372560966284
ACH-000624,-0.482591263071
ACH-000627,-0.469285971307
ACH-000630,-0.600776307518
ACH-000632,-0.37533559969499997
ACH-000633,-0.271218746148
ACH-000637,-0.62338061228
ACH-000638,-0.4120147415
ACH-000646,-0.521249070194
ACH-000647,-0.205572569583
ACH-000648,-0.24731202702799998
ACH-000649,-0.389066061871
