,DDB1 (1642)
ACH-000226,-1.77671335626
ACH-000227,-0.730471288522
ACH-000228,-1.80441498035
ACH-000231,-1.72754520507
ACH-000232,-1.6929524596799999
ACH-000233,-2.04403816926
ACH-000234,-1.7767204232
ACH-000235,-1.73917275718
ACH-000237,-1.77217494926
ACH-000238,-1.38265292046
ACH-000243,-1.6022930204299999
ACH-000244,-1.68987236475
ACH-000246,-1.6587867098500002
ACH-000248,-1.7437733483700002
ACH-000250,-1.69975595899
ACH-000251,-2.1116229610799997
ACH-000253,-1.66914007454
ACH-000255,-1.65766260823
ACH-000256,-1.84906063828
ACH-000257,-1.56578403148
ACH-000258,-1.95971100338
ACH-000259,-1.71270541428
ACH-000260,-1.6474221944499998
ACH-000261,-1.61571181633
ACH-000262,-1.87158481465
ACH-000263,-1.5058419632799998
ACH-000264,-1.66068274273
ACH-000265,-1.6315188277700001
ACH-000266,-1.7723827995200003
ACH-000272,-1.5652120161
ACH-000273,-1.92459399759
ACH-000274,-1.94079385648
ACH-000277,-2.1842157570299996
ACH-000278,-1.7843172092099997
ACH-000279,-1.46800392597
ACH-000280,-1.80750045653
ACH-000281,-1.65873004868
ACH-000288,-1.79195798105
ACH-000291,-1.70369969848
ACH-000293,-1.8620282272
ACH-000294,-1.72375938187
ACH-000295,-1.68893930084
ACH-000296,-1.6083453144100002
ACH-000302,-1.8092587957
ACH-000304,-1.8408729808000002
ACH-000307,-1.7844643968400002
ACH-000308,-1.7556858380400002
ACH-000310,-1.5213468554799998
ACH-000311,-1.76717506557
ACH-000312,-1.7123321216299998
ACH-000315,-1.5691171879199999
ACH-000316,-1.8573651495900003
ACH-000317,-1.7345117018
ACH-000318,-1.9120781343200002
ACH-000319,-1.5398057918
ACH-000320,-1.7450428209400002
ACH-000322,-1.4582680513799997
ACH-000323,-1.87621662281
ACH-000324,-1.67445278044
ACH-000329,-1.7158451768599998
ACH-000330,-1.5981335449899998
ACH-000331,-1.49429654726
ACH-000332,-1.74422564539
ACH-000334,-1.64868885429
ACH-000335,-1.90271237023
ACH-000336,-1.7252955312400002
ACH-000337,-1.8861927220299999
ACH-000339,-1.77885841866
ACH-000341,-1.9634437782700003
ACH-000348,-1.6197313260799997
ACH-000350,-2.51722167842
ACH-000352,-1.58332829302
ACH-000356,-1.69015502051
ACH-000361,-1.82185562902
ACH-000362,-2.04621167681
ACH-000363,-1.9158384976499998
ACH-000364,-1.65425831894
ACH-000365,-1.61433767805
ACH-000366,-1.64408826273
ACH-000368,-1.70493111181
ACH-000374,-1.83235672676
ACH-000375,-1.5688874173700003
ACH-000376,-1.69494162979
ACH-000381,-1.71523010646
ACH-000383,-1.8598078349200002
ACH-000387,-1.82728095276
ACH-000389,-1.79260101678
ACH-000390,-1.90247376676
ACH-000393,-1.59308504553
ACH-000395,-1.79465583783
ACH-000397,-1.75525532148
ACH-000401,-1.9520010767900002
ACH-000402,-1.51819020846
ACH-000403,-1.7547934021400002
ACH-000404,-1.73795040252
ACH-000406,-1.9006359114400002
ACH-000407,-1.50098700294
ACH-000408,-1.52118464039
ACH-000410,-1.55402173308
ACH-000411,-1.8542243585499998
ACH-000414,-1.82201977695
ACH-000415,-1.84693713806
ACH-000416,-1.67047981299
ACH-000420,-1.76668291235
ACH-000421,-1.6526086023299997
ACH-000424,-1.80311190778
ACH-000425,-1.63342601561
ACH-000426,-2.0964498579099997
ACH-000427,-1.8841108679799998
ACH-000433,-1.65860746625
ACH-000436,-1.7229609525999998
ACH-000444,-1.7141883891499998
ACH-000445,-1.66210912305
ACH-000448,-1.5660352460799998
ACH-000450,-1.9449833486700001
ACH-000452,-1.9583736686099997
ACH-000454,-1.6791790016600001
ACH-000458,-1.7445041811300002
ACH-000459,-1.9353396299799999
ACH-000460,-1.5865906345299998
ACH-000461,-2.00144374208
ACH-000463,-1.8010968224500001
ACH-000464,-1.80314169887
ACH-000466,-2.0603006853
ACH-000467,-1.61248375445
ACH-000468,-2.0135747104
ACH-000469,-1.81074152773
ACH-000470,-1.6448710252899998
ACH-000471,-1.61215816217
ACH-000472,-1.69792446896
ACH-000473,-1.9738637479700003
ACH-000475,-1.7304806042200003
ACH-000476,-1.8964527460299998
ACH-000477,-1.5966540812999999
ACH-000480,-1.63505493558
ACH-000481,-1.86385774445
ACH-000483,-1.77708883385
ACH-000484,-2.07550265721
ACH-000485,-1.9043370819799998
ACH-000486,-1.67562860799
ACH-000487,-1.54288483549
ACH-000488,-1.5924942580500001
ACH-000490,-1.57245429674
ACH-000491,-1.9437451109200001
ACH-000495,-1.6038079817299997
ACH-000496,-1.7256298841
ACH-000499,-1.48447719195
ACH-000500,-1.7518535330900002
ACH-000502,-1.6685687743900002
ACH-000503,-1.40160556062
ACH-000505,-1.8157862414700001
ACH-000507,-1.69596128909
ACH-000510,-1.7660677303099999
ACH-000511,-1.6014674147999999
ACH-000512,-1.5544417617500002
ACH-000516,-1.82670604037
ACH-000517,-1.8226042030200003
ACH-000518,-1.8032936975099998
ACH-000520,-1.59660263088
ACH-000521,-1.5461452249
ACH-000522,-1.7603140991
ACH-000524,-1.6265557274000002
ACH-000527,-1.94222053746
ACH-000528,-1.7880703126700002
ACH-000537,-1.49334193727
ACH-000541,-1.69819363225
ACH-000542,-1.76836528988
ACH-000544,-1.80631225722
ACH-000545,-1.64439149658
ACH-000547,-1.6332399087
ACH-000548,-1.50595097321
ACH-000549,-1.55885662018
ACH-000550,-1.89416942877
ACH-000552,-1.59814707557
ACH-000556,-1.75414412875
ACH-000557,-2.10300174819
ACH-000570,-1.66218369909
ACH-000571,-1.7397469238599998
ACH-000573,-1.5879929107700002
ACH-000576,-1.8660476780000002
ACH-000580,-1.7044227956600002
ACH-000584,-1.8197740553900001
ACH-000585,-1.79619336857
ACH-000588,-2.05124293563
ACH-000589,-1.7267751491
ACH-000591,-1.8040027162299999
ACH-000593,-1.72979502075
ACH-000600,-1.5978320167299997
ACH-000601,-1.6987711864200001
ACH-000604,-1.9147331473700002
ACH-000605,-1.7578223126099999
ACH-000606,-1.69542648536
ACH-000608,-1.7746471943000002
ACH-000614,-1.59587114095
ACH-000616,-1.5654585003600001
ACH-000618,-1.7241897763900003
ACH-000619,-1.5784106074200002
ACH-000620,-1.84350999691
ACH-000621,-1.8718339713799999
ACH-000622,-1.45300091009
ACH-000623,-1.71754411911
ACH-000624,-1.7369967220900002
ACH-000627,-1.79965790357
ACH-000630,-1.6786323702300001
ACH-000632,-1.75103809241
ACH-000633,-1.69994500527
ACH-000637,-1.6592225838499999
ACH-000638,-1.6592820198700002
ACH-000646,-1.9499699104900003
ACH-000647,-1.7900065168700001
ACH-000648,-1.9843993730200002
ACH-000649,-1.83105282092
ACH-000651,-1.73678456792
ACH-000652,-1.8218367768200001
ACH-000653,-1.8881392198500002
ACH-000657,-1.8850736508200001
ACH-000658,-1.6175093773
ACH-000661,-2.00514258662
ACH-000662,-1.90947643339
ACH-000663,-1.85643351314
ACH-000665,-1.74960822134
ACH-000671,-1.67783481234
ACH-000673,-1.63754333826
ACH-000676,-1.68856426033
ACH-000677,-1.84499802042
ACH-000681,-1.6983787442700002
ACH-000682,-1.9450499426599996
ACH-000683,-1.8670888749099999
ACH-000684,-1.3753196199899997
ACH-000688,-1.62526132121
ACH-000693,-1.6765761310299998
ACH-000694,-1.9333421156900001
ACH-000695,-1.8773772684799999
ACH-000696,-1.71270626729
ACH-000697,-1.77316662753
ACH-000699,-1.3744562906600002
ACH-000701,-1.7732962946900002
ACH-000706,-1.65661101562
ACH-000711,-1.61422699299
ACH-000713,-1.66024089068
ACH-000714,-1.9455584542299997
ACH-000718,-2.04704593433
ACH-000720,-1.7697302615000001
ACH-000721,-1.75186380583
ACH-000724,-2.04923640625
ACH-000725,-1.8117980814400003
ACH-000732,-1.84908321438
ACH-000734,-1.72090242396
ACH-000735,-1.32739866709
ACH-000736,-1.8772325274900001
ACH-000738,-1.71904655527
ACH-000746,-1.55662406287
ACH-000747,-1.5654496572799999
ACH-000748,-1.64994447986
ACH-000753,-1.8818218717
ACH-000756,-1.75290877944
ACH-000757,-1.61133479255
ACH-000758,-1.5879672032499998
ACH-000760,-1.6479908087600001
ACH-000763,-1.64307095067
ACH-000764,-1.9205695626099997
ACH-000765,-1.8908592029099998
ACH-000766,-1.74779587161
ACH-000767,-1.46457604729
ACH-000768,-1.6456048107299999
ACH-000769,-1.6681088745100001
ACH-000770,-1.7816456569999999
ACH-000771,-1.63398777153
ACH-000773,-2.01649583822
ACH-000776,-1.67141217804
ACH-000777,-1.7012098217299998
ACH-000778,-1.81991022273
ACH-000781,-1.8735251392900003
ACH-000782,-2.02067799727
ACH-000783,-2.0871197482499997
ACH-000784,-1.55549959243
ACH-000785,-2.1457465713099997
ACH-000787,-1.7440259936000002
ACH-000788,-1.5931312877700001
ACH-000791,-1.8417703308700002
ACH-000792,-2.14432501161
ACH-000794,-1.8498311789900002
ACH-000796,-1.7947505544099998
ACH-000799,-1.9535955711300002
ACH-000800,-1.8469501797599999
ACH-000802,-1.7812816907900002
ACH-000804,-1.7852251015
ACH-000805,-1.6531865411200002
ACH-000809,-1.9067584210799997
ACH-000810,-1.9709314191099998
ACH-000811,-1.44245963945
ACH-000817,-1.6560346374000001
ACH-000819,-1.7464213616900004
ACH-000820,-1.56464703049
ACH-000821,-1.93328767346
ACH-000822,-1.65289937772
ACH-000823,-1.79185526854
ACH-000824,-1.91803025226
ACH-000827,-1.6697178029700002
ACH-000829,-1.67609178759
ACH-000831,-2.0339771566900002
ACH-000832,-1.6710818417200002
ACH-000833,-1.748502926
ACH-000834,-1.7189716336400003
ACH-000835,-1.5179309367299998
ACH-000836,-1.06471664843
ACH-000837,-1.65237744541
ACH-000838,-1.92111398157
ACH-000839,-1.8739431663599997
ACH-000840,-1.85319625523
ACH-000841,-1.64640173641
ACH-000843,-1.8096831804799998
ACH-000846,-1.8547107507299998
ACH-000847,-1.59094269421
ACH-000848,-1.6221837083700001
ACH-000849,-1.631155722
ACH-000851,-1.72041957168
ACH-000855,-1.82797798005
ACH-000856,-1.7684075992900001
ACH-000858,-1.71041474638
ACH-000859,-0.962283317563
ACH-000861,-1.64124409511
ACH-000862,-2.06469727555
ACH-000865,-1.7959917974000001
ACH-000866,-1.6405294071899998
ACH-000867,-1.8164157426900003
ACH-000869,-1.70582345629
ACH-000872,-1.79696722188
ACH-000873,-1.80504435629
ACH-000876,-1.6983382603900001
ACH-000878,-1.9018909757099998
ACH-000880,-1.57149777834
ACH-000881,-1.89871769333
ACH-000882,-1.83547049167
ACH-000884,-1.77110282155
ACH-000885,-1.57592716672
ACH-000887,-1.8283520891299998
ACH-000888,-1.7979678582299998
ACH-000889,-1.90984429357
ACH-000890,-1.8042815525
ACH-000896,-1.86472948449
ACH-000898,-1.80077972928
ACH-000900,-1.6396634945100002
ACH-000901,-1.73747325598
ACH-000905,-1.6488571579
ACH-000906,-1.6599699844799998
ACH-000907,-1.69131189159
ACH-000910,-1.90380839931
ACH-000911,-1.81834759189
ACH-000912,-1.6875418538999998
ACH-000913,-1.60426215624
ACH-000915,-1.62137873381
ACH-000916,-2.19403516944
ACH-000917,-1.5400718034799998
ACH-000921,-1.80507563155
ACH-000924,-1.60018486123
ACH-000926,-1.63237811237
ACH-000928,-1.9030781268799999
ACH-000929,-1.59242195653
ACH-000932,-1.6933906932499998
ACH-000935,-1.8405711791
ACH-000936,-2.02657258562
ACH-000937,-1.96984840384
ACH-000938,-1.8314822964
ACH-000939,-1.2357296423100002
ACH-000941,-1.79084113896
ACH-000943,-1.63861527919
ACH-000946,-1.7093876884
ACH-000947,-1.72600620123
ACH-000948,-1.55420618142
ACH-000950,-1.8036169894599998
ACH-000953,-2.08601948346
ACH-000957,-1.8638167194599997
ACH-000958,-1.68242923639
ACH-000960,-1.83219709445
ACH-000963,-2.19944815768
ACH-000968,-1.72892332408
ACH-000969,-1.3357165605399999
ACH-000973,-1.5960186047
ACH-000974,-1.88067281315
ACH-000975,-1.57700199821
ACH-000976,-1.5775484229499999
ACH-000978,-1.93839153947
ACH-000980,-1.78025434563
ACH-000984,-1.52709940852
ACH-000986,-1.8350397781099999
ACH-000988,-1.82012568155
ACH-000993,-1.51458441191
ACH-000994,-1.84164662238
ACH-000996,-1.6348475484799998
ACH-001001,-1.84846188803
ACH-001020,-1.2356106700799998
ACH-001028,-1.93708695491
ACH-001031,-1.9328242635900004
ACH-001038,-1.5538494153100002
ACH-001048,-1.68770330588
ACH-001050,-1.44172098262
ACH-001053,-1.64622444808
ACH-001054,-1.8288298901099997
ACH-001061,-1.63442711973
ACH-001067,-1.7177929504700002
ACH-001075,-1.54369151931
ACH-001096,-1.6347687247999998
ACH-001128,-0.7654189511830001
ACH-001134,-1.8432438286900001
ACH-001151,-1.56133540605
ACH-001163,-1.73492851588
ACH-001164,-2.18884651909
ACH-001173,-1.8236614315200002
ACH-001183,-1.80488540415
ACH-001184,-1.9025850236300001
ACH-001190,-1.6082736128
ACH-001192,-1.5279295268000002
ACH-001193,-1.6634368072
ACH-001196,-1.9300152858700002
ACH-001197,-1.73554459717
ACH-001205,-1.67500694308
ACH-001211,-1.66502188511
ACH-001212,-1.91623540505
ACH-001228,-2.14130737722
ACH-001232,-1.762927634
ACH-001239,-1.7812465256
ACH-001274,-1.81702582619
ACH-001275,-1.8239257890400002
ACH-001277,-1.5300245347699999
ACH-001278,-1.9925165698500003
ACH-001280,-1.9687088480000001
ACH-001283,-1.76424035729
ACH-001289,-1.682315917
ACH-001295,-1.86286116287
ACH-001300,-1.67722020655
ACH-001301,-1.55149314067
ACH-001302,-2.0443393164
ACH-001303,-1.59701222802
ACH-001306,-1.6741524804700003
ACH-001318,-1.53887774947
ACH-001322,-1.5817054407100002
ACH-001328,-1.6619016517200003
ACH-001332,-1.62702512511
ACH-001333,-1.69699664727
ACH-001336,-1.7469356211900002
ACH-001340,-1.6098621675
ACH-001346,-1.2510410918200001
ACH-001353,-1.58864214099
ACH-001354,-1.90400123753
ACH-001367,-2.21535446872
ACH-001368,-1.8054087682
ACH-001374,-1.8912992043099999
ACH-001375,-1.88867565542
ACH-001377,-1.7790082899200002
ACH-001380,-1.72269503962
ACH-001391,-2.06481975363
ACH-001407,-1.56021196516
ACH-001408,-1.6980015552599999
ACH-001413,-1.62268195051
ACH-001430,-1.8937922652
ACH-001431,-1.7555377935499998
ACH-001450,-1.72810531699
ACH-001496,-1.25892944564
ACH-001500,-1.34815265755
ACH-001521,-2.2418191566599996
ACH-001523,-1.77560097248
ACH-001532,-1.76581063488
ACH-001536,-1.84900964094
ACH-001550,-1.36681932641
ACH-001552,-1.63765589113
ACH-001554,-1.71545032585
ACH-001645,-2.05898315588
ACH-001654,-1.72124961667
ACH-001715,-1.5379463747100002
ACH-001735,-1.8317982458400002
ACH-001736,-1.8034659424000001
ACH-001737,-2.08413854962
ACH-001740,-1.6931074482100001
ACH-001745,-1.7822009305400002
ACH-001750,-1.75868059844
ACH-001765,-1.6366825108399998
ACH-001956,-1.9077449981299999
ACH-001957,-1.8530410654700002
