,TSSC1 (7260)
ACH-000004,-0.13257475587
ACH-000007,-0.18617865793900001
ACH-000009,-0.10982708982799999
ACH-000011,-0.340353092113
ACH-000012,0.09811446980039999
ACH-000013,-0.3392035005
ACH-000014,-0.0165901742463
ACH-000015,-0.407149009219
ACH-000017,-0.33667629295100004
ACH-000018,-0.139671650563
ACH-000019,-0.06400366274680001
ACH-000021,-0.7452995277240001
ACH-000022,-0.110115868377
ACH-000025,-0.110329478761
ACH-000028,-0.0216043521703
ACH-000030,-0.08824136608100001
ACH-000035,-0.335943512717
ACH-000036,-0.668585990175
ACH-000037,-0.237350736082
ACH-000039,0.037707023595800006
ACH-000040,-0.450314175674
ACH-000041,-0.191331910031
ACH-000042,-0.22207076865800002
ACH-000045,0.21965818976
ACH-000047,-0.15122786008199998
ACH-000052,-0.182108489297
ACH-000053,-0.160147504531
ACH-000054,-0.27210100498100004
ACH-000055,0.12731642938100002
ACH-000060,-0.0226267846859
ACH-000067,0.0365568393209
ACH-000070,-0.5415425571970001
ACH-000075,-0.309286641596
ACH-000078,-0.39987822082400004
ACH-000082,-0.0498480558691
ACH-000085,-0.2797500587
ACH-000086,-0.217869505662
ACH-000087,-0.153437360621
ACH-000092,-0.353743258707
ACH-000095,-0.19434697024099998
ACH-000097,0.09241138080399999
ACH-000098,0.0807205977617
ACH-000099,-0.7477734275669999
ACH-000108,-0.04628197895330001
ACH-000113,-0.028935640847200003
ACH-000115,-0.223009218125
ACH-000116,-0.0763787159293
ACH-000118,-0.0199721191039
ACH-000120,-0.233585647898
ACH-000123,-0.278349343998
ACH-000127,-0.22092992218000002
ACH-000128,0.013601763665
ACH-000132,-0.147421369045
ACH-000133,-0.522185231744
ACH-000137,-0.05491338752730001
ACH-000138,-0.217805156686
ACH-000142,-0.48019780533900003
ACH-000143,-0.0070080535003900005
ACH-000146,-0.199584902384
ACH-000148,-0.0179970236833
ACH-000150,-0.0701233147385
ACH-000152,0.0134389415405
ACH-000153,-0.219540508865
ACH-000159,-0.0643588179795
ACH-000160,0.0950924407303
ACH-000163,-0.374878495953
ACH-000167,-0.488055230272
ACH-000168,-0.251007696683
ACH-000169,-0.617168045198
ACH-000178,-0.46637288588799997
ACH-000182,0.045136039218300006
ACH-000183,-0.842659519086
ACH-000188,-0.327113761367
ACH-000189,-0.247310680688
ACH-000190,-0.110758355531
ACH-000198,-0.138489674989
