,NDOR1 (27158)
ACH-000475,-0.742267250702
ACH-000476,-1.08052272799
ACH-000477,-0.8678862081380001
ACH-000480,-1.0040877475799999
ACH-000481,-1.29186622866
ACH-000483,-0.6399155787349999
ACH-000484,-0.8063508047210001
ACH-000485,-0.8715840119310001
ACH-000486,-0.963873895029
ACH-000487,-0.9721294440129999
ACH-000488,-0.977152284024
ACH-000490,-0.75740427833
ACH-000491,-0.548653629938
ACH-000495,-1.50824239058
ACH-000496,-0.982042383983
ACH-000499,-0.903056860214
ACH-000500,-0.497352979423
ACH-000502,-0.838874518422
ACH-000503,-0.674902856716
ACH-000505,-1.21291477695
ACH-000507,-1.20838040754
ACH-000510,-1.06586592433
ACH-000511,-1.1494780338500001
ACH-000512,-1.22663362724
ACH-000516,-1.13723008784
ACH-000517,-0.8902456053450001
ACH-000518,-0.8949241595280001
ACH-000520,-1.06332418302
ACH-000521,-1.23941668627
ACH-000522,-1.10003143813
ACH-000524,-0.8886986791339999
ACH-000527,-1.02589156503
ACH-000528,-0.8463136187520001
ACH-000537,-1.04370813256
ACH-000541,-0.5268334515950001
ACH-000542,-1.06804182646
ACH-000544,-1.18295173282
ACH-000545,-0.982555798922
ACH-000547,-0.889023018468
ACH-000548,-0.821428440654
ACH-000549,-0.984345464896
ACH-000550,-1.04119503626
ACH-000552,-1.1616026453
ACH-000556,-0.7525044166
ACH-000557,-0.47423556384900006
ACH-000570,-1.25372054728
ACH-000571,-0.980662502835
ACH-000573,-0.932871873323
ACH-000576,-1.1340257216299998
ACH-000580,-1.21622586453
ACH-000584,-1.2899120489
ACH-000585,-0.7511427362459999
ACH-000588,-1.0261991444299998
ACH-000589,-0.8162017671349999
ACH-000591,-1.15641808747
ACH-000593,-0.759978096198
ACH-000600,-1.0416954998299999
ACH-000601,-1.01791776689
ACH-000604,-1.03816154884
ACH-000605,-0.835163775736
ACH-000606,-0.977073449523
ACH-000608,-0.7365818393000001
ACH-000614,-0.813747235193
ACH-000616,-1.04500490006
ACH-000618,-0.866587344462
ACH-000619,-0.8021674276790001
ACH-000620,-0.814462910915
ACH-000621,-1.2151283758700002
ACH-000622,-0.7690841817090001
ACH-000623,-1.0413452419
ACH-000624,-1.01836799382
ACH-000627,-0.880308367791
ACH-000630,-0.946674456532
ACH-000632,-1.0118942693100001
ACH-000633,-0.9168854849220001
ACH-000637,-1.0253280964700002
ACH-000638,-1.0078939767100001
ACH-000646,-0.798299123715
ACH-000647,-0.9834313991220001
ACH-000648,-0.970070215709
ACH-000649,-1.14390339499
ACH-000651,-1.12163424434
ACH-000652,-1.20562233375
ACH-000653,-1.02767499796
ACH-000657,-1.09912461689
ACH-000658,-0.6317150604089999
ACH-000661,-0.9204537519920001
ACH-000662,-0.248432042753
ACH-000663,-1.22633350297
ACH-000665,-0.7898538782279999
ACH-000671,-0.8069204111139999
ACH-000673,-0.9559775637469999
ACH-000676,-1.16486800302
ACH-000677,-0.7122790883600001
ACH-000681,-0.982834676031
ACH-000682,-1.05191506201
ACH-000683,-1.24239033946
ACH-000684,-1.23662272451
ACH-000688,-1.1898317588200003
ACH-000693,-0.804586061301
ACH-000694,-0.934245873424
ACH-000695,-0.720386072931
ACH-000696,-1.02393752875
ACH-000697,-0.8994099172059999
ACH-000699,-1.01006675341
ACH-000701,-0.802214332179
ACH-000706,-1.13473479317
ACH-000711,-1.0439182024
ACH-000713,-1.21277531331
ACH-000714,-1.08313121122
ACH-000718,-1.18431009425
ACH-000720,-1.2894741536299998
ACH-000721,-1.0134398761299999
ACH-000724,-0.761255130582
ACH-000725,-0.413739614479
ACH-000732,-1.28990208608
ACH-000734,-1.0675004974
ACH-000735,-1.00094741528
ACH-000736,-0.915864870589
ACH-000738,-0.956106212054
ACH-000746,-0.795497050337
ACH-000747,-1.05864720429
ACH-000748,-1.10395677779
ACH-000753,-0.894104464702
ACH-000756,-0.984324403797
ACH-000757,-0.975674851882
ACH-000758,-1.01577588556
ACH-000760,-1.22691089693
ACH-000763,-0.7536513095690001
ACH-000764,-1.3514034796899999
ACH-000765,-1.01307891637
ACH-000766,-1.04066931147
ACH-000767,-0.521644538461
ACH-000768,-1.15840945499
ACH-000769,-0.861104608028
ACH-000770,-0.959449847869
ACH-000771,-1.1370266910299998
ACH-000773,-0.713412655303
ACH-000776,-1.0304613022799998
ACH-000777,-1.0203271826
ACH-000778,-0.597821636475
ACH-000781,-0.81741682051
ACH-000782,-0.958837827625
ACH-000783,-0.686025813829
ACH-000784,-0.969027458699
ACH-000785,-0.547263501081
ACH-000787,-1.01339278931
ACH-000788,-1.0474075002399998
ACH-000791,-0.802869456353
ACH-000792,-1.13496408567
ACH-000794,-0.771590207361
ACH-000796,-1.08048750452
ACH-000799,-1.0122473415100002
ACH-000800,-0.803407968432
ACH-000802,-0.95861078644
ACH-000804,-0.830624356375
ACH-000805,-1.1053204199200002
ACH-000809,-1.0732359655500001
ACH-000810,-1.21448969061
ACH-000811,-0.916426316541
ACH-000817,-0.7405563545080001
ACH-000819,-1.2706656864399999
ACH-000820,-1.71767840782
ACH-000821,-0.782757713149
ACH-000822,-1.37395883403
ACH-000823,-1.1540075505399998
ACH-000824,-1.1687091327299999
ACH-000827,-1.10940667306
ACH-000829,-0.832040775263
ACH-000831,-1.01510057351
ACH-000832,-0.828884443004
ACH-000833,-0.940958965527
ACH-000834,-1.21156307499
ACH-000835,-1.1027113271100002
ACH-000836,-1.1039339566
ACH-000837,-0.9928660938789999
ACH-000838,-0.927049654877
ACH-000839,-1.24593683191
ACH-000840,-1.4319748083300001
ACH-000841,-0.971798952108
ACH-000843,-0.940748586778
ACH-000846,-0.732055582133
ACH-000847,-1.1101318147700001
ACH-000848,-1.12429510412
ACH-000849,-1.20295847016
ACH-000851,-1.20044604198
ACH-000855,-0.947263157792
ACH-000856,-1.20542249145
ACH-000858,-1.0691118465
ACH-000859,-1.2422752273200002
ACH-000861,-0.9668738211319999
ACH-000862,-0.861173603063
ACH-000865,-1.06679386203
ACH-000866,-1.016517991
ACH-000867,-0.9242913099950001
ACH-000869,-1.00411029296
ACH-000872,-0.947818496296
ACH-000873,-1.27925519515
ACH-000876,-0.536380829579
ACH-000878,-1.0918088386799998
ACH-000880,-1.0262457619299998
ACH-000881,-0.960333556152
ACH-000882,-1.19091933317
ACH-000884,-1.0351999806899999
ACH-000885,-0.974688536662
ACH-000887,-1.20046946236
ACH-000888,-1.00058346009
ACH-000889,-0.8053196375499999
ACH-000890,-1.0325878565100002
ACH-000896,-1.2250174985299997
ACH-000898,-0.61157314895
ACH-000900,-1.03503149132
ACH-000901,-1.17989652367
ACH-000905,-0.9529837652159999
ACH-000906,-0.999724490542
ACH-000907,-1.56592244139
ACH-000910,-0.6833351818510001
ACH-000911,-1.01385497273
ACH-000912,-0.9983334610860001
ACH-000913,-1.2981022842399998
ACH-000915,-1.12789356854
ACH-000916,-1.3432804768900002
ACH-000917,-1.0292288614799998
ACH-000921,-1.0681099443200002
ACH-000924,-1.0545040332
ACH-000926,-0.922339440898
ACH-000928,-1.1259950313
ACH-000929,-1.23349181928
ACH-000932,-0.8995802753309999
ACH-000935,-1.07509007141
ACH-000936,-1.15939479957
ACH-000937,-0.691549418353
ACH-000938,-0.856070884927
ACH-000939,-1.3008619056
ACH-000941,-0.785452739347
ACH-000943,-0.792881797829
ACH-000946,-1.03758698281
ACH-000947,-1.19446862457
ACH-000948,-0.748265501327
ACH-000950,-1.12782152932
ACH-000953,-1.16806704931
ACH-000957,-0.8309969312790001
ACH-000958,-1.25205926263
ACH-000960,-0.9763061523559999
ACH-000963,-1.0256024516
ACH-000968,-1.13324918781
ACH-000969,-0.639962573708
ACH-000973,-1.08188309823
ACH-000974,-1.09848272748
ACH-000975,-0.797136651655
ACH-000976,-1.44355592694
ACH-000978,-0.0777357977462
ACH-000980,-1.04816189123
ACH-000984,-0.9973081607050001
ACH-000986,-0.909834196187
ACH-000988,-0.997600473177
ACH-000993,-0.83034381625
ACH-000994,-0.84470224174
ACH-000996,-1.17443962314
ACH-001001,-0.919516759171
ACH-001020,-1.57652193352
ACH-001028,-1.14541542011
ACH-001031,-0.8384937559960001
ACH-001038,-0.935003384122
ACH-001048,-1.00684598679
ACH-001050,-0.884451854643
ACH-001053,-1.2379108814700002
ACH-001054,-1.0535128793100001
ACH-001061,-1.04168494967
ACH-001067,-1.17743138617
ACH-001075,-1.21995718652
ACH-001096,-0.9604506025220001
ACH-001128,-1.1111158601
ACH-001134,-1.05342544026
ACH-001151,-1.26368119728
ACH-001163,-1.25954445403
ACH-001164,-1.0939553336299999
ACH-001173,-1.02491752475
ACH-001183,-1.04433357693
ACH-001184,-0.885033002479
ACH-001190,-1.50105760278
ACH-001192,-0.768783524525
ACH-001193,-0.9639578269939999
ACH-001196,-0.968898968751
ACH-001197,-1.05055214288
ACH-001205,-1.2949628014499999
ACH-001211,-1.4708765596000002
ACH-001212,-1.0221790157
ACH-001228,-1.0158787144399999
ACH-001232,-1.31262971478
ACH-001239,-1.03837448869
ACH-001274,-0.902797785247
ACH-001275,-1.24175843972
ACH-001277,-1.25952386795
ACH-001278,-1.1029697168500001
ACH-001280,-0.7304167943619999
ACH-001283,-0.97417733873
ACH-001289,-0.911472084719
ACH-001295,-1.1180849755700002
ACH-001300,-1.1423318691
ACH-001301,-1.22102898262
ACH-001302,-1.04620666513
ACH-001303,-1.05577721735
ACH-001306,-0.8143754326100001
ACH-001318,-1.00905351255
ACH-001322,-0.954865216835
ACH-001328,-1.22338326129
ACH-001332,-1.4312433635799997
ACH-001333,-1.21168009826
ACH-001336,-0.985361489517
ACH-001340,-1.17299683063
ACH-001346,-0.981502353661
ACH-001353,-1.25314313439
ACH-001354,-1.05378465939
ACH-001367,-1.20060811849
ACH-001368,-0.8943632400499999
ACH-001374,-1.4871664316
ACH-001375,-1.1592717455500001
ACH-001377,-0.924135136615
ACH-001380,-1.21484058961
ACH-001391,-1.00761811115
ACH-001407,-0.919028640327
ACH-001408,-1.0070209782700001
ACH-001413,-1.0436109003
ACH-001430,-1.19187746939
ACH-001431,-0.902104491256
ACH-001450,-0.925205947438
ACH-001496,-1.14164264145
ACH-001500,-0.991445020951
ACH-001521,-0.937155976399
ACH-001523,-0.743483113073
ACH-001532,-0.699844186055
ACH-001536,-1.28919503214
ACH-001550,-0.659964602561
ACH-001552,-1.0178710462799998
ACH-001554,-1.02829109283
ACH-001645,-0.712498282147
ACH-001654,-1.0601105572299998
ACH-001715,-1.41937820062
ACH-001735,-1.0589740741
ACH-001736,-0.884010085761
ACH-001737,-0.328650174922
ACH-001740,-0.8074950054979999
ACH-001745,-0.90997632904
ACH-001750,-0.943805379488
ACH-001765,-0.893826402624
ACH-001956,-0.989075212713
ACH-001957,-0.864676079193
