,CUEDC2 (79004)
ACH-000004,-0.035256493536
ACH-000007,0.281279848274
ACH-000009,0.0107732002213
ACH-000011,0.213748619108
ACH-000012,-0.00137308761807
ACH-000013,0.09679245589780001
ACH-000014,-0.0820806619829
ACH-000015,-0.004994500579550001
ACH-000017,0.152557311264
ACH-000018,-0.229403593439
ACH-000019,0.22568842498000002
ACH-000021,0.15855590874000003
ACH-000022,0.07307461696239999
ACH-000025,-0.00661183916127
ACH-000028,0.09955503395639999
ACH-000030,-0.00840645868288
ACH-000035,-0.0331527929091
ACH-000036,0.1364205144
ACH-000037,0.0975371128095
ACH-000039,-0.379463420016
ACH-000040,0.15558203463300002
ACH-000041,-0.045826130174500004
ACH-000042,0.007360324108739999
ACH-000045,-0.0763355846038
ACH-000047,0.208905399866
ACH-000052,0.0204972941577
ACH-000053,0.0127632186343
ACH-000054,0.0618662309014
ACH-000055,0.0282078952703
ACH-000060,0.08809441007060001
ACH-000067,0.028796176795900002
ACH-000070,0.0434405595051
ACH-000075,-0.057073826262499995
ACH-000078,-0.12351482683399999
ACH-000082,0.05616409739159999
ACH-000085,-0.236687483127
ACH-000086,0.043937039374199995
ACH-000087,0.30466727043499997
ACH-000092,0.10718303701300001
ACH-000095,-0.0943798946515
ACH-000097,0.156907669157
ACH-000098,0.148087666124
ACH-000099,0.0181814594574
ACH-000108,0.013194584242399998
ACH-000113,0.23304727381499998
ACH-000115,0.0123751517995
ACH-000116,0.15811241203
ACH-000118,0.089300266478
ACH-000120,0.0203866862066
ACH-000123,0.00589972829751
ACH-000127,0.10963300975299999
ACH-000128,0.137388613144
ACH-000132,0.155936759106
ACH-000133,0.0397532235811
ACH-000137,-0.0997372708691
ACH-000138,0.0982740869946
ACH-000142,-0.0175595137656
ACH-000143,-0.10978536007000002
ACH-000146,-0.0574556887801
ACH-000148,0.009011077320729999
ACH-000150,0.291533081426
ACH-000152,-0.0107388325964
ACH-000153,0.45137656392700004
ACH-000159,0.00873486975696
ACH-000160,0.195667366313
ACH-000163,-0.048393251285100004
ACH-000167,0.129101946359
ACH-000168,-0.332187594993
ACH-000169,-0.215706211179
ACH-000178,0.145358134423
ACH-000182,-0.00337840071169
ACH-000183,0.0134426569814
ACH-000188,0.165547101781
ACH-000189,-0.0397922816727
ACH-000190,0.022436241814000002
ACH-000198,0.132494858533
ACH-000204,-0.0636823875987
ACH-000206,0.27002291590599997
ACH-000207,-0.070581409125
ACH-000211,0.07981515773239999
ACH-000215,-0.015727434505399998
ACH-000221,0.223188711124
ACH-000222,-0.0706062533215
ACH-000223,-0.125470418501
ACH-000226,-0.0905398396852
ACH-000227,0.16835412917999998
ACH-000228,0.0371872428347
ACH-000231,0.0709427450564
ACH-000232,0.026285008826900002
ACH-000233,-0.062205121186199995
ACH-000234,-0.08737549152349999
ACH-000235,0.083100798862
ACH-000237,-0.06323097230119999
ACH-000238,-0.0574742530932
ACH-000243,0.0259693899724
ACH-000244,0.13968935576
ACH-000246,0.0206673598179
ACH-000248,0.10865238221
ACH-000250,0.07333987938810001
ACH-000251,0.0771030079639
ACH-000253,-0.0164510777302
ACH-000255,0.016865466059399998
