,MAP3K7CL (56911)
ACH-000004,-0.233446258972
ACH-000007,0.052403100009599995
ACH-000009,0.0659442250672
ACH-000011,-0.04271171654519999
ACH-000012,-0.06329400926659999
ACH-000013,0.058027180849400006
ACH-000014,0.0941584693824
ACH-000015,-0.0411318499303
ACH-000017,-0.0390638476244
ACH-000018,0.229709019656
ACH-000019,-0.0632828725679
ACH-000021,0.0325086102802
ACH-000022,-0.0380494531413
ACH-000025,0.134757548389
ACH-000028,0.00168054113859
ACH-000030,-0.026428430072699998
ACH-000035,0.040865256419000004
ACH-000036,0.026782108939400005
ACH-000037,0.121299673484
ACH-000039,0.029780051460799997
ACH-000040,0.116690947148
ACH-000041,0.0730587516012
ACH-000042,-0.0335361507311
ACH-000045,-0.031057884913400002
ACH-000047,0.0895299592913
ACH-000052,-0.0944475722408
ACH-000053,0.0868808767069
ACH-000054,0.0166563614283
ACH-000055,0.0492177114215
ACH-000060,0.0690363101274
ACH-000067,0.31778062054
ACH-000070,0.139466084908
ACH-000075,-0.0353803056697
ACH-000078,0.0864205149202
ACH-000082,0.108520936165
ACH-000085,0.214057104505
ACH-000086,-0.113837297779
ACH-000087,0.08989369127180001
ACH-000092,0.09781351330469999
ACH-000095,-0.0869671200068
ACH-000097,-0.0171693106793
ACH-000098,0.12768506457
ACH-000099,-0.013637983159600001
ACH-000108,-0.0428878497358
ACH-000113,0.144692298721
ACH-000115,0.107592465193
ACH-000116,-0.0254216365276
ACH-000118,-0.050517283327400006
ACH-000120,-0.010850855477400001
ACH-000123,0.000640405802781
ACH-000127,0.00568126346223
ACH-000128,0.0403882675324
ACH-000132,-0.0173797580446
ACH-000133,0.0210258745797
ACH-000137,0.26801655502099997
ACH-000138,0.206465407221
ACH-000142,-0.067840278075
ACH-000143,0.0803974273169
ACH-000146,-0.0121852222821
ACH-000148,0.0655812996899
ACH-000150,-0.0610912161539
ACH-000152,0.0034805704514
ACH-000153,0.236245011298
ACH-000159,-0.037762364103599996
ACH-000160,0.08007670718689999
ACH-000163,0.046386297006400005
ACH-000167,0.06433963348209999
ACH-000168,-0.0304633847487
ACH-000169,0.170806548175
ACH-000178,0.0192878435427
ACH-000182,0.0023612318346500002
ACH-000183,-0.026203909772099996
ACH-000188,-0.028970596578599996
ACH-000189,-0.09771564596349999
ACH-000190,0.101108163468
ACH-000198,0.11085919886800001
ACH-000204,-0.08564853054800001
ACH-000206,-0.0829454004808
ACH-000207,-0.107528724981
ACH-000211,0.13316468355699998
ACH-000215,-0.05225827085390001
ACH-000221,-0.186838284467
ACH-000222,-0.17881383556400002
ACH-000223,0.015770010799
ACH-000226,0.00745400332569
ACH-000227,0.19119928021699997
ACH-000228,-0.0139153378474
ACH-000231,0.051652762765499995
ACH-000232,0.0948611048553
ACH-000233,0.0147857434136
ACH-000234,0.19036523300299998
ACH-000235,0.0285721397378
ACH-000237,-0.0928400511114
ACH-000238,-0.08316410363969999
ACH-000243,-0.0918213296568
ACH-000244,-0.0860056780829
ACH-000246,0.0399518540115
ACH-000248,0.037458687657300004
ACH-000250,-0.0428752394444
ACH-000251,0.247661944173
ACH-000253,0.12025883566199999
ACH-000255,-0.0939021301298
ACH-000256,0.0736451120171
ACH-000257,0.046862072428199994
ACH-000258,-0.14620416505699999
ACH-000259,0.0487534073948
ACH-000260,0.0334931273312
ACH-000261,0.113949826003
ACH-000262,0.26274456021
ACH-000263,-0.0986052737407
ACH-000264,-0.036553386857800005
ACH-000265,-0.151620088166
ACH-000266,-0.117451009671
ACH-000272,0.0665879866529
ACH-000273,0.0651574151862
ACH-000274,-0.08872646405689999
ACH-000277,0.101659120714
ACH-000278,0.0443922675727
ACH-000279,-0.14436213809
ACH-000280,0.07514436418430001
ACH-000281,-0.0626178213658
ACH-000288,-0.0272399432359
ACH-000291,0.161869262103
ACH-000293,0.09921341147880001
ACH-000294,0.193016873974
ACH-000295,-0.175179107968
ACH-000296,0.159138523643
ACH-000302,-0.0410288827583
ACH-000304,0.185750559532
ACH-000307,-0.066309841544
ACH-000308,-0.0124346823268
ACH-000310,0.101169600497
ACH-000311,-0.04133255901730001
ACH-000312,0.053240179551300004
ACH-000315,-0.0146648797438
ACH-000316,0.112202456347
ACH-000317,-0.0533597215175
ACH-000318,-0.04668783598130001
ACH-000319,0.0159159826374
ACH-000320,-0.209209588735
ACH-000322,-0.11297144329600001
ACH-000323,0.18180034125300001
ACH-000324,0.0810690932812
ACH-000329,-0.08376097607699999
ACH-000330,0.147257648996
ACH-000331,0.136185056016
ACH-000332,-0.0795615462516
ACH-000334,0.0173663719903
ACH-000335,0.40773943466799994
ACH-000336,-0.11627227832699999
ACH-000337,0.294609898246
ACH-000339,-0.0708160589183
ACH-000341,0.021304569237599998
ACH-000348,-0.011159704325600001
ACH-000350,-0.07427383157060001
ACH-000352,0.08741390046980001
ACH-000356,0.08001445539310001
ACH-000361,-0.045961489642
ACH-000362,-0.0591887182632
ACH-000363,0.047688441439899996
ACH-000364,-0.153582636517
ACH-000365,-0.0139917116123
ACH-000366,0.19878890556899997
ACH-000368,0.12363815824300001
ACH-000374,0.0189680013446
ACH-000375,0.299585524105
ACH-000376,0.154900564307
ACH-000381,0.23073126425999999
ACH-000383,-0.028919157753400003
ACH-000387,0.022736205564900004
ACH-000389,0.0458415321706
ACH-000390,-0.0791920658186
