,ATAD5 (79915)
ACH-000004,-0.35412067674500003
ACH-000007,-0.49015752701399995
ACH-000009,-0.169666806901
ACH-000011,-0.0737863357778
ACH-000012,-0.306242440505
ACH-000013,-0.22256916324200002
ACH-000014,-0.35360866289399995
ACH-000015,-0.033470929259
ACH-000017,-0.0456492457166
ACH-000018,-0.0896477544165
ACH-000019,-0.164547978402
ACH-000021,-0.09868754171010001
ACH-000022,-0.22373941287300003
ACH-000025,-0.0677447454493
ACH-000028,-0.333497053531
ACH-000030,-0.218887561274
ACH-000035,-0.0862570732663
ACH-000036,-0.203764406886
ACH-000037,-0.0097403113203
ACH-000039,-0.129916196726
ACH-000040,-0.006213236750969999
ACH-000041,-0.144145269039
ACH-000042,-0.11782945185999999
ACH-000045,-0.0885173053128
ACH-000047,-0.0670667786514
ACH-000052,-0.406036097486
ACH-000053,-0.141928258404
ACH-000054,-0.00507061114379
ACH-000055,-0.207030552524
ACH-000060,-0.158127545155
ACH-000067,-0.308691200068
ACH-000070,-0.09292460134889999
ACH-000075,-0.101353586011
ACH-000078,-0.353432442689
ACH-000082,-0.00435140336462
ACH-000085,-0.101042334608
ACH-000086,-0.13565090725600001
ACH-000087,-0.143370396977
ACH-000092,-0.369019060903
ACH-000095,-0.16757204386
ACH-000097,-0.160154943047
ACH-000098,-0.15018942457599999
ACH-000099,-0.470840504607
ACH-000108,-0.26268113493
ACH-000113,-0.21661291901299998
ACH-000115,-0.188550523214
ACH-000116,-0.28479543378100003
ACH-000118,-0.261869618295
ACH-000120,-0.158800273717
ACH-000123,-0.575091770697
ACH-000127,-0.106404195301
ACH-000128,-0.13552378370100002
ACH-000132,-0.145468719288
ACH-000133,-0.322330399845
ACH-000137,-0.2548069546
ACH-000138,-0.108017047357
ACH-000142,-0.057223133816400006
ACH-000143,-0.19294374114799998
ACH-000146,-0.281919370356
ACH-000148,-0.144702268356
ACH-000150,0.028556152682500002
ACH-000152,-0.422983873159
ACH-000153,-0.230909666266
ACH-000159,-0.19237140294799998
ACH-000160,-0.342557153825
ACH-000163,-0.23426083633699998
ACH-000167,0.014821020526000001
ACH-000168,0.13770285372500002
