,APOB (338)
ACH-000004,-0.029251651334199998
ACH-000007,0.227382435834
ACH-000009,0.173595291944
ACH-000011,0.188498028065
ACH-000012,0.053098256064300006
ACH-000013,0.152553173557
ACH-000014,0.2230743664
ACH-000015,0.247683423885
ACH-000017,0.291242825098
ACH-000018,0.130119972578
ACH-000019,0.163804667094
ACH-000021,0.104688871631
ACH-000022,0.11146187367
ACH-000025,0.236028508354
ACH-000028,0.227663946314
ACH-000030,0.18337267629700002
ACH-000035,0.18980621904
ACH-000036,0.141743918357
ACH-000037,0.40140790646799995
ACH-000039,0.11336131795700001
ACH-000040,0.179226938285
ACH-000041,0.142610078492
ACH-000042,0.0567835516546
ACH-000045,0.204936042791
ACH-000047,0.205965270151
ACH-000052,0.42381596220600004
ACH-000053,-0.0605112039554
ACH-000054,0.197440881326
ACH-000055,0.05624182967130001
ACH-000060,0.213916457638
ACH-000067,0.25922207941
ACH-000070,0.10324181588199999
ACH-000075,0.181155783515
ACH-000078,0.08273472407310001
ACH-000082,0.257901727882
ACH-000085,0.22342498271800001
ACH-000086,0.22499498584600003
ACH-000087,0.07710303766089999
ACH-000092,0.015287821155399998
ACH-000095,0.20237172072299997
ACH-000097,0.21747919113000003
ACH-000098,0.12976363012599998
ACH-000099,0.021062955603
ACH-000108,0.13063720098
ACH-000113,0.110379036579
ACH-000115,0.0994553691527
ACH-000116,0.148031249427
ACH-000118,0.13344037889000002
ACH-000120,0.082365049024
ACH-000123,0.134270170625
ACH-000127,0.200754489214
ACH-000128,0.232023910842
ACH-000132,0.31722113219000003
ACH-000133,0.166463143534
ACH-000137,0.321168259716
ACH-000138,0.176283390207
ACH-000142,0.17631833117100001
ACH-000143,0.0868967486139
ACH-000146,-0.00332078778692
ACH-000148,0.260543029904
ACH-000150,0.341551790758
ACH-000152,0.0295444406784
ACH-000153,0.010904241881799998
ACH-000159,0.115269641329
ACH-000160,0.300144378399
ACH-000163,-0.0238167648689
ACH-000167,0.152035799092
ACH-000168,0.20858737968199997
ACH-000169,0.255869246542
ACH-000178,0.227252201749
ACH-000182,0.176964743902
ACH-000183,0.24215425014400002
ACH-000188,0.171385715825
ACH-000189,0.255515290021
ACH-000190,0.272455790194
ACH-000198,0.17907482344
ACH-000204,0.291875486978
ACH-000206,0.19387270172
ACH-000207,0.312494158675
ACH-000211,0.218295744525
ACH-000215,0.127788022959
ACH-000221,0.27926500213100003
ACH-000222,0.112723040076
ACH-000223,0.1724379557
ACH-000226,0.11162161607200001
ACH-000227,-0.16762629225099998
ACH-000228,0.5237723525970001
ACH-000231,0.20470230621399998
