,HEXDC (284004)
ACH-000004,-0.37192790025399997
ACH-000007,0.055782583025400005
ACH-000009,-0.242722998473
ACH-000011,0.00830213471753
ACH-000012,0.11537201024499999
ACH-000013,0.0253626211795
ACH-000014,0.05946896882950001
ACH-000015,-0.10324239265900001
ACH-000017,-0.10794424560900001
ACH-000018,0.0622448838105
ACH-000019,-0.261065625016
ACH-000021,0.00819684722849
ACH-000022,-0.0774542791576
ACH-000025,-0.0579469276138
ACH-000028,0.0206137948183
ACH-000030,-0.09104882901809999
ACH-000035,-0.0625251727455
ACH-000036,-0.21109277607500002
ACH-000037,-0.0394962221122
ACH-000039,0.06359205787880001
ACH-000040,-0.22643687326900003
ACH-000041,-0.31031725540399996
ACH-000042,-0.007554241778300001
ACH-000045,-0.18566763901900002
ACH-000047,-0.198854620671
ACH-000052,-0.0841829276066
ACH-000053,-0.00758487679613
ACH-000054,-0.31431780156
ACH-000055,0.011341223121499999
ACH-000060,-0.23223025311099998
ACH-000067,-0.05070655859
ACH-000070,-0.05923995605219999
ACH-000075,-0.09898940396939998
ACH-000078,0.055067135879300004
ACH-000082,-0.24270398933899998
ACH-000085,-0.361857973047
ACH-000086,-0.06263102541780001
ACH-000087,-0.149384797877
ACH-000092,0.00870583727379
ACH-000095,-0.278969837243
ACH-000097,-0.0767922403348
ACH-000098,0.015435241633600001
ACH-000099,-0.120062241597
ACH-000108,-0.160062596355
ACH-000113,-0.16377721634
ACH-000115,-0.225350089168
ACH-000116,-0.224786186818
ACH-000118,-0.17698891712099998
ACH-000120,-0.178426770731
ACH-000123,0.0756499558749
ACH-000127,-0.167339401171
ACH-000128,-0.24838264503899998
ACH-000132,-0.0653891685882
ACH-000133,0.0605791130404
ACH-000137,0.10345709179700001
ACH-000138,0.00790705723456
ACH-000142,-0.382913122567
ACH-000143,-0.08225169311080001
ACH-000146,-0.0139745137182
ACH-000148,-0.0190908803782
ACH-000150,-0.10436377096100001
ACH-000152,-0.275108037501
ACH-000153,-0.0860123523487
ACH-000159,-0.031879752712
ACH-000160,-0.237045570353
ACH-000163,-0.03995211262
ACH-000167,0.0602370096879
ACH-000168,-0.149340679344
ACH-000169,-0.18090009668600002
ACH-000178,0.0777349649632
ACH-000182,-0.0958184031473
ACH-000183,-0.11413928342299999
ACH-000188,-0.114621636053
ACH-000189,-0.0104015332925
ACH-000190,0.218375814267
ACH-000198,-0.162681764178
ACH-000204,0.0325974143055
ACH-000206,-0.0390664835911
ACH-000207,0.133848114276
ACH-000211,-0.16708000768
ACH-000215,-0.0755968555178
ACH-000221,-0.061508862114300004
ACH-000222,0.19078795024
ACH-000223,-0.0249552042344
ACH-000226,-0.09153620697510001
ACH-000227,-0.232200291983
ACH-000228,-0.0549293167656
ACH-000231,-0.128154168481
ACH-000232,-0.0782930665128
ACH-000233,-0.18355790432799998
ACH-000234,-0.182097482788
ACH-000235,0.00842543822763
ACH-000237,-0.04785703631080001
ACH-000238,-0.16909179018599999
ACH-000243,-0.0979157355259
ACH-000244,-0.143190463168
ACH-000246,-0.182840023521
ACH-000248,-0.296856702018
ACH-000250,-0.221210867399
ACH-000251,0.0518254067678
ACH-000253,-0.15008217838
ACH-000255,-0.18555879912999998
ACH-000256,-0.269060767633
ACH-000257,-0.183073819315
ACH-000258,-0.121805085427
ACH-000259,-0.133644478423
ACH-000260,-0.136096977572
ACH-000261,-0.232569149914
ACH-000262,0.0974232240959
ACH-000263,-0.492246754414
ACH-000264,0.043512664914
ACH-000265,0.07874797256789999
ACH-000266,-0.20070455012699998
ACH-000272,-0.0767180500349
ACH-000273,-0.193159792243
ACH-000274,-0.267703368447
ACH-000277,-0.35642285380800004
ACH-000278,-0.0471594485977
ACH-000279,-0.12048898049699999
ACH-000280,-0.00978115085976
ACH-000281,-0.061510839171799996
ACH-000288,-0.18843454372000001
ACH-000291,-0.107918582194
ACH-000293,-0.130390929451
ACH-000294,0.0725121998845
ACH-000295,0.0722518928073
ACH-000296,0.28616375283100004
ACH-000302,-0.226205907773
ACH-000304,-0.198719734699
ACH-000307,-0.148702429766
ACH-000308,-0.116266359734
ACH-000310,0.0521045214809
ACH-000311,0.22184709031599997
ACH-000312,-0.053124487906599994
ACH-000315,-0.20589353173500002
ACH-000316,-0.49473362819
ACH-000317,0.0627633019361
ACH-000318,-0.4134769537
ACH-000319,-0.031383606234
ACH-000320,-0.0120773979107
ACH-000322,-0.0919660529933
ACH-000323,-0.09959379709560001
ACH-000324,-0.138869633912
ACH-000329,-0.31536550457
ACH-000330,0.0485665921133
ACH-000331,-0.0538581039618
ACH-000332,0.00514698976812
ACH-000334,-0.0038484246192299998
ACH-000335,0.09033334222850001
ACH-000336,-0.22996348245099998
ACH-000337,-0.10178642792199999
ACH-000339,-0.060300810126800004
ACH-000341,0.184150062245
ACH-000348,-0.10292095278999999
ACH-000350,-0.246333383037
ACH-000352,-0.15141982586
ACH-000356,-0.198943384597
ACH-000361,-0.013239056135
ACH-000362,-0.0955171151704
ACH-000363,0.00640610683261
ACH-000364,-0.026394582160400002
ACH-000365,-0.118723819643
ACH-000366,-0.15063157156999998
ACH-000368,-0.0224727633848
ACH-000374,-0.08082790292480001
ACH-000375,-0.29758887858000005
ACH-000376,-0.067832459642
ACH-000381,-0.0576428737785
ACH-000383,-0.27128180969
ACH-000387,-0.13567134392799998
ACH-000389,0.11168982925000001
ACH-000390,-0.10255345800599999
ACH-000393,-0.26258525237
ACH-000395,0.0597739515747
ACH-000397,-0.189430811528
ACH-000401,0.051952432880300006
ACH-000402,-0.231568238191
ACH-000403,-0.0959257526537
ACH-000404,-0.25665664471099997
ACH-000406,0.040894609342900005
ACH-000407,-0.126799528692
ACH-000408,0.180712173318
ACH-000410,0.061230363318600003
ACH-000411,0.0524663300136
ACH-000414,0.038367340871
ACH-000415,-0.024849820164999998
ACH-000416,-0.0769445416475
ACH-000420,-0.467824034918
ACH-000421,-0.17710060465500002
ACH-000424,-0.2038184106
ACH-000425,-0.0813210266689
ACH-000426,-0.33783673173199996
ACH-000427,-0.00885275585248
