,SMIM1 (388588)
ACH-000004,0.07170922839919999
ACH-000007,-0.341342364023
ACH-000009,-0.164265294936
ACH-000011,-0.155739789564
ACH-000012,-0.035303444471400006
ACH-000013,-0.134930155531
ACH-000014,-0.045008646052199994
ACH-000015,0.0837941511706
ACH-000017,-0.304526710084
ACH-000018,-0.265336084222
ACH-000019,-0.0548526394972
ACH-000021,0.0027279880477099998
ACH-000022,0.15189552448
ACH-000025,-0.09360235480489999
ACH-000028,-0.06037072704080001
ACH-000030,-0.00577057118869
ACH-000035,-0.11729317265999999
ACH-000036,-0.0623445768264
ACH-000037,-0.0472077321591
ACH-000039,-0.0874563496102
ACH-000040,-0.22809247204100003
ACH-000041,-0.0305841761552
ACH-000042,-0.16481784460100002
ACH-000045,-0.096866307504
ACH-000047,-0.18080320432799998
ACH-000052,0.14012608920800002
ACH-000053,-0.0271207464961
ACH-000054,-0.07322007480939999
ACH-000055,-0.023799674577599995
ACH-000060,-0.00208583599075
ACH-000067,-0.09245686273260001
ACH-000070,-0.010858218096399998
ACH-000075,-0.0632329139438
ACH-000078,-0.04747644340340001
ACH-000082,0.103376724078
ACH-000085,-0.229413046672
ACH-000086,0.00478649125324
ACH-000087,0.10997623567399999
ACH-000092,-0.10406179740499999
ACH-000095,0.0184140567781
ACH-000097,0.0139762393438
ACH-000098,-0.0801257530964
ACH-000099,-0.140106686376
ACH-000108,-0.144358599723
ACH-000113,-0.106136765416
ACH-000115,-0.125303228166
ACH-000116,-0.06348869981750001
ACH-000118,-0.0302354995494
ACH-000120,-0.398749218281
ACH-000123,-0.0643431913985
ACH-000127,-0.0021578519647800004
ACH-000128,0.044954750643300005
ACH-000132,-0.0419124192576
ACH-000133,0.189642666056
ACH-000137,0.0012412078293
ACH-000138,-0.135983642555
ACH-000142,-0.165467023323
ACH-000143,-0.057534725806099994
ACH-000146,-0.033477460853
ACH-000148,-0.140629956902
ACH-000150,-0.618759897553
ACH-000152,-0.165153320739
ACH-000153,-0.011271792962100001
ACH-000159,-0.179276113623
ACH-000160,0.09751365110739998
ACH-000163,-0.268448986188
ACH-000167,-0.0875141694
ACH-000168,0.0712692623962
ACH-000169,-0.09795375900429999
ACH-000178,-0.00855420547523
ACH-000182,-0.0396705415232
ACH-000183,0.148994235434
ACH-000188,-0.202175411417
ACH-000189,-0.23762689564800002
ACH-000190,-0.111361526953
ACH-000198,0.122534173346
ACH-000204,-0.114967507064
ACH-000206,-0.033738106094
ACH-000207,0.0477698926125
ACH-000211,-0.144498389432
ACH-000215,-0.12444280648600001
ACH-000221,-0.024484142185299998
ACH-000222,-0.00047660013996099997
ACH-000223,-0.0313745714818
ACH-000226,-0.0487128567114
ACH-000227,-0.05473449039469999
ACH-000228,-0.238110921021
ACH-000231,-0.0187796832569
ACH-000232,-0.0692402306492
ACH-000233,-0.114872689858
ACH-000234,-0.204117986858
ACH-000235,-0.21979736246999998
ACH-000237,-0.220015905711
ACH-000238,-0.0309058528663
ACH-000243,-0.134844948456
ACH-000244,-0.128350905524
ACH-000246,-0.144632400319
ACH-000248,0.030564556612999998
ACH-000250,-0.020671647022900003
ACH-000251,-0.0357959633966
ACH-000253,-0.0327479154872
ACH-000255,-0.0682324932481
ACH-000256,-0.16872115242199998
ACH-000257,-0.08305882529139999
ACH-000258,-0.555620268106
ACH-000259,-0.176406531082
ACH-000260,-0.0215793303472
ACH-000261,0.0684944559654
ACH-000262,-0.161236149036
ACH-000263,-0.047659269004699994
ACH-000264,-0.008986768819700001
ACH-000265,-0.0252556170427
ACH-000266,-0.366016898622
ACH-000272,0.0351019128786
ACH-000273,-0.19650897585000002
ACH-000274,-0.08664763262599999
ACH-000277,-0.28414305912099996
ACH-000278,-0.0478882607168
ACH-000279,0.062414960641300005
ACH-000280,-0.028551047608500003
ACH-000281,-0.262026632214
ACH-000288,-0.290011511789
ACH-000291,-0.139202204037
ACH-000293,-0.04684380214100001
ACH-000294,-0.024865382653900002
ACH-000295,-0.279675542229
ACH-000296,-0.0644615826344
ACH-000302,-0.15228555767000002
ACH-000304,-0.0219232402058
ACH-000307,-0.110802105571
ACH-000308,-0.07916551701169999
ACH-000310,-0.172950097604
ACH-000311,-0.293245630484
ACH-000312,-0.315767110575
ACH-000315,-0.13781128579000002
ACH-000316,-0.146418170356
ACH-000317,-0.030971853524700003
ACH-000318,0.145038930492
ACH-000319,-0.135105192906
ACH-000320,-0.45931200259800004
ACH-000322,-0.247247737887
ACH-000323,0.00865616870215
ACH-000324,0.0820237929806
ACH-000329,-0.34801777278000007
ACH-000330,-0.0969359527568
ACH-000331,-0.027452766387400004
ACH-000332,-0.13999286862500002
ACH-000334,-0.11821753453400001
ACH-000335,-0.166563963531
ACH-000336,-0.368466170897
ACH-000337,0.138937705093
ACH-000339,-0.0253411614929
ACH-000341,0.0673544026701
ACH-000348,-0.09212840921880001
ACH-000350,-0.059239922299
ACH-000352,-0.04579101026819999
ACH-000356,0.0243254148422
ACH-000361,-0.00870549308201
ACH-000362,-0.029961322130599998
ACH-000363,0.07621235505469999
ACH-000364,-0.237594738853
ACH-000365,0.0386750302499
ACH-000366,-0.041934698955599994
ACH-000368,-0.218338567838
ACH-000374,-0.0377351872406
ACH-000375,-0.412497312878
ACH-000376,-0.09318198535060002
ACH-000381,0.0267369338455
ACH-000383,-0.08665312271960002
ACH-000387,-0.05912803480690001
ACH-000389,-0.0765282902228
ACH-000390,0.160807257029
ACH-000393,-0.195812119646
ACH-000395,0.08568404282360001
ACH-000397,0.0372714304197
ACH-000401,-0.00349012312196
ACH-000402,-0.774663283848
ACH-000403,-0.00977829354538
ACH-000404,-0.107635039916
ACH-000406,-0.029375424255499997
ACH-000407,-0.125197636141
ACH-000408,-0.0328135069562
ACH-000410,0.0434284964983
ACH-000411,-0.07911722619230001
ACH-000414,-0.27397742376
ACH-000415,0.106575177758
ACH-000416,-0.17826294786200003
ACH-000420,0.0345545741099
ACH-000421,-0.011708086194599999
ACH-000424,0.172005722646
ACH-000425,-0.184855967624
ACH-000426,0.168945380127
ACH-000427,0.07604548924110001
ACH-000433,-0.261285926071
ACH-000436,-0.11449147887700001
ACH-000444,-0.130182677784
ACH-000445,-0.236134912557
ACH-000448,0.181385352728
ACH-000450,0.10875103349099999
ACH-000452,-0.0464985979559
ACH-000454,-0.151833313915
ACH-000458,-0.10917264246099999
ACH-000459,0.0743800132648
ACH-000460,-0.156723591341
ACH-000461,-0.22658506846
ACH-000463,0.07373519287069999
ACH-000464,-0.208859043622
ACH-000466,0.158910906961
ACH-000467,-0.124611388453
ACH-000468,0.019610821666200002
ACH-000469,-0.233087708056
ACH-000470,-0.0698432216878
ACH-000471,-0.0800517555037
ACH-000472,0.0603349773795
ACH-000473,0.0760966072914
ACH-000475,0.0114528582084
ACH-000476,-0.170218255583
ACH-000477,-0.229032526004
ACH-000480,-0.132301051612
ACH-000481,-0.0266869367393
ACH-000483,-0.0379943526871
ACH-000484,-0.158523988324
ACH-000485,0.0394934328089
ACH-000486,-0.05621171851969999
ACH-000487,-0.013716783589700002
ACH-000488,0.0160897157061
ACH-000490,0.0997727172553
ACH-000491,0.08898233041449999
ACH-000495,0.044901184671199995
ACH-000496,-0.198604716809
ACH-000499,0.0264296318836
ACH-000500,0.290313908077
ACH-000502,-0.115111375503
ACH-000503,-0.150759621939
ACH-000505,-0.113150473089
ACH-000507,-0.189651149166
ACH-000510,-0.0440519169016
ACH-000511,-0.240225225694
ACH-000512,0.0775552358552
ACH-000516,0.054813682386099995
ACH-000517,0.0518414125026
ACH-000518,0.0526303470538
ACH-000520,-0.145777729596
ACH-000521,-0.187952491079
ACH-000522,-0.159873973555
ACH-000524,-0.228046018196
ACH-000527,-0.151699767658
ACH-000528,0.019912967476400003
ACH-000537,-0.135883985954
ACH-000541,0.117128288043
ACH-000542,-0.00158294669995
ACH-000544,-0.23735206663000002
ACH-000545,-0.0130261836724
ACH-000547,-0.111429268588
ACH-000548,-0.136670593837
ACH-000549,0.138202085469
ACH-000550,-0.22104775281300001
ACH-000552,-0.0220010640162
ACH-000556,-0.029187529100799997
ACH-000557,0.04736347276319999
ACH-000570,-0.0826083414335
ACH-000571,0.0313144025836
ACH-000573,0.0490841260905
ACH-000576,-0.08628563677480001
ACH-000580,0.0987742566935
ACH-000584,0.013209684461000001
ACH-000585,-0.0236724391792
ACH-000588,-0.147901030104
ACH-000589,-0.0771545487455
ACH-000591,-0.28885227595
ACH-000593,-0.168098847672
ACH-000600,0.117873658927
ACH-000601,-0.18757552645599998
ACH-000604,0.11697544209
ACH-000605,0.09386740246889999
ACH-000606,-0.0423852356606
ACH-000608,-0.145469358327
ACH-000614,-0.136987695158
ACH-000616,-0.0610248792022
ACH-000618,-0.0976257442736
ACH-000619,-0.00688017680714
ACH-000620,-0.196505726384
ACH-000621,-0.0852857127071
ACH-000622,-0.0234461173045
ACH-000623,-0.267241741363
ACH-000624,-0.0430684672713
ACH-000627,-0.130408530028
ACH-000630,-0.09907423724539999
ACH-000632,-0.0958913241271
ACH-000633,-0.23493197772500002
ACH-000637,-0.0630892614786
ACH-000638,-0.0312241489206
ACH-000646,-0.253249163013
ACH-000647,-0.142478084062
ACH-000648,-0.15670097208
ACH-000649,-0.10187264936200001
ACH-000651,0.041614379889800004
ACH-000652,-0.0710335725575
ACH-000653,-0.0465374859406
ACH-000657,-0.102396954323
ACH-000658,0.0655552189285
ACH-000661,0.0229252768353
ACH-000662,-0.0373443972262
ACH-000663,-0.38096244774800003
ACH-000665,0.024415501502
ACH-000671,-0.207778531149
ACH-000673,0.033753061647900005
ACH-000676,0.035969981210500004
ACH-000677,0.00116387525523
ACH-000681,-0.17835302395599997
ACH-000682,-0.146854210355
ACH-000683,-0.0835443839786
ACH-000684,-0.385734676933
ACH-000688,-0.218619001338
ACH-000693,0.0296179939127
ACH-000694,0.014195355565799999
ACH-000695,-0.28063289251699997
ACH-000696,-0.144821760454
ACH-000697,0.034491051827800004
ACH-000699,-0.1153748209
ACH-000701,-0.420348968596
ACH-000706,-0.05323441262069999
ACH-000711,0.039382359328300004
ACH-000713,-0.051417386869400006
ACH-000714,-0.195034099298
ACH-000718,0.034957989623699996
ACH-000720,-0.0906672461148
