,TFAP2C (7022)
ACH-000332,-0.301747496141
ACH-000334,0.112269711045
ACH-000335,-0.261248601101
ACH-000336,-0.14281957749000002
ACH-000337,-0.508403508377
ACH-000339,-0.266662391301
ACH-000341,-0.345579258357
ACH-000348,-0.824803701251
ACH-000350,-0.518536855108
ACH-000352,-1.1725524619499998
ACH-000356,-0.449989093944
ACH-000361,-0.31579676447
ACH-000362,-0.22142395913600002
ACH-000363,-0.241054658615
ACH-000364,-0.261262112833
ACH-000365,-0.289984556263
ACH-000366,-0.24682470399700002
ACH-000368,-0.19078216315299998
ACH-000374,-0.252178653586
ACH-000375,-0.232117591538
ACH-000376,-0.06457088759560001
ACH-000381,-0.145605973141
ACH-000383,-0.188220789114
ACH-000387,-0.154054003154
ACH-000389,-0.46557530461999996
ACH-000390,-0.263278488301
ACH-000393,-0.281375137889
ACH-000395,-0.6085135730919999
ACH-000397,-0.247892242363
ACH-000401,-0.89061089767
ACH-000402,-0.48419196594999997
ACH-000403,-0.16609745092
ACH-000404,-0.30223323550000003
ACH-000406,-0.171922571173
ACH-000407,-0.35119844389700006
ACH-000408,0.009510353107930001
ACH-000410,-0.378742550318
ACH-000411,-0.172241322599
ACH-000414,-0.323417277281
ACH-000415,-0.288140253202
ACH-000416,-0.38045987279
ACH-000420,-0.240650230055
ACH-000421,-0.26789290970699997
ACH-000424,-0.376557438696
ACH-000425,-0.8020036707610001
ACH-000426,-0.385837286853
ACH-000427,-0.420902442712
ACH-000433,-0.236006634921
ACH-000436,-0.0456190141251
ACH-000444,-0.322106785006
ACH-000445,-0.470949057724
ACH-000448,-0.201477186305
ACH-000450,-0.225042854565
ACH-000452,-0.49537202117299994
ACH-000454,0.046477102389699994
ACH-000458,-0.35664457085699997
ACH-000459,-0.383109538219
ACH-000460,-0.127301564985
ACH-000461,-0.31415523940400003
ACH-000463,-0.13221907056600002
ACH-000464,-0.06364151863419999
ACH-000466,-0.704276118529
ACH-000467,-0.467488671497
ACH-000468,-0.314866687983
ACH-000469,-0.1886581147
ACH-000470,-0.425650029328
ACH-000471,-0.364321467339
ACH-000472,-0.36063458717600005
ACH-000473,-0.43576205901799997
ACH-000475,-0.358957375784
ACH-000476,-0.408628529675
ACH-000477,-0.84909464227
ACH-000480,-0.159522171742
ACH-000481,-0.46051284776199997
ACH-000483,-0.20361070669599998
ACH-000484,-0.08515375294849999
ACH-000485,-0.157363111961
ACH-000486,-0.39954285225100006
ACH-000487,-0.356958208362
ACH-000488,-0.25563709148200003
ACH-000490,-0.0553748916199
ACH-000491,-0.532163015265
ACH-000495,-0.0861805190782
ACH-000496,-0.205429051245
ACH-000499,-0.396779474427
ACH-000500,-0.322743354807
ACH-000502,-0.219563966309
ACH-000503,0.225213625119
ACH-000505,-0.406587421698
ACH-000507,-0.287628775604
ACH-000510,-0.295597265262
ACH-000511,-0.303982273164
ACH-000512,-0.627132655006
ACH-000516,-0.342716094479
ACH-000517,-0.288917381192
ACH-000518,-0.545117883611
ACH-000520,-0.18951992668900003
ACH-000521,-0.352349453727
ACH-000522,-0.20894654455699999
ACH-000524,-0.338444991064
ACH-000527,-0.333967615189
ACH-000528,-0.584715615431
ACH-000537,-0.474266799239
ACH-000541,-0.289813085109
ACH-000542,-0.27829814068000003
ACH-000544,0.0027107871084800002
ACH-000545,-0.14334910897199998
ACH-000547,-0.712490275877
ACH-000548,-0.117716271181
ACH-000549,-0.458739915418
ACH-000550,-0.229885225624
ACH-000552,-0.10470108447999998
ACH-000556,-0.229545043831
ACH-000557,-0.837238257623
ACH-000570,-0.029281558382700003
ACH-000571,-0.414656200349
ACH-000573,-0.48894136592200005
ACH-000576,-0.374641848101
ACH-000580,-0.506647673569
ACH-000584,-0.22407119931400002
ACH-000585,-0.20726676014400003
ACH-000588,-0.24979552789
ACH-000589,-0.774229906947
ACH-000591,-0.46888104182499996
ACH-000593,-0.023213542238
ACH-000600,-0.353675601889
ACH-000601,-0.273224951639
ACH-000604,-0.310744577668
ACH-000605,-0.366395997317
ACH-000606,-0.189984124929
ACH-000608,-0.42684199921599997
ACH-000614,-0.837077853485
ACH-000616,-0.289177953618
ACH-000618,-0.470434907733
ACH-000619,-0.0723112241566
ACH-000620,-0.371715889106
ACH-000621,-0.00927345513077
ACH-000622,-0.0405979371327
ACH-000623,-0.107908596934
ACH-000624,-0.25045052644
ACH-000627,-0.340110708225
ACH-000630,-0.357108073826
ACH-000632,-0.65456567481
ACH-000633,-0.590327996105
ACH-000637,-0.0827150035513
ACH-000638,-0.234263052242
ACH-000646,-0.638785290282
ACH-000647,-0.348149056064
ACH-000648,-0.270832458701
ACH-000649,-0.314795224544
ACH-000651,-0.49332738775
ACH-000652,-0.38236902770099995
ACH-000653,-0.255459796159
ACH-000657,-0.37433870530900004
ACH-000658,-0.420559227588
ACH-000661,-0.569072600532
ACH-000662,-0.41328457048199996
ACH-000663,-0.128439605288
ACH-000665,-0.368319897526
ACH-000671,-0.398815060935
ACH-000673,-0.157649501381
ACH-000676,-0.417152675409
ACH-000677,-0.265978695511
ACH-000681,-0.151063127905
ACH-000682,-0.408271264091
ACH-000683,-0.254183765245
ACH-000684,-0.399316098752
ACH-000688,-0.255786065821
ACH-000693,-0.348086986403
ACH-000694,-0.155478879569
ACH-000695,-0.397121975215
ACH-000696,-0.228120127388
ACH-000697,-0.247055232428
ACH-000699,-0.127390851179
ACH-000701,-0.808793499359
ACH-000706,-0.413849169475
ACH-000711,-0.5016131831589999
ACH-000713,0.0483487987203
ACH-000714,-0.302748020261
ACH-000718,-0.23119681379700002
ACH-000720,-0.30218975026
ACH-000721,-0.387464445236
ACH-000724,-0.36108983274499995
ACH-000725,-0.17763564199700002
ACH-000732,-0.41732907392800006
ACH-000734,-0.132996354324
ACH-000735,-0.0864778566629
ACH-000736,-0.406605833142
ACH-000738,-0.546273209745
ACH-000746,-0.221112372456
ACH-000747,-0.319101701847
ACH-000748,-0.35088078581
ACH-000753,-0.228660950606
ACH-000756,-0.198566120022
ACH-000757,-0.141384134684
ACH-000758,-0.111423706843
ACH-000760,-0.557657951428
ACH-000763,-0.221115615798
ACH-000764,-0.134356539857
ACH-000765,-0.428503430993
ACH-000766,-0.22258137587
ACH-000767,-0.20473595101
ACH-000768,-0.200789118702
ACH-000769,-0.282898431526
ACH-000770,-0.22549607022799997
ACH-000771,-0.323875744759
ACH-000773,-0.35241367541
ACH-000776,-0.418398516494
ACH-000777,-0.193686153346
ACH-000778,-0.11926232829399999
ACH-000781,-0.38672344413599996
ACH-000782,-0.470187104864
ACH-000783,-0.532829877275
ACH-000784,-0.35635660589400003
ACH-000785,-0.472698192734
ACH-000787,-0.46965032347499996
ACH-000788,-0.383522886179
ACH-000791,-0.134229491274
ACH-000792,-0.147021328107
ACH-000794,-0.254713302923
ACH-000796,-0.34265788349799997
ACH-000799,-0.829188456297
ACH-000800,-0.151216241734
ACH-000802,-0.286741490569
ACH-000804,-0.100993091885
ACH-000805,-0.33683427166900004
ACH-000809,-0.5157367338600001
ACH-000810,-0.473208419169
ACH-000811,-0.34192707266500005
ACH-000817,-0.0180552952416
ACH-000819,-0.0507614565872
ACH-000820,-0.274775489044
ACH-000821,-0.508744715214
ACH-000822,-0.13754261499099998
ACH-000823,-0.146626259214
ACH-000824,-0.467658316545
ACH-000827,-0.6144478065250001
ACH-000829,-0.290144914611
ACH-000831,-0.341259472946
ACH-000832,-0.0853607323429
ACH-000833,-0.409129529598
ACH-000834,-0.360238579726
ACH-000835,-0.20596341441500002
ACH-000836,-0.442630329011
ACH-000837,-0.49887325100100005
ACH-000838,-0.399414695419
ACH-000839,-0.394669836469
ACH-000840,-0.392799315373
ACH-000841,-0.22631536088799997
ACH-000843,-0.196878464471
ACH-000846,-0.14576852968499998
ACH-000847,-0.596289542338
ACH-000848,-0.331340800673
ACH-000849,-0.296439276296
ACH-000851,-0.31607440836899997
ACH-000855,-0.320267410917
ACH-000856,-0.283443829231
ACH-000858,-0.41680724440300004
ACH-000859,-1.03289394199
ACH-000861,-0.139369593597
ACH-000862,-0.500712447507
ACH-000865,-0.38863098199199997
ACH-000866,-0.360919524066
ACH-000867,-0.437570450946
ACH-000869,-0.527269911948
ACH-000872,-0.26121079099800004
ACH-000873,-0.334533254679
ACH-000876,-0.272559343996
ACH-000878,-0.193198982348
ACH-000880,-0.225579251182
ACH-000881,-0.41634653874399996
ACH-000882,-0.355972949532
ACH-000884,-0.780264665871
ACH-000885,-0.362964017537
ACH-000887,-0.36956594207800003
ACH-000888,-0.123968805852
ACH-000889,-0.140442302786
ACH-000890,-0.307600034704
ACH-000896,-0.370252463358
ACH-000898,-0.346677249802
ACH-000900,-0.37348268690700004
ACH-000901,-0.227733618272
ACH-000905,-0.502539614789
ACH-000906,-0.166760822877
ACH-000907,-0.251196150184
ACH-000910,-0.167002297302
ACH-000911,-0.21375123978500002
ACH-000912,-0.397937104561
ACH-000913,-0.25720392351300003
ACH-000915,-0.426696072659
ACH-000916,-0.317112392968
ACH-000917,-0.33830796521799994
ACH-000921,-0.38740999220899996
ACH-000924,-0.314587988974
ACH-000926,-0.35979019247
ACH-000928,-0.271817101227
ACH-000929,-0.6702219782859999
ACH-000932,-0.254805135554
ACH-000935,0.0810748938398
ACH-000936,-0.372127433624
ACH-000937,-0.377291163937
ACH-000938,-0.33188468413000005
ACH-000939,-0.149650705789
ACH-000941,-0.3136640651
ACH-000943,-0.186148409677
ACH-000946,-0.38057105950099995
ACH-000947,-0.352936130678
ACH-000948,-0.21023920137200003
ACH-000950,0.07458373811510001
ACH-000953,-0.28859722129500004
ACH-000957,-0.199284910467
ACH-000958,-0.17854695792999997
ACH-000960,-0.373894918313
ACH-000963,0.272808853118
ACH-000968,-0.238202228116
ACH-000969,-0.291943287111
ACH-000973,-0.34840139268700004
ACH-000974,-0.468126168417
ACH-000975,-0.251956770811
ACH-000976,-0.25913089225900005
ACH-000978,-0.183256187396
ACH-000980,-0.38590908075900004
ACH-000984,-0.342815052347
ACH-000986,-0.263601682901
ACH-000988,-0.149178943963
ACH-000993,-0.04776798460659999
ACH-000994,-0.346126261489
ACH-000996,-0.189384079161
ACH-001001,-0.295719427347
ACH-001020,-0.0350150534271
ACH-001028,-0.345027674587
ACH-001031,-0.272870332948
ACH-001038,-0.35400772841399997
ACH-001048,-0.330046807396
ACH-001050,-0.284722893832
ACH-001053,-0.23232857679000002
ACH-001054,-0.375282870655
ACH-001061,-0.308023800583
ACH-001067,-0.163109733481
ACH-001075,-0.306910641975
ACH-001096,-0.378288066378
ACH-001128,0.138677867268
ACH-001134,-0.267846933638
ACH-001151,-0.26074631042
ACH-001163,-0.21658003049400001
ACH-001164,-0.15459202734000002
ACH-001173,-0.235264584971
ACH-001183,-0.563436956225
ACH-001184,-0.2852052485
ACH-001190,-0.23093112204500002
ACH-001192,-0.360847712494
ACH-001193,-0.273733596854
ACH-001196,-0.224920479427
ACH-001197,-0.40097620859399996
ACH-001205,-0.24154739213399998
ACH-001211,-0.348289465889
ACH-001212,-0.322906758708
ACH-001228,-0.768843404751
ACH-001232,-0.268156188557
ACH-001239,-0.724545057896
ACH-001274,-0.182593940215
ACH-001275,-0.578684158229
ACH-001277,-0.5780884558730001
ACH-001278,-0.197011423535
ACH-001280,-0.0554894419984
ACH-001283,-0.378448566572
ACH-001289,-0.162613014603
ACH-001295,-0.36903934314000003
ACH-001300,-0.2185399946
ACH-001301,-0.342279580257
ACH-001302,-0.233412770683
ACH-001303,-0.13796308180800002
ACH-001306,-0.337489762829
ACH-001318,-0.37350684108800003
ACH-001322,-0.21909591640999998
ACH-001328,-0.10898728026599999
ACH-001332,-0.536956875798
ACH-001333,-0.269969172275
ACH-001336,-0.240121199845
ACH-001340,-0.36180367717699996
ACH-001346,-0.370842758734
ACH-001353,-0.28827070025699997
ACH-001354,-0.17522853476199998
ACH-001367,-0.338883301403
ACH-001368,-0.324706127684
ACH-001374,-0.243317043838
ACH-001375,-0.245846519087
ACH-001377,-0.40923013727799995
ACH-001380,-0.178778179199
ACH-001391,-0.371115208919
ACH-001407,-0.281993253409
ACH-001408,-0.331547970919
ACH-001413,-0.17202879644400002
ACH-001430,-0.18834912388500002
ACH-001431,-0.361333331865
ACH-001450,-0.306768590913
ACH-001496,-0.362980126801
ACH-001500,-0.592294707988
ACH-001521,0.15570149812
ACH-001523,-0.261753146278
ACH-001532,-0.355770729652
ACH-001536,-0.299853046098
ACH-001550,-0.207191844144
ACH-001552,-0.449197503785
ACH-001554,-0.387910584008
ACH-001645,-0.447628334723
ACH-001654,-0.393539338187
ACH-001715,-0.567442018608
ACH-001735,-0.372422572728
ACH-001736,-0.25729389873799996
ACH-001737,-0.324407051462
ACH-001740,-0.293381176143
ACH-001745,-0.266383128812
ACH-001750,-0.399193941453
ACH-001765,-0.41876040725100006
ACH-001956,-0.267062387059
ACH-001957,-0.31203880937600004
